Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Interrupt-based drivers and libraries for Céu-Arduino ,"Developing interrupt-based drivers and libraries for Arduino chips and peripherals for the Céu-Arduino language, in order to replace current...", Guilherme Simas , Mentor  Francisco Santanna , Organization  LabLua ,/archive/2017/projects/5722829441990656,https://github.com/fsantanna/ceu-arduino/pull/10
2, Enhancement of SUSI.AI Server and Android App ,SUSI.AI is a powerful and Open Source Artificial Intelligence based Personal Assistant which retrieves data from various sources and answers queries..., Chirag Wadhera ," Mentor  Michael Christen, André Rebentisch, Manan Wason, Nicco Kunzmann, Damini Satya, Harshit D (the-dagger), Mario Behling, Sudheesh Singanamalla ", Organization  FOSSASIA ,/archive/2017/projects/5725239723950080,https://gist.github.com/chiragw15/0631223836130601d9f94ed7a887042f
3, Cytoscape.js Extension for Querying Large Networks ,"Traversal-based graph algorithms are good at extracting “subgraphs of interest” when applied to large networks. However, applying known algorithms...", Hasan Balcı ," Mentor  Ugur Dogrusoz, Ozgun Babur ", Organization  National Resource for Network Biology (NRNB) ,/archive/2017/projects/5725721968246784,https://docs.google.com/document/d/1Le_tQxiBct3Z6wIvD7azYkh5XjpCOvYEaEb-rV1ifSI/edit?usp=sharing
4, Rewrite Cassandra Module in Apache Gora to support CQL ,"gora cassandra module is written based on thrift connector, but new Cassandra servers don't support thrift connectors, therefore this module is...", Madhawa Gunasekara ," Mentor  djkevincr, Lewis McGibbney ", Organization  Apache Software Foundation ,/archive/2017/projects/5727025356603392,https://github.com/apache/gora/commits?author=madhawa-gunasekara
5, Continuous monitoring system for source code weaknesses ,"Developing software is a creative activity, and being carried out by humans is subject
to defects. There are types of defects that can occur in a...", David Silva , Mentor  Athos Ribeiro , Organization  Fedora Project ,/archive/2017/projects/5729359134457856,http://davidcarlos.me/gsoc-final-report.html
6, Speeding-up AKAZE features ,AKAZE features are scale-invariant binary features. They are licence-free and currently available in main OpenCV repository. AKAZE features show for..., Jiri Horner ," Mentor  Bence Magyar, Vladimir Tyan ", Organization  OpenCV ,/archive/2017/projects/5730699164254208,https://github.com/opencv/opencv/pull/9444
7, Improve Third Party Resources ,ThirdPartyResources are already available but the implementation has languished with multiple outstanding capabilities that are missing. They did not..., Nikhita Raghunath , Mentor  Stefan Schimanski , Organization  Cloud Native Computing Foundation (CNCF) ,/archive/2017/projects/5736684469616640,https://github.com/nikhita/gsoc-meta-k8s
8," Port Cricket to use Toga, instead of Tkinter ","Cricket's GUI interface is currently implemented using Tkinter, which has a lot of limitations. The main goal is the complete port of Cricket to use...", Dayanne Fernandes ," Mentor  Russell Keith-Magee, Elias Dorneles ", Organization  BeeWare Project ,/archive/2017/projects/5746440890482688,https://pybee.org/news/buzz/2017-google-summer-of-code-final-report-dayanne-fernandes/
9, Email Notification Overhaul ,I would love to work on email notification overhaul. The project was opened in 2014 and nobody has ever since taken up the issue. Some of the..., Stella ," Mentor  Jeffrey Warren, Ujitha, Stevie Lewis ", Organization  Public Lab ,/archive/2017/projects/5746692280287232,https://publiclab.org/notes/stella/08-24-2017/gsoc-2017-final-report?_=1503922959
10, SiqNAL: Fast CubeSat tracking using IQ stream data ,This project aims to provide a reliable open-sourced cubesats tracking following different mechanisms and protocols for transmitting signals that too..., Jay Krishna ," Mentor  tensai, hornig, Uli Beyermann, aerospacereearch.net, Timm ", Organization  AerospaceResearch.net ,/archive/2017/projects/5749327108505600,https://goo.gl/xLXGsH
11, Integrate transcription into Jitsi Meet ,My Google Summer of Code project last year ended up with a functional back-end for transcriptions in libjitsi. This year I want to integrate it into..., NikV ," Mentor  damencho, Boris Grozev, Saúl Ibarra Corretgé ", Organization  Jitsi ,/archive/2017/projects/5750609290461184,https://nikvaessen.github.io/jekyll/update/2017/08/24/gsoc2017_work_product_submission.html
12, Image Processing Library to ease differentiation of colors for Color Blind People ,My proposal is to build a processing library to process images and ease differentiation of colors for color blind people. Color blind people cannot..., Sarjak Thakkar , Mentor  Claire Kearney-Volpe , Organization  The Processing Foundation ,/archive/2017/projects/5754905868369920,https://gsocsarjak.wordpress.com/finalsubmission/
13, Administration Console for Vert.x Applications ,"Eclipse Vert.x is a toolkit for the Java Virtual Machine enabling the implementation of reactive, highly concurrent, polyglot applications. The goal...", Yunyu Lin ," Mentor  Clement Escoffier, Paulo Lopes ", Organization  Eclipse Vert.x ,/archive/2017/projects/5394178544500736,https://github.com/yunyu/vertx-console
14, Improve SmartArt import in LibreOffice ,"SmartArt is a format of storing diagrams in Office Open XML files that was introduced in MS Office 2007.
It allows to separate data from a way of...", Grzegorz Araminowicz ," Mentor  Thorsten Behrens, Jan Holesovsky ", Organization  LibreOffice ,/archive/2017/projects/5394597169594368,https://lists.freedesktop.org/archives/libreoffice/2017-August/078396.html
15, GPU enabled deep learning framework ,"GPU are very suitable for deep learning (DL) purposes, providing significant (sometimes almost two orders of magnitude) speedups  compared to CPU....", Evgenii Zheltonozhskii ," Mentor  Stefano Fabri, Edgar Riba ", Organization  OpenCV ,/archive/2017/projects/5398765569572864,https://groups.google.com/d/topic/opencv-gsoc-2017/nsnlvGqIMXU/discussion
16, Sentiment Analysis of Social Media Data ,"Whilst crime in general has been falling for decades, hate crime has gone in the other direction. Especially after the US election 2016, it has risen...", Nayeem Aquib ," Mentor  Philipp Heinrich, Peter Uhrig, Francis Steen, Kai Chan ", Organization  Red Hen Lab ,/archive/2017/projects/5399338813489152,https://github.com/RedHenLab/ControversyDetection
17, Marble Material Maps ,The goal for this project is redesigning the Marble Maps Android applications user interface to fit the Material Design guidelines., Bernkastel ," Mentor  Dennis Nienhüser, Torsten Rahn ", Organization  KDE ,/archive/2017/projects/5401978741981184,https://community.kde.org/GSoC/2017/StatusReports/JuditBartha
18, Python and Julia Interface for Data Retriever ,"Data Retriever automates the tasks of finding, downloading, and cleaning up publicly available data, and then stores them in a local database or as...", Shivam Negi ," Mentor  Henry Senyondo, Ethan White ", Organization  NumFOCUS ,/archive/2017/projects/5402340592975872,https://medium.com/data-retriever-gsoc17/data-retriever-final-report-95ef1d6acc59
19, Convolutional Deep Neural Networks on GPUs for Particle Physics Applications ,Toolkit for Multivariate Analysis (TMVA) is a machine learning toolkit for the ROOT scientific software framework. It contains a variety of..., Saurav Shekhar ," Mentor  Sergei Gleyzer, Lorenzo Moneta, Omar Zapata ", Organization  CERN-HSF ,/archive/2017/projects/5404527133982720,https://sshekh.github.io/blog/gsoc/index
20, Graphic Deployment Tool ,"The highlyUnstable branch of robocomp has an advanced rcmanager, which aids for creation of the xml files in a simple and illustrative way, through a...", Mayank_Kumar ," Mentor  Pablo Bustos, Ramon Cintas ", Organization  RoboComp ,/archive/2017/projects/5404869523406848,https://gist.github.com/Kmayankkr/61e52a764da1ec1dd96dd5ff366eb67e
21, Italian Mars Society (IMS): BIOMETRIC SIGNAL SENSOR’s INTERFACE ,"When astronauts travels to Mars, or even other planets, they will be exposed to a number of hazards e.g. radiation, microbes in the spacecraft,...", Abhijith C ," Mentor  Mario Tambos, Antonio Del Mastro, Ambar Mehrotra ", Organization  Python Software Foundation ,/archive/2017/projects/5406621870063616,http://abhijithc.blogspot.in/2017/08/google-summer-of-code-2017-finale.html
22, GPU Boolean Evaluation for CSG Ray-Tracing ,"In BRL-CAD, some work has been done in order to optimize the ray-tracing process, with ray-intersection calculations implemented in OpenCL for...", Marco Domingues , Mentor  Vasco Costa , Organization  BRL-CAD ,/archive/2017/projects/5407004390588416,https://github.com/MarcoSDomingues/GSoC17
23, UD-annotatrix ,"The aim of my project is to create an easy-to-use, quick and interactive interface tool for UD annotation based on the existing Apertium project. The...", maryszmary ," Mentor  Filip Ginter, Jonathan W ", Organization  Apertium ,/archive/2017/projects/5408319187451904,http://wiki.apertium.org/wiki/UD_annotatrix/UD_annotatrix_at_GSoC_2017
24, Diavgeia ,"Diavgeia is the open governance initiative which forces greek public administrative units to publish their acts and decisions online.
This project...", Themistoklis Beris ," Mentor  Panagiotis Kranidiotis, Theodoros Karounos, Dionysis Zindros ", Organization  Open Technologies Alliance - GFOSS ,/archive/2017/projects/5408540915138560,https://github.com/eellak/gsoc17-diavgeia
25, Deep Learning Modules ,"Implementation of RBM, ssRBM, GAN and stacked GAN", Kris Singh , Mentor  Mikhail Lozhnikov , Organization  mlpack ,/archive/2017/projects/5410328963710976,http://mlpack.org/gsocblog/deep-learning-modules-summary.html
26, Noninvasive source code formatting ,"A coherent coding style greatly simplifies collaborative work. 
This is easiest enforced by an automatic code formatter, but existing solutions to...", Lorenz Walthert ," Mentor  Yihui Xie, Kirill Müller ", Organization  R project for statistical computing ,/archive/2017/projects/5410482240356352,https://lorenzwalthert.github.io/gsoc2017/
27, Rubi Integrator ,"A Rule based integrator nicknamed Rubi is an entirely new module in SymPy, Integrals. It is an implementation of more than 6000 rules to cover a wide...", Abdullah Javed Nesar , Mentor  Ondřej Čertík , Organization  SymPy ,/archive/2017/projects/5411801063751680,https://gist.github.com/Abdullahjavednesar/5e5100296042a646b52c69b7ce79c6ea
28, NUTCH-2369 Create a new GraphGenerator Tool for writing Nutch Records as a Full Web Graph. ,"Currently Apache Nutch has the concept of a WebGraph which builds Web graphs, performs a stable convergent link-analysis, and updates the crawldb...", Omkar Reddy Gojala , Mentor  Lewis McGibbney , Organization  Apache Software Foundation ,/archive/2017/projects/5413355305041920,https://wiki.apache.org/nutch/GoogleSummerOfCode/GraphGeneratorTool/WeeklyReports
29, Data Project - Patient Monitoring and Decision Support using Health Data ,"For GSoC2017, I intend to use the Shogun library on health data and show the usefulness of machine learning in applications that could save people's...", Olivier Nguyen ," Mentor  Heiko Strathmann, Lea Goetz ", Organization  Shogun Machine Learning Toolbox ,/archive/2017/projects/5414039815454720,https://gist.github.com/olinguyen/510f29a2dfeeca1aa30ac9bc2b474580
30, Operator Based Machine Learning Pipeline Construction ,"The package mlr is a comprehensive machine learning toolkit for R, providing a standardized interface to over sixty machine learning R packages, in...", mb706 ," Mentor  Lars Kotthoff, Bernd Bischl ", Organization  R project for statistical computing ,/archive/2017/projects/5417148298035200,https://github.com/mlr-org/mlrCPO/
31, anon-connection-wizard ,The anon-connection-wizard is a Python-clone of the Tor Launcher which aims at providing Tor users with a graphical instruction on configuring the..., iry ," Mentor  Patrick Schleizer, sukhe ", Organization  Tor ,/archive/2017/projects/5417890790506496,https://forums.whonix.org/t/graphical-gui-whonix-setup-wizard-anon-connection-wizard-technical-discussion/650/303
32, Maintaining ASLO ,"http://activities.sugarlabs.org/, often addressed as ASLO is the Sugar Labs app store, where activities are hosted and downloaded. It serves as main...", Jatin Dhankhar ," Mentor  Tony Anderson, Walter Bender ", Organization  Sugar Labs ,/archive/2017/projects/5422543850700800,https://github.com/sugarlabs/aslo-v3
33, Enhancement to FOSSAsia Loklak Search webapp ,"Enhancing the Loklak Search webapp by fixing bugs and adding new features to the application which are performant and stable.
Enhancing the UI/UX...", Hemant Jadon ," Mentor  Mario Behling, Damini Satya, Michael Christen, Sudheesh Singanamalla ", Organization  FOSSASIA ,/archive/2017/projects/5422632434401280,https://gist.github.com/hemantjadon/4e13120d72a1470b6167743619f54f4d
34, Collect Pronunciation Dictionaries from Wiktionary ,This Collect Pronunciation Dictionaries from Wiktionary project aims to expand pronunciation dictionaries in CMUSphinx for new words and multiple..., Yifan Xiong ," Mentor  John Mark Vandenberg, Imran Sheikh, Arseniy Gorin ", Organization  CMU Sphinx ,/archive/2017/projects/5423139777413120,https://abuccts.blogspot.com/2017/08/gsoc-2017-with-cmusphinx-post-12-final.html
