Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Eliminate O(N^2) scaling from rw-conflict tracking in serializable transactions ,"To provide strict serializable isolation among transactions, PostgreSQL needs to track read-write conflicts (rw-conflicts for short in the following...", Mengxing Liu ," Mentor  alvherre, Kevin Grittner ", Organization  PostgreSQL ,/archive/2017/projects/6731854698774528,http://liumx10.github.io/2017/08/20/Speedup-RW-conflict-tracking-in-PostgreSQL/
2, Solving Most Annoying Bugs for LibreOffice Android Viewer ,"The proposed work will focus on Android Viewer’s most annoying bugs listed on Bugzilla. I grouped them into bugs, feature requests, and my own ideas....", Ximeng Zu ," Mentor  Tomaž Vajngerl, Miklos Vajna ", Organization  LibreOffice ,/archive/2017/projects/6733490812878848,https://gist.github.com/uznomis/da8e5e893e469f38406d2101577b4492
3, 3D Model Repository for OpenStreetMap ,"This proposal consists of the implementation of a 3D model repository for OpenStreetMap, improving upon the basic system offered by the Simple 3D...", Pedro Amaro ," Mentor  Tobias Knerr, Jan Marsch ", Organization  OpenStreetMap ,/archive/2017/projects/6733916283076608,https://gitlab.com/n42k/3dmr
4, Recurrent Neural Networks on tiny-dnn ,"RNNs are now central to many applications, from speech recognition to Computer Vision. Some examples are Image captioning, Visual Question Answering...", Pau Rodríguez ," Mentor  Taiga Nomi, Edgar Riba ", Organization  OpenCV ,/archive/2017/projects/6734489526992896,https://prlz77.github.io/gsoc2017/
5, RFC-7427 Signature Authentication support to IKEv2 for Libreswan ,"Currently in IKEv2 , signature based authentication is per algorithm i.e., there is one for RSA digital signatures, one for DSS digital signatures...", Sahana Prasad ," Mentor  Paul Wouters, Tuomo Soini ", Organization  The Libreswan Project ,/archive/2017/projects/6740068286857216,https://libreswan.org/wiki/Compliance_of_RFC_7427_-_Signature_Authentication_in_IKEv2
6, In-memory Compression for Neuroscience Applications: Blue-Brain Neuromapp Research & Implementation ,"State of the art computational tools are in especially high demand in the field of Neuroscience. However, bottleneck exists in terms of how much data...", Devin Bayly ," Mentor  Timothée Ewart, Francesco ", Organization  INCF ,/archive/2017/projects/6743691628642304,https://devinbayly.github.io/
7, Enhancement of the pt_assistant plugin ,"During last year's GSoC, the pt_assistant plugin has been developed by Darya Golovko. My goal is to further develop the plugin making small fixes and...", Giacomo Servadei ," Mentor  Darya Golovko, Polyglot ", Organization  OpenStreetMap ,/archive/2017/projects/6744213332951040,https://wiki.openstreetmap.org/w/index.php?title=Google_Summer_of_Code/2017/AcceptedProjects/pt_assistant&oldid=1502764
8, Refactor Rails' Cookie Implementation and Improve Signing with Expiry and Purpose ,The main goal of this project is to add expiry and purpose to cookies so that cookies won't last forever and trying to use a cookie for something it..., Assain K C , Mentor  kaspth , Organization  Ruby on Rails ,/archive/2017/projects/6745169634263040,https://gist.github.com/assain/fed04b9b610b8c190566a1956f523cc1
9, Markovchain package ,This project aims to extend the current functionality and capabilities of the R package ‘markovchain’ in order to provide statisticians a more..., Vandit Jain ," Mentor  Sai Bhargav Yalamanchi, Giorgio Spedicato ", Organization  R project for statistical computing ,/archive/2017/projects/6750949586501632,https://gist.github.com/vandit15/88fc76dea9b8c1723c5ee39893875760
10, Testing interface for Kopete and Improvement of protocol support ,Idea is to create auto tests for kopete and improve the current protocol support. Autotests will be run using make check. QtTest will be used for..., Vijay Krishnavanshi ," Mentor  Pali, Laurent Montel ", Organization  KDE ,/archive/2017/projects/6751693421150208,https://community.kde.org/GSoC/2017/StatusReports/vijay
