Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Marble Indoor Maps ,"Marble Maps brings the highly detailed OpenStreetMap to your Android devices. It features a crisp, beautiful map with an intuitive user interface....", Mohammed Nafees ," Mentor  Dennis Nienhüser, Torsten Rahn ", Organization  KDE ,/archive/2017/projects/4560444593274880,https://github.com/KDE/marble/commits/master/?author=mnafees&since=2017-05-30&until=2017-09-04
2, JSON in Sqlite ,"Problem:
JSON is a nice format to store data and it has become quite prevalent. If we are not overwhelmed by the diversity of JSON now, we soon will...", Rohit Kumar , Mentor  Kyle Lahnakoski , Organization  Mozilla ,/archive/2017/projects/4562196939931648,https://github.com/mozilla/jx-sqlite
3, Photometric Calibration ,"Photometric Calibration Tool Kit
Camera calibration is always an important part of almost every vision applications. As the direct method of SLAM...", Nan Yang , Mentor  Grace Vesom , Organization  OpenCV ,/archive/2017/projects/4562707772604416,https://github.com/opencv/opencv_contrib/pull/1219
4, libGPML library to read and write GPML files ,"libGPML
Currently it is required to include the whole PathVisio core module which is much bigger and already contains PathVisio specific...", Saurabh	Kumar ," Mentor  Martina Summer-Kutmon, Alexander Pico ", Organization  National Resource for Network Biology (NRNB) ,/archive/2017/projects/4563894257319936,https://github.com/PathVisio/libGPML/blob/master/gsoc2017.md
5, Porting LwIP to the GNU/Hurd ,The Hurd is the kernel of the GNU system. It consists on the GNU Mach microkernel and several user-space servers that offer most of the functions..., Joan Lledó ," Mentor  Justus Winter, Thomas Schwinge ", Organization  Microkernel devroom ,/archive/2017/projects/4564115985006592,http://lists.gnu.org/archive/html/bug-hurd/2017-08/msg00035.html
6, ORAM interface for RISC-V systems ,Memory access is one of the most important operation done in modern processors thus it plays an important role in implementation of trusted execution..., Yeonju Ro ," Mentor  Stefan Wallentowitz-1, Alex Bradbury ", Organization  lowRISC ,/archive/2017/projects/4566057310224384,https://docs.google.com/document/d/1B6yjYxzuO0twFXVi-18TmCd6UkHh8DVzfFNctgMqz-Y/edit?usp=sharing
7, Eclipse CHE: Java Plug-Ins for code assist/checkers ,This document have an description about who I am and one brief description about the project Eclipse CHE: Java Plug-Ins for code assist/checkers..., Sara Vidinha Cruz Santos , Mentor  Florent BENOIT , Organization  The Eclipse Foundation ,/archive/2017/projects/4568930374909952,https://github.com/saravidinha/Che-JavaPlugins/blob/master/GSoC2017.md
8, Gatekeeper Priority Queue Implementation in the Linux Kernel and tc(8) Userspace ,"In this proposal, I describe my plan to adapt Gatekeeper’s priority to the Linux kernel in context of traffic control and QoS. Gatekeeper is an open...", Nishanth Devarajan ," Mentor  Cody Doucette, Sachin Paryani ", Organization  Boston University / XIA ,/archive/2017/projects/4569614885322752,https://gist.github.com/ndev2/062a94d4d32ecb829cfb0574cfee7b3d
9, Modular Decomposition of graphs and digraphs ,Modular decomposition of (di)graphs is a generalization of the concept of the decomposition of (di)graphs into connected components. Its current..., Maria Ioanna Spyrakoy , Mentor  Dima Pasechnik , Organization  Sage Mathematical Software System ,/archive/2017/projects/4572723367903232,https://mariannaspyrakou.github.io/
10, Improve coala Website and Supporting Tools ,"Currently, the coala Online module lacks support for all the bears. Bears with non-optional settings are ignored. The first goal of this project is...", Hemang Kumar ," Mentor  Lasse Schuirmann, fneu ", Organization  coala ,/archive/2017/projects/4573465860374528,http://projects.coala.io/GSoC/2017/StatusReport/HemangKumar
