Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Mesh and Shape smoothing ,"Currently, CGAL's Polygon Mesh Processing package offers an incremental triangle-based isotropic remeshing algorithm to perform two-dimensional mesh...", Konstantinos Katrioplas ," Mentor  Jane Tournois, Pierre Alliez ", Organization  The CGAL Project ,/archive/2017/projects/5465217303576576,https://github.com/CGAL/cgal/issues/2377
2, DeepRL in Robotics ,"Creating an OpenAI gym environment as a wrapper for Gazebo robots simulator, so that the environment would be a bridge to connect  an agent as a...", Sepehr ," Mentor  Alberto Martín, Francisco Rivas ", Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2017/projects/5467852131794944,http://jderobot.org/Deep_Reinforcement_Learning_in_Robotics
3, Implementation of a New Re-encryption Mix-net for Zeus ,I'm interested in the implementation of a new mix-net for Zeus because the current mix-net is not very sufficient. The open source community would..., vitsalis ," Mentor  Panos Louridas, Dimitrios Mitropoulos, Georgios Tsoukalas ", Organization  Open Technologies Alliance - GFOSS ,/archive/2017/projects/5469134313750528,https://github.com/eellak/gsoc17module-zeus
4, Italian Mars Society(IMS): Vision based Terrain Traversability Estimation for Planetary Robots and Astronauts ,Implementing a vision based terrain traversability estimator for planetary rovers and astronauts to eliminate heavy hardware used in current..., Vishnu Teja Yalakuntla ," Mentor  Karan Saxena, Antonio Del Mastro ", Organization  Python Software Foundation ,/archive/2017/projects/5473430891659264,https://gist.github.com/yvtheja/4026740dbd708f15d56a5979e64c938f
5, Optimisation of GeantV HPC workload balancing ,This is proposal for implementing suggested HPC aware infrastructure with workload balancer., Vitalii Drohan ," Mentor  Oksana Shadura, Andrei Gheata ", Organization  CERN-HSF ,/archive/2017/projects/5475198807572480,https://gist.github.com/dvush/a589e94874d0db71e218f117f96140ca
6, Improving Kawa's gnu.bytecode using ObjectWeb ASM ,"The goal of this project is to improve the gnu.bytecode library by creating a version of it which uses ObjectWeb ASM to generate classfiles, rather...", Tom Bousso ," Mentor  Per Bothner, jrh ", Organization  The GNU Project ,/archive/2017/projects/5477373134766080,https://gitlab.com/tombousso/gnu-bytecode2
7, Implement TCP Encapsulation of IKE and IPsec Packets ,"Currently, the IKE and IPsec use UDP encapsulation whenever faced with NAT gateways which do not allow ESP or IKE packets. But some NAT rules even...", Mayank Totale ," Mentor  Paul Wouters, Tuomo Soini ", Organization  The Libreswan Project ,/archive/2017/projects/5478532239065088,https://libreswan.org/wiki/GSOC_2017:_Implementing_RFC_8229_%22TCP_Encapsulation_of_IKE_and_IPsec_Packets%22_for_Libreswan
8, Realistic Grasping using Unreal Engine ,"Realistic Grasping using Unreal Engine
Grasping different items in virtual reality can be very tricky, regarding physics and animation. There are...", Marcel Meier , Mentor  Gheorghe Lisca , Organization  Institute for Artificial Intelligence ,/archive/2017/projects/5478909659316224,https://github.com/robcog-iai/RobCoG/tree/grasp-dev
9, End-to-end encryption in SwellRT ,End-to-end encryption (E2EE) has been gaining relevance during the last years due to the increasing privacy concerns of users. Encrypting..., David Llop ," Mentor  Pablo Ojanguren, Samer Hassan ", Organization  Berkman Klein Center for Internet and Society at Harvard University ,/archive/2017/projects/5480697707888640,https://llopv.github.io/gsoc-2017/code/2017/08/29/project-overview.html
10, Flattening non-static content (like filled forms) in PDF files for printing ,"At present, CUPS filter does not support printing the PDF files with dynamic form content. The dynamic form content includes digitally filled forms,...", Pranjal Bhor ," Mentor  Till Kamppeter, Jay Berkenbilt ", Organization  The Linux Foundation ,/archive/2017/projects/5482169807929344,https://psmlbhor.github.io/whiteglass/2017/08/27/Google-Summer-of-Code/
11, Prototype a new RESTful API querying Neo4j database ,"Description
InterMine is an open source data warehouse which is used to store complex biological data. It is currently using PostgreSQL as the...", yasharmaster ," Mentor  Sam Hokin, Daniela Butano ", Organization  Open Genome Informatics ,/archive/2017/projects/5484312191303680,https://gist.github.com/yasharmaster/cfa18e7bac00d7ed0a93d74f4946efc7
12, Finding bugs related to the memory errors in Linux kernel ,Memory errors at the kernel of operation system are a kind of bugs that lead to grave consequences but are hard to detect. Debug and disclose of..., Anton Vasilyev ," Mentor  Vadim Mutilin, Alexey Khoroshilov ", Organization  The Linux Foundation ,/archive/2017/projects/5485056025952256,http://linuxtesting.org/27-08-2017
13, The Shogun Detox2 ,Every line of code in SHOGUN has a long history and have gone through many brains and hands. This made SHOGUN what it is today: a powerful toolbox..., weijie Lin ," Mentor  Fernando Iglesias Garcia, Viktor ", Organization  Shogun Machine Learning Toolbox ,/archive/2017/projects/5488325569806336,https://gist.github.com/MikeLing/fe0aeb41b04f0d16a6db7739eb5c781c
14, Unsupervised Learning of DBpedia Taxonomy ,"DBpedia tries to extract structured information from Wikipedia and make information available on the Web. In this way, the DBpedia project develops a...", Shashank Motepalli ," Mentor  Marco Fossati, Dimitris Kontokostas ", Organization  DBpedia ,/archive/2017/projects/5492249290866688,https://github.com/dbpedia/DBTax/wiki/GSoC-2017:-Final-Report
15, Improved code-generation facilities ,"The code-generation facilities in SymPy are already in active use in the research community.
There are, however, still many exciting opportunities...", Björn Dahlgren ," Mentor  Sartaj Singh, Aaron Meurer, Jason Moore ", Organization  SymPy ,/archive/2017/projects/5493001178578944,https://github.com/sympy/sympy/wiki/GSoC-2017-Report-Bj%C3%B6rn-Dahlgren:-Improved-code-generation-facilities
