Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Visualization of MD trajectory files using Google cardboard ,"Virtual reality has become a rage with Oculus Rift VR headsets and Google Daydream View headsets hitting the markets. More importantly, with the...", Manohar Karigerasi , Mentor  dkoes , Organization  Open Chemistry ,/archive/2017/projects/6504792394301440,https://gist.github.com/Manohar-94/3149fd43eb2bcd4b3759c057f0e752b0
2, Bringing Object-Oriented Metrics to PMD ,"Object-Oriented (OO) metrics synthesize characteristics of OO entities (classes, methods) and of their relations, and if combined efficiently, can...", Clément Fournier , Mentor  Andreas Dangel , Organization  PMD ,/archive/2017/projects/6505217864499200,https://gist.github.com/oowekyala/819016d5cc9509f88034bbd6bcb986c9
3, Optimize GREEN’s caching for satisfiability and model counting when using SPF ,Many symbolic program analysis techniques use satisfiability modulo theory (SMT) solvers to verify properties of programs. SMT solvers can provide..., Jan Taljaard ," Mentor  Willem Visser, Neha Rungta ", Organization  The Java Pathfinder Team ,/archive/2017/projects/6505791108415488,https://bitbucket.org/Developer_Jan/gsoc_2017/wiki/Home
4, Patient Matching 2.0 ,Patient Matching Module is an application where it tries to identify records that belong to the same patient among different number of data sources., Lahiru Jayathilake , Mentor  Burke Mamlin , Organization  OpenMRS ,/archive/2017/projects/6510740655570944,http://www.lahirujayathilake.com/2017/08/gsoc-2017-final-report.html
5, driveraker ,"Static Page Site Generator with Google Drive as a Content Management System. Using Pandoc, Google Drive via the drive go client, and Hugo to create a...", Gatlin Newhouse , Mentor  davidchiu , Organization  Portland State University ,/archive/2017/projects/6520078451343360,https://github.com/gatlinnewhouse/driveraker
6, bigPint: Big multivariate data plotted interactively ,"Parallel coordinate plots, scatterplot matrices, and replicate line plots are useful visual tools to understand the relationship between variables in...", Lindsay Rutter ," Mentor  Roxane Legaie, Di Cook ", Organization  R project for statistical computing ,/archive/2017/projects/6520497076436992,https://gist.github.com/lrutter/e033b524971d3950bb02d8a128905423
7, Picard v2.0 ,Picard is going to be receiving a complete make-over code/feature/UI wise for v2.0. A part of the v2.0 plans is porting the existing code to..., samj1912 , Mentor  Laurent Monin , Organization  MetaBrainz Foundation Inc. ,/archive/2017/projects/6524665476415488,https://sambhavkothari.blogspot.in/2017/08/500-commits-of-summer-my-story-of-foss.html
8, Bot and CI for macports-ports ,"Right now PRs have to be manually tested by commiters and some commiters aren't aware of new PRs at all.
Also certain information like whether the PR...", l2dy ," Mentor  Clemens Lang, Mojca Miklavec ", Organization  The MacPorts Project ,/archive/2017/projects/6525238720331776,https://github.com/l2dy/gsoc2017_mp#readme
9, Make High-DPI awesome ,As seen on Blog Posts on Planet KDE support for High-DPI monitors has come a long way since Plasma 5.0. And thanks to the work by many dedicated..., Lukas Hetzenecker , Mentor  David Edmundson , Organization  KDE ,/archive/2017/projects/6527878648823808,https://community.kde.org/GSoC/2017/StatusReports/LukasHetzenecker
10, Internet Archive GSOC Project Proposal ,"This project focuses on ""Building a Chrome extension for the Way Back Machine, Adding new feature for the way back machine's chrome extension.""
The...", Rakesh N Chinta , Mentor  Mark Graham , Organization  Internet Archive ,/archive/2017/projects/6528240499818496,https://github.com/rakesh-chinta/GSOC-Project-Internet-Archive
11, Improve bug filing interface for bugzilla.mozilla.org ,"At present, bugzilla.mozilla.org uses enter_bug.cgi to file bugs. This is particularly unwieldy due to a lot of reasons like two hop db access,...", Sebastin Santy , Mentor  Dylan Hardison , Organization  Mozilla ,/archive/2017/projects/6530427040825344,https://medium.com/@sebastinsanty/google-summer-of-code-2017-report-8f3958b610a8
12, Distributed Data Structures ,"Built-in data structures are a necessity for any budding language, and in a language where distributed computing is at its core, data structures that...", LouisJenkinsCS ," Mentor  Michael Ferguson, Engin Kayraklioglu ", Organization  Chapel ,/archive/2017/projects/6530769430249472,https://github.com/LouisJenkinsCS/Distributed-Data-Structures
13, Ring: NodeJS Plugin for Seamless Cross-platform Client Development ,A big problem impeding Ring development is developing  (and providing support for) different Ring clients running on disparate systems. What this..., asalman , Mentor  Adrien Beraud , Organization  The GNU Project ,/archive/2017/projects/6532521776906240,https://gerrit-ring.savoirfairelinux.com/#/q/owner:%22Asad+Salman+%253Cme%2540asad.co%253E%22
14, Hoppers-app Android ,Hopper App is a mobile application which helps manage the Hoppers at the Grace Hopper Celebration. Hoppers are volunteers. These volunteers work..., Divya Pandilla ," Mentor  Himanshi Jain, Dinu Kumarasiri "," Organization  Systers, an Anita Borg Institute community ",/archive/2017/projects/6532904297431040,https://github.com/systers/volunteers-android/commits/develop?author=pandilladivya
15, Refactoring/Redesigning Pocket Code ,"Status-quo:
The Pocket Code project suffers from instabilities and cross-dependencies at its core. Because of this usability and extendability are...", thmq ," Mentor  Sebastian Schrimpf, Wolfgang Slany ", Organization  Catrobat ,/archive/2017/projects/6534219094294528,https://docs.google.com/document/d/1tpjjW7__Pxf0gFMdReUypbLeeF3_2juQhCMPkjJOxwA/edit?usp=sharing
16, Multi-thread mode for Java files processing ,"This paper contains proposal for the ""Multi-thread mode for Java files processing"" project.
Currently, checkstyle processes all files in a single...", Andrew Kuchev ," Mentor  Vladislav Lisetskii, Illia Dubinin ", Organization  Checkstyle ,/archive/2017/projects/6534440821981184,https://soon.github.io/projects/gsoc/2017/index.html
17, Crate Enhancements ,"-Create hierarchical structured crates [https://bugs.launchpad.net/mixxx/+bug/671632]
-Add search filters...", gramanas ," Mentor  Be, Uwe Klotz ", Organization  Mixxx DJ Software ,/archive/2017/projects/6536228870553600,https://mixxx.org/wiki/doku.php/crate_enhancements
18, Rebar Addon for FreeCAD ,"The current rebar functionality in FreeCAD is very limited by its UI and creating a reinforcement system using it is quite tedious. Currently, the...", Amritpal Singh ," Mentor  Bernd Hahnebach-1, Yorik van Havre ", Organization  BRL-CAD ,/archive/2017/projects/6536382147198976,https://github.com/amrit3701/FreeCAD-Reinforcement
19, Extend usage of optimized GPU libraries in Theano ,The goal of this project is to integrate and implement functions from libraries that are optimized to take advantage of modern GPUs into Theano. I..., João Victor Risso ," Mentor  Frédéric Bastien, Arnaud Bergeron, Gijs van Tulder, Pascal Lamblin ", Organization  Python Software Foundation ,/archive/2017/projects/6537700970594304,https://gist.github.com/joaovictortr/ef9f313f3fda3283dd89a30594f594dd
20, Linear-time Implementation of Modular Decomposition of Undirected and Directed Graphs ,This project is aimed at providing linear time implementation for modular decomposition of graphs and digraphs. Modular decomposition is..., Lokesh Jain , Mentor  Dima Pasechnik , Organization  Sage Mathematical Software System ,/archive/2017/projects/6539255211884544,http://coolconceptz.blogspot.in/2017/08/gsoc-modular-decompositionundirected.html
21, Strain Differential ,The objective of the project is to get a scrollable web view for gene variations after changing the reference strain of genome data in real time. The..., Arpit Agarwal , Mentor  Paul Kersey ," Organization  Genes, Genomes and Variation ",/archive/2017/projects/6539939722297344,https://github.com/ravaan/GSoC-Strain_Differential
22, Prometheus Metric Exporter / Importer ,"With this proposal, I propose to implement a bridge between Prometheus and...", Ronak Jain ," Mentor  Lukas Berk, joehandzik, Nathan Scott ", Organization  Performance Co-Pilot ,/archive/2017/projects/6543048204877824,https://jronak.github.io/pcp/
23, Parser Generator ,I would like to implement the LPegLabel parser generator idea., Ben Vaitkevicius , Mentor  Sérgio Medeiros , Organization  LabLua ,/archive/2017/projects/6543790697349120,http://parsergen.blogspot.co.uk/2017/08/parser-generator-based-on-lpeglabel.html
24, Timelab Technologies : A library of Time Series Methods ,Library of Time Series Methods aims to implement various time series methods for astronomical X-ray data. A lot of data is being collected by X-ray..., Haroon Rashid ," Mentor  Matteo Bachetti, OrkoHunter, Daniela Huppenkothen ", Organization  Python Software Foundation ,/archive/2017/projects/6548443757543424,https://medium.com/@haroon.rashid235/stingray-a-library-of-time-series-methods-f0ad0e294fb0
25, A SUSI Web Chat Application with advanced features for various SUSI skills. ,"The SUSI Web Chat App shall be implemented over the SUSI Server API with features supporting chat responses in the form of text, maps, images,...", Rishi Raj ," Mentor  Mario Behling, Nicco Kunzmann, Damini Satya, Michael Christen, Sudheesh Singanamalla ", Organization  FOSSASIA ,/archive/2017/projects/6548532341243904,https://gist.github.com/rishiraj824/2d0a4848d863a148c61d03bf487ee88d
26, Smart Data Structures in CUDA ,"The CUDA language, used for programming NVIDIA GPUs, is not dynamic-data-structure friendly since it was designed for working with data structures of...", Somesh Singh ," Mentor  Andrea Bocci, Vincenzo Innocente, Felice Pantaleo, Marco Rovere ", Organization  CERN-HSF ,/archive/2017/projects/6549039684255744,https://github.com/ssomesh/SALLOC/tree/master
27, Automated Testing - Photo Language Translation ,"Working on the Photo Language Translation Project with Systers for the UN Peace Corps volunteers.
You may contact me either via Email :...", Aditya T ," Mentor  Prachi Manchanda, Anjali "," Organization  Systers, an Anita Borg Institute community ",/archive/2017/projects/6550460513124352,https://github.com/systers/language-translation/commits?author=adityathiru
28, Start-Up Wizard for MuseScore ,The project idea that I would like to implement is a start-up wizard for MuseScore. This idea stems from the idea of implementing keyboard layouts..., Aryaman Vinchhi , Mentor  Joachim Schmitz , Organization  MuseScore ,/archive/2017/projects/6552515386540032,https://musescore.org/en/user/1214841/blog/2017/08/26/gsoc-2017-final-work-product-submission
29, Implement 3MF read/write ,"Project Goal:
Implement support for the 3MF file format in Slic3r and allow conversion into (AMF,  OBJ,  STL).
3MF is generally smaller than other...", Ahmed Samir Hamed-1 , Mentor  Alessandro Ranellucci , Organization  BRL-CAD ,/archive/2017/projects/6555262823432192,https://github.com/alexrj/Slic3r/pull/4046
