Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Topic 3: ROS with PR2 integration in Unreal Engine ,This project aims to bring a state of the art robotic framework (ROS) into a popular and well known video game engine (UE 4). It consists primarily..., Yousaf , Mentor  Andrei Haidu , Organization  Institute for Artificial Intelligence ,/archive/2017/projects/4659539286687744,https://gist.github.com/YousafRaja/6d16b0ea7a3629a0395e99774224a399
2, Developing a web interface for DoMo-Pred ,"Description:
The aim of this project is is to develop a web interface for DoMo-Pred which can help to simplify the analysis of protein-protein...", Long Zhang ," Mentor  Mohamed Helmy, Vishwesh Kulkarni, Gary Bader, Shobhit Jain ", Organization  National Resource for Network Biology (NRNB) ,/archive/2017/projects/4664231135805440,https://gist.github.com/ankanch/2fd83be30010470a15a08a603ad3a19a
3, Implementation of concurrent java library for Scala Native ,Scala Native is the a new Scala compiler under development. This compiler will permit Scala users to compile directly Scala code to binary and use..., Rémi Coudert , Mentor  Denys Shabalin , Organization  Scala ,/archive/2017/projects/4667298279325696,https://korf74.github.io/projects/GSoC/
4, Bayesian Hierarchical Hidden Markov Models applied to financial time series. ,The goal of this project is to replicate research in Hierarchical Hidden Markov Models (HHMM) applied to financial data. This model is a..., Luis Antonio Damiano ," Mentor  Brian Peterson, Michael Weylandt ", Organization  R project for statistical computing ,/archive/2017/projects/4669385096560640,https://github.com/luisdamiano/gsoc17-hhmm
5, OpenMRS Android Client Feature Parity and Improvements ,The project features new attributes designed towards usefulness and perfection. Implementing the Provider Module can improve doctor and patient..., Hao Xu , Mentor  Jonathan Payne , Organization  OpenMRS ,/archive/2017/projects/4669708561285120,https://medium.com/@hao555sky/google-summer-of-code-2017-with-openmrs-79abeb6fb504
6, CarbonFootprint API ,CarbonFootprint is a great initiative to make people aware of their unnoticed contributions to the degradation of this planet. This initiative needs..., Rohit Gupta ," Mentor  Prateek Gupta, Kolya Opahle, Bruno Woltzenlogel Paleo, Chirag Arora ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2017/projects/4671494193938432,https://gitlab.com/aossie/CarbonFootprint-API/blob/master/docs/GSoC/2017/RohitGupta.md
7, Conversion of a large scale hippocampal network model to NeuroML ,"I propose to convert to NeuroML, test and validate a recent, full scale, multicompartmental CA1 hippocampus model by M. Bezaire DOI:...", András Ecker , Mentor  Padraig Gleeson , Organization  INCF ,/archive/2017/projects/4673827971792896,https://gist.github.com/andrisecker/aa7c2e300c127dd04bc9d9eca7811258
8, Automatic code generation for fast inference in the CMS tracking software ,"Extracting shape information from simulated CMS events
Using Tensorflow to train a DNN based on the shape of the hits, detector information and...", Kunal_Singh_ ," Mentor  Vincenzo Innocente, Felice Pantaleo, Marco Rovere ", Organization  CERN-HSF ,/archive/2017/projects/4675205045682176,https://github.com/kunal-iitkgp/Inference
9, NMAP Scripting Engine ,Nmap has become my fascination ever since I started actively using it. It is undoubtedly one of the best security tools. My project Idea is..., Vinamra Bhatia , Mentor  Paulino Calderon , Organization  Nmap Security Scanner ,/archive/2017/projects/4675630515879936,https://docs.google.com/document/d/1ShbRCvbYjqUweKJHKC6pRcgmkQJcLTJaZfxtfQpRYkQ/edit?usp=sharing
10, MLP incorporation in Sphinx ,CMUsphinx is a fast and flexible open source speech recognition toolkit. Currently it uses GMM acoustic models and it gives reasonable accuracy. This..., Hammad Abdullah ," Mentor  Bhiksha Raj, Nikolay Shmyrev ", Organization  CMU Sphinx ,/archive/2017/projects/4676203759796224,https://github.com/habdullah/pocketsphinx
11, Reports enhancement ,"As part of this project, I want to add support for more variety of formats both for downloading data and for importing data into Teammates. Also, I...", Taras Sakharchuk ," Mentor  Wilson Kurniawan, samsontmr, xiaopu ", Organization  TEAMMATES @ National University of Singapore ,/archive/2017/projects/4681153306951680,https://github.com/TEAMMATES/teammates/pulls?utf8=%E2%9C%93&q=is%3Apr%20author%3ALimeTheCoder%20is%3Aclosed%20review%3Aapproved%20
12, Extending GitMatev2.0 to support GitLab and BitBucket ,"GitMate for all!
This time with user configurable plugins!
About the product
GitHub, GitLab and BitBucket support webhooks for common events like...", Naveen Kumar Sangi ," Mentor  Lasse Schuirmann, fneu ", Organization  coala ,/archive/2017/projects/4690491102724096,http://projects.coala.io/GSoC/2017/StatusReport/NaveenKumarSangi
13, Discontiguous Multiwords ,"Discontiguous multiwords are multi-word expressions that are separated by something in the middle (e.g. ""take the garbage out"") . Apertium currently...", Irene Tang ," Mentor  Mikel L. Forcada, Jonathan W ", Organization  Apertium ,/archive/2017/projects/4690909727817728,http://wiki.apertium.org/wiki/Lsx_module/report2017
14, Work on Parallel Algorithms for HPX ,"HPX is “The C++ Standards Library for Concurrency and Parallelism”. So, implementing C++17 parallelism like N4409 is very important. Most of parallel...", taeguk , Mentor  John Biddiscombe , Organization  STE||AR Group ,/archive/2017/projects/4695078127796224,https://docs.google.com/document/d/1MpzWo2TJrxq8ycXN5kuwsfMxdMMM8iB_1zgnfyyTWpY/edit?usp=sharing
