Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, SOS tools in GRASS GIS ,GRASS GIS doesn’t have any module to work with Sensor Observation Service (SOS). SOS is an Open Geospatial Consortium (OGC) standard and it is useful..., Ondřej Pešek ," Mentor  lucadelu, Matteo ", Organization  OSGeo ,/archive/2017/projects/4761529861799936,https://github.com/pesekon2/GRASS-GIS-SOS-tools/tree/gsoc2017
2, Daquexian's proposal about improving account setup ,"My proposal about improving account setup, including my thought and progress on it :)", daquexian , Mentor  Vincent Breitmoser , Organization  K-9 Mail ,/archive/2017/projects/4763165975904256,http://daquexian.me/blog/2017/08/29/K9Mail_GSoC_summary/
3, Social Enhancements for LuaRocks ,"LuaRocks is a package manager for Lua modules, it's the home of hundreds of modules and a place where developers find and host them.
Currently,...", Jeferson Lesbão Siqueira , Mentor  Leaf Corcoran , Organization  LuaRocks ,/archive/2017/projects/4764164690018304,https://randstructure.wordpress.com/2017/08/23/gsoc-17-the-last-week/
4, Carbon Footprint Mobile Application ,The browser extension does a good job of making people aware about the Carbon Footprint while searching for directions on map services. The mobile..., sidd607 ," Mentor  Prateek Gupta, Kolya Opahle, Bruno Woltzenlogel Paleo, Chirag Arora ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2017/projects/4769743449882624,https://siddarthapadhi.wordpress.com/2017/08/29/wrapping-up-gsoc-2017/
5, Fluid guiding and secondary particle systems ,In this project I would like to improve the existing Mantaflow integration by adding support for secondary particles and by implementing a novel..., sebbas ," Mentor  Ton Roosendaal, Nils Thuerey ", Organization  Blender Foundation ,/archive/2017/projects/4771511365795840,https://wiki.blender.org/index.php/User:Sebbas/GSoC_2017
6, Zulip Electron ,"For Zulip Desktop:

Quicker Response to Customer Issues
Multi-Server Login
Centralized Preference Panel
Adjustments on Different OS Versions
Testing", Zhongyi Tong , Mentor  Akash Nimare , Organization  Zulip ,/archive/2017/projects/4773685692989440,https://gist.github.com/geeeeeeeeek/7aee91a648c26b4dd10094322c7f6265
7, OpenMRS Android Client ,"During GSoC 2016, the Android app was improved with features including Forms and Patient Registration. For GSoC 2017, I will focus on bringing...", DefCon , Mentor  Avijit Ghosh , Organization  OpenMRS ,/archive/2017/projects/4773888495976448,https://talk.openmrs.org/t/gsoc-2017-android-client-final-presentation/13064?u=defcon
8, Distributed Workload Management ,Apache Airavata is a framework that allows users to manage and execute multiple tasks using distributed computing techniques in the cloud. A core..., apalkar ," Mentor  Suresh Marru, Gourav Shenoy ", Organization  Apache Software Foundation ,/archive/2017/projects/4774844797288448,https://docs.google.com/document/d/1z9Lo5zUkU01uchvtJCtX454x8lUG2o05-63F6O7awdA/edit?usp=sharing
9, Printable tickets & better check-in process for OSEM ,The current implementation of registration process in OSEM has become much more configurable recently with the addition of online ticket payment..., Siddhant Bajaj ," Mentor  Moisés Déniz Alemán, Ana María Martínez Gómez ", Organization  openSUSE ,/archive/2017/projects/4775222217539584,https://siddhantbj.wordpress.com/2017/08/24/osem-gsoc17-final-evaluation/
10, Learning compact models for object detection ,A compact Convolutional Neural Networks based model will be developed to detect known objects in an image in real time taking inspiration from..., kv , Mentor  Vladimir Tyan , Organization  OpenCV ,/archive/2017/projects/4777010266112000,https://gist.github.com/kvmanohar22/192ee561be2093a48341066d53e27220
11, Astropy : A mixin protocol for seamless interoperability ,"Astropy has emerged as an integration of several independent packages (PyFits, asciitable), each responsible for an individual task in the storage,...", Aarya Patil ," Mentor  Tom Aldcroft, Moritz Günther, Marten van Kerkwijk ", Organization  OpenAstronomy ,/archive/2017/projects/4778482366152704,https://aaryapatil.wordpress.com/2017/08/28/a-mixin-protocol-for-seamless-interoperability/
12, Utilizing full power of RISC-V architecture via usage of RTEMS on top of SiFive FE310 processors ,This project aims to provide the RTEMS community with a new capability of utilizing the power of SiFive FE310 processors. The main objective of this..., Denis Obrezkov ," Mentor  Joel Sherrill, Hesham Almatary ", Organization  RTEMS Project ,/archive/2017/projects/4780624749527040,https://embeddedden.blogspot.com/2017/08/gsoc-2017-results-rtems-for-hifive1.html
13, RDMA-SparkGIS ,"Processing large amounts of spatial data involves a lot of overheads, higher latency, lower bandwidth, high processing time and a well defined...", Lakshay Nagpal ," Mentor  Fusheng Wang, Furqan Baig "," Organization  Stony Brook University, Biomedical Informatics ",/archive/2017/projects/4781368584175616,https://docs.google.com/document/d/1Iy-tNN3SV2FtvtClT1H9fk1Nt7lw_VLN-6itvAm0KFw/edit
14, Rebuilding Interact.jl with WebIO.jl ,Interactive data exploration is an increasingly important component of data science. Interact.jl and Escher.jl are good libraries that have the..., Joel Mason , Mentor  Shashi Gowda , Organization  The Julia Language ,/archive/2017/projects/4784638128029696,https://jobjob.github.io/gsoc2017
15, Improved REST API Documentation ,"Improve and optimize OpenMRS REST API Specification

Improve Swagger Specification
Create API Overview Docs
Optimize/Cache Swagger Spec Creation...", Gayan Weerakutti , Mentor  bholagabbar , Organization  OpenMRS ,/archive/2017/projects/4787965653942272,https://www.linuxdeveloper.space/gsoc-2017-work-summary/
16, Java StarFinder: Symbolic Execution with Separation Logic for Testing and Verifying Heap-manipulating Programs. ,"Symbolic PathFinder (SPF) has been very successful in testing and verifying Java bytecode programs with numeric inputs. However, its capability is...", Pham Hong Long ," Mentor  Quoc Sang Phan, Quang Loc Le ", Organization  The Java Pathfinder Team ,/archive/2017/projects/4789313736802304,https://github.com/longph1989/jpf-star
17, Mitmweb Improve ,"Mitmweb is now shipped with our releases, supporting most of the fundamental features. However, some important features have not been brought to...", Matthew Shao ," Mentor  Aldo Cortesi, Maximilian Hils, Clemens Brunner ", Organization  The Honeynet Project ,/archive/2017/projects/4789821079814144,http://honeynet.org/node/1359
18, Implement a PCP Instrumentation API in Rust ,The primary goal of this project is to build a native PCP MMV instrumentation library in Rust with a high-level API that developers can use in their..., Saurav Sachidanand ," Mentor  Suyash ., Ryan Doyle, Josh Stone ", Organization  Performance Co-Pilot ,/archive/2017/projects/4793296782098432,https://github.com/performancecopilot/hornet/commits/master?author=saurvs
19, Database Versioning in Apache Airavata ,"Considering Airavata, which has multiple developers contributing to the project, there is bound to be a situation where the databases and the data...", Sneha Tilak , Mentor  Suresh Marru , Organization  Apache Software Foundation ,/archive/2017/projects/4793818889060352,https://cwiki.apache.org/confluence/display/AIRAVATA/A+gist+of+my+summer+with+Apache+Airavata+during+GSoC+2017
20, Carbon Footprint ( Mobile App ) ,This mobile app will be used to tell user about CO2 emission during user’s activity . This app will find the type of activity and distance travelled..., Anuj Gupta ," Mentor  Prateek Gupta, Kolya Opahle, Bruno Woltzenlogel Paleo, Daniyar Itegulov, Chirag Arora ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2017/projects/4799017946972160,https://gitlab.com/aossie/CarbonFootprint-Mobile/blob/master/doc/GSoC/2017/AnujGupta.md
21, TVB-Modernize visualizers ,"Some of the TVB visualisers are already old and need improvement. This project aims to update three of them, more specific the Wavelet Spectrogram...", DanPop , Mentor  Lia Domide , Organization  INCF ,/archive/2017/projects/4799755070734336,https://gist.github.com/danvladpop/c46831b90a32223c99f96afbb1f8d691
22, Reinforcement Learning Framework ,This projects will implement a framework for double deep Q-Learning and some asynchronous methods for DeepRL including asynchronous one-step..., Shangtong Zhang , Mentor  Marcus Edel , Organization  mlpack ,/archive/2017/projects/4800276775043072,http://mlpack.org/gsocblog/deep-reinforcement-learning-methods-summary.html
23, Convolutional Deep Neural Networks on GPUs for Particle Physics Applications ,The Convolutional Neural Networks (CNNs) are one special type of a deep learning neural networks with an enormous discriminative power for image..., Vladimir Ilievski ," Mentor  Sergei Gleyzer, Lorenzo Moneta, Enric Tejedor, Omar Zapata ", Organization  CERN-HSF ,/archive/2017/projects/4801233076355072,https://ilievskiv.github.io/2017/08/23/final-submission/
24, MyHDL: Fixed-point Compiler ,"This project is aimed to provide a fixed point compiler backend for the fixbv type defined in MEP-111 of MyHDL project.
When the project finishes,...", qrqiuren ," Mentor  Henry Gomersall, cfelton ", Organization  Python Software Foundation ,/archive/2017/projects/4804968624160768,http://discourse.myhdl.org/t/gsoc-1-work-product-summary/218
25, A Procedural Watercolor Brush Engine for Krita ,"Watercolor is one of the most complex tools for imitation. The painting, painted with watercolors, depends to a large extent on the motion of the...", Grigory Tantsevov ," Mentor  Dmitry Kazakov, Julian Thijssen ", Organization  KDE ,/archive/2017/projects/4810122584915968,https://community.kde.org/GSoC/2017/StatusReports/GrigoryTantsevov
26, Implementation of the Improved Many-Light Sampling Algorithm by Nathan Veghdal ,In order to render a nice looking scene (where light is concerned) we need to take into consideration that an object is lit by a combination of..., Petra Gospodnetić , Mentor  Franz , Organization  appleseedhq ,/archive/2017/projects/4810446049640448,https://medium.com/@petragospodneti/gsoc-2017-with-appleseedhq-cc5f33d04170
27, Cross-Validation and Hyper-Parameter Tuning ,Solving a problem with machine learning algorithms is often a tedious process that requires many experiments before things start to work. The project..., Kirill Mishchenko , Mentor  Ryan Curtin , Organization  mlpack ,/archive/2017/projects/4812231682293760,http://mlpack.org/gsocblog/cross-validation-and-hyper-parameter-tuning-summary.html
28, BeagleLibs: Libraries for interfacing with the BeagleBone in Rust and Go ,"My project is basically two high quality, well-documented libraries for interfacing with BeagleBone hardware in Rust and Go.
These libraries will...", ee , Mentor  Trevor Woerner , Organization  BeagleBoard.org Foundation ,/archive/2017/projects/4815942534037504,https://github.com/ekmecic/libbeaglebone
29, Transformation of IN predicate into IN subquery based on implementation of table value constructor ,"Now in MariaDB if in a query [NOT] IN predicate is used with a long list of values, SEL_TREE structures are built to check if the range access based...", Galina Shalygina , Mentor  Igor Babaev , Organization  MariaDB ,/archive/2017/projects/4816368004235264,http://gsocmariadbshagalla.blogspot.ru/2017/08/gsoc-2017-final-evaluation.html
30, Boolean operations with polygons on Octave ,"I got to know about Octave last year only when I started Machine Learning course of Andrew Ng online. Till then , I only knew abut Matlab. But when I...", PiyushJain , Mentor  Juan Pablo Carbajal , Organization  GNU Octave ,/archive/2017/projects/4816941248151552,https://github.com/piyush-jain1/GSoC17OctaveGeometry
31, Social Navigation with RoboComp ,The aim of this project is to integrate social behaviors into the RoboComp navigation agent. Mobile robots that encounter people on a regular basis..., Yohan M R , Mentor  Pedro Núñez Trujillo , Organization  RoboComp ,/archive/2017/projects/4821890795307008,https://yohanmr.github.io/
32, MNE-Python: Hilbert beamformer for source reconstruction of neural oscillations ,Beamforming is among the most widely used source localization techniques for MEG and EEG data in neuroscience. This project aims at porting an..., britta-wstnr ," Mentor  agramfort, Denis Engemann ", Organization  Python Software Foundation ,/archive/2017/projects/4824409525190656,https://brittas-summerofcode.blogspot.de/2017/08/google-summer-of-code-2017-final-report.html
33, G-Node : odML Library and Editor ,"The open metaData Markup Language (odML), is a standard and organized format for recording, maintaining, and exchanging metadata in an automated...", Shubham Dighe ," Mentor  Jan Grewe, Achilleas Koutsou, Michael Sonntag ", Organization  INCF ,/archive/2017/projects/4831228591079424,https://gist.github.com/digaru19/d23ac93f78f7f008736d5752be34e824
34, The P2PSP virtual room application ,"P2PSP.org is a nonprofit organization that develops the P2PSP protocol, an application layer protocol designed for the real-time streaming of...", Amritanshu Jain ," Mentor  josman, Cristóbal Medina-López, Leocadio Gonzalez Casado ", Organization  P2PSP.org ,/archive/2017/projects/4831647216173056,https://gist.github.com/jainamritanshu/6d6e737e83099cc42825926bd2bee454
35, Client-side public-key encryption module for Drupal 8 ,The goal of this project is to provide a Drupal 8 module for client-side encryption using elliptic curve cryptography. Module will implement..., Marcin Czarnecki ," Mentor  Colan Schwartz, Adam Bergstein ", Organization  Drupal ,/archive/2017/projects/4835815616151552,https://www.drupal.org/node/2901707
36, CppSharp / Maintenance & Improvement tasks ,CppSharp is a tool and set of libraries which allows programmers to use C/C++ libraries with high-level programming languages (such as C#). It is a..., Mohit Mohta , Mentor  Joao Matos , Organization  Mono Project ,/archive/2017/projects/4836388860067840,https://gist.github.com/mohtamohit/0f25af3fdc6633af8d51d19f5281f99f
