Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Built-In Reports for Reference Application ,Create new reports which are out of the box for currently available reports. This would be shipped with the reference application of OpenMRS as a..., M. A. Jude Niroshan , Mentor  Rafal Korytkowski , Organization  OpenMRS ,/archive/2017/projects/6268985536413696,https://medium.com/@jude.niroshan11/google-summer-of-code-with-openmrs-76ecb476f9d0
2, Long term analysis ,Integrating the existing Longcuckoo into the latest version of Cuckoo Sandbox so that Cuckoo Sandbox long term analysis will be available to all..., Ricardo van Zutphen ," Mentor  Jurriaan Bremer, Alessandro Tanasi ", Organization  The Honeynet Project ,/archive/2017/projects/6271040409829376,https://gist.github.com/RicoVZ/a93639a94339a6a1e04dc223ca7c6eb9
3, CBT IntelliJ IDEA‎ plugin ,Add an IntelliJ IDEA‎ support for the CBT by writing a plugin or extending an exciting Scala plugin., Ilya Kirillov , Mentor  cvogt , Organization  Scala ,/archive/2017/projects/6272763362803712,https://github.com/cvogt/cbt/blob/master/doc/intellij-gsoc.md
4, Multi-modal Cluttered Scene Analysis in Knowledge Intensive Scenarios ,This project implements Object Segmentation approaches based on Symmetry Constraints in knowledge intensive scenarios. The final documentation..., An T. Le ," Mentor  Jan-Hendrik, Ferenc Balint-Benczedi ", Organization  Institute for Artificial Intelligence ,/archive/2017/projects/6278948115709952,https://gist.github.com/anindex/ee4b32e73973ab24d3d7a17ab6486b9d
5, Pan-Genome Module for the Genome Context Viewer ,"With the number of sequenced and annotated genomes continuously increasing, there is a need for new algorithms and tools for comparative analyses...", Alan Cleary , Mentor  adf_ncgr , Organization  Open Genome Informatics ,/archive/2017/projects/6280625434656768,https://docs.google.com/document/d/13lIITV_ND3Dj9pjvx5Q59045iSMOfF2BPZIKJQvy4RA/edit?usp=sharing
6, Adding custom features while Upgrading and updating Quiz extension ,"Quiz extension is currently used on several WMF projects, such as Wikiversity but has lot of bugs and limited features for users.The project aims to...", Harjot Singh Bhatia ," Mentor  reedy, Mvolz ", Organization  Wikimedia Foundation ,/archive/2017/projects/6281949895196672,https://gist.github.com/hsb4995/2f47e62e520bdd9365a4eeb5cef9a283
7, Proposal for Add Support for Version Control (Git) ,"Inside this proposal, I introduce my project goals of GSoC 2017 and bring out a tentative timeline to achieve them.  To make sure I can finish it in...", Xin Wen , Mentor  Urs Liska , Organization  Frescobaldi ,/archive/2017/projects/6285598469914624,https://github.com/wbsoft/frescobaldi/wiki/GSoC-2017:-Git-Support-(final-report)
8, Implement oVirt integration tests using Lago ,Complete the ovirt-system-tests with the necessary tests, Valentina Makarova , Mentor  Milan Zamazal , Organization  oVirt ,/archive/2017/projects/6285779395411968,https://gist.github.com/vmakarova/62c2941d4723bc2673427db22cf72a29
9, Pitivi - UI for the Ken-Burns effect ,The Ken Burns effect is a type of panning and zooming effect used in video production from still imagery. This project aims to provide a way to..., Stefan-Adrian Popa , Mentor  Thibault Saunier , Organization  GNOME ,/archive/2017/projects/6286742004957184,https://gist.github.com/stefanzzz22/260fa2be10bccd7404af87152ecd5a88
10, CO2 EMISSIONS API ,"This project aims to build a RESTful API , that is the one place to go to for any information that you require on Carbon Emissions . The aim is to...", Saisankar ," Mentor  Prateek Gupta, Kolya Opahle, Bruno Woltzenlogel Paleo, Chirag Arora ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2017/projects/6288189677371392,https://gitlab.com/aossie/CarbonFootprint-API/blob/master/docs/GSoC/2017/SaiSankarGochhayat.md
11, Implementing Pop-Routing in OSPF ,"Prince is a network daemon that continuosly monitors the network topology  and  sets  the  timers  for  OLSRv2,  it  is  developed  in  C  and  we ...", Gabriele Gemmi , Mentor  Leonardo Maccari , Organization  Freifunk ,/archive/2017/projects/6288671921668096,https://blog.freifunk.net/2017/08/29/implementing-pop-routing-ospf-final-evaluation-updates/
12, Porting Terra to Android Devices ,"The main goal of the project is, which the title says, to port Terra to Android devices. 
Once I already have Terra ported to android, my intention...", Mauricio Pedro Vieira , Mentor  Adriano Branco , Organization  LabLua ,/archive/2017/projects/6289975310024704,http://afbranco.github.io/Terra/terra-gsoc.html
13, Write supports for BTRFS ,Btrfs (B-tree filesystem) is a filesystem uses Btrees as its main on-disk data structure. It is based on Copy-on-Write (CoW) principle which means it..., Hy Che ," Mentor  mmu_man, Fredrik Holmqvist ", Organization  Haiku ,/archive/2017/projects/6290091542577152,https://www.haiku-os.org/blog/hyche/2017-08-25_gsoc_2017_-_btrfs_write_supports_third_coding_period_-_final_recap/
14, Improve the on-boarding/new user experience in Zulip ,My project would be to improve the on-boarding/new user experience in Zulip, Vishnu Ks , Mentor  Rishi Gupta , Organization  Zulip ,/archive/2017/projects/6292309087879168,http://vishnuks.com/blog/event/gsoc/2017/08/27/google-summer-of-code-2017
15, Enhancing the Loklak app service and adding more apps ,The site at http://apps.loklak.org presently showcases various apps which are build with the loklak api. The aim of this project is to enhance the..., DEEPJYOTI MONDAL ," Mentor  Michael Christen, André Rebentisch, Mario Behling, Greg Austic, Damini Satya, Nicco Kunzmann, Sudheesh Singanamalla ", Organization  FOSSASIA ,/archive/2017/projects/6293649117675520,https://gist.github.com/djmgit/651cd0974956f5aafaef2122b7d008ad
16, Single Precision Support and Gaussian Process Functionality ,PyMC3 contains a rich suite of building blocks for probabilistic modeling and inference.  This proposal contains two parts:  first is finishing..., Bill Engels ," Mentor  Chris Fonnesbeck, Austin Rochford ", Organization  NumFOCUS ,/archive/2017/projects/6297500092727296,https://github.com/pymc-devs/pymc3/pull/2444/commits
