Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Developing Tooling for Observational Health Research in Julia ,"As a part of this project, I will be working with JuliaHealth to develop the OMOPCDMPathways package for health and medical data analysis. The...", Jay Sanjay Landge ," Mentor  TheCedarPrince, Mounika Thakkallapally ", Organization  The Julia Language ,/archive/2024/projects/ZXVIYAXG,https://juliahealth.org/JuliaHealthBlog/posts/jay-gsoc/gsoc-2024-fellows.html
2, Inference of Neural model in Node.js environment using OpenVINO ,"This project targets the expansion of OpenVINO's functionality within the Node.js ecosystem, the Node.js API which currently lacks comprehensive...", qxPrakash ," Mentor  Nikolai Vishniakov, Alicja Miłoszewska ", Organization  OpenVINO Toolkit ,/archive/2024/projects/SFIcDSA2,https://gist.github.com/qxprakash/784473df5557342c5fb97a9810c5c5f4
3, Expanding ROCm Support in Debian and Derivatives ,"ROCm is one of the open source alternatives and main competitor to CUDA. Currently, Debian and its derivatives supports only the core packages of...", xuantengh ," Mentor  ckastner, cgmb, Mo Zhou ", Organization  Debian ,/archive/2024/projects/8EzEWh3G,https://salsa.debian.org/-/snippets/728
4, Improving the Text-Tool (cont'd) ,"Continuing last year’s GSOC work done on the text-tool, This project aims at bringing OpenType features support to GIMP, and also improve Font...", Idriss Fekir , Mentor  demib0y , Organization  GNU Image Manipulation Program ,/archive/2024/projects/hSGxzFxr,https://gitlab.com/user062/text-layout-experiment
5, Adapt LuaSQL drivers to Lua 5.4 ,"The project aims to adapt the LuaSQL drivers, which provide an interface between Lua and various database management systems (DBMS), to work...", Chaitanya Deshmukh , Mentor  Tomás Guisasola , Organization  LabLua ,/archive/2024/projects/4oKWFiF3,https://gist.github.com/ChaitanyaD48/da0802dcbbaa4c7c89225c35f4fb8ada
6, Manage jenkinsci GitHub permissions as code ,The goal of this project is to automate the management of GitHub permissions for the JenkinsCI organization. With the existing RPU tool lacking..., Alaurent ," Mentor  Kris Stern, Bruno Verachten, NotMyFault ", Organization  Jenkins ,/archive/2024/projects/P8PB7VV6,https://www.jenkins.io/blog/2024/08/26/gsoc-manage-github-permissions/
7, Implementing Specific Forces and Torques ,The project aims to develop a comprehensive library of predefined force and torque models. These models are crucial for a wide range of scenarios in..., Hwayeon Kang ," Mentor  Jason Moore, tjstienstra ", Organization  SymPy ,/archive/2024/projects/kPT4IkQI,https://github.com/sympy/sympy/wiki/GSoC-2024-Report-Hwayeon-Kang:-Implementing-Specific-Forces-and-Torques
8, Refactor tests on webpack-dev-server ,webpack-dev-server is a development tool in the webpack group projects. It eases the development of javascript projects by providing an instant..., Mahdi Khashan ," Mentor  Nitin Kumar, Alexander Akait, anshumanv ", Organization  webpack ,/archive/2024/projects/vvPVCqzQ,https://github.com/webpack/webpack-dev-server/pull/5080/
9, Adopting Hardened Compiler Options for C/C++ in CPython ,"Memory safety is critical to delivering reliable and secure software. This is even more evident with projects like CPython, which is integral to...", Naters ," Mentor  John 'Warthog9' Hawley, Seth Larson, di ", Organization  Python Software Foundation ,/archive/2024/projects/007OisWP,http://nohlson.com/blog/CPython-Compiler-Hardening-Summer-Retrospective/
10, Parse error recovery and incrementality for GHC ,"GHC is Haskell's most advanced compiler, supporting Haskell2010 report as well as several compiler extensions. Yet, GHC is not fault-tolerant, an...", Kariiem , Mentor  Sebastian Graf , Organization  Haskell.org ,/archive/2024/projects/3tNBjwL4,https://gitlab.haskell.org/Kariim/ghc/-/wikis/GHC-Tolerant-Parser
