Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Create nix derivations for Regolith Linux ,"The project aims to integrate Regolith Linux, a modern desktop environment built on top of GNOME with i3-wm, into NixOS, a Linux distribution with a...", Sandeep Patel , Mentor  Soumya Ranjan Patnaik , Organization  CCExtractor Development ,/archive/2024/projects/kWEY5sJj,https://github.com/sandptel/gsoc24/blob/main/README.md
2, QuTiP: Enhanced Quantum Circuit Diagrams ,The project aims to improve the quantum circuit visualization capabilities of QuTiP-QIP by introducing a new framework for circuit rendering that..., Rushiraj Gadhvi ," Mentor  Boxi Li, Alex Pitchford, Neill ", Organization  NumFOCUS ,/archive/2024/projects/93Y1TKO6,https://gadhvirushiraj.github.io/gsoc24/posts/final-report/
3, proposal-rustize-hpx ,Providing performant HPX functionality written in C++ with Rust APIs to facilitate safety as well as ease of learning HPX. Designing and implementing..., pingu-73 ," Mentor  Hartmut Kaiser, Shreyas ", Organization  Ste||ar group ,/archive/2024/projects/MEKthKvG,https://gist.github.com/pingu-73/35a29c5f1d9058464dda1de88180cd9d
4, A Model Predictive Control & Deep Q Learning Approach to Wayfinding ,"For the last 200 years research into human cognition and decision-making has revolved around rational choice theory, which assumes that actors are...", JadSoucar ," Mentor  Francis Steen, ankiitgupta7, Homa Hosseinmardi, Rajesh Kasturirangan, Santanu Chakraborty ", Organization  Red Hen Lab ,/archive/2024/projects/Tcw35fHX,https://github.com/JadSoucar/RoeseliiQSim
5, Speeding up the FreeBSD Boot Process ,"There is always room for improvement, especially the speed at which FreeBSD boots. The aim of this project is to identify any ineffiencies in the...", Isaac Cilia Attard , Mentor  Colin Percival , Organization  The FreeBSD Project ,/archive/2024/projects/hkBUTYUy,https://wiki.freebsd.org/SummerOfCode2024Projects/SpeedingUpTheFreeBSDBootProcess
6, Sprucing Up the Sequencer ,"Blender's video sequence editor currently contains a number of ""papercuts"", or isolated frustrations that can degrade the overall experience and...", John Kiril Swenson , Mentor  Aras Pranckevičius , Organization  Blender Foundation ,/archive/2024/projects/n7IBAnRA,https://kirilswenson.netlify.app/posts/blender-vse
7, Jitsi - Log Analyser ,The Jitsi Meet Log Analyzer project aims to analyze log files created for different components of Jitsi Meet and develop tools that enable..., Ilayda Nur Dastan ," Mentor  Boris Grozev, Aaron van Meerten, Lucian-Paul Torje ", Organization  Jitsi ,/archive/2024/projects/Cv4hNcJq,https://gist.github.com/ilaydadastan/1ed05b8e39bcc5a80d33bf8e6ed90aed
8," Develop new features to improve renders, testing and documentation in animint2 ","Develop new features to improve renders, testing and documentation in animint2. New Features: •Enable testing animint renderer using chromote •Add...", Siddhesh Deodhar , Mentor  Toby Dylan Hocking , Organization  R project for statistical computing ,/archive/2024/projects/pPrhjTNR,https://siddhesh195.github.io/gsoc2024/
9, Enhancing the Wayback Machine: AI-driven Analysis and Exploration of Web Archives ,"This proposal outlines a project to develop an AI-powered tool, named Wayback Machine CoPilot, aimed at enhancing the functionality of the Wayback...", Piyush Soni , Mentor  Dr. Sawood Alam , Organization  Internet Archive ,/archive/2024/projects/GaKaHxiA,https://gist.github.com/haruki25/80881c64437de3e9c866ed75f5cad7f6
10, OVERHAULING SCHEDULER DESIGN ,"To address the challenges identified with the FOSSology scheduler, particularly the limitations stemming from its programming language (C) and its...", Aaditya Singh ," Mentor  Gaurav Mishra, Shaheem Azmal M MD, Avinal Kumar, Kaushlendra ", Organization  FOSSology ,/archive/2024/projects/FKEKsiP4,https://docs.google.com/document/d/1xBVwKjn3AjuAp8EqPfiISVr9gSHiUUfbc-2Ux7muKe4/edit?usp=sharing
11," Causeway / Improving the Core Infrastructure and Experience , Mentor David Lee ","The proposed project aims to enhance the platform by integrating logging and analytics features, implementing a learning dashboard, potentially...", Rishi Mondal ," Mentor  David Lee (Tech4Good @ UCSC), Jasmine Tai ", Organization  UC OSPO ,/archive/2024/projects/wTxAXxEz,https://gsoc-causeway.vercel.app/
12, ONNX-mlpack converter ,Training intricate machine learning models to achieve the desired level of proficiency can be time-consuming and require high computational..., kumar utkarsh ," Mentor  Marcus Edel, Omar Shrit ", Organization  mlpack ,/archive/2024/projects/Okfb7iQ0,https://github.com/mlpack/onnx-mlpack
13, Google Summer of Code 2024: Contributor Proposal - Bringing Together LLMs and RDF Knowledge Graphs ,This project seeks to improve the capabilities of Large Language Models in interfacing RDF Data and RDF Knowledge Graphs. This is to be achieved..., Lucas Ferraz ," Mentor  Johannes F, Bruno Messias, Hannes Hartmann, Akshay NS, Mahdi Hedayat Mahmoudi ", Organization  DBpedia ,/archive/2024/projects/9nqlTQ2d,https://github.com/JLucasFFerraz/DBpedia_doc_onto_extraction
14, Torch compile and PyTorch 2.2.0 ,"This project aims to integrate the torch.compile function released in PyTorch 2.0 into DeepChem's PyTorch models, unlocking significant performance...", Gautham Krishnan , Mentor  ArunPa , Organization  DeepChem ,/archive/2024/projects/Xwr0Z1tZ,https://forum.deepchem.io/t/project-report-torch-compile-and-pytorch-2-2-0-gsoc-2024/1441
15," Eventyay Badge Creation, Check-In, and Lead Scanning System for Organizers and Exhibitors ","This project aims to enhance the Eventyay platform by implementing a seamless workflow that covers badge creation, attendee check-in, and lead...", Srivatsav Auswin ," Mentor  MarioB, Nguyễn Hồng Quân, Norbert, cweitat ", Organization  FOSSASIA ,/archive/2024/projects/w8k8iAmw,https://gist.github.com/Sak1012/dcb5e1a8e2e3bd2e35684260590dbdee
16, Desktop integration: CPDB support for the print dialogs of Mozilla ,"The print dialogs of the major GUI toolkits, GTK, Qt, got CPDB support added in GSoC 2022, but several applications come with their own creation of a...", KushagraSharma ," Mentor  Till Kamppeter, Aveek Basu, Ira McDonald, Akshit Chauhan, tinytrebuchet ", Organization  The Linux Foundation ,/archive/2024/projects/Ul9pUEe8,https://github.com/kushagra20251/GSoC24
17, Extensible GA4GH Client Library/SDK and Command Line Interface implemented in Rust ,This proposal aims to create a client library in rust and command line interface (CLI) for interacting with GA4GH environments in python. It will be..., aaravm , Mentor  Pavel Nikonorov , Organization  Global Alliance for Genomics and Health ,/archive/2024/projects/zOmLG5B3,https://gist.github.com/aaravm/ded3ba164ce07e87834325da3bace80d
18," Enhancing Searvey: Real-Time Observational Data Unification, Analysis, and Retrieval ",Extend the capabilities of the Searvey Python package to retrieve on-demand oceanographic data from additional sources (Canadian Hydrographic..., abdu558 ," Mentor  Soroosh, Atieh ", Organization  IOOS ,/archive/2024/projects/tWUJtS4s,https://gist.github.com/abdu558/e7d651a82207f5f4caeaef9863eeed54
19, Add Keymapper support to multiple Engines ,"ScummVM includes a global fully configurable keymapper, but this requires engines to be adapted to use it. Hence the goal of this project is to...", Nabeel Shabbir ," Mentor  Cameron Cawley, Matthew Jimenez ", Organization  ScummVM ,/archive/2024/projects/6jt9oG68,https://blogs.scummvm.org/markhor/
20, Self Hosted Chat and Notification ,The aim of the project is to develop a self hosted chat for Talawa which facilitates communication amongst users and notifications. Key deliverables..., Disha Talreja ," Mentor  Dominic Mills, Kevoniat ", Organization  The Palisadoes Foundation ,/archive/2024/projects/UyT8Y8Ky,https://gist.github.com/disha1202/d16b4bf87e6762ed8ffb640b3b82f41f
21, Proposal for Unified IDL ,Objectives: 1. Develop toolsets to help unify the development experience using dubbo's IDL mode and Non-IDL mode 2. Develop a set of translation..., Chales Xu ," Mentor  Albumen Kevin, Jun, Zhongming Hua ", Organization  Apache Software Foundation ,/archive/2024/projects/d7xCkgQ1,https://gist.github.com/SHA-4096/0402c337a87e239e05c3c43a40d688e8
22, GSoC 2024 Proposal - OSASIS TOSCA Language Server ,"The proposal aims to enhance Eclipse Winery, a web-based environment for modeling OASIS TOSCA topologies, by implementing basic security measures....", Omar Awad , Mentor  koppor , Organization  Eclipse Foundation ,/archive/2024/projects/56o5Fdkj,https://omarawd7.github.io/GSoC-24-TOSCA-LSP-Report/
23, Gemini based IA based Touristic tool ,The project aims to develop an AI-based Flutter application that will be connected to the Liquid Galaxy system and will allow users to ask the app..., Sidharth Mudgil , Mentor  Vedant Singh , Organization  Liquid Galaxy project ,/archive/2024/projects/6q7HffsP,https://www.liquidgalaxy.eu/2024/08/work-product-submission-from-google.html#sidharth
24, Rustc Testsuite Adapter for GCC Rust (GCCRS) ,We have to adapt a copy of the rustc testsuite to make use of the error code framework implemented in gccrs as part of GSoC 2023. We need to develop..., Muhammad Mahad ," Mentor  Thomas Schwinge, Arthur Cohen, Pierre-Emmanuel Patry ", Organization  GNU Compiler Collection (GCC) ,/archive/2024/projects/KVAetUOC,https://mahadmuhammad.github.io/gsoc/24/r/final-report/
25, Integrating OpenElis with a FHIR-based Open Client Registry ,"This integration aims to connect OpenELIS, a laboratory information system, with a FHIR-Based Open Client Registry which will allow users to search...", mherman22 , Mentor  reagan-meant , Organization  OpenELIS Global ,/archive/2024/projects/kyZvDB9m,https://github.com/mherman22/GSOC-FinalReport/tree/GSoC-2024?tab=readme-ov-file#gsoc-2024-integrating-openelis-with-a-fhir-based-open-client-registry
26, Quantum Generative Adversarial Networks for Monte Carlo Simulations ,This project aims to improve the efficiency and accuracy of Monte Carlo simulations by leveraging Quantum Generative Adversarial Networks (QGANs)...., Rey Guadarrama ," Mentor  Abhay Kamble, ToMago, Gopal Ramesh Dahale, KC Kong, Konstantin Matchev ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2024/projects/HnazN3SK,https://reyguadarrama.github.io/posts/GSoC-2024.html
27, User Interface Quality Improvement  With Automated Testing SubApps  and Error Markers in 4diac IDE ,"Open source projects often only have a few contributors. They try to incorporate all new ideas and improvements. However, this leaves little time for...", Andrea Zoitl , Mentor  Bianca Wiesmayr , Organization  Eclipse Foundation ,/archive/2024/projects/narUYKCG,https://gist.github.com/Andrearium/42b7b71684afca621716f2d08a9b0247
28, Make your own Lesson Plan for Music Blocks ,There are so many projects generated in Music Blocks We will be creating a lesson plan for these projects using LLMs. we will be using Quantized..., khadar , Mentor  Devin Ulibarri , Organization  Sugar Labs ,/archive/2024/projects/vESaVshM,https://gist.github.com/khadar1020/79d68a2bd2ca2c0644a56e7bf2240180
29, BMv2 PNA Support ,"Programming Protocol-independent Packet Processors (P4) is a domain-specific language for network devices, specifying how data plane devices...", Rupesh  Chiluka ," Mentor  Hari Thantry, Bili Dong (qobilidop) ", Organization  The P4 Language Consortium ,/archive/2024/projects/oEpUp1dW,https://github.com/p4lang/gsoc/tree/main/2024/projects/bmv2_pna
30, Google Summer of Code 2024 Proposal for CloudCV ,"The proposal targets enhancing CloudCV by improving its admin dashboard, optimizing costs, and enhancing infrastructure monitoring. Key initiatives...", Thieu Nguyen ," Mentor  Rishabh Jain, Suryansh Pathak, Gunjan Chhablani, Rahul-Singh, Gautam Jajoo ", Organization  CloudCV ,/archive/2024/projects/TITGUVUt,https://medium.com/@minhthieu135/my-journey-into-gsoc-2024-enhancing-evalai-with-cloudcv-569cac449930
