Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Improve Generative AI workload performance on ARM devices with OpenVINO ,"This project aims to enhance the performance of Generative AI (GenAI) workloads on ARM devices using the OpenVINO toolkit, focusing on reducing...", mory91 ," Mentor  Aleksandr Voron, Dmitry Gorokhov ", Organization  OpenVINO Toolkit ,/archive/2024/projects/WGN9SuB2,https://gist.github.com/mory91/bd528f7751f836e9d6f98e23801b0bdf
2, Build and publish PyBaMM-cookiecutter as a template for new PyBaMM-based projects ,The project aims to build and publish python-cookiecutter templates for new PyBaMM-based projects. It is designed to simplify the setup process of..., Santhosh Sundaram ," Mentor  Saransh Chopra, Ferran Brosa Planella, Agriya Khetarpal, ArjunVerma ", Organization  NumFOCUS ,/archive/2024/projects/eU9Jznmr,https://pybamm.org/gsoc/2024/santhosh-sundaram/
3, Make a native printer Application from Gutenprint ,"Abstract - Gutenprint is a high-quality printer driver for a wide range of inkjets, especially Epson and Canon, dye-sublimation printers and even...", Ankit Pal Singh ," Mentor  Till Kamppeter, Aveek Basu, Ira McDonald, Zdenek Dohnal, Dheeraj, Solomon Peachy ", Organization  The Linux Foundation ,/archive/2024/projects/INz0i1dl,https://docs.google.com/document/d/1BkjO4FAIIyeQCJV_1qkUsx9pG2DD1HqgrsoL0MuYG3A/edit?usp=sharing
4, Support navigation in PWAs for Ferrostar ,Idea based on https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2024/Project_ideas Ferrostar is the new cross-platform turn-by-turn..., catme0w ," Mentor  Ian Wagner, Jacob Fielding ", Organization  OpenStreetMap ,/archive/2024/projects/OFMxtO2T,https://www.openstreetmap.org/user/catme0w/diary/404954
5, Robust OpenCL Operations ,"The massively parallel nature of many real-world computations has led to the development of specialized massively parallel hardware such as GPUs,...", Varun Samaga B L , Mentor  Jacob Boerema , Organization  GNU Image Manipulation Program ,/archive/2024/projects/NmrndTt8,https://gist.github.com/VarunSamaga/8de8def82d154f141649a1ffcf43bfd3
6, All-in-One System Identification Toolkit for ArduPilot Platforms ,"This project intends to extend the system identification capabilities of Ardupilot to include all UAV types supported by Ardupilot, along with a...", Astik Srivastava ," Mentor  Peter Hall, BillGeyer ", Organization  ArduPilot ,/archive/2024/projects/zhry2acr,https://discuss.ardupilot.org/t/gsoc24-all-in-one-system-identification-toolkit-for-ardupilot-update/121116/5
7, Synchronization Support in Internal Libraries ,"This project aims to integrate additional memory allocators with the Unikraft core library, enhancing support for multithreaded applications and...", Yang Hu ," Mentor  Radu Nichita, Răzvan Vîrtan ", Organization  Unikraft ,/archive/2024/projects/j7NR4pqk,https://github.com/unikraft/gsoc/blob/staging/gsoc-2024/work-product/Yang-Hu-Synchronization-Support-in-Internal-Libraries/Yang-Hu-Synchronization-Support-in-Internal-Libraries.md
8," MyUni - Developing a versatile, accessible university WebApp ",The aim is to create a webapp that can be used by different universities and various functionalities/customizations can be added to the webapp for..., sankalpie ," Mentor  Tsalmas Anastasios, Efstathios Iosifidis ", Organization  Open Technologies Alliance - GFOSS ,/archive/2024/projects/fvdGjyAs,https://docs.google.com/document/d/1Qo8bOTuaMYosGyVra187MQ0jGEh0aoUVNeZv6z4cKSw/edit?usp=sharing
9, Adaptive Software-Defined Wide Area Network framework for Telehealth Access (AWANTA) ,"In remote regions (like Alaska) lacking nearby hospitals, accessing healthcare becomes increasingly challenging, underscoring the importance of...", Sai Vamsi ," Mentor  Ananth Reddy, Pradeeban Kathiravelu, Eleonora Stadtmüller Caballero ", Organization  Alaska ,/archive/2024/projects/0GUHhUhb,https://github.com/KathiraveluLab/AWANTA/tree/dev/modules/emulator
10, Adopting Data Schema for Field Management Events ,"This project aims to integrate the JSON data schema (management-event-schema) into the FieldActivity R Shiny application, enabling it to read...", Pratik Pakhale ," Mentor  Henri Kajasilta, Nihar Sanda, Olli Niemitalo ", Organization  PEcAn Project ,/archive/2024/projects/tsyopiTU,https://github.com/PecanProject/fieldactivity/pull/79
11, Integrating CFL’s SMS Module into O3 ,"In today's interconnected world, effective communication plays a pivotal role in healthcare delivery. OpenMRS, being a leading open-source electronic...", Jessie Ssebuliba ," Mentor  Samuel Male, DawidR, Piotr Wargulak ", Organization  OpenMRS ,/archive/2024/projects/aRv2q488,https://jexsie.medium.com/gsoc-2024-internship-summary-4fcf7991d876
12, Model-based Testing with Modbat for JPF ,"Modbat is a model-based testing framework that utilizes finite state machines (FSMs) to generate tests systematically, exploring various execution...", Harshvardhan Parmar ," Mentor  Cyrille Artho, Pavel Parizek ", Organization  The JPF team ,/archive/2024/projects/dAoR7FEI,https://docs.google.com/document/d/1xhWcA9e3jreugVDV_W0Is-9wKSLmg1DQD-GnGqX7h0E/edit?usp=sharing
13, Multimodal Sentiment and Stance Detection ,"This project aims to develop a unified system for sentiment and stance detection in televised news content. Leveraging text, audio, and video...", Mohamed Ahmed Krichen , Mentor  Ahmed Ismail Zahran , Organization  Red Hen Lab ,/archive/2024/projects/isKHu0wv,https://medium.com/@mohamedahmedkrichen/multimodal-sentiment-and-stance-detection-with-red-hen-lab-ef1469822394
14, Development of an Open-Source EEG Foundation Model ,"The project's core objective is to develop an open-source foundational model for EEG data analysis, using deep learning techniques and extensive...", Shreyas S ," Mentor  Babak Mahmoudi, Mahmoud Zeydabadinezhad "," Organization  Department of Biomedical Informatics, Emory University ",/archive/2024/projects/RcMyRlLr,https://github.com/Zhreyu/EEG-Foundational-Model
15, Enhancement of RL Approach Accessibility in NR ,"In wireless networking, research utilizing reinforcement learning is on the rise. In response, ns-3 has introduced additional modules like ns3-gym...", mye280c37 ," Mentor  Biljana Bojovic, Katerina Koutlia, Gabriel Ferreira, Amir Ashtari Gargari ", Organization  The ns-3 Network Simulator Project ,/archive/2024/projects/vPuZgTe1,https://www.nsnam.org/wiki/GSOC2024RLUsability5GFinalReport
16, 17.1 Semi-Automated Workflows for Physiological Signals ,"This project entails the upgrade of the existing physiopy packages, peakdet and phys2denoise, for optimized interoperability and the development of...", Georgios Kikas ," Mentor  Mary Miedema, Stefano Moia [Physiopy Community], Marie-Eve Picard ", Organization  INCF ,/archive/2024/projects/QTi4Yu25,https://maestroque.github.io/posts/gsoc-physiopy/
17, [SunPy] Serialization of NDCube classes to ASDF ,"This proposal aims to enable the storage and retrieval of NDCube objects using the ASDF file format. Currently, ndcube lacks native support for...", PiyushSharma ," Mentor  Stuart, Dan Ryan ", Organization  OpenAstronomy ,/archive/2024/projects/gH1PCN1H,https://viciouseagle03.github.io/post/gsoc-pr_merged/
18, Blockly for PLUTO Script Generation ,"Blockly is an open-source software designed to utilize graphical blocks as code representations, enabling users to construct programs visually. The...", sai m ," Mentor  Artur Scholz, Jens Kolbenschlag ", Organization  LibreCube Initiative ,/archive/2024/projects/j96pQ9Cp,https://gist.github.com/Saigenix/e22a8c62d0c44ba82869b8d7960621e0
19, Update Oscilloscope in Android App of Pocket Science Lab and Implement Support for New Instruments ,"The Pocket Science Lab (PSLab) Android app currently offers a range of scientific instruments for on-the-go data collection and analysis. However,...", Anashuman Singh Cheema ," Mentor  Francois Cartegnie, Rafael Lee, Lorenz, Marc Nause, Padmal, Alexander Bessman ", Organization  FOSSASIA ,/archive/2024/projects/EN5CvVy7,https://ascress.github.io/GSoC2024WorkReport/
20, AI in-channel GIF Image Generator ,"As Generative AI technology is improving and being implemented in various applications, I am interested in using it in Rocket.Chat. While we already...", Aman-Negi , Mentor  Nabhag Motivaras , Organization  rocket.chat ,/archive/2024/projects/41d12z0y,https://github.com/AmanNegi/Google-Summer-Of-Code-24
21, Stream processing support for FasTensor library. ,I will implement stream processing support for FasTensor library. Stream processing enables online processing of live data as it arrives on the File..., Aditya N. ," Mentor  Bin, Suren Byna, Jean Luca Bez ", Organization  UC OSPO ,/archive/2024/projects/RMdOjkNk,https://github.com/aditya-narayan5/GSoC24-Final_Report
22, Zenoh Support & Benchmarking ,"Project aims to integrate rmw_zenoh middleware to MoveIt2 and benchmark its effects on MoveIt2 project in points of message latency, performance of...", Cihat Kurtuluş Altıparmak ," Mentor  Henning Kayser, Sebastian Jahr ", Organization  MoveIt ,/archive/2024/projects/sOm8rgZf,https://moveit.ros.org/moveit/gsoc/2024/08/19/GSoC-2024-Zenoh-Support-and-Benchmarking.html
23, Red Hen TV News Multilingual Chat - LLM ,Large Language Models serve as the foundation for recent advancements in AI. Leveraging the extensive news transcripts data archive from Red Hen..., Tarun R Jain , Mentor  Sridhar Vanga , Organization  Red Hen Lab ,/archive/2024/projects/8D9AhF8O,https://medium.com/@jaintarun7/google-summer-of-code-2024-red-hen-lab-final-evaluation-9b8d25d8dd62
24, Tensor operations in Sage using Python libraries as backends ,"In SageMath, tensors are presently stored within the Components class as a dictionary, with each key representing indices and values indicating the...", Aman Moon , Mentor  Matthias Koeppe , Organization  SageMath ,/archive/2024/projects/4Re68qys,https://github.com/amanmoon/GSoC-Writeup/blob/master/Tensor%20Operations%20in%20Sage%20using%20Python%20libraries%20as%20backend.pdf
25, Updating the Multi-select Plugin in Blockly and Cross-testing Other Plugins ,"This project aims to enhance the multi-select plugin in the Blockly workspace by integrating the IDragger feature of Blockly 11. Currently, the...", Chang Min Bark ," Mentor  Songlin Jiang, Mark Friedman ", Organization  MIT App Inventor ,/archive/2024/projects/9916Xzin,https://github.com/mit-cml/workspace-multiselect/issues/39
26, GNUnet-Transport Next Generation (TNG) Communicator plugins ,This project aims to implement a new communicator for GNUnet's Transport Next Generation (TNG) using the HTTP/3 protocol. The communicator will be..., Shichao , Mentor  Martin Schanzenbach , Organization  GNU Project ,/archive/2024/projects/LQDMCad9,https://www.gnunet.org/en/news/2024-08-GSoC-HTTP3.html
27," Proposal to work on cluster of priority features around settings, streams and messages ","The zulip/zulip repository currently tracks thousands of open issues, out of which many are labeled “high priority”; these issues are usually new...", Tanmay Kumar , Mentor  Purushottam Tiwari , Organization  Zulip ,/archive/2024/projects/PTD6lcBq,https://gist.github.com/tnmkr/22d4b536c36a0abc9b5f664a0ac86441
28, Badge Magic open firmware ,"LED name badges are small matrix LEDs that can be written text, and images, and create animations over Bluetooth or USB connection. The Badge Magic...", Dien-Nhung Nguyen ," Mentor  Francois Cartegnie, Hong Phuc Dang, Rafael Lee, AnnTran, Bella Phan ", Organization  FOSSASIA ,/archive/2024/projects/KZ3lsPEG,https://www.kienlab.com/posts/fossasia-badge-magic-open-firmware-google-summer-of-code-2024/
29, 4diac IDE: Improving the Reliability of the Graphical Editors for Eclipse 4diac ,"The 4diac IDE is an extensible, IEC 61499 compliant engineering environment for distributed control applications. The current state of its graphical...", Prashantkumar Khatri , Mentor  Bianca Wiesmayr , Organization  Eclipse Foundation ,/archive/2024/projects/WCHRGlOJ,https://gist.github.com/ShantKhatri/b1c6f1a53f32b74e10c2e8617ff751d2
