Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Instant Add Note Editor & Multimedia UI/UX ,My proposal comprises two subprojects aimed at enhancing the app: the Instant Note Editor and enhancements to the Multimedia UI/UX. Cloze deletion..., criticalAY - Ashish Yadav ," Mentor  David, Shridhar Goel ", Organization  AnkiDroid ,/archive/2024/projects/HHr5HsjN,https://github.com/criticalAY/GSoC-Report/blob/main/README.md
2, OpenGL support with GTK 3 and GTK 4 ,"OpenCV 4.x supports integration with GTK 2, but it's out of date for most of modern Linux distribution. GTK 3+ provides new API for OpenGL...", Yoshiki Obinata , Mentor  Jia , Organization  OpenCV ,/archive/2024/projects/aJ9fBfct,https://docs.google.com/document/d/1k6kYtGG34QLmXtvmc_PVov9XkHO0T2BZbltE_cud5pA/edit?usp=sharing
3, FaustNet: Enabling ML in Faust ,This proposal bridges the gap between audio processing and machine learning by introducing an automatic differentiation (AD) library for the Faust..., Advik Basani ," Mentor  sletz, Thomas Rushton ", Organization  GRAME ,/archive/2024/projects/aUfXnbex,https://github.com/hatchjaw/faust-ddsp/pull/1
4, Jitsi Meet Speaker Queue Project ,The proposal aims to develop the Jitsi Meet Speaker Queue project as part of the Google Summer of Code program. This project focuses on enhancing..., Mengyuan Liu ," Mentor  saghul, Mihaela Dumitru ", Organization  Jitsi ,/archive/2024/projects/LZtdiY1W,https://liumengyuan1997.github.io/projects/GoogleSummerofCode2024@JitsiMeet/
5, VLC iOS UI update ,This proposal's purpose is to update the User Interface and add new features. it aims to enhance and make user experience easier. This includes..., Mohamed Sliem , Mentor  Diogo , Organization  VideoLAN ,/archive/2024/projects/mMCjqjcZ,https://sliem.hashnode.dev/my-experience-in-google-summer-of-code-2024-for-vlc-ios
6, GNSS + INS Sensor Fusion ,The goal is to implement a functional GNSS receiver that is capable of introducing measurements from another sensor into the GNSS receiver chain...., Víctor Castillo , Mentor  miguel angel gomez lopez , Organization  GNSS-SDR ,/archive/2024/projects/LWPfDnVC,https://github.com/gnss-sdr/gnss-sdr/pull/811
7," Borg Collective : Exclusions Tab Enhancements, Code Cleanup, MySQL/MariaDB directory format support ","Borg Collective is a well-known organization that offers a range of Python-based backup tools, including Borg, Borgmatic, and Vorta. Borg is a file...", shivansh02 ," Mentor  Manuel Riel, Dan Helfman ", Organization  Python Software Foundation ,/archive/2024/projects/YjsXGlhT,https://github.com/shivansh02/GSoC24-PSF
8, Package Brian's unit system ,"The project aims to refactor the Brain's unit system into a standalone package. Additionally, it aims to incorporate additional functionalities from...", Sorin Birchi ," Mentor  Marcel Stimberg, Dan Goodman, Ben Evans ", Organization  INCF ,/archive/2024/projects/8H1ncQn4,https://github.com/SorinAlexB/GSoC24-QuantSI
9, OpenCL Integration with GNUAstro ,GNU Astronomy Utilities (Gnuastro) is an astronomical data processing package containing a dynamically linked library as well as command-line..., Warren Jacinto ," Mentor  Mohammad Akhlaghi, Labib Asari ", Organization  OpenAstronomy ,/archive/2024/projects/ehBYTrDa,https://deadspheroid.github.io/my-blog/post/FinalReport/
10, Improving the Functionality of Honeyscanner: A Honeypot Vulnerability Analyzer. ,"My proposal aims to do several objectives in enhancing the Honeyscanner tool's effectiveness with network security assessments on honeypots. Firstly,...", SeanB. ," Mentor  Shreyas Srinivasa, Manolis, Aristofanis Chionis ", Organization  The Honeynet Project ,/archive/2024/projects/It5bikEI,https://gist.github.com/Swangeon/e794184f55b775528441e33aa1a2a065
11, Machine Learning Support for Constructing Newt SBGN Maps ,"In this proposal, I explain the machine learning support I aim to implement to generate SBGN maps. I am planning to make an API connection to a...", Umut Utku ERŞAHİNCE ," Mentor  AugustinL, Ugur Dogrusoz, Adrien Rougny ", Organization  National Resource for Network Biology (NRNB) ,/archive/2024/projects/gk4SrGuW,https://umut-er.github.io/posts/my-contributions-to-the-newt-project/
12, Rendering with Neural Intersection Functions ,"Ray tracing involves computationally expensive calculations and geometry with varying degrees of complexity. According to Fujieda et. al[1], a novel...", Jin Ke ," Mentor  Morrison, Erik ", Organization  BRL-CAD ,/archive/2024/projects/y7ARV2pO,https://docs.google.com/document/d/1-mp9u9IhesOGkq6bs2UvucQAj-iNafe-nx8Xr3rK3a0/edit
13, Geometry Nodes: File Import Nodes ,"In Blender, geometry nodes provide the user with a visual scripting interface to manipulate 3D geometry, allowing the creation of custom modifiers...", CodeBlaze , Mentor  Hans Goudey , Organization  Blender Foundation ,/archive/2024/projects/OoGEKFsC,https://devtalk.blender.org/t/gsoc-2024-geometry-nodes-file-import-nodes/34482/18
14, Modeling Wayfinding ,Stentor roeselii is a free-living ciliate species of the genus Stentor. It is a unicellular organism but shows remarkable hierarchy of decisions when..., Mayank Palan ," Mentor  Mark Turner, Francis Steen, ankiitgupta7, Homa Hosseinmardi, Rajesh Kasturirangan, Santanu Chakraborty ", Organization  Red Hen Lab ,/archive/2024/projects/fRdO8ACC,https://github.com/MayankPalan2004/Modeling-Wayfinding
15, Rust-based acceleration of bioframe using polars and a new API to access assembly metadata ,"This project aims to enhance the bioframe library developed by Open2C, an organization that creates software for analyzing genomic data. A key focus...", Alejandro Gonzales-Irribarren ," Mentor  nezar, Thomas Reimonn ", Organization  Open Chromosome Collective ,/archive/2024/projects/fHBnxNYD,https://alejandrogzi.github.io/pages/gsoc.html
16, Enhancing the R Dev Container ,"Enhancing R Dev Env Container is the continuation of R Dev Env project. The last year Project consist tech stack like Linux, Bash, Docker, Github...", Atharva Shirdhankar ," Mentor  Heather Turner, IainEmsley ", Organization  R project for statistical computing ,/archive/2024/projects/S6Lc8Nvw,https://startrooper08.github.io/gsoc24-weekly-report/
17, REST API Improvements. ,"This proposal aims to address the need for improving and upgrading APIs on FOSSology to version 2 by identifying areas for enhancement, fixing...", NIYONSENGA Valens ," Mentor  Shaheem Azmal M MD, Soham Banerjee, DUSHIMIMANA Samuel ", Organization  FOSSology ,/archive/2024/projects/0oTx6AYV,https://github.com/valens200/GSoC-2024
18, Support clang plugins on Windows ,This project aims to allow using dynamically loaded Clang plugins on windows by adding support for building LLVM and Clang as shared libraries on..., thomas fransham ," Mentor  Vassil Vassilev, Saleem Abdulrasool (@compnerd) ", Organization  LLVM Compiler Infrastructure ,/archive/2024/projects/scEcKEqX,https://github.com/llvm/llvm-project/issues/109483
19, Packit support for OBS ,"The Open Build Service (OBS) is a generic system to build and distribute binary packages from sources in an automatic, consistent, and reproducible...", rxbryan , Mentor  Dan Čermák , Organization  openSUSE Project ,/archive/2024/projects/dC93EbFr,https://github.com/packit/packit/pull/2343
20, Support Android target in kotlinx-benchmark ,This GSoC 2024 Kotlin project proposal aims to enable kotlinx-benchmark support for the Android platform. The project will enhance the..., Qizhao Chen ," Mentor  Abduqodiri Qurbonzoda, Dustin Lam, Rahul Ravikumar ", Organization  Kotlin Foundation ,/archive/2024/projects/d7VH8Um1,https://gist.github.com/kx412764776/234fab4ee9c33fe004b5db2965e7f00f
21, Migrate our Online IDE to Vue.js + Typescript ,"We have an online IDE that we currently embed into our problem pages. However, the IDE is currently embedded but not fully integrated, the reason...", Ahmed Hani ," Mentor  Hugo Dueñas, Carlos Abel, Juan Gomez ", Organization  omegaUp ,/archive/2024/projects/SnzexPjU,https://github.com/omegaup/omegaup/issues/7621
22, EcoWagtail: Embracing GOLD Principles for Sustainable Web Experiences ,"The project focuses on creating 3-4 Low carbon footprint templates incorporating the sustainability factor, accessibility as well as SEO &...", Nandini584 ," Mentor  Thibaud ​Cola​s-, Paarth Agarwal, Shakhrizoda Y ", Organization  Wagtail ,/archive/2024/projects/kGc9KBEB,https://docs.google.com/document/d/133a7An5phJroBSajeagTHJC1yHJT228fis8KuuSi52c/edit?usp=sharing
23, Aliança Democrática entre plataformas utilizando técnicas de Machine Learning em prol da sociedade ,"Empurrando Juntos (EJ) e Decidim são duas plataformas digitais distintas, mas que compartilham princípios e objetivos correlatos no que tange uma...", Suzane Duarte ," Mentor  Carla Rocha, Leonardo da Silva Gomes, Eduardo Nunes, Bruna Moreira ", Organization  LAPPIS ,/archive/2024/projects/aBQDj9lH,https://medium.com/@ssuzane1/google-summer-of-code-final-project-submission-2e66415b3c80
24, Support for Aggregate Engines in Apache UIMA CPP ,"UIMA is a framework for unstructured information management, in production use for about two decades. The framework is available in C++ and Java,...", Huy T , Mentor  DrDub , Organization  Apache Software Foundation ,/archive/2024/projects/gMqxBugf,https://gist.github.com/mac-op/3736a9a76349c7abc4d2a064c8de42ef
25, Protein Language Modeling ,The project aims to integrate a protein language model (PLM) into the DeepChem library through HuggingFace APIs and PyTorch. The project would..., Shivasankaran Vanaja Pandi , Mentor  NimishaDey , Organization  DeepChem ,/archive/2024/projects/lpCjiX2J,https://forum.deepchem.io/t/gsoc-24-protein-language-modeling-final-report/1445
26, Integration of complexity score functions into the iGEM DNA kit distribution workflow ,The goal is developing an updated workflow that uses the existing iGEM distribution structure to integrate a synthesizability assessment of genetic..., Johan Guillen ," Mentor  jakebeal, Gonza10V ", Organization  National Resource for Network Biology (NRNB) ,/archive/2024/projects/E1zR3jcF,https://jguillen15.github.io/
27, Pixel Perfect feature proposal ,"Currently Krita from KDE doesn’t have a Pixel Perfect option, the name for an algorithm that visually smoothes out pixel art curves. The idea here is...", Ken Lo ," Mentor  Tiar, Emmet O'Neill ", Organization  KDE Community ,/archive/2024/projects/Iz0XNh2q,https://community.kde.org/GSoC/2024/StatusReports/KenLo
28, FengWu-GHR Implementation ,I will implement FengWu-GHR model into OpenClimateFix graph_weather repository. This model is the first to be able to predict weather at the 0.09°..., Lorenzo Breschi ," Mentor  Peter Dudfield, Jacob Bkr ", Organization  Open Climate Fix ,/archive/2024/projects/ZKa8235W,https://gist.github.com/rnwzd/94a3d13d244ec85d90630ee52f62c78b
29, P4-Enabled Container Migration in Kubernetes ,Kubernetes has recently moved its forensic container checkpointing feature into beta. This feature allows checkpointing containers within Kubernetes..., Stanislav Kosorin ," Mentor  Davide Scano, Radostin ", Organization  The P4 Language Consortium ,/archive/2024/projects/sYbpOJhD,https://github.com/p4lang/gsoc/blob/main/2024/projects/container_migration/README.md
30, EDGAR-crawler 2.0: Enhancing Information Extraction of Company Reports ,"This project aims to expand the information extraction capabilities of the EDGAR-crawler, a project which allows users to download different types of...", Fabian Billert ," Mentor  Lefteris Loukas, Ion Androutsopoulos ", Organization  Open Technologies Alliance - GFOSS ,/archive/2024/projects/eWAGSo7f,https://gist.github.com/Bailefan/24b5c6f1c3372c82e1fc2e7ebfd04ba4
31, Detection of Intonational Units - an Overhaul of AuToBI ,"Detection of Intonational Units- An overhaul of AuToBI aims to refurbish the AuToBI system first proposed by Andrew Rosenberg in 2009, with today’s...", Prakriti Shankar Shetty ," Mentor  Peter Uhrig, Ahmed Ismail Zahran ", Organization  Red Hen Lab ,/archive/2024/projects/xnXEqDa6,https://github.com/prakritishetty/GSoC2024-Overhaul_of_AuToBI
32, StatWrap: Automated Reproducibility Checklists Generation ,"StatWrap is a free, open-source tool to document research projects. It inventories research assets like code files, data files, and manuscripts,...", Adi Akhilesh Singh ," Mentor  Luke Rasmussen, Eric Whitley ", Organization  UC OSPO ,/archive/2024/projects/YnQC8YyE,https://github.com/StatTag/StatWrap/tree/gsoc24
33, PyBaMM - Migrate to scikit-build-core ,"This project aims to enhance PyBaMM's packaging infrastructure by migrating from setuptools and wheel to scikit-build-core, providing improved...", Ankit Meda ," Mentor  Saransh Chopra, Ferran Brosa Planella, Agriya Khetarpal, ArjunVerma ", Organization  NumFOCUS ,/archive/2024/projects/YyLzWWqr,https://pybamm.org/gsoc/2024/ankit-meda/
34, Implement undo/redo commandManager for Flutter Paintroid ,My project idea is to implement an undo/redo functionality in a Flutter-Paintroid. This feature aims to enhance the user experience by allowing users..., Lenkomotive ," Mentor  Dev Sebastian, Julia Herold ", Organization  International Catrobat Association ,/archive/2024/projects/ez3neMVA,https://gist.github.com/Lenkomotive/9814c8490a6ce3f27ee15e0bf7d23709
35, GenCast Implementation ,"I propose to contribute to the OpenClimateFix organization by implementing the GenCast model (https://arxiv.org/abs/2312.15796), with a focus on...", Giuseppe Bruno ," Mentor  Peter Dudfield, Sukh, Jacob Bkr ", Organization  Open Climate Fix ,/archive/2024/projects/Q0k3mmLI,https://github.com/openclimatefix/graph_weather/tree/main/graph_weather/models/gencast
36, Quantum transformer for High Energy Physics Analysis at the LHC ,This proposal sets out to implement several kinds of Quantum Vision Transformers (QViT) for High Energy Physics (HEP) analysis at the Large Hadron..., Alessandro Tesi ," Mentor  ML4SCI, ToMago, Gopal Ramesh Dahale, Konstantin Matchev ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2024/projects/JLeQwG3r,https://medium.com/@tesi.alessandro88/gsoc-24-quantum-transformer-for-high-energy-physics-analysis-at-ml4sci-ab8a86acdab0
37, Create cloud deployment strategy for OneBusAway ,"The OneBusAway server provides real-time vehicle information to users, yet it currently lacks a streamlined deployment process. This project aims to...", Alton He , Mentor  Aaron Brethorst , Organization  Open Transit Software Foundation ,/archive/2024/projects/PnGdLXTu,https://github.com/OneBusAway/onebusaway-deployment
38, Implement GSSAPI Key Exchange and Improve Testing ,"This project will set up Kerberos as part of the test suite using cwrap wrappers and write tests for the ""gssapi-with-mic"" user authentication...", Gauravsingh Sisodia ," Mentor  Jakub Jelen, Sahana Prasad ", Organization  libssh ,/archive/2024/projects/yojunwbr,https://xaerru.github.io/gsoc24/
39, Add support for the latest GIR attributes and gi-docgen formatting to Valadoc ,The Vala compiler and the Vala API generator currently have no support for the latest GObject Introspection attributes. This proposal plans to add..., Sudhanshu Tiwari1 , Mentor  Lorenz Wildberg , Organization  GNOME Foundation ,/archive/2024/projects/CxooAggj,https://sudhanshut.blogspot.com/2024/08/gsoc-2024-final-project-report.html
40, aeon - Developing Deep Learning Framework and Implementations for Time Series Clustering ,Time series clustering involves grouping similar time series data together based on specific features or patterns. Deep learning algorithms have..., Aadya Chinubhai ," Mentor  Matthew Middlehurst, Tony Bagnall, Ali Ismail-Fawaz ", Organization  NumFOCUS ,/archive/2024/projects/Hvd0DfkD,https://docs.google.com/document/d/1R_9bY0G2UsjEfvYxcHxUv9WV4zNeX5yP9YOy-o6ruyk/edit?usp=sharing
41, Julia Dagger - Enhancing Streaming Data Processing for Heterogeneous Computing ,This project is aimed at advancing the capabilities of heterogeneous computing environments in Julia through Dagger.jl. We propose to implement a..., Davide Ferretti ," Mentor  Julian Samaroo, James Wrigley ", Organization  The Julia Language ,/archive/2024/projects/Ho5buBUx,https://github.com/davidizzle/GSoC-Dagger.jl-Blog
42, gccrs - Inline Assembly Support ,gccrs is a full alternative implementation of the Rust language ontop of GCC with the goal to become fully upstream with the GNU toolchain. One of..., jjasmine ," Mentor  Arthur Cohen, Pierre-Emmanuel Patry ", Organization  GNU Compiler Collection (GCC) ,/archive/2024/projects/ad6rmTlD,https://badumbatish.github.io/posts/what_I_did_for_gsoc_2024
