Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1," Amati++, a VST/CLAP Plugin embedding the dynamic compiler ","Inspired by the pMix and Amati projects, this plugin will be built using the JUCE framework for the interface and libFaust with LLVM and interpreter...", Tyler Li ," Mentor  sletz, Thomas Rushton, Kamil Kisiel ", Organization  GRAME ,/archive/2024/projects/1DEONCV5,https://tyler-li-mcgill.tech/blog/gsoc3
2, PictoPy ,"This project seeks to create a desktop application for an image gallery, with machine learning models powering its functionality in the background....", Bassam Adnan ," Mentor  Bruno, jddeep, Manav Sarkar, hackeramitkumar, Chandan S Gowda, Pranav Aggarwal, Harish Dendukuri, Prarabdh Shukla ", Organization  AOSSIE ,/archive/2024/projects/H96bNe6J,https://bassamadnan.github.io/GSoC-Report/
3, Pathologist Annotation Behavior Report ,Many pathologists use caMicroscope to annotate WSI cases in their daily work. How pathologists annotate the slide and the different behaviors that..., Yuka Usui ," Mentor  Birm, Brandon Gallas ", Organization  caMicroscope ,/archive/2024/projects/ifTWS4l5,https://gist.github.com/YukaUU/fe7d0ff2f36584431ffd7336659d65b5
4, Add support for the afdesign format ,The proposed project aims to implement import support for the afdesign format. This new functionality will make Inkscape more versatile and..., ManpreetXSingh , Mentor  Jonathan Neuhauser , Organization  Inkscape ,/archive/2024/projects/sR7nHXTJ,https://manpreetsingh.hashnode.dev/gsoc-report-inkaf
5, ASCETIC Vision ,"This project aims to enhance the accessibility and usability of the ASCETIC framework, which interprets tumor evolutionary signatures crucial for...", Nada Mohamed ," Mentor  Marco Antoniotti, Daniele, Alex Graudenzi ", Organization  National Resource for Network Biology (NRNB) ,/archive/2024/projects/uRwvXHO6,https://drive.google.com/file/d/1osF48I1BQfKO7Bw2rn9qq8-LByAiw3_1/view?usp=drive_link
6, Enrich SBOM data based on OSSF Security Score Card ,I am developing a pypi package which will be responsible for calling OpenSSF scorecard API or CLI with an open-source github link and fetching the..., Pranay Das ," Mentor  Philippe Ombredanne, ayansinha, TG1999, Thomas Druez ", Organization  AboutCode ,/archive/2024/projects/kB8HkEli,https://aboutcode.readthedocs.io/en/latest/archive/gsoc/reports/2024/scancodeio_scorecode_pranay.html
7, Fix Haiku’s WebKit2 Port ,"WebPositive is Haiku’s default browser, but it certainly has room for improvement. WebPositive’s browser engine is WebKit. Currently, we’re stuck...", Zardshard , Mentor  PulkoMandy , Organization  Haiku ,/archive/2024/projects/5FA1ctxn,https://www.haiku-os.org/blog/zardshard/2024-08-16_gsoc_2024_porting_webkit2_final_report/
8, Tidy Up Song ,"The Ceph project has a huge codebase, and it faces the risk of containing suboptimal code that could jeopardize storage reliability or induce...", Suyash Dongre , Mentor  Yuval Lifshitz , Organization  Ceph ,/archive/2024/projects/SG1yEXSM,https://diagnostic-surf-23c.notion.site/Ceph-Tidy-Up-Song-GSoC-2024-21fe602568b24b6985af9284ca0fcb5c
9, Hardware Hierarchical Dynamical Systems ,"In hardware compilers, scalability issues often arise due to inefficient tree data structures. To tackle this challenge, the proposed project aims to...", UjjwalShekhar ," Mentor  Jose Renau, Sakshi_Garg ", Organization  UC OSPO ,/archive/2024/projects/ggfpoLfF,https://gist.github.com/ujjwal-shekhar/46f872ca5b194a014cc6f16b0825261a
10, Add an AI-assistant to the Pippy Activity ,"Pippy is the Sugar ""learn to program in Python"" activity. It comes with lots of examples and has sufficient scaffolding such that a learner could...", Kshitij_Shah ," Mentor  Walter Bender, Chihurumnaya Ibiam, Perrie ", Organization  Sugar Labs ,/archive/2024/projects/lccFY8AH,https://github.com/kshitijdshah99/Pippy_Activity
11, Borrow-checking IR location support ,"The main goal of this project is to add location support in GCC Rust, to BIR i.e an intermediate representation that will be exclusively used by the...", Kushal Pal ," Mentor  Arthur Cohen, Pierre-Emmanuel Patry ", Organization  GNU Compiler Collection (GCC) ,/archive/2024/projects/DPiEgdZa,https://github.com/braw-lee/gsoc-2024/blob/main/README.md
12, Enhance AudioWorklet Developer Resources ,My project aims to enhance Chromium's AudioWorklet with robust test suites and developer resources for reliable real-time audio processing. I plan to..., abhayporwals ," Mentor  hoch, mjwilson, Stephen ", Organization  Chromium ,/archive/2024/projects/SfhDcUI7,https://abhayporwals.hashnode.dev/abhay-gsoc24-chromium
13, LSP Inlay Hints feature for haskell-language-server ,"This proposal aims to describe how to add inlay hints support to the Haskell language server. Inlay hints can provide a more fancy, intuitive, and...", Jinser Kafka , Mentor  Michael Peyton Jones , Organization  Haskell.org ,/archive/2024/projects/e6SOngyS,https://github.com/haskell/haskell-language-server/pulls/jetjinser
14, Firebase Editor ,This project aims to develop a versatile mobile application tailored for efficient data management on Firebase databases. Given Firebase's popularity..., Chirag Tyagi , Mentor  Carlos Fernandez Sanz , Organization  CCExtractor Development ,/archive/2024/projects/BUvwftsK,https://gist.github.com/chiragtyagi2003/199c3eff31b7d00a6a68368fff26d2f7
