Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Curve Improvements ,Curves in blender have been subject to a number of user requests for improvement from several different aspects. One such request was a new tool that..., Dilith Jayakody ," Mentor  Hans Goudey, Falk David ", Organization  Blender Foundation ,/archive/2021/projects/5706701138821120,https://wiki.blender.org/wiki/User:Dilithjay/GSoC_2021/Final_Report
2, Differentiable GraphBLAS ,"Graphs are a ubiquitous and versatile data structure, which allow the representation of problems and systems across a vast array of domains like...", William Kimmerer ," Mentor  Miha Zgubic, Viral B. Shah ", Organization  The Julia Language ,/archive/2021/projects/5706804721352704,https://github.com/JuliaSparse/SuiteSparseGraphBLAS.jl/commits/master
3, Visit the World ,"This project has as main objective the development of a navigation system for the Liquid Galaxy project, using only voice commands, with a voice...", Otávio Oliveira ," Mentor  Merul Dhiman, andreu ibanez ", Organization  Liquid Galaxy project ,/archive/2021/projects/5708041537716224,https://docs.google.com/document/d/1wmf3RlnG6OPCinq2i24hmwCivorzR_RFPMEAJcPpmOw/edit?usp=sharing
4, Improving Image Lab Project UI/UX ,Improving the ImageLab project user experience by enhancing user interface and adding new interesting features., Pola Hano Shehat ," Mentor  Oshan Mudannayake, Deniz Karakay ", Organization  SCoRe Lab ,/archive/2021/projects/5708407146807296,https://github.com/scorelab/GSoC/blob/master/GSoC-2021/12-Pola-Hano-Shehat-Improving-Image-Lab-UI-UX.md
5, Implement Wave2Vec2 in TensorFlow 2 & publish it in TensorFlow Hub ,I am proposing to implement Wave2Vec2 in TensorFlow 2. I will be converting the pre-trained checkpoint in TensorFlow compatible format and will..., Vasudev Gupta ," Mentor  jaeyounkim, Morgan Roff, Sayak Paul ", Organization  TensorFlow ,/archive/2021/projects/5710163654213632,https://vasudevgupta7.github.io/gsoc-wav2vec2/assets/final_report
6, OpenWRT PPA ,"Building a platform to support users and compile openwrt packages on the fly by building an executable,  code ready docker image , ready to be...", Neelaksh Singh , Mentor  zoobab , Organization  freifunk ,/archive/2021/projects/5712260906876928,https://github.com/Neelaksh-Singh/OpenWRT_PPA
7, Sugarizer Security and Availability ,"The objective of this project is to keep Sugarizer growing by enhancing two core concepts for our deployments: Security and Availability.
📝...", Jaikishan Brijwani ," Mentor  Nikhil Mehra, Michael Ohayon ", Organization  Sugar Labs ,/archive/2021/projects/5713177781731328,https://github.com/ricknjacky/GSoC-SugarLabs-Report
8, GSoC Proposal - Causal and counterfactual methods for fairness in machine learning ,"Machine learning models are being used to assess loan and job applications, in bail, sentencing and parole decisions, and in an increasing number of...", Archana Warrier ," Mentor  Sebastian Vollmer, Zenna Tavares, Moritz Schauer, Jiahao Chen ", Organization  The Julia Language ,/archive/2021/projects/5715272618475520,https://nextjournal.com/archanarw/counterfactualfairnessjl
9, C++ connector enhancement ,"Tarantool’s team has released a new C++ connector, which is based on compile-time MsgPack encoder/decoder. Reaching the limits of C++, this library...", Anastasiy Belyaev ," Mentor  Nikita Pettik, Timur Safin ", Organization  Tarantool ,/archive/2021/projects/5715645072670720,https://github.com/tarantool/tarantool/wiki/Google-Summer-of-Code-2021.-Tarantool-connector-enhancement
10, Project Recommendation System ,The goal of this project is to make a simple and light recommendation system that helps in recommending similar circuits to the users in the most..., DEVANSH DIXIT , Mentor  Biswesh Mohapatra , Organization  CircuitVerse.org ,/archive/2021/projects/5719188152254464,https://blog.circuitverse.org/posts/devash_recommendation_system_final_report/
11, Achievement in RetroPlayer ,"This project aims to add a feature of native Achievements in Kodi's RetroPlayer using Kodi's UI system. After addition of this feature, users can...", Shardul Semwal ," Mentor  Nick Siakas, gusandrianos ", Organization  Kodi ,/archive/2021/projects/5719506852249600,https://medium.com/@semwalshardul/google-summer-of-code21-final-report-faa6fec2a862
