Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Plasma Mobile - Akonadi Calendar ,"While KDE Plasma on the desktop has robust calendar, tasks and journal management capabilities thanks to KOrganizer, Plasma Mobile currently lacks...", Claudio Cambra ," Mentor  Carl Schwan, Devin Lin ", Organization  KDE Community ,/archive/2021/projects/5123523701374976,https://community.kde.org/GSoC/2021/StatusReports/ClauCambra
2, Custom Picture Selector ,"Currently, the image selection for the app is the default Android selector which lets you pick multiple images from the gallery or upload one using...", Aditya Srivastav ," Mentor  Madhur-Gupta, Nicolas Raoul ", Organization  Wikimedia Foundation ,/archive/2021/projects/5125450329751552,https://aditya-srivastav.medium.com/final-report-9046e1c5949
3, Software Heritage Code Scanner Improvements for Production Environments ,"Software Heritage has the biggest open archive of the source code publicly available, it captures software projects from various forges and all of...", danseraf ," Mentor  Stefano Zacchiroli, Antoine R. Dumont ", Organization  Software Heritage ,/archive/2021/projects/5127937887567872,https://gist.github.com/DanSeraf/2c8312c0d209ea6a9b697b192f0da44f
4, Add ttl for cassandra snapshots ,Currently Cassandra can create snapshots of SSTables containing all data of concrete Column Family (Analogue of the table into RDBMS).Snapshot is a..., fibersel ," Mentor  Stefan Miklosovic, Paulo Motta ", Organization  The Apache Software Foundation ,/archive/2021/projects/5128135825162240,https://github.com/apache/cassandra/pull/1046
5, Fractal: Multi account support ,"Fractal currently supports only one account, if you want to be connected at the same time with different accounts the user has to launch several...", Alejandro Domínguez ," Mentor  Julian Sparber, Daniel García Moreno ", Organization  GNOME Foundation ,/archive/2021/projects/5227383929438208,https://aledomu.github.io/gnome/fractal-next-gsoc-2021-final-report/
6, Machine detection of film edits ,"By using digital video, every day the number of people needs to edit and manipulate video content is to increase. This requires from us to have...", Amr Maghraby ," Mentor  Vera Tobin, Ahmed Ismail, Mark Williams, John Bell ", Organization  Red Hen Lab ,/archive/2021/projects/5231647791775744,https://github.com/AmrMaghraby/GSoC_2021_Red_Hen_Lab
7, Advancement through project merge ,"In my Project, I will implement a process in PocketCode which makes it possible for users to merge already created catrobat-projects. This extension...", Tamara David ," Mentor  Bernadette Spieler, Wolfgang Slany ", Organization  International Catrobat Association ,/archive/2021/projects/5239196297461760,https://gist.github.com/Tamdav/5e048bf5d702ae21b289e4622acd87ac
8, Matrix State of the Art ,"There are several matrix implementations in Pharo. This project aims to compare all those implementations on different parameters like run-time,...", Rakshit P ," Mentor  Oleksandr Zaitsev, Hernán Morales Durand ", Organization  Pharo Consortium ,/archive/2021/projects/5239279680225280,https://gist.github.com/rakki-18/30418db797d6b59481abf8a7a7203542
9, On Canvas Marker Editing ,"While markers are a nifty feature of Inkscape, their usability is heavily impaired by their limited interface. Currently, a marker’s position, size,...", Rachana Podaralla ," Mentor  Michael Kowalski, Marc Jeanmougin, Martin Owens ", Organization  Inkscape ,/archive/2021/projects/5240879656206336,https://gitlab.com/podarallarachana/gsoc-inkscape-2021/-/blob/main/README.md
10, Improving statistics from kw ,"This project aims to improve the statistics part of kw, adding more options, and also implementing a way to let users, who choose to, take part in a...", Magali Lemes , Mentor  Siqueira , Organization  The Linux Foundation ,/archive/2021/projects/5243010228420608,https://gist.github.com/magalilemes/d076a87c2e87395aafc1b68f2551b2da
11, Fineract Client ,"A Java and Retrofit2 based library, which mainly focuses on building an abstraction layer over the fineract API. Currently, all the MIFOS application...", Danish Jamal ," Mentor  Chinmay Kulkarni, Shashank Priyadarshi ", Organization  The Apache Software Foundation ,/archive/2021/projects/5246508378619904,https://gist.github.com/danishjamal104/ddb099d5f7985dc08537db658c178a81
12, GPGPU with GLES API ,"Since BeagleBoards are heterogeneous platforms, why not use them to their full extent? Apparently for the time being the GPU block lies mostly...", Jakub Duchniewicz ," Mentor  Iain Hunter, Hunyue Yau ", Organization  BeagleBoard.org Foundation ,/archive/2021/projects/5248746325016576,https://jduchniewicz.github.io/gsoc2021-blog/gsoc/updates/2021/08/19/project-report.html
13, Develop GUI for ImageJ groovy script calling VCell API ,We have to create a service for VCell users that allows Fiji/ImageJ scripting to directly access the VCell client. We have to expand this service..., NIKITA MAHOVIYA ," Mentor  Ann Cowan, Frank Morgan, Michael Blinov ", Organization  National Resource for Network Biology (NRNB) ,/archive/2021/projects/5255777991786496,https://github.com/nikitamahoviya/GSoC-21-Project_Final_Report
14, OpenWrt Device Page ,Create an overview of OpenWrt supported devices to simplify user choice of acquiring new devices, Aditi-Singh , Mentor  Paul Spooren , Organization  freifunk ,/archive/2021/projects/5256259665657856,https://blog.freifunk.net/2021/08/22/gsoc-final-blog-openwrt-device-page/
15, [PyMC3] Make SMC-ABC faster and more flexible ,PyMC3 provides state-of-the-art tools to specify rich mathematical probabilistic models and algorithms to efficiently approximate the posterior..., ricardoV94 ," Mentor  Junpeng Lao, osvaldo martin ", Organization  NumFOCUS ,/archive/2021/projects/5257315321643008,https://ricardov94.github.io/topics/gsoc-2021/completed_work/
16, Distribution Checks ,A statistical suite to confirm that our Markov Chains produce results of the distributions we expect. These tests could be parametric or..., Mai Nguyen , Mentor  Jamie Atlas , Organization  MGGG Redistricting Lab ,/archive/2021/projects/5258003019726848,https://github.com/mggg/benchmarks
17, Implementation of the graded ring of quasimodular forms ,"The goal of this project is twofold: first, we wish to implement the graded ring of quasimodular forms and, second, we wish to implement the...", David Ayotte , Mentor  Vincent Delecroix , Organization  SageMath ,/archive/2021/projects/5259448846647296,https://davidayotte.github.io/posts/2021/08/gsoc-final/
18, Enhanced alerting and scheduling in Bench-routes ,"The project comprises of three major ideas Renewing configuartion, Revamping the design pattern and adding Scheduler and Writing Querier package &...", Tushar Guha Neogi ," Mentor  Harkishen, Aquib Baig ", Organization  Bench-Routes ,/archive/2021/projects/5260300558794752,https://gist.github.com/Tushar3099/9cef95d1a5e78a0a69d3e385de390e32
19, Non-blocking multi-thread IO_CACHE ,Development and implementation new kind of io_cache for optimization's purposes, Vladislav Kakurin ," Mentor  Oleksandr Byelkin, Nikita Malyavin ", Organization  MariaDB Foundation ,/archive/2021/projects/5260380485451776,https://gist.github.com/MagHErmit/418644ae7c1424bc860baef7afee0cb5
20, Proposals for file transfer improvement and more ,This proposal aims to solve various bugs and bad UX related to file transfer., Yongha Hwang ," Mentor  Alexis BRENON, Alexander Schwinn ", Organization  Xfce ,/archive/2021/projects/5262524580102144,https://mshrimp4.github.io/GSOC-6th/
21, Improving Python’s online interpreter and more interactive exercises ,PyZombis is a community course to teach Python to the spanish-speaking community. It is based on a brazilian MOOC Python para Zumbis. The idea is to..., Angela Remolina ," Mentor  Sando, María Andrea Vignau, Mariano Reingart ", Organization  Python Software Foundation ,/archive/2021/projects/5264639415287808,https://github.com/PyAr/PyZombis/wiki/GSOC-2021-PSF-PyAr-Final-code-submission-PyZombis-Angela-Remolina
22, Normalizing Flows for Fast Detector Simulation ,DeepFalcon is an ultra-fast non-parametric detector simulation package. This project aims to extend DeepFalcon by adding functionality for Graph..., Aditya Ahuja ," Mentor  John Blue, Harrison Prosper, Michelle Kuchera, Darya Dyachkova, Sergei Gleyzer ", Organization  Machine Learning for Science (ML4SCI) Umbrella Organization ,/archive/2021/projects/5274521866600448,https://github.com/ML4SCI/DeepFalcon/pull/1
23, Sorting Hat - Extend data model and user interface to capture better information about contributors ,"Grimoirelab is an open-source toolset for software development analytics. Grimoirelab provides a set of tools to collect, analyze and visualize...", Rashmi K A , Mentor  Venu Vardhan Reddy , Organization  CHAOSS Project ,/archive/2021/projects/5275752542502912,https://k-a-rashmi04.medium.com/extend-data-model-and-user-interface-to-capture-better-information-about-contributors-a95f8e0a9a7e
24, AsyncAPI Applications Relations Finder ,"AsyncAPI aims to set an industry standard for messaging APIs by providing a set of tools and
features to improve the current state of Event-Driven...", Arjun Garg , Mentor  Lukasz Gornicki , Organization  Postman ,/archive/2021/projects/5275823778562048,https://medium.com/@arjungarg07/work-product-google-summer-of-code-2021-with-postman-d82f3ef56dc8
25, GUI for AXIOM Recorder ,"The AXIOM recorder software can record moving images from axiom cameras via either USB3 or Ethernet. Currently, that software is only a CLI tool that...", anuejn ," Mentor  Herbert Poetzl, vup ", Organization  apertus° Association ,/archive/2021/projects/5277743696052224,https://anuejn.github.io/blog/rust/apertus/ui/2021/08/23/a-graphical-user-interface-for-the-axiom-recorder.html
26, Smart Tempo in MuseScore 4 ,"Smart Tempo in MuseScore 4
Adding static and dynamic tempo changes
The primary focus of this project is intended to improve the engraving support for...", Sidharth Anand , Mentor  njvdberg , Organization  MuseScore ,/archive/2021/projects/5278929711005696,https://musescore.org/en/node/323928
27, Enhancing the Plotting Functionality in MCnet/Rivet ,"Rivet is a tool used by particle physicists to test and develop Monte Carlo event generators, i.e., simulation of particle accelerator collisions....", Simon Thor ," Mentor  Dr Andy Buckley, Christian Bierlich ", Organization  CERN-HSF ,/archive/2021/projects/5279618952593408,https://simonthor.github.io/GSoC-2021/
28, Assessing the Performance Effects of Adding New Synthesized Rewrite Rules to Halide ,Halide is a programming language that facilitates writing high-performance image processing pipelines. Its compiler internally uses a Term Rewriting..., Evan Lee ," Mentor  Alexander Root, Andrew Adams ", Organization  Halide ,/archive/2021/projects/5281044479082496,https://sites.google.com/view/gsoc-21-halide-rewrite-rules/home
29, Music Transformer ,"The field of deep learning has had numerous impressive advancements over the last
few years. Music generation has always been a difficult application...", Vasanth Mani Vasi ," Mentor  Avik Sengupta, George Datseris ", Organization  The Julia Language ,/archive/2021/projects/5281155242262528,https://nextjournal.com/VasanthManiVasi/gsoc-2021-music-transformer-part-4/
30, COLOUR: Adding new colour models ,Colour is an open-source python package providing a comprehensive number of algorithms and datasets for colour-science. It also has support for..., Geetansh Saxena ," Mentor  Michael Mauderer, Thomas Mansencal ", Organization  NumFOCUS ,/archive/2021/projects/5281448977760256,https://gist.github.com/SGeetansh/79341cad9c337117fcdb796a82e18507
31, Building a Cronet-based HTTP package in Dart ,"In this project, We’ll create an HTTP library that uses cronet (Chromium’s network stack) under the hood providing better performance, access to...", Soumyadip Mondal ," Mentor  Prerak Mann, Daco Harkes ", Organization  Dart ,/archive/2021/projects/5284908305481728,https://unsuitable001.medium.com/package-cronet-an-http-dart-flutter-package-with-dart-ffi-84f9b69c8a24
32, Develop Performance Farm Benchmarks and Website ,PostgreSQL is a big and active open-source DBMS. This means that the code changes frequently and there are a lot of branches and commits. When big..., YoungHwan Joo ," Mentor  Andreas 'ads' Scherbaum, Stephen Frost, Ila ", Organization  PostgreSQL ,/archive/2021/projects/5285139025756160,https://github.com/PGPerfFarm/pgperffarm
33, FFT assembly ,libavutil is being expanded with a modern way of handling frequency transformation. The project aims to significantly increase the speed of this code..., Martynas Stankevičius , Mentor  Lynne , Organization  FFmpeg ,/archive/2021/projects/5288867057369088,https://gist.github.com/memst/5a85c143a204830192e5ef5b4aab3b76
34, New database search backend ,"The goal of my project is to replace the current default database search backend in Wagtail, which is a dummy backend that comes enabled by default,...", Aldán Creo , Mentor  Karl Hobley , Organization  Django Software Foundation ,/archive/2021/projects/5293539344252928,https://gist.github.com/ACMCMC/06b578b15b3b69f55f0c0127956afa12
35, Packaging Caddy ,"My Proposal is to package the Caddy Webserver for debian, including the necessary dependencies for building it, documentation, system-integration and...", Peymaneh Nejad , Mentor  Jonas Meurer , Organization  Debian ,/archive/2021/projects/5297708952190976,https://peymaneh.pages.debian.net/posts/finalreport
