Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Expanding support for Kworkflow: bootloaders  and Linux distributions ,Kworkflow is a kernel developer workflow tool with the simple mission of reducing the overhead with infrastructure setup for Linux development. In..., Alan Barzilay , Mentor  Siqueira , Organization  The Linux Foundation ,/archive/2021/projects/5346817239154688,https://docs.google.com/spreadsheets/d/1YTjz8dPDWtzGEaPh0-RH6Y9D2GPMqpfUF_fs_cTCzSQ/edit?usp=sharing
2, Visualization Libraries for ghc-debug ,"""ghc-debug"" is a heap profiler tool for GHC that pauses the current program and lets you run your own custom analyses on the heap. My proposal is to...", Ethan Tsz Hang Kiang , Mentor  Matthew Pickering , Organization  Haskell.org ,/archive/2021/projects/5349991454867456,https://zyklotomic.github.io/blog/gsoc_2021_final_eval.html
3," Suggest, implement and publish state-of-the-art ML models in TensorFlow 2 ",TensorFlow Model Garden and TF Hub provide a lot of state-of-the-art models for TF developers to use easily in their research and product..., Mehdi Mabrouki ," Mentor  jaeyounkim, Morgan Roff, Sayak Paul ", Organization  TensorFlow ,/archive/2021/projects/5355274566631424,https://gist.github.com/CallmeMehdi/b32b484cb44cc847fafa7ac146e35b7e
4, Final Step Towards Deployment ,"Agora Vote has much scope of improvement to make the workflow of the app smoother. Instead of adding some major new features, my main goal for this...", ABHISHEK AGARWAL ," Mentor  Ritesh Agrawal, Tush@r, prudhvi reddy, T Thuvarakan ", Organization  AOSSIE ,/archive/2021/projects/5364873650765824,https://gitlab.com/aossie/agora-android/-/blob/gsoc-2021/docs/GSOC/2021/Abhishek.md
5, Add a CDS-ASCII writer to astropy ,Astropy is a massive Python library providing methods and general purpose tools for processing and analysis of data generated in astronomy and..., Suyog Garg ," Mentor  hamogu, Aarya Patil ", Organization  openastronomy ,/archive/2021/projects/5365547692195840,https://suyog20.blogspot.com/2021/08/astropygsoc-blog-post-65-week-10-final.html
6, Classroom and Doubt forum feature in Mobile Application. ,The CFC mobile application (Educult) project aims to add some specific features to the Mobile Application which will allow students from all over the..., Adarsh Kumar Singh ," Mentor  Anuj Garg, Abhishek-Kumar, Vasudev Singhal, Ganga Chaturvedi ", Organization  JBoss Community ,/archive/2021/projects/5368121417793536,https://medium.com/@adarshkumarsingh865/gsoc-2021-final-report-jboss-classroom-and-doubt-forum-feature-in-mobile-application-51f215901fd1
7, Distributed lit testing ,"The LLVM lit test suites consist of thousands of small independent tests. Due to the number of tests, it can take a long time to run the full suite,...", Soham Dixit , Mentor  James Henderson , Organization  The LLVM Compiler Infrastructure ,/archive/2021/projects/5371580141535232,https://gist.github.com/sohamdixit81/4044f90ae9b4954879c63a39f163f417
8, Implement and improve several accessibility functions in Joomla! Keyboard navigation ,"Implement and improve several accessibility functions in Joomla! Keyboard navigation.
Web accessibility means designing and developing your website...", KUMAR SHIVAM ," Mentor  Harald Leithner, Anurag Kumar-1, Patrick Jackson, SD Williams, Viviana Menzel ", Organization  Joomla! ,/archive/2021/projects/5374852369743872,https://github.com/joomla-projects/gsoc21_accessibility
9, Opening hours tag evaluator ,"As noted by SimonPoole, the current opening hours parser lacks a complete evaluator for its input opening hours. This project will center around...", Vuong Ho ," Mentor  rebsc, Simon Poole ", Organization  OpenStreetMap ,/archive/2021/projects/5381538123874304,https://www.openstreetmap.org/user/goodudetheboy/diary
10, Testing Dashboard ,The Testing Dashboard project aims to develop an easy-to-read dashboard with features like a status board to check which inputs are working and which..., Akhil Jha ," Mentor  Rob Kooper, Michael Dietze ", Organization  PEcAn Project ,/archive/2021/projects/5381617144561664,https://medium.com/@theakhiljha/gsoc-21-report-testing-dashboard-pecan-project-d434b19a608d
11, Improving and Expanding Functionalities in Control Module ,My project aims to improve the existing API of the control system module in sympy.physics. Not to mention sympy.physics.control utilizes the..., Akshansh Bhatt ," Mentor  Naman Gera, Jason Moore ", Organization  SymPy ,/archive/2021/projects/5382109522296832,https://github.com/akshanshbhatt/GSoC-2021-Final-Report
12, Predictive Text Input for Virtual Reality ,"A complete predictive text input solution for xrdesktop. It is an aggregation of three input modes: Dasher, Swype and a normal virtual keyboard....", Remco Kranenburg ," Mentor  Christoph Haag-1, Lubosz Sarnecki ", Organization  xrdesktop ,/archive/2021/projects/5383747716775936,https://remcokranenburg.com/2021/08/22/gsoc-retrospective.html
13, Rational Solutions of Riccati ODEs ,"In this project, a solver for Riccati ODEs will be added to the ODE module of SymPy. The solver finds all rational solutions of the equation. A...", Naveen Sai ," Mentor  Oscar Benjamin, Aaron Meurer ", Organization  SymPy ,/archive/2021/projects/5537734642368512,https://github.com/sympy/sympy/wiki/GSoC-2021-Report:-Naveen-Sai---Rational-Solutions-of-Riccati-ODEs
14, Diversity transformation class space and implement Coverage-guided mutation-based fuzzing for WebGPU ,Spir-fuzz is a C++-based tool that automatically finds bugs in Vulkan drivers. It works by transform the original shader into a new one that is..., Shiyu Liu ," Mentor  Vasyl Teliman, Paul Thomson, Alastair Donaldson ", Organization  Android Graphics Tools Team ,/archive/2021/projects/5538790298353664,https://docs.google.com/document/d/1sXGXAxrNptlGjzeKGMQ8tta-whV9-nzBQLZbmpIXCY8/edit?usp=sharing
15, CernVM-FS preload capability ,CernVM-FS (CVMFS) is a service for fast and reliable software distribution on a global scale. Data is organized in repositories. Files and metadata..., Rohit Topi ," Mentor  Jakob Blomer, Enrico Bocchi ", Organization  CERN-HSF ,/archive/2021/projects/5539477996437504,https://rohittopi.github.io/gsoc/gsoc21-project-report
16, TypeScript Migration ,I will complete remaining work on TypeScript migration from last summer., Priyank Patel , Mentor  Aman Agrawal , Organization  Zulip ,/archive/2021/projects/5540923823357952,https://gist.github.com/priyank-p/e297d61f4b2886684a8f967b3cef7a01
