pr_id,pr_title,pr_body,is_merged,pr_number,pr_url,pr_html_url,pr_state,additions,deletions,pr_changed_files,pr_commits_count,pr_comments_count,pr_review_comments_count,pr_labels_count,pr_assignees_count,pr_labels,pr_created_at,pr_closed_at,time_taken,time_delta,pr_review_comments,pr_commits,contributor,contributor_id,contributor_email,contributor_type,contributions,contributor_public_repos,contributor_private_repos,contributor_followings,contributor_followers
1403945811,refactor: Refactor Index Advisor to support Postgres 11-16,- Working on supporting active versions (11-16) of PostgreSQL,False,4,https://api.github.com/repos/DrPostgres/pg_adviser/pulls/4,https://github.com/DrPostgres/pg_adviser/pull/4,open,365,160,2,1,0,0,0,0,[],2023-06-22 17:59:49+00:00,,0.0,,[],"[{'commit_sha': '67179516c30ef7746643ad3bf7ea35df9a554957', 'committer_username': 'ahmedibrahim404', 'committer_name': 'Ahmed Ibrahim', 'committer_email': None, 'commit_date': datetime.datetime(2017, 11, 30, 22, 27, 57, tzinfo=datetime.timezone.utc)}]",Ahmed Ibrahim,34144004,,User,,44,,117,138

Project_ID,Name,Full_name,Language,Forks,Stars,Watchers,contributors,commits,issues,branches,PRs_count,contributor pullrequests
699230,pg_adviser,DrPostgres/pg_adviser,C,9,29,4,1,11,3,1,3,"[{'id': 1403945811, 'number': 4, 'closed': None, 'created': datetime.datetime(2023, 6, 22, 17, 59, 49, tzinfo=datetime.timezone.utc), 'time_taken': 0.0, 'time_delta': '', 'additions': 365, 'deletions': 160, 'state': 'open'}, {'id': 1258275162, 'number': 2, 'closed': None, 'created': datetime.datetime(2023, 3, 1, 6, 53, 7, tzinfo=datetime.timezone.utc), 'time_taken': 0.0, 'time_delta': '', 'additions': 8, 'deletions': 8, 'state': 'open'}]"
