pr_id,pr_title,pr_body,is_merged,pr_number,pr_url,pr_html_url,pr_state,additions,deletions,pr_changed_files,pr_commits_count,pr_comments_count,pr_review_comments_count,pr_labels_count,pr_assignees_count,pr_labels,pr_created_at,pr_closed_at,time_taken,time_delta,pr_review_comments,pr_commits,contributor,contributor_id,contributor_email,contributor_type,contributions,contributor_public_repos,contributor_private_repos,contributor_followings,contributor_followers
690761354,Added MicroRTview button,"Added MicroRTview Button in table.js file
",True,534,https://api.github.com/repos/camicroscope/caMicroscope/pulls/534,https://github.com/camicroscope/caMicroscope/pull/534,closed,747,92,7,3,0,0,0,0,[],2021-07-15 14:17:05+00:00,2022-10-13 15:55:48+00:00,39317923.0,"455 days, 1:38:43",[],"[{'commit_sha': '443ec123558189492b25aa2af8e90c954a155bcc', 'committer_username': 'peddivarshith', 'committer_name': 'Peddi Sai Varshith', 'committer_email': None, 'commit_date': datetime.datetime(2019, 6, 3, 4, 47, 39, tzinfo=datetime.timezone.utc)}, {'commit_sha': '81de6992175f2129f1b2a3ee8acca5d12e6feedb', 'committer_username': 'peddivarshith', 'committer_name': 'Peddi Sai Varshith', 'committer_email': None, 'commit_date': datetime.datetime(2019, 6, 3, 4, 47, 39, tzinfo=datetime.timezone.utc)}, {'commit_sha': '2f01e79f6f1eb60782d74f3616278249a72f663b', 'committer_username': 'peddivarshith', 'committer_name': 'Peddi Sai Varshith', 'committer_email': None, 'commit_date': datetime.datetime(2019, 6, 3, 4, 47, 39, tzinfo=datetime.timezone.utc)}]",Peddi Sai Varshith,51309913,,User,,15,,2,2


Project_ID,Name,Full_name,Language,Forks,Stars,Watchers,contributors,commits,issues,branches,PRs_count,contributor pullrequests
65686302,caMicroscope,camicroscope/caMicroscope,JavaScript,287,243,25,80,3026,140,18,57,"[{'id': 690761354, 'number': 534, 'closed': datetime.datetime(2022, 10, 13, 15, 55, 48, tzinfo=datetime.timezone.utc), 'created': datetime.datetime(2021, 7, 15, 14, 17, 5, tzinfo=datetime.timezone.utc), 'time_taken': 39317923.0, 'time_delta': '455 days, 1:38:43', 'additions': 747, 'deletions': 92, 'state': 'closed'}, {'id': 690587322, 'number': 533, 'closed': datetime.datetime(2021, 7, 15, 13, 47, 51, tzinfo=datetime.timezone.utc), 'created': datetime.datetime(2021, 7, 15, 10, 19, 43, tzinfo=datetime.timezone.utc), 'time_taken': 12488.0, 'time_delta': '3:28:08', 'additions': 419, 'deletions': 98, 'state': 'closed'}]"
808259247,3dPrintedMicroscope,camicroscope/3dPrintedMicroscope,Python,0,0,0,2,3,0,2,0,[]
