Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Linter for Concerto ,Configurable linter for Concerto (used in the Accord Project) validates syntax and the JSON AST of Concerto models against a curated set of Spectral..., Ahmed Gaper ," Mentor  Jamie Shorten, Sanket Shevkar ", Organization  Accord Project ,/archive/2025/projects/nXoLhssM,https://accordproject.org/news/gsoc-2025-linter-for-concerto/
2, Visual Language Models for OpenCV ,"This project aims to extend OpenCV’s DNN module with efficient runtime support for Large Language Models (LLMs), focusing on enabling Visual Language...", Oleksandr Nikolskyy , Mentor  Gary Bradski , Organization  OpenCV ,/archive/2025/projects/Xt3sU0cr,https://gist.github.com/nklskyoy/9965f3c4cfd4a8d3930c0ab743de27b7
3, Developing a Highly Efficient Numerical ODE Solver in the Systems Biology Simulation Core Library ,"The field of computational biology depends significantly on mathematical modeling to simulate complex biological simulations, often involving...", Ayush Baranwal ," Mentor  Akira Funahashi, Arthur Neumann, Taichi, Prof. Dr. Andreas Dräger ", Organization  National Resource for Network Biology (NRNB) ,/archive/2025/projects/gtQryewh,https://gist.github.com/baranwalayush/c9c55429d04c5834d29303a4969c67bb
4, Passkey-Based WebAuthn Authentication for Rocket.Chat ,"The WebAuthn standard, now widely available on modern Android and iOS devices, enable convenient passwordless authentication satisfying 2FA...", Fang Zihao ," Mentor  Dnouv, Julio Araujo ", Organization  rocket.chat ,/archive/2025/projects/awy3zOzD,https://gist.github.com/fzh075/c1704af925faf82ae27366c656373dac
5, Color Choice Property Editor ,The current color editor in MIT App Inventor is outdated and lacks important features that could make color selection easier. This project aims to..., iamwsumit ," Mentor  Evan Patton, Cindy bishop ", Organization  MIT App Inventor ,/archive/2025/projects/VwBdhiBL,https://github.com/mit-cml/appinventor-sources/pull/3470
6, Improving search functionality for Documenter.jl ,This project aims to significantly enhance the search experience within documentation generated by Documenter.jl. The current client-side search..., Mohd Rahban Ghani ," Mentor  Morten Piibeleht, Hetarth Shah ", Organization  The Julia Language ,/archive/2025/projects/KGUrSI9I,https://rahban1.github.io/gsoc-documenter/dev/
7, Add Docker Swarm Support to Sugar ,This project will enable Sugar users to manage Docker Swarm clusters directly through Sugar’s command-line interface (CLI). These enhancements will..., Sai Sanjay Kottakota ," Mentor  Ivan Ogasawara, Ana Krelling, Devansh Parmar ", Organization  Open Science Labs ,/archive/2025/projects/eK7R0d7E,https://sanjay7178.github.io/blog/posts/gsoc-25-final-report/
8, Convert endpoints to new Pattern ,"This proposal addresses the current issues with Rocket.Chat’s API documentation, which is fragmented and manually maintained, leading to inconsistent...", Ahmed.Nasser ," Mentor  Guilherme Gazzo, Matheus Cardoso ", Organization  rocket.chat ,/archive/2025/projects/xzXXAcmX,https://github.com/search?q=org%3ARocketChat+author%3Aahmed-n-abdeltwab+&type=pullrequests&s=updated&o=desc
9, Qualified Imports and Alias Resolution in Liquid Haskell ,This proposal aims to enhance Liquid Haskell’s name resolution mechanism by enabling qualified imports for both (logic) type and predicate aliases...., Xavier Góngora , Mentor  Facundo Domínguez , Organization  Haskell.org ,/archive/2025/projects/ALSN6wwr,https://gist.github.com/ninioArtillero/9658ebd4b806bb82ab3494457897e23e
10," Enhancing Pgagroal Security: Hot Reloading, Vault Improvements, and Certificate Monitoring ","This project enhances Pgagroal's security by implementing hot reloading for TLS certificates and configuration files, refining the vault system for...", User 1995 ," Mentor  My-Wine-Cellar, Luca Ferrari ", Organization  PostgreSQL ,/archive/2025/projects/2SLjM1PK,https://gist.github.com/Userfrom1995/4bbea19edcba093207e092e6793cc113
