Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Integrating OSS-Fuzz for Go-Based and Python-Based OpenPrinting Projects ,"The OpenPrinting ecosystem includes several utilities for driverless printing, protocol implementation, and printer management, including projects...", Mohammed Imaduddin ," Mentor  Till Kamppeter, Ira McDonald, ShivamMishra, iosifache, ttfish, Dongge Liu ", Organization  The Linux Foundation ,/archive/2025/projects/rBWHXaha,https://github.com/OpenPrinting/fuzzing/blob/main/contributions/GSoC%202025%20-%20Integrating%20OSS-Fuzz%20for%20Go-Based%20and%20Python-Based%20OpenPrinting%20Projects/Final%20report.md
2, Selection Action Bar ,"KDE’s painting application Krita does not have a floating action bar for selection tools. When users work with selections on a layer in Krita, there...", rossrosales , Mentor  Emmet O'Neill , Organization  KDE Community ,/archive/2025/projects/ANWyc6fI,https://community.kde.org/GSoC/2025/StatusReports/Rossr
3, VLC iOS UI Update ,This project aims to enhance the user experience of the VLC application on iOS by improving playback controls and resolving persistent subtitle..., Yue(Zelda) Zhang ," Mentor  Felix Paul Kühne, Diogo ", Organization  VideoLAN ,/archive/2025/projects/rl8VGD9d,https://roelno.github.io/projects/gsoc2025/
4, Fuselage React Native compatibility (tamagui) ,"There are many secondary goals for this project, but the main goal is to make the fuselage compatible with React Native. But also, we have figthing...", Thanisha Dewangan ," Mentor  Guilherme Gazzo, juliaf ", Organization  rocket.chat ,/archive/2025/projects/ihXUUDHE,"https://github.com/RocketChat/fuselage/pull/1746,https://github.com/RocketChat/fuselage/pull/1711,https://github.com/ThanishaDewangan/fuselage/tree/feature/tamagui-autocomplete,"
5, Package LLM Inference Libraries ,"Package Large Language Model (LLM) inference libraries, in particular vLLM. It is needless to explain how LLMs are important. Currently, the Debian...", k1000dai , Mentor  Mo Zhou , Organization  Debian ,/archive/2025/projects/Ui7418HU,https://salsa.debian.org/k1000dai/gsoc-status
6, Translate DRuntime Hooks to Templates ,This project proposes to modernize DRuntime by converting legacy runtime hooks (functions that implement high-level language constructs like array..., Albert Guiman , Mentor  teodutu , Organization  D Language Foundation ,/archive/2025/projects/O7gYiZ5b,https://dlang.github.io/GSoC/gsoc-2025/accepted-projects/template-hooks.html
7, Enhance Atarashi's ability ,"Atarashi is a modern, information-retrieval-based license scanner. Unlike traditional rule-based approaches, Atarashi leverages statistical...", Rajul Jha ," Mentor  Kaushlendra, Amrit Kumar Verma ", Organization  FOSSology ,/archive/2025/projects/Lbnvb90g,https://rajuljha.github.io/posts/gsoc-25-project-report
8, Expanding Director Engine compatibility in ScummVM ,The Macromedia Director engine is an incomplete engine in ScummVM. ScummVM has been working on it since 2020. It potentially adds a number of games..., Malhar Badve ," Mentor  Eugene Sandulenko, somaen, Matthew Jimenez ", Organization  ScummVM ,/archive/2025/projects/zLwn3ie5,https://blogs.scummvm.org/superlemon/2025/08/31/expanding-director-engine-compatibility-in-scummvm/
9, Expanding OOP capabilities of LPython for porting common CPython modules ,The aim of this project is to extend LPython's OOP capabilities to enable the porting of CPython modules. The proposal is divided into three main..., SwamiShiju ," Mentor  Ondřej Čertík, Pranavchiku ", Organization  Python Software Foundation ,/archive/2025/projects/VHvgR4Bm,https://swamishiju.github.io/final.html
10, Automating Wikimedia Dumps on Databus ,"Wikimedia publishes their data dumps at dumps.wikimedia.org. Currently, these dumps are listed in HTML format, requiring manual parsing to track new...", tech0priyanshu ," Mentor  Ronit Banerjee, Milan Dojchinovski, kurzum ", Organization  DBpedia ,/archive/2025/projects/VZZkMNmE,https://github.com/dbpedia/wikimedia-dumps/tree/dev
11, Apache Mahout Refactoring the Website ,"The project Apache Mahout Refactoring the Website aims to modernize the site by deprecating old technologies and old blogs/posts, also the Qumat...", Krishna Dave , Mentor  Trevor Grant , Organization  Apache Software Foundation ,/archive/2025/projects/SvnaDehF,https://github.com/krishna-dave206/gsoc-2025-mahout-final-work/blob/main/README.md
12, BT-Studio: a tool for programming robots with Behavior Trees ,The primary objective of this project is to enhance BT Studio's capabilities by upgrading the library of behavior trees and composition tools...., Javier Izquierdo ," Mentor  José María Cañas, Óscar Martínez Martínez ", Organization  JdeRobot ,/archive/2025/projects/O1mpAQXE,https://theroboticsclub.github.io/gsoc2025-Javier_Izquierdo/weekly%20log/Final/
13, Enhancing the Functionality of spdx-license-diff ,"The spdx-license-diff browser extension compares selected text on a webpage against the SPDX License List, showing the best matching license and a...", Sujal Bhor ," Mentor  BassCoder2808, Rohit Lodha ", Organization  The Linux Foundation ,/archive/2025/projects/TwtGeZ4X,https://github.com/spdx/spdx-license-diff
14, Kubebuilder: Automating Operator Maintenance - Driving Better Results with Less Overhead ,"This project aims to create a GitHub Action similar to Dependabot for Kubebuilder, automating the process of regenerating scaffolds and preserving...", Vitor Floriano ," Mentor  Varsha, Tianyi(Tony), Camila  Macedo, Varsha Prasad Narsing ", Organization  CNCF ,/archive/2025/projects/j6huoI3v,https://gist.github.com/vitorfloriano/a03b217715a596d20568c38bb97f339f
15," Features around Zulip’s search, message actions, API, integrations and overall UX. ",The project involves implementing a cluster of priority and user requested features: 1. Adding search operators for date and supporting new..., Apoorva Pendse ," Mentor  punchagan, Vinit S ", Organization  Zulip ,/archive/2025/projects/Q1ro054m,https://gist.github.com/apoorvapendse/1594491817defcf51103438e972302cd
16, Git Support for JabRef ,This project aims to improve Git-based collaboration in JabRef by building a reliable synchronization layer for BibTeX files. It treats Git changes..., Wanling ," Mentor  Christoph, koppor, Ruslan Popov, subhramit ", Organization  JabRef e.V. ,/archive/2025/projects/R9UcJNpJ,https://github.com/JabRef/jabref/wiki/GSoC-2025-%E2%80%90-Git-Support-for-JabRef
17," Project 28 Analysim , Preparing for beta release by adding admin section, forking datasets etc. ","Project Deliverables • Admin Section : Implement an admin dashboard to manage users, projects, and datasets. Add moderation tools for handling...", Uday Biswas ," Mentor  Anca Doloc-Mihu, Cengiz Gunay ", Organization  INCF ,/archive/2025/projects/RofHkXYa,https://docs.google.com/document/d/1NzNeA1kY5EUMyOTtLE1jScEcSI9-Cag6EJJhQSXqhvU/edit?usp=sharing
18, Generic High-Performance Caching Library for etcd ,"etcd is a distributed key-value store that serves as the backbone for Kubernetes and other cloud-native systems, storing critical configuration and...", Peter Chang ," Mentor  Serathius, Madhav Jivrajani ", Organization  CNCF ,/archive/2025/projects/9A3Z5dv1,https://gist.github.com/apullo777/86ec3113abd98cce22efc3eda8aabc83
19, Modernising the libc Crate ,"The libc crate has been a core part of Rust since its early days, making breaking changes increasingly difficult over time. Redundant and legacy code...", Abdul Muiz , Mentor  Trevor Gross , Organization  The Rust Foundation ,/archive/2025/projects/r3LkZkOy,https://github.com/mbyx/gsoc25_blog/blob/5fd32d35ea4237b2f586f0d8abceeb2dabd86139/_posts/2025-09-01-work_submission.markdown
20, Expected Returns: Factor Formation ,Financial factor investing relies on rigorous quantitative research to explain asset returns and generate alpha. While many academic models and..., Al Pakrosnis ," Mentor  Brian G. Peterson, JustinS, Ziyu He ", Organization  R project for statistical computing ,/archive/2025/projects/AcSDZYbO,https://apakr.com/posts/GSoC/
