Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, renAIssance: Synthetic text generation with Generative Models ,"For Historical Manuscripts, limited availability of data a limiting factor in training OCR or Layout Detection models. In this project I propose the...", SaarthakGupta ," Mentor  Emanuele Usai, Xabier Granja, Harrison M., Axel Buchot Perraguin ", Organization  HumanAI ,/archive/2025/projects/tBqjGdfq,https://medium.com/@_Sarthak004_/the-digital-scribe-my-gsoc-journey-teaching-ai-to-read-the-past-part-ii-99b0f615116a
2, FOSSology UX and UI Redesign ,This project aims to redesign the FOSSology interface with a user-centered design approach that enhances usability and accessibility. The redesign..., Devanshi Sachan ," Mentor  Shaheem Azmal M MD, Katharina Ettinger ", Organization  FOSSology ,/archive/2025/projects/gX6omKmk,https://github.com/devxnshi/GSoC-2025
3, Assisting Modules in Drupal 11 Compatibility ,This project focuses on upgrading high-impact modules in Drupal to be fully compatible with the upcoming Drupal 11 release. The work includes..., RAJAS SAMSE , Mentor  Pooja Sharma , Organization  Drupal Association ,/archive/2025/projects/Rmosgrai,https://docs.google.com/document/d/1TM0u8h_KPgApcamA8Gjd2LRmWRvGDT3AuUiSqJqMVVk/edit?usp=sharing
4, IMFS - Add configurable allocator and block size handling ,This project proposes enhancing RTEMS’ In-Memory File System (IMFS) by introducing configurable memory allocators and improving bytes-per-block..., bhavyaBeliever ," Mentor  Joel Sherrill, Mohamed H. Hassan ", Organization  RTEMS Project ,/archive/2025/projects/skvazCWj,https://github.com/bhavyaBeliever/GSoC/blob/main/Report.md
5, PictoPy: An all-round project revamp to make it end-user-ready ,"This proposal aims to an all-round enhancement to PictoPy by improving its backend scalability, frontend usability, and deployment accessibility. Key...", Rahul B Harpal ," Mentor  Bruno, Pranav Aggarwal, penguinzz ", Organization  AOSSIE ,/archive/2025/projects/HroTeXRx,https://gist.github.com/rahulharpal1603/d4a80718288568f8547ea67f8f3c91dc
6, Transcription Tool for Usability Testing ,"In moderated usability testing sessions, moderators often need to revisit specific points mentioned during the session. Without clear markers, this...", Basma Elhoseny ," Mentor  Marc Gonzalez Capdevila, Karine Pistili Rodrigues ", Organization  Uramaki LAB ,/archive/2025/projects/aOHlFhUA,https://github.com/ruxailab/transcription-api/blob/main/gsoc_2025_summary.md
7, Enhance the plug-in/filter development experience ,"The new 3.0 release of GIMP introduced many API changes that require all third-party plugins to be updated. Notably, a new filter API for using GEGL...", Ondřej Míchal , Mentor  cmyk-student , Organization  GNU Image Manipulation Program ,/archive/2025/projects/VQ0jE58o,https://martymichal.cz/posts/2025/gsoc-2025-final-report/
8, Rectilinear Floorplans in OpenROAD ,"This proposal aims to add support for rectilinear floorplans in OpenROAD, an open-source EDA tool used for digital chip design. Currently, OpenROAD...", Chaitanya Gambali ," Mentor  Jack Luar, Palaniappan R, Aviral Kaintura, Eder Monteiro ", Organization  UC OSPO ,/archive/2025/projects/mcv3Hbgk,https://docs.google.com/document/d/14Q6aoWSgwZ1WE7JvY9wSwLNN_WnwAUfOFA7vUMn0d70/edit?usp=drivesdk
9, AI Enhanced Message Composer Component ,"This project is a significant upgrade to Rocket.Chat message composer elements to provide users, AI assistance in writing messages using...", Ayush Jitendra Kumar ," Mentor  Gabriel Engel, Martin Schoeler, Zishan_Ahmad ", Organization  rocket.chat ,/archive/2025/projects/Fy6XIAce,https://github.com/RocketChat/Rocket.Chat/pull/36526
10, Graphical User Interface-Coupling to Python Wrapper and JSON Validation ,"This project improves the SU2 GUI by making it more user-friendly and efficient. It integrates the Python wrapper for smoother simulations, adds...", _Urvi_07 ," Mentor  Nijso Beishuizen, Ujjawal Agrawal ", Organization  Stichting SU2 ,/archive/2025/projects/FDJkLtqS,https://urvidev.github.io/GSoC-25_Docs/
11, Finite Volume Method Implementation for TNL ,"Template Numerical Library (TNL) already includes several solvers for partial differential equations, such as the Finite Element Method (FEM),...", Petr Sokol , Mentor  Tomáš Oberhuber , Organization  NumFOCUS ,/archive/2025/projects/dLFOcSDt,https://gitlab.com/tnl-project/incubator/tnl-fvm
12, Unsupervised super-resolution and analysis of observed lensing images ,Machine learning based analyses are proving to be very potent in understanding complex physical systems. This project aims to develop a reinforcement..., Anirudh Shankar ," Mentor  Pranath Reddy, Anna Parul ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2025/projects/FN4tGXDE,https://medium.com/@anirudhshankar99/d978796728c6
13, Enhancing OpenAPI Documentation Generation ,This project implements a Maven plugin that generates accurate OpenAPI 3.0 specifications for any OpenMRS module by introspecting REST resources at..., Marvin Sukumar ," Mentor  mherman22, Chi Bong Ho ", Organization  OpenMRS ,/archive/2025/projects/F5dYGN8b,https://gsoc-openapi-docs.hashnode.dev/gsoc-2025-enhancing-openapi-documentation-generation-final-evaluation
14, Initiating the dingo-stats library ,Genome-scale metabolic network reconstructions (GENREs) are comprehensive maps of all known metabolic reactions and associated genes in a given..., Sotirios Touliopoulos ," Mentor  Elias Tsigaridas, Apostolos Chalkis, Haris Zafeiropoulos, Ioannis Psarros ", Organization  GeomScale ,/archive/2025/projects/j6mlCS2r,https://geomscale.github.io/GSoC2025-dingo/
15, Brian2Wasm: simulations in the browser ,This project focuses on enhancing the overall workflow by improving the detection and configuration of the Emscripten toolchain. It aims to optimize..., Palash Chitnavis ," Mentor  Marcel Stimberg, Dan Goodman, Ben Evans ", Organization  INCF ,/archive/2025/projects/bzxZlEfN,https://brian.discourse.group/t/gsoc-2025-brian2wasm-simulations-in-the-browser/1452
16, Show Variant Allele Frequency on the Plots Tab and OncoPrint ,This project aims to enhance cBioportal's analytical capabilities by integrating Variant Allele Frequency (VAF) visualization into the Plots Tab and..., Rishi Prasad Sulakhe , Mentor  Onur Sumer , Organization  cBioPortal for Cancer Genomics ,/archive/2025/projects/8scNjJhi,https://gist.github.com/rishisulakhe/27aefc35bf879c58ab216179eba9d45a
17, AI-Driven Test Selection in Uyuni's Pull Request Acceptance Tests ,"Uyuni is the open-source upstream of SUSE Manager, a configuration and infrastructure management solution for administering multiple Linux systems....", Ahmed Khaled (Akayiz) ," Mentor  Óscar Barrios, Jordi Massaguer Pla ", Organization  openSUSE Project ,/archive/2025/projects/2mlAbkgB,https://ahmed.khaled.yousry.org/blogs/gsoc-2025-final-report/
18, Expanding the Unikraft Software Support Ecosystem ,The goal of this project is to expand the Unikraft ecosystem by enabling the execution of popular applications through binary-compatibility mode...., prasoon054 ," Mentor  RazvanD, Răzvan Vîrtan ", Organization  Unikraft ,/archive/2025/projects/Nq7LcmEV,https://github.com/unikraft/gsoc/blob/staging/gsoc-2025/work-product/Prasoon-Kumar-Expanding-Software-Support-Ecosystem/Prasoon-Kumar-Expanding-Software-Support-Ecosystem.md
19, Improve GNOME Crossword Editor's word suggestion algorithm ,"I improved GNOME Crossword Editor's word suggestion algorithm, by re-implementing it as a forward-checking algorithm. Previously, our word suggestion...", Victor Ma ," Mentor  jrb, Tanmay Patil, Federico Mena Quintero ", Organization  GNOME Foundation ,/archive/2025/projects/joz3e6Jc,https://victorma.ca/posts/gsoc-9/
20, Interval Arithmetic Enhanced Geometric Processing for lib2geom ,This project aims to enhance the accuracy and reliability of geometric intersection routines in Inkscape’s lib2geom library by refactoring them with..., Muhammad Rafay Irfan ," Mentor  pbs3141, MikeKov, Rafał M. Siejakowski, PhD ", Organization  Inkscape ,/archive/2025/projects/YMPjD3oZ,https://gitlab.com/rafay119muhammad/inkscape-gsoc-proposal/-/blob/main/Final-work-product.md
21, Usability Improvements for Mifos X Web App ,The Mifos X Web App is an important tool that helps provide financial services to people around the world. This project aims to make the app easier..., Gopi Kishan ," Mentor  Bharath Gowda, Felix van Hove ", Organization  The Mifos Initiative ,/archive/2025/projects/SbIHv90C,https://gist.github.com/gkbishnoi07/e6bb2b5d43262dd07dc035531b4dfba9
22, Coordinated checkpointing of distributed applications ,"The goal of this project is to address the challenge of checkpointing distributed applications, which generally run across multiple nodes with active...", Behouba Manassé ," Mentor  Radostin Stoyanov, Prajwal Nadig ", Organization  CRIU ,/archive/2025/projects/0zNfEhdN,https://github.com/behouba/gsoc-2025
23, Replicator and Dependency Injection Enhancements for Lucene.NET ,Lucene.NET’s current replication system lacks seamless integration with ASP.NET Core and is not modular enough for use across diverse application..., Nehan Khan Pathan , Mentor  Paul Irwin , Organization  Apache Software Foundation ,/archive/2025/projects/DWGSyADV,https://gist.github.com/NehanPathan/4e51b02556cc0c23117e9b0776bef60a
24, Improving Integration of SW360 with FOSSology ,"Currently, SW360’s integration with FOSSology is limited to only basic functionalities using outdated endpoints namely, triggering scans and checking...", Ritankar Saha ," Mentor  Gaurav Mishra, Katharina Ettinger, Michael, SmrutiP, Rudra Chopra, Kouki Hama, Amrit Kumar Verma ", Organization  SW360 ,/archive/2025/projects/gh7uLcOi,https://github.com/ritankarsaha/Google_Summer_of_Code_2025_-Sw360/blob/main/README.md
