Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
23, Apple Metal Port ,"This project aims to complete the development of an Apple Metal port for gprMax, building upon the initial work in PR #457. gprMax is an open-source...", Manobhav Sachan , Mentor  Craig , Organization  gprMax ,/archive/2025/projects/lKjuDV7t,https://github.com/gprMax/gprMax/pull/504
23, Audio Switchboard API ,"This document proposes a detailed architecture on how to implement the Audio Switchboard API. This idea enables numerous features, including...", Kota ," Mentor  saghul, Boris Grozev, damencho ", Organization  Jitsi ,/archive/2025/projects/aBy319rB,https://docs.google.com/document/d/1Rjyg9VBusOajm2ryh5wFCbxPEOh_WCr80-yU-FYif1I/edit?usp=sharing
23, AI-Powered Open-Source Code Review Agent (Using any CI/CD workflow) ,The project aims to develop an intelligent code review agent that integrates with GitHub and other version control systems (VCS). This tool will..., Gaurav ( euclid ) ," Mentor  NehaGupta, Shubham Jain, Gourav Kumar, Hermione Dadheech, YashKhare, Achanandhi ", Organization  Keploy ,/archive/2025/projects/lViOdKco,https://gaudy-sociology-443.notion.site/GSoC-X-Keploy-25b8f3642ca080508471d923046df9c6
23, ASL Parameters Generator from DICOM/ BIDS Images ,"This project aims to develop a modular, open-source Python package and a web app built on it to automatically extract acquisition parameters from ASL...", Ibrahim Abdelazim ," Mentor  David Thomas, Jan Petr, Hanliang Xu ", Organization  Open Science Initiative for Perfusion Imaging ,/archive/2025/projects/W5gaALuO,https://medium.com/@ibrahim.abdelazim/google-summer-of-code-25-with-open-science-initiative-for-perfusion-imaging-osipi-2f95fab822ce
23, Implement Web Extensions & System Settings Integration to Peersky Browser ,The Peersky browser currently lacks a unified system for managing both user-installed WebExtensions and core browser preferences. This project will..., 6cobi , Mentor  Akhilesh Thite , Organization  UC OSPO ,/archive/2025/projects/uG3PzQyV,https://github.com/p2plabsxyz/peersky-browser/pull/55
23, Add Virtual DAI component to SOF ,"The project aims to implement a Virtual Digital Audio Interface (DAI) for the Sound Open Firmware (SOF) to facilitate debugging, rapid prototyping....", Suraj Sonawane ," Mentor  Daniel Baluta, Iuliana Prodan ", Organization  The Linux Foundation ,/archive/2025/projects/hf59vme1,https://gist.github.com/SurajSonawane2415/f3a5362d27ae7520a632c89a07c3d9b6
23, Cluster of priority features focused around message feed and editing ,"For my GSoC project, I wish to implement larger full-stack features while continuing to investigate and fix bugs in the areas I'm familiar with....", Aman (whilstsomebody) ," Mentor  Afeefuddin, Sanchit_Sharma ", Organization  Zulip ,/archive/2025/projects/TMaH7Aaf,https://gist.github.com/whilstsomebody/153e3e402293801c7fdcfb7dda684171
23, AI-Generated 3D Models from Marine Animals ,This project aims to create AI-powered 3D models of marine species for educational use. By converting text descriptions into 2D images and then..., Dhruvanshu Joshi , Mentor  Supreeth Kumar M , Organization  International Catrobat Association ,/archive/2025/projects/MjwY5Zhj,https://gist.github.com/Dhruvanshu-Joshi/56ab32c00eeee8f674ce2d245861f92b
23, Immunization & Vaccination Schedule app for O3 ,This project enhances the openmrs-esm-immunizations-app in OpenMRS 3’s patient-chart to improve vaccination management for clinicians. Motivated by..., M Praneeth ," Mentor  Grace Potma, Dennis Kigen ", Organization  OpenMRS ,/archive/2025/projects/4iLzkJe0,https://talk.openmrs.org/t/gsoc-2025-immunization-and-vaccination-schedule-in-o3-final-presentation/46980
23, Adding More Optimizer Interfaces to optimagic ,"optimagic is a optimization library which aims to provide a unified interface to optimizers from SciPy, NlOpt and many other widely used packages....", gauravmanmode , Mentor  Janos Gabler , Organization  NumFOCUS ,/archive/2025/projects/j9i3Vx5T,https://gauravmanmode.github.io/gsoc_2025_blog/report
23, Highly Granular Quantization for CICADA ,The CICADA (Calorimeter Image Convolutional Anomaly Detection Algorithm) project aims to detect anomalous physics signatures without bias from..., Abhishikth Mallampalli ," Mentor  Lino Gerlach, Jennifer Ngadiuba ", Organization  CERN-HSF ,/archive/2025/projects/b1JQ9zmB,https://github.com/abhi-mal/google-summer-of-code-2025-cicada
