Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Develop an Android Mobile Application For Newborn Clinical Decision Support ,To develop an Android & IOS application to provide clinical decision-support for nurses and doctors delivering essential newborn care interventions..., Darshpreet Singh ," Mentor  Saptarshi Purkayastha, Siddhi Joshi, Sherri Bucher ", Organization  LibreHealth ,/archive/2021/projects/6007050013769728,https://gist.github.com/Darshpreet2000/593f13f7018c9e5cfd7c0893bfff40a5
2, Reduce Memory Usage - Radis ,RADIS is a fast line-by-line code for synthesizing and fitting infrared absorption and emission spectra such as encountered in laboratory plasmas or..., Gagan Aryan ," Mentor  Dirk van den Bekerom, Pankaj Mishra, Erwan Pannier ", Organization  openastronomy ,/archive/2021/projects/6007392973619200,https://github.com/radis/radis/projects/4
3, RooFit Development - Intuitive Python bindings for RooFit ,RooFit is a C++ library for statistical data analysis and for modeling the expected distribution of observables measured in particle physics..., Harshal Anil Shende ," Mentor  Jonas Rembser, Lorenzo Moneta ", Organization  CERN-HSF ,/archive/2021/projects/6264092129492992,https://github.com/Harshalzzzzzzz/Final_Report_GSoC-21
4, Build an open-source realtime web video effects app ,MediaPipe fills the gap of handling the implementation of models for different systems and allows the developers to focus more on experimentation..., Pinku Deb Nath ," Mentor  Tyler Mullen, Michael Hays ", Organization  MediaPipe ,/archive/2021/projects/6265148423012352,https://prantoran.me/2021/08/22/gsoc-mediapipe-video-effects-app
5, Improvements to the directlabels package ,"directlabels is an R package for adding intuitive text labels to plots, typically in order to replace confusing legends in lattice and ggplot2. This...", Anirban Chetia ," Mentor  Ben Bolker, Toby Dylan Hocking ", Organization  The R Project for Statistical Computing ,/archive/2021/projects/6265212444868608,https://anirban166.github.io/GSoC-2021-Summary/
6, MusicBlocksv4 Menu Framework and ArtBoard Connections ,"MusicBlocks is going through a complete overhaul to MusicBlocksv4 , allowing us to work on a new, improved version with the latest tech stacks and...", Daksh Doshi ," Mentor  Anindya Kundu, Peace Ojemeh, Devin Ulibarri, Walter Bender ", Organization  Sugar Labs ,/archive/2021/projects/6265532755476480,https://github.com/daksh4469/GSoC-2021-MusicBlocksv4-Final-Report
7, Hydra - Hybrid Fuzzing with LibAFL ,Hybrid fuzzing is a term used to describe techniques in fuzzing which involve concolic execution to drive the fuzzing campaign through..., Julius Hohnerlein , Mentor  Dominik Maier , Organization  AFLplusplus ,/archive/2021/projects/6266317660749824,https://julihoh.github.io/2021/08/19/gsoc-final-report.html
8," Finnish, Olonets-Karelian and Karelian lexicon development ",The three languages that this application targets are closely related Balto-Finnic languages spoken in geographical proximity to one another. Finnish..., Timo Rantakaulio ," Mentor  Jack Rueter, Flammie ", Organization  Apertium ,/archive/2021/projects/6266611396247552,https://timo.rantakaulio.github.io/gsoc2021.html
9, Incremental Improvements to Debian’s CI platform ,"Debian Continuous Integration is Debian’s CI platform. It runs tests on the packages published in the Debian archive, and today is used to control...", Pavit Kaur , Mentor  Antonio Terceiro , Organization  Debian ,/archive/2021/projects/6267095049830400,https://pavitkaur05.github.io/post/gsoc-final-evaluation/
10, Digital Library Management ,"This project is about preparing a dashboard that can show an admin the visual assets of the digital library for each artifact but also add, edit,...", daksh ," Mentor  Jacob Lebovitch Dahl, Joe Barber ", Organization  Cuneiform Digital Library Initiative (CDLI) ,/archive/2021/projects/6269188376625152,https://cdli-gh.github.io/blog/gsoc21/digitalLibraryManagement/index
