Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Uncovering the Enigma of Type-Ia Supernovae: Thermonuclear Supernova Classification via their Nuclear Signatures ,"Fundamental questions about Thermonuclear Supernovae (Type-Ia or SNeIa), the beacons visible across the universe, remain unanswered. Using the...", Sophia He ," Mentor  James Mastandrea, Patrick Peplowski, Richard S. Miller, Sergei Gleyzer ", Organization  Machine Learning for Science (ML4SCI) Umbrella Organization ,/archive/2021/projects/5167133490675712,https://github.com/ML4SCI/LOX/tree/main/Thermonuclear_Supernova_Classification_Sophia_He
2, Proposal for GSoC 2021 IIO Driver: ADXL313 ,The main goal of this project is to develop an IIO driver from scratch for the ADXL313 device and have it on Linux kernel tree. The driver will be..., Lucas Stankus ," Mentor  Dragos Bogdan, Darius Berghe ", Organization  The Linux Foundation ,/archive/2021/projects/5167901249634304,https://docs.google.com/document/d/1fCNo8em2Xp6eb9cWtSN84HjliHcOI1GIFvankmUCy5w/edit?usp=sharing
3, Integrating 3D scene builder as WPS services within MapMint administration User Interface ,"At present  the user can only visualize the 2D datasets and can even generate one of them. So, my major approach in this project would be to create...", Sandeep Saurav ," Mentor  Gérald Fenoy, Sittichai Choosumrong, Rajat Shinde, Venkatesh Raghavan, Samuel Souk aloun ", Organization  OSGeo - Open Source Geospatial Foundation ,/archive/2021/projects/5168188542681088,https://github.com/Sandeep10021/mapmint/wiki/Final-Report:-GSoC-2021
4, Port of AGM from Python 2 to Python 3 ,AGM (Active Grammar-based Modeling) is a Project with the objective of proposing a detailed description of how the software modules of the robots can..., Fernando Martin ," Mentor  Luis J. Manso, Pedro Núñez, Rishi Gondkar ", Organization  RoboComp ,/archive/2021/projects/5168969689858048,https://docs.google.com/document/d/1mqUB373x1gFD2RtUp0wUqp7JwJnOpD3xQP4l9MixEos/edit?usp=sharing
5, Web App UI Cleanup ,"This project aims to improve the overall usability of the Purr Data Web Application to make it more intuitive to use, improve its stability by fixing...", Prakhar Agarwal , Mentor  Zack Lee , Organization  Purr Data ,/archive/2021/projects/5169147863891968,https://github.com/Prakhar-Agarwal-byte/purr-data
6, App: Bad-Words Filter ,Proposal for App: Bad-Words Filter. Rocket.Chat is Teams collaboration platform where people from different parts of world come together and..., Yash Rajpal ," Mentor  Marcelo Schmidt, Douglas Gubert ", Organization  Rocket.Chat ,/archive/2021/projects/5169695136677888,https://github.com/yash-rajpal/google-summer-of-code-2021
7, Improving Google Search Result On Buddhist Entities. ,The Buddhist Digital Resource Center has a well-maintained database. The entities present on Wikidata often lack a label in Tibetan language. By..., Paritosh Singh ," Mentor  Rui Jiang, Elie Roux, Elan Hourticolon-Retzler ", Organization  Project WikiLoop ,/archive/2021/projects/5169726979833856,https://medium.com/@paritoshsingh1612/improving-google-search-result-on-buddhist-entities-cbf9d1aa7e0b
8, Mesh Decimation using Probabilistic Quadrics ,CGAL currently supports the decimation of triangular meshes using two distinct strategies: Lindstrom-Turk and Garland-Heckbert. These strategies..., Julian Komaromy , Mentor  Mael ROUXEL-LABBE , Organization  CGAL Project ,/archive/2021/projects/5170196842545152,https://github.com/CGAL/cgal/issues/5926
9, dart-casbin ,"A dart version of casbin to support access models like ACL, RBAC, ABAC and others.", Mohit Singh ," Mentor  Tomás Arias, Yang Luo, Santhoshivan Amudhan ", Organization  Casbin ,/archive/2021/projects/5171373999128576,https://gist.github.com/MrUnfunny/386b2f5d1cac666f7e47b46db98c3dc6
10, Static Analysis Checks + Improvements ,One key part in ensuring a development team reaches optimal efficiency is by ensuring there are reasonable checks in place to avoid regressing..., Sparsh Agrawal ," Mentor  BenHenning, Akshay Nandwana ", Organization  Oppia Foundation ,/archive/2021/projects/5172098204434432,https://medium.com/@sparshagrawal1212/google-summer-of-code-2021-oppia-8a7011828f26
11, Adding Tibetan Calendar in Unicode Common Locale Data Repository (CLDR) and International Components for Unicode (ICU) library ,The goal of the project is to create some code for International Components for Unicode (ICU) Librariary that compute dates in Tibetan calendar and..., Ashish Patel , Mentor  Elie Roux , Organization  Project WikiLoop ,/archive/2021/projects/5173060042227712,https://gist.github.com/dyrroth-11/935ce9af224d545cd3b1adb87a1795e0
12, Improve CVE database structure and tracking of multiple reports ,"To improve triage and tracking of reports:
(A tool to append new scans to previous scan reports
A combining tool to merge different reports )
To...", Sahil ," Mentor  Terri, aph, Saurabh Khandelwal, pdxjohnny, Harmandeep ", Organization  Python Software Foundation ,/archive/2021/projects/5175096628477952,https://imsahil007.github.io/gsoc/
13, Apache ShardingSphere - Proofread the Oracle DDL/TCL SQL Definitions ,ShardingSphere parser engine helps users parse a SQL to get the AST (Abstract Syntax Tree) and visit this tree to get SQLStatement (Java Object). At..., Liangda Wang ," Mentor  Zhenxu Ke, Juan Pan ", Organization  The Apache Software Foundation ,/archive/2021/projects/5176643219357696,https://github.com/apache/shardingsphere/issues/10513
14, Applied equality saturation with Metatheory.jl ,"Metatheory.jl is a general purpose metaprogramming and algebraic computation library for the Julia programming language, supporting the novel...", Alessandro Cheli ," Mentor  Shashi G, Keno Fischer ", Organization  The Julia Language ,/archive/2021/projects/5177318166757376,https://0x0f0f0f.github.io/blog/gsoc/
15, Geo Team Proposal: Improvements to backup and restore process ,The backup and restore tools provided by GitLab are relied upon by administrators of GitLab instances as part of their disaster recovery strategy...., Shubham Kumar-1 ," Mentor  Gabriel Mazetto, Aakriti Gupta ", Organization  GitLab ,/archive/2021/projects/5177345144520704,https://shubhamkumar.live/blog/Improving-Backup-and-Restore-For-GitLab-GSoC-2021/
16, Speech recognition using OpenCV Audio IO module ,"OpenCV is used extensively in computer vision, tackling almost all major computer vision problems. Many Modern CV applications require working with...", Shivanshu Tyagi , Mentor  Liubov Batanina , Organization  OpenCV ,/archive/2021/projects/5177608781692928,https://github.com/spazewalker/SpeechRecog-Opencv#readme
17," Eventyay Open Event : Refactor frontend in Ember to React, Improve features in Server ","To refactor frontend codebase written in Ember to React, including adding tests and setup code standards.
Add integration and unit tests in the...", Meghal Bisht , Mentor  Mario Behling , Organization  Digital Impact Alliance (DIAL) at UN Foundation ,/archive/2021/projects/5178373822742528,https://gist.github.com/MeghalBisht/f6181a1408bd92c44ea6dcbd14753535
18, New library catalogue UI for Kiwix-serve ,This project is about improving the UI/UX experience of kiwix-serve which is used to host library.kiwix.org and other local servers for hosting zim..., Manan Jethwani ," Mentor  Emmanuel Engelhart, Stephane ", Organization  Kiwix ,/archive/2021/projects/5181355436015616,https://mananjethwani.github.io/GSoC-2021-New-Library-Catalogue-UI-for-kiwix-serve/
19, Tests for debugger ,"GSoC 2021 Proposal: Tests for debugger
Overview
debug.rb is a replacement of the traditional lib/debug.rb standard library which is implemented by...", Naoto Ono , Mentor  Koichi Sasada , Organization  Ruby ,/archive/2021/projects/5181633300267008,https://gist.github.com/ono-max/b12ef342d77267c46c5c77a3e3040791
20, Evolving the LLDB GUI ,The project aims to improve the LLDB curses GUI to provide a complete and intuitive IDE-like debugging experience without having to resort to the..., Omar Emara ," Mentor  Greg Clayton, Jonas Devlieghere, Raphael Isemann ", Organization  The LLVM Compiler Infrastructure ,/archive/2021/projects/5182227582812160,https://gist.github.com/OmarEmaraDev/dfc31f292e87a58e9380a55e0e8ce984
21, R Conference Events Explorer ,The idea behind this project is to add new features and functionality that complement  the R Calendar of R Community Explorer. This project presently..., Meet Bhatnagar ," Mentor  Gergely Daroczi, Rick Pack, Ben Ubah ", Organization  The R Project for Statistical Computing ,/archive/2021/projects/5182411092000768,https://gist.github.com/MeetDarkPow/8e5d21211183236777d7d4989f3cad9a
