Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Syzkaller improvements ,"Project's goal is to enhance syzkaller support for FreeBSD. The project involves adding syscalls and ioctl calls to improve coverage, testing...", Simran Kathpalia , Mentor  Mark Johnston , Organization  FreeBSD Project ,/archive/2021/projects/4855908315693056,https://gist.github.com/simran-kathpalia/3491aef1cf4a9a0401da8eafda3e702a
2, Frontend Inline editing ,The aim of this project is to allow users to quickly edit the content of different components and modules of their websites without having to leave..., Rahul Saini ," Mentor  Shivam Rajput, RolandD, Ciaran Walsh, Peter Martin ", Organization  Joomla! ,/archive/2021/projects/4856717245939712,https://github.com/joomla-projects/gsoc21_frontend-inline-editing/issues/10
3, Monumento iOS application ,A onestop iOS application for exploring monuments all around the globe!, Aaryan Kothari ," Mentor  jddeep, Tush@r, T Thuvarakan ", Organization  AOSSIE ,/archive/2021/projects/4857773539459072,https://gitlab.com/aossie/monumento-ipad/-/blob/main/docs/GSoC/2021/Aaryan.md
4, Extend Data Pipelines to cover more data products ,MapAction’s mission is to provide people dealing with humanitarian emergencies with supportive maps as quickly as possible. Currently most of such..., Egor Zverev ," Mentor  Leon Baruah, Andy Smith, Hugh Loughrey, Felix Fennell ", Organization  MapAction ,/archive/2021/projects/4857837561315328,https://github.com/mapaction/pipeline_mvp/wiki/GSOC-2021-Overview
5, Ractor-supported libraries ,"Ractor is a feature introduced in Ruby 3 that allows parallel execution. However, many Ruby libraries are currently not compatible with Ractor. This...", Rohit Menon , Mentor  Koichi Sasada , Organization  Ruby ,/archive/2021/projects/4858157871923200,https://gist.github.com/rm155/b1984eb3e54d09a897ca23cf068c215e
6, Shaka Player - User Interface ,"While building software with Shaka, developers can import Player’s own user interface to receive bundled component classes that help them achieve a...", Nicolas ," Mentor  Michelle Zhuo, Sandra Lokshina ", Organization  Shaka Player ,/archive/2021/projects/4858256119300096,https://sites.google.com/view/gsoc-shaka-ui
7, Peer-to-Peer Message Transfer ,"Building a cross platform (Android/iOS) chat application which utilises Bluetooth and WiFi-Direct for communication, thus eliminating the need of a...", Tanya Prasad ," Mentor  Aditya Bisoi, Bruno Woltzenlogel Paleo, T Thuvarakan ", Organization  AOSSIE ,/archive/2021/projects/4858942777196544,https://gitlab.com/aossie/p2p-messaging-flutter/-/tree/gsoc-2021
8, Video Sequence Editor Improvements - Individual strip previews and modification indicators ,The project focuses on the strips (video and image/sequence) in the video sequencer. The main goal is to add a preview of the clip in the..., Aditya Jeppu , Mentor  Richard Antalik , Organization  Blender Foundation ,/archive/2021/projects/4859236512694272,https://wiki.blender.org/wiki/User:Quantimoney/GSoC2021/Final_Report
9, Rucio and CS3API to enable data management for the ScienceMesh cloud ,In recent years Sync and Share Services have become more relevant than ever in our day to day lives. The scientists at CERN  are not an exception to..., Rahul Chauhan-1 ," Mentor  Giuseppe, Martin Barisits, HUGO GONZALEZ, Mario Lassnig ", Organization  CERN-HSF ,/archive/2021/projects/4859720166277120,https://gist.github.com/dynamic-entropy/ce664532ab28f8a13b7cf8f68e2d0f2a
10, Support for Extended Operations in FHIR ,"Add support for extended operations in FHIR , namely the $lastn and $lastn-encounters on the Observation resource, and both the type level and...", Medhavi Srivastava ," Mentor  Ian, VarunGupta ", Organization  OpenMRS ,/archive/2021/projects/4860517620908032,https://medhavi-srivastava13.medium.com/gsoc-21-openmrs-final-presentation-676c4c88f526
11, TOML Support in dhall-haskell ,"This is a proposal to add serialization and deserialization support for
TOML in the functional configuration language Dhall. TOML is a relatively new...", Julio Grillo ," Mentor  Simon Jakobi, Gabriel Gonzalez ", Organization  Haskell.org ,/archive/2021/projects/4861813493071872,https://gist.github.com/ear7h/78265c4755adc01fa6e6a19e3307ef4d
12, Shared Storage for Property Wrappers ,"Property Wrappers are responsible for wrapping common getting and setting boilerplate and also for storing any auxiliary helpers. Often, these...", Isabel Lima , Mentor  Holly Borla , Organization  Swift ,/archive/2021/projects/4862276208689152,https://forums.swift.org/t/gsoc-shared-storage-for-property-wrappers-and-expanded-parameters/51355
13, Proposal for Zulip - GSoC 2021 ,The proposal for GSoC - Zulip aims to improve the overall experience of the Zulip web app by means of implementing full stack features such as send..., Gaurav Pandey (ligmitz) , Mentor  Arpit Sharma , Organization  Zulip ,/archive/2021/projects/4862695840415744,https://gist.github.com/ligmitz/4f6b1b8af454ad1c24e446e86f2a9053
14, Integrating Multitaper Periodogram into Stingray ,Time series analysis has become a fundamental ingredient in modern-day astronomical studies. A common approach for characterizing the properties of..., Dhruv Vats ," Mentor  Matteo Bachetti, Daniela Huppenkothen ", Organization  openastronomy ,/archive/2021/projects/4864586733322240,https://dhruv9vats.github.io/gsoc-2021/
15, WebView Components UI ,Android WebView is an Android framework component that is developed under the Chromium Project. WebView is embedded inside other Android apps but it..., A5hut05h , Mentor  Hazem Ashmawy , Organization  Chromium ,/archive/2021/projects/4868581589778432,https://docs.google.com/document/d/1VBHlOSZtS9UnNN8rrA8zF5MwoyAXuGnFrhVWOHdfHOE/edit?usp=sharing
16, Using Lightweight Specifications with Fuzzing and Symbolic Execution to Reveal Security and Semantic Bugs ,"Security and Semantic bugs exist in software systems, and discovering them is time-consuming, complicated, and challenging. 
Several static and...", Amirfarhad Nilizadeh ," Mentor  Corina Pasareanu, Yannic Noller, Pavel Parízek ", Organization  Java PathFinder ,/archive/2021/projects/4871326879186944,https://github.com/Amirfarhad-Nilizadeh/GSoC_Fuzzer_RAC
17," A ""Bite-Sized"" BitArray ",View the final API Review here: https://forums.swift.org/t/bit-array-and-bit-set-api-review-the-end-of-a-gsoc-project/51396, Mahanaz Atiqullah , Mentor  David Smith , Organization  Swift ,/archive/2021/projects/4876271292514304,https://forums.swift.org/t/bit-array-and-bit-set-api-review-the-end-of-a-gsoc-review/51396
18, GOING NATS ,This project aims to add the NATS messaging system to the current list of CEPH’s bucket notifications endpoints. Bucket notifications provide a..., Matan , Mentor  Yuval Lifshitz , Organization  Ceph ,/archive/2021/projects/4876455707672576,https://matan-b.github.io/2021/08/13/google-summer-of-code-2021-with-Ceph/
19, General Midi Mad Dash ,"A variety of polyphonic synths seems missing in Pd vanilla and is a daunting task to
implementing on the go. This project aims to build a General...", Ishan Kumar Kaler , Mentor  Matthew S Barber , Organization  Purr Data ,/archive/2021/projects/4878426426572800,https://git.purrdata.net/ishankaler/google-summer-of-code-2021-report
20, Polaris: Produce rich analysis reports ,This project aims to make a tool to use results of Betsi and anomaly detectors to generate customisable and rich analysis Reports and make..., ayush_bansal ," Mentor  Red Boumghar, saintaardvark ", Organization  Libre Space Foundation ,/archive/2021/projects/4878682815987712,https://ayu023ban.medium.com/gsoc-2021-polaris-web-reports-a9f7a5f95939
21, 3D Plotting ,SunPy allows visualization of spatially-aware data by means of Map objects. These objects have extensive 2D visualization capabilities for plotting..., Jeffrey Paul ," Mentor  David Stansby, Nabobalis ", Organization  openastronomy ,/archive/2021/projects/4879804070887424,https://jeffrey-paul2000.medium.com/gsoc-2021-final-report-87f74dd364df
22, Multi-level TLB support for Ariane ,"The memory to CPU bottleneck is one of the fundamental and essential issues of commodity processors. With sweeply increasing computing speed,...", Nazerke Turtayeva ," Mentor  Jonathan Balkind, Nils Wistoff ", Organization  Free and Open Source Silicon Foundation ,/archive/2021/projects/4880958041358336,https://medium.com/@nazerke.turtayeva/gsoc21-with-fossi-end-of-the-journey-2d2f6667eb1d
23," CrawlerX - Develop Extensible, Distributed, Scalable Web Crawling System ","The CrawlerX is a web platform which supports crawling web URLs in a distributed way, focusing for people who are interested in data analysis, data...", Beshiniii ," Mentor  Umesh Jayasinghe, Sajitha Liyanage ", Organization  SCoRe Lab ,/archive/2021/projects/4881150106927104,https://github.com/scorelab/GSoC/blob/master/GSoC-2021/04-Beshiniii-CrawlerX-Develop-Extensible-Distributed-Scalable-Web-Crawling-System.md
