Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Better Voxel Filter ,"In PCL, there are a variety of filters, many of which contain similar filtering logic in at least part of their code.
In the early years, the filters...", Tin Chon Chan ," Mentor  mvieth, kunaltyagi, Haritha ", Organization  Point Cloud Library ,/archive/2021/projects/6682359029563392,https://github.com/tin1254/PCL_GSoC_2021/blob/master/README.md
2, PcapMonkey Improvements ,"PcapMonkey provides an easy way to analyze .pcap using Suricata, Zeek, and Elastic SIEM.
The goal of this proposal is to improve and enhance...", Hariom Chaturvedi ," Mentor  Pietro Delsante, Federico Foschini ", Organization  The Honeynet Project ,/archive/2021/projects/6683198662115328,https://gist.github.com/hariomch/95d3d7fcfa86b0b1da0b714cf81d8902
3," Build GitHub workflow-optimizing action, using GitHub APIs; Add Rocket.Chat import tool ","My first project aims at building a GitHub Action, for optimizing various GitHub related workflows, which will not only help the maintainers in...", Priyansh Garg , Mentor  Vishnu K S , Organization  Zulip ,/archive/2021/projects/6684082217418752,https://gist.github.com/garg3133/2244d5bb61c9c7b05754d1b54a5b3cf4
4, On the potential of graph-based models in High Energy Physics ,"The Large Hadron Collider (LHC) at CERN is the world's highest energy particle accelerator, delivering the highest energy proton-proton collisions...", Ali A. Hariri ," Mentor  Harrison Prosper, Michelle Kuchera, Sergei Gleyzer ", Organization  Machine Learning for Science (ML4SCI) Umbrella Organization ,/archive/2021/projects/6686993836146688,https://github.com/ML4SCI/DeepFalcon/tree/main/GNN_for_Fast_Detector_Simulation_Ali_Hariri
5, Activity Cull ,This project is to build a dashboard that will deliver features to enable an admin handle activities. It will offer  filterable Pivot Table of..., Jenniline Ebai ," Mentor  Pradeep Kumar Nayak, Jaap Jansma ", Organization  CiviCRM LLC ,/archive/2021/projects/6688419362635776,https://lab.civicrm.org/jenniline/activity-cull-GSOC-2021
6, Tools for visualization and efficient editing ,"Data visualization is a key aspect to understand complex models. In biology they work with complex structures composed of atoms, a common structure...", Marc P. Masó ," Mentor  Geoff Hutchison, Marcus D. Hanwell ", Organization  Open Chemistry ,/archive/2021/projects/6688823861313536,https://serk12.github.io/gsoc.html
7, CrawlerX - Distributed crawling system ,"The CrawlerX is a platform which we can use for crawling web URLs in different kinds of protocols in a distributed way.
This proposal mainly focuses...", Sandagomi Pieris ," Mentor  Umesh Jayasinghe, Sajitha Liyanage ", Organization  SCoRe Lab ,/archive/2021/projects/6689067634262016,https://github.com/scorelab/GSoC/blob/master/GSoC-2021/05-Sandagomi-Pieris-CrawlerX-Distributed-Crawling-System.md
8, Implement FALCON: Honest-Majority Maliciously Secure Framework for Private Deep Learning in SyMPC ,FALCON is the current state-of-the-art Multiparty Computation (MPC) Framework for Private-Deep Learning(PDL).MPC allows mutually distrusting parties..., Rasswanth S , Mentor  Théo Ryffel , Organization  OpenMined ,/archive/2021/projects/6692283189035008,https://gist.github.com/rasswanth-s/8ad17165611009da32960153cfb97423
9, DFFML : Enhancing User Experience with Notebook Examples for Machine Learning Use Cases. ,"The project highlights use-cases that explain the Machine Learning workflow of DFFML API, through Jupyter notebook examples. The project also adds...", Ch. M. Hashim ," Mentor  Himanshu [0dust], Saksham Arora, pdxjohnny ", Organization  Python Software Foundation ,/archive/2021/projects/6696241940922368,https://gist.github.com/mHash1m/32be754a2f18757d46d20f13bea20fe5
10, Shifting VisualCircuit to a web server ,"VisualCircuit allows users to program robotic intelligence using a visual language which consists of blocks and wires, similar to electronic...", Suhas G ," Mentor  Taha Suhail, José M. Cañas Plaza ", Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2021/projects/6698819860824064,https://theroboticsclub.github.io/gsoc2021-Suhas_Gopal/
11, vhost-user-scsi device in Rust ,"QEMU supports exposing block devices to the guest OS over the
virtio-scsi protocol. Currently, this is implemented using C code
running in the main...", Gaelan Steele , Mentor  Sergio Lopez , Organization  QEMU ,/archive/2021/projects/6705083835744256,https://gist.github.com/Gaelan/febec4e4606e1320026a0924c3bf74d0
12," Develop a Shared Data Resource Focused on Dependencies, Risks and Vulnerabilities in Open Source Software ","This project is aimed at developing a shared data resource to identify various dependencies for Open Source Software, using some of the existing...", Dhruv Sachdev ," Mentor  Sean Goggins, Vinod Ahuja ", Organization  CHAOSS Project ,/archive/2021/projects/6711432569159680,https://github.com/Dhruv-Sachdev1313/GSoC-2021-CHAOSS
13, Custom Abundance Widget ,"TARDIS is an open-source code for rapid spectral modelling of supernovae using Monte Carlo methods. To run the simulation model, TARDIS requires some...", Yizheng Yu ," Mentor  James Gillanders, Mark Magee, Jaladh Singhal, Luke Harvey ", Organization  TARDIS SN ,/archive/2021/projects/6713229073448960,https://sites.google.com/view/jenny-gsoc2021
14, IntelOwl Connectors Manager and Integrations ,IntelOwl is an Open Source Intelligence (OSINT) solution designed with the intent to help the community to get threat intelligence data about an..., Shubham Pandey (sp35) ," Mentor  Eshaan Bansal, Matteo Lodi ", Organization  The Honeynet Project ,/archive/2021/projects/6736707847716864,https://www.honeynet.org/2021/08/20/gsoc-2021-project-summary-intelowl-connectors-manager-and-integrations/
15, Cross-Slide Coordinated Viewing ,"Often, it's useful for users to compare different results on an image. To facilitate this, caMicrocope supports viewing the same image with different...", Hemansh Khaneja ," Mentor  Birm, NAN LI ", Organization  caMicroscope ,/archive/2021/projects/6739192553406464,https://gist.github.com/Hemansh31/9230c0b10aafeb2e4712cac6d55c97b7
16, Adding New APIs from POSIX Standard 2021 ,This project will enhance Portable Operating System Interface (POSIX) compliance in the RTEMS real-time operating system by adding newly proposed..., Matthew Joyce ," Mentor  Joel Sherrill, Eshan Dhawan, Vijay Banerjee ", Organization  RTEMS Project ,/archive/2021/projects/6739534573731840,https://mfjoyce2004.medium.com/gsoc-final-report-992a18ab5f34
17, WebAssembly loader ,"WebAssembly is an emerging standard for a binary instruction format designed to be run on a virtual machine. It is designed to be portable, stable...", Jeppe Blomgren ," Mentor  Gil Arasa Verge, Vicente E. Ferrer Garcia ", Organization  MetaCall ,/archive/2021/projects/6740009972924416,https://medium.com/@metacall/google-summer-of-code-2021-implementing-a-webassembly-loader-for-metacall-f7a4bc60739f
18, Integrating scikit-learn into Syft ,Openmined's Syft library provides an infrastructure for computing on data you do not own and cannot see. It allows data scientists to work with data..., Param Mirani ," Mentor  Tudor Cebere, Madhava Jay ", Organization  OpenMined ,/archive/2021/projects/6749856554549248,https://gist.github.com/Param-29/7fb8fed73d0a9d9f16963baf7f2c3229
19, PyAfipWs: Integration & Deployment with Github actions and addition of new features ,The project PyAfipWs under Python Argentina(PyAr) is a library for Developers & tools for accountants and SMEs.PyAfipWs contains Python modules to..., Utkarshkumar ," Mentor  Sando, Mariano Reingart ", Organization  Python Software Foundation ,/archive/2021/projects/6750961770430464,https://github.com/PyAr/pyafipws/wiki/GSoC-2021:-Final-Summary
20, GSoC 2021 Proposal Productionizing bddashboard ,This proposal details how I will be dealing with the project named Productionizing bddashboard . The main aim of my project is to create a testing..., Rahul Saxena ," Mentor  Thiloshon Nagarajah, Rahul Chauhan-3, Tomer Gueta, Vijay Barve ", Organization  The R Project for Statistical Computing ,/archive/2021/projects/6752724015644672,http://rpubs.com/saxenism/gsoc2021
21, Revamping the UI ,"This project aims at re-implementing the UI for Bench-routes with a user-interface that occupies lesser space and is more compact to look at. Also,...", Rudraksh Aggarwal ," Mentor  Harkishen, Muskan Khedia, Aquib Baig ", Organization  Bench-Routes ,/archive/2021/projects/5644536553930752,https://medium.com/@rudrakshaggarwal/gsoc-2021-revamping-the-ui-bench-routes-934172742a4c
