Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Adding new activities ,GCompris is a software suite comprising educational entertainment software for children aged 2 to 10. The goal of GCompris project in GSoC this year..., Harsh Kumar ," Mentor  deepak_2431, Johnny Jazeix ", Organization  KDE Community ,/archive/2021/projects/6331159855759360,https://community.kde.org/GSoC/2021/StatusReports/HarshKumar
2, CalibrateSDR ,CalibrateSDR is designed to accurately determine the frequency offset of an SDR via an IQ recording sample. Cheaper SDRs use a low-quality crystal..., Jayaraj , Mentor  hornig , Organization  AerospaceResearch.net ,/archive/2021/projects/6331354941227008,https://aerospaceresearch.net/?p=2349
3," Git credentials binding for sh, bat, and powershell ","This project idea proposes to implement two new credential bindings i.e. gitSshPrivateKey and gitUsernamePassword, that will contribute files and...", Harshit Chopra ," Mentor  Justin Harringa, Mark Waite, Rishabh Budhouliya ", Organization  Continuous Delivery Foundation ,/archive/2021/projects/6331979657641984,https://www.jenkins.io/blog/2021/08/19/git-credentials-binding-work-report/
4, Agora-Web ,"Currently, the agora-web API fetch/write data to the mongoDB. The aim of the proposal is to migrate voterInfo, candidateInfo and vote count records...", Ayush Tiwari ," Mentor  T Thuvarakan, Bruno Woltzenlogel Paleo ", Organization  AOSSIE ,/archive/2021/projects/6332902538739712,https://gitlab.com/aossie/agora-blockchain/-/blob/gsoc-2021/docs/GSOC_2021/Ayush_Tiwari.md
5, OpenForBC ,The goal of the project is to develop and test a suite of ready-to-run benchmarks to measure the performances of various partitioning options on..., Aneesh Chawla ," Mentor  Gabriele Gaetano Fronzé, Federica Legger ", Organization  CERN-HSF ,/archive/2021/projects/6334460873670656,https://drive.google.com/file/d/1TxD_QDafASffrOeSY7TD_LKyscx4VPGj/view?usp=sharing
6, GUI for Game Library Management ,"Adding a graphical interface for game library management, where games are displayed with cover art thumbnails, with options for grouping and...", Aashwin Vaish ," Mentor  Thierry Crozat, Einar Johan Trøan Sømåen ", Organization  ScummVM ,/archive/2021/projects/6335581189046272,https://github.com/scummvm/scummvm/pull/3135
7, AsyncAPI Application simulation ,"The scalable , extendable backend services stress tester.", Nektarios Gkikakis Fifes , Mentor  Jonas Lagoni , Organization  Postman ,/archive/2021/projects/6340019836420096,https://github.com/asyncapi/simulator
8, Enhancing ABioTrans Plus  using Gene Expression Omnibus database and adding analysis report ,This project aims to add new features to ABioTrans Plus(GeneCloudOmics) that includes the direct import of gene expression data from Gene Expression..., Javed Ali ," Mentor  Mohamed Helmy, buithuytien1313 ", Organization  National Resource for Network Biology (NRNB) ,/archive/2021/projects/6350036069253120,https://danijak.github.io/GSoc-21_report/
9, TiKV: High-performance Data Import Tool ,"Lightning is a tool used to import large amounts of data into TiDB. In addition to the logic of preparation and improving performance, the main logic...", Bingchang Chen ," Mentor  Andy Lok, kennytm ", Organization  CNCF ,/archive/2021/projects/6350710110683136,https://github.com/tikv/tikv/issues/9778
10, New Version Refactoring ,PyMC is currently developing the new PyMC3 4.x version. Core changes involve the use of the new RandomVariable class to simplify/speed up random..., Kaustubh Chaudhari ," Mentor  Thomas Wiecki, Brandon Willard ", Organization  NumFOCUS ,/archive/2021/projects/6353283836280832,https://kc611.github.io/blog_posts/2021/gsoc-work-summary.html
11, Enhancing the Zulip Terminal Experience ,"Zulip Terminal is Zulip’s official terminal client, that provides a text-based user interface (TUI). The goal of this project is to improve the...", Hari Prashant Bhimaraju ," Mentor  Preet Mishra, Neil Pilgrim ", Organization  Zulip ,/archive/2021/projects/6357547698618368,https://gist.github.com/prah23/354d1de5093bdbfca48ecfd3e668fa3f
12, CiceroMark<->OOXML ,"The project aims at dealing with the conversion of CiceroMark to DOCX (OOXML) and vice versa. In the first portion, we are gonna improve the add-in...", Kushal Kumar ," Mentor  Dan Selman, Aman Sharma ", Organization  Accord Project ,/archive/2021/projects/6365179587067904,https://accordproject.org/news/gsoc-2021-ciceromark-ooxml-roundtrip-conversion/
13, Integrating XFSTESTS with KDE KIO-FUSE ,"While current testing suite of KIO-FUSE tests individual operations pretty aptly, it lacks the support to put KIO-FUSE through regression tests....", Bhumit Attarde ," Mentor  Fabian Vogt, Alexander Saoutkin ", Organization  KDE Community ,/archive/2021/projects/6366779563048960,https://community.kde.org/GSoC/2021/StatusReports/BhumitAttarde
14, Adding Integro Differential Equations and Improving symbolic representation of geometry in PINNs ,NeuralPDE.jl is a Julia package that employs neural networks to obtain a solution of high dimensional differential equations and hence overcoming the..., Ashutosh Bharambe ," Mentor  Chris Rackauckas, Kirill Zubov ", Organization  NumFOCUS ,/archive/2021/projects/6368910135263232,https://medium.com/@a.bharambe123/gsoc-2021-numfocus-final-report-2b2f32b63492
15, Reworking Rizin's binary loading ,"Currently, Rizin is able to load segments and sections as well as fetch all symbols and relocations and extract everything we need to analyse the...", Alexis Ehret ," Mentor  Florian Märkl, Anton Kochkov ", Organization  Rizin ,/archive/2021/projects/6372408285462528,https://gist.github.com/08A/acf80d47562ad91cc9a05819039ce994
16, autocomplete and related feature ,The main goal of this project is to create a component that has a clear API that can provide autocomplete feature for the jupyter kernel -..., xing-zhi jiang ," Mentor  Vlad, Robert Bindar ", Organization  MariaDB Foundation ,/archive/2021/projects/6374646231859200,https://github.com/a97410985/GSoC2021_MariaDB_autocomplete_and_related_feature_report
17, Fix Fundamental Issues in LLVM IR ,LLVM Project is a collection of modular and reusable compiler and toolchain technologies. It supports various high-level languages and hardware..., Krishna Kariya ," Mentor  Juneyoung Lee, Nuno Lopes ", Organization  The LLVM Compiler Infrastructure ,/archive/2021/projects/6381677898629120,https://docs.google.com/document/d/1vRMB8QUCbF7finJbnzqxrattTr61ZVRyyv1rQqD7abo/edit?usp=sharing
18, Modernize the underlying data struct of edwood ,"Adding a modern edit buffer data structure to edwood and solving a few other issues, time permitting.", Cameron Connell ," Mentor  Robert Kroeger, Paul Lalonde ", Organization  Plan 9 Foundation ,/archive/2021/projects/6382159572500480,https://docs.google.com/document/d/1oOLTqb21IuHbVN70lazmBrOSLletIvsyQTVdD04LGz0/edit?usp=sharing
19, CNCF - CNB - Jenkins Plugins ,Cloud Native Buildpacks' primary function is to turn source code into a runnable image and because of that it's natural for it to be used within..., Fatih ATES , Mentor  jromero , Organization  CNCF ,/archive/2021/projects/6383215228485632,https://gist.github.com/fatiiates/20d6dc3c98add0e8e0428496cef00663
20, TensorFlow Lite Flutter Support Suite Enhancements ,"In GSoC 2020, The TFLite team and I released the TensorFlow Lite Support Suite consisting of TFLite Flutter Plugin, TFLite Flutter Helper Library,...", Amish Garg , Mentor  Lu Wang , Organization  TensorFlow ,/archive/2021/projects/6383902926569472,https://medium.com/@am15hg/updates-to-tensorflow-lite-flutter-support-suite-7076c3fc27a9
21, Improve Robustness by fixing Issues / Feature Requests from the backlog ,Proposal is about improving the robustness of MifosX and Apache Fineract by fixing issues/feature requests from the backlog. There're currently 5..., Benura Abeywardena ," Mentor  Manthan Raju Surkar, bharath gowda, sanyamgoel96 ", Organization  The Apache Software Foundation ,/archive/2021/projects/6385348753489920,https://gist.github.com/BLasan/9c624bf4e5230b17c1dc4711301097f6
22, Service Market ,The proposed project will create a fair-ground for service producers and consumers who employ intermediaries to engage with each other. In between..., Shyam ," Mentor  Dinith Minura, NAMAL JAYASURIYA, Davidv, Tharindu Ranathunga ", Organization  SCoRe Lab ,/archive/2021/projects/6386200465637376,https://github.com/scorelab/Service-Market
