Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Improve inter-procedural analyses and optimizations ,In this project we aim to improve the deduction capabilities of the Attributor framework., Kuter Dinel ," Mentor  Jon Chesterfield, Johannes Doerfert ", Organization  The LLVM Compiler Infrastructure ,/archive/2021/projects/5921497922666496,https://docs.google.com/document/d/1WvxhPMxtrnGG9mECusY5JyAdf-QOBKVJhSW_B1yEy2I/edit?usp=sharing
2, Automatic Realization of AI-Based Electromagnetic Models ,The aim of this project is to integrate an automatic AI-based scheme into the gprMax environment such that it provides real-time FDTD solutions to..., Utsav Akhaury ," Mentor  Iraklis Giannakis, Ourania Patsia ", Organization  gprMax ,/archive/2021/projects/5922912141312000,https://github.com/gprMax/gprMax/pull/294
3, MusicBlocks-v4 palettes and Artboard Canvas ,Music Blocks is being refactored to Musicblocks-v4. The current implementation of how the blocks are presented to users has several issues regarding..., Joykirat Singh ," Mentor  Anindya Kundu, Peace Ojemeh, Walter Bender, Devin Ulibarri ", Organization  Sugar Labs ,/archive/2021/projects/5927823604187136,https://github.com/joykirat18/GSoC-MusicBlocks-v4-palette-canvas
4, Enhanced authentication for APISIX Dashboard ,"Current problem
A simple identity authentication module has been implemented in the current panel, which supports the user name/password...", Zeping Bai ," Mentor  JunXu Chen, Ming Wen ", Organization  The Apache Software Foundation ,/archive/2021/projects/5928497645617152,https://github.com/apache/apisix-dashboard/pull/2010
5, Inference Latency Estimator with Ensemble of Regression Models ,Build a offline TFLite GPU inference latency estimator with ensemble of regression models, Jiyeon Lee ," Mentor  Ekaterina Ignasheva, impjdi ", Organization  MediaPipe ,/archive/2021/projects/5928655183675392,https://jiyeoon.github.io/GSOC_Log/about.html
6, Guided Filter in FFmpeg ,"Dehaze, derain, and denoise are very common image processing tasks, aiming to improve the visual quality of images. Even worse, the low-quality...", Xuewei Meng ," Mentor  Jun Zhao, Steven Liu ", Organization  FFmpeg ,/archive/2021/projects/5931071371214848,https://trac.ffmpeg.org/wiki/SponsoringPrograms/GSoC/2021/Results
7, Automating Puppeteer’s Documentation - Tasneem Koushar ,Our challenge is to finish the remaining work to move Puppeteer’s Documentation into a documentation that will update its content with any new change..., Tasneem Koushar ," Mentor  Mathias Bynens, Jack Franklin ", Organization  Chromium ,/archive/2021/projects/5934530094956544,https://gist.github.com/tasneemkoushar/941128bc0d04f095fa01a5334617c65b
8," Casbin-Server, Rocket-Authz, JSON-Adapter ","Implement Casbin-Server in rust and make it compatible with yaml-adapter, diesel-adapter and sqlx adapter.
Make JSON-Adapter for casbin-rs.
Make...", Samarpan Dutta ," Mentor  Yisheng Chai, Yang Luo, 尚卓燃, Joey ", Organization  Casbin ,/archive/2021/projects/5937802323165184,https://gist.github.com/smrpn/ddd68d447cf8edeae0e631ce7758720e
9, Cross compiling “Shapeless 2” to “Scala 3” ,"The library shapeless is found everywhere in the Scala ecosystem, helping people do metaprogramming and typeclass derivation without using macros...", Katrix ," Mentor  Julien Richard-Foy, Lars Hupel, abgruszecki ", Organization  Scala Center ,/archive/2021/projects/5941737385623552,https://github.com/milessabin/shapeless/pull/1200
10, End-to-End Deep Learning Regression for Measurements with the CMS Experiment ,Experiments conducted at the Large Hadron Collider (LHC) are the source of the most important discoveries in new physics. One of the most prominent..., Anis Ismail ," Mentor  Emanuele Usai, Sergei Gleyzer, Davide Di Croce, Darya Dyachkova, Ana Maria Slivar, Colin Crovella ", Organization  Machine Learning for Science (ML4SCI) Umbrella Organization ,/archive/2021/projects/5944488077295616,https://github.com/ML4SCI/E2E/tree/main/E2E_Regression_Anis_Ismail
11, Modern Statistical Modeling in Stingray ,The statistical inference of properties of astronomical objects can be done using parametric modelling of Fourier products and light curves including..., Rashmi Raj ," Mentor  Matteo Bachetti, Daniela Huppenkothen ", Organization  openastronomy ,/archive/2021/projects/5944567097982976,https://raj-rashmi741.medium.com/google-summer-of-code-final-evaluation-578c0088bcbd
