pr_id,pr_title,pr_body,is_merged,pr_number,pr_url,pr_html_url,pr_state,additions,deletions,pr_changed_files,pr_commits_count,pr_comments_count,pr_review_comments_count,pr_labels_count,pr_assignees_count,pr_labels,pr_created_at,pr_closed_at,time_taken,time_delta,pr_review_comments,pr_commits,contributor,contributor_id,contributor_email,contributor_type,contributions,contributor_public_repos,contributor_private_repos,contributor_followings,contributor_followers
721428674,Added AR Draw + Measure Library to the MapMint4ME project,,False,9,https://api.github.com/repos/mapmint/MapMint4ME/pulls/9,https://github.com/mapmint/MapMint4ME/pull/9,open,54311,32,177,2,0,0,0,0,[],2021-08-27 15:32:49+00:00,,0.0,,[],"[{'commit_sha': '2d60cf4f4f914fe1f638b261970634e0378ce2ae', 'committer_username': 'srvsingh1962', 'committer_name': 'Sourav singh', 'committer_email': None, 'commit_date': datetime.datetime(2019, 10, 21, 18, 6, 13, tzinfo=datetime.timezone.utc)}, {'commit_sha': '12ab4bef2ed1a2736b842a0f2e4e5ab42cad06fe', 'committer_username': 'srvsingh1962', 'committer_name': 'Sourav singh', 'committer_email': None, 'commit_date': datetime.datetime(2019, 10, 21, 18, 6, 13, tzinfo=datetime.timezone.utc)}]",Sourav singh,56843128,,User,,37,,6,9
720750380,Adding GSoC 2021 UNITY 3D AR Project files,Pushing project files.,False,1,https://api.github.com/repos/mapmint/MapMint4ME-AR/pulls/1,https://github.com/mapmint/MapMint4ME-AR/pull/1,open,488930,9,8564,1,0,0,0,0,[],2021-08-26 18:30:15+00:00,,0.0,,[],"[{'commit_sha': 'b7f0bcbf7ca029d27f9cd5117c58dcdcc57d1169', 'committer_username': 'srvsingh1962', 'committer_name': 'Sourav singh', 'committer_email': None, 'commit_date': datetime.datetime(2019, 10, 21, 18, 6, 13, tzinfo=datetime.timezone.utc)}]",Sourav singh,56843128,,User,,37,,6,9

Project_ID,Name,Full_name,Language,Forks,Stars,Watchers,contributors,commits,issues,branches,PRs_count,contributor pullrequests
72421991,MapMint4ME,mapmint/MapMint4ME,JavaScript,16,9,7,2,40,5,3,4,"[{'id': 721428674, 'number': 9, 'closed': None, 'created': datetime.datetime(2021, 8, 27, 15, 32, 49, tzinfo=datetime.timezone.utc), 'time_taken': 0.0, 'time_delta': '', 'additions': 54311, 'deletions': 32, 'state': 'open'}]"
400212469,MapMint4ME-AR,mapmint/MapMint4ME-AR,,1,0,5,1,1,1,2,1,"[{'id': 720750380, 'number': 1, 'closed': None, 'created': datetime.datetime(2021, 8, 26, 18, 30, 15, tzinfo=datetime.timezone.utc), 'time_taken': 0.0, 'time_delta': '', 'additions': 488930, 'deletions': 9, 'state': 'open'}]"
