Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Dynamic notification of whether a component is implemented in iOS ,The primary objective of this project is to enhance the user experience of MIT App Inventor by providing users with information about the..., Aditya B N , Mentor  Evan Patton , Organization  MIT App Inventor ,/archive/2023/projects/j7UZETHS,https://adirn26.github.io/Google-Summer-Of-Code-Submission/
2, Red Hen Anonymizer ,The Red Hen Anonymizer is a software that uses deep learning and signal processing techniques to anonymize audio-visual data. The proposed project..., Saksham Gautam ," Mentor  Mark Turner, Peter Uhrig, Daniel Alcaraz Carrion ", Organization  Red Hen Lab ,/archive/2023/projects/zruME4ga,https://medium.com/@gautamsaksham103/google-summer-of-code-final-report-72f31ac9a1aa
3, Key Path inference and diagnostic improvements ,"SE-0249 introduced key path expressions as functions to the Swift language, to allow Swift users to write a more concise \Root.value in place of the...", Amritpan Kaur , Mentor  Pavel Yaskevich , Organization  Swift ,/archive/2023/projects/w2oMo4BC,https://github.com/apple/swift/pull/67297
4, Building an Intelligent Search System for Documenter.jl ,The goal of this project is to improve the user experience of search functionality provided by Documenter.jl by building an intelligent search system..., Hetarth Shah , Mentor  Morten Piibeleht , Organization  The Julia Language ,/archive/2023/projects/PvLbxUqE,https://hetarth02.hashnode.dev/google-summer-of-code-2023-julia
5, Self-Supervised Learning for Strong Gravitational Lensing ,Supervised learning might be challenging in cases where there are extremely few known instances in a given category. This is a common occurrence in..., Kartik Sachdev ," Mentor  Yurii Halychanskyi, Michael Toomey, PG Guan ", Organization  Machine Learning for Science (ML4SCI) ,/archive/2023/projects/vOCJj7R0,https://github.com/ML4SCI/DeepLense/tree/main/Transformers_Classification_DeepLense_Kartik_Sachdev
6, Developing Contribute Action ,Concore is a lightweight framework for closed-loop peripheral neuromodulation control systems. Control-editor is a React-based frontend environment..., Parteek Goyal ," Mentor  Pradeeban, Mark Arnold, Tony Pan "," Organization  Department of Biomedical Informatics, Emory University ",/archive/2023/projects/vZSLKQsL,https://github.com/parteekcoder/concore/wiki
7, Implement a proper testing framework (rpmlint) ,The primary objective of this project is to enhance the testing framework and testing ideology by utilizing mocking techniques. The intention is to..., Afrid Hussain , Mentor  Daniel García Moreno , Organization  openSUSE Project ,/archive/2023/projects/WxqvIPZs,https://docs.google.com/document/d/1er40UGl7NEm7YKL-4_LKszGI0zA1J3cdTw1ythPhoPU/edit
8, FHIR: Add support for FHIR PATCH operations ,"OpenMRS is using the FHIR API more and more in place of the REST API. However, the FHIR API is, by default, quite verbose. Supporting PATCH...", mherman22 ," Mentor  Daniel Kayiwa, Ian Bacher ", Organization  OpenMRS ,/archive/2023/projects/uo8ely8C,https://github.com/mherman22/GSOC-FinalReport#add-support-for-fhir-patch-operations
9, Extending gcc -fanalyzer C++ support for self-analysis ,"Currently, the static analyzer offers little dedicated support for C++. Even when projecting the most straightforward valid C test cases to C++, the...", Benjamin Priour , Mentor  David Malcolm , Organization  GNU Compiler Collection (GCC) ,/archive/2023/projects/6t9Yjufu,https://github.com/vultkayn/gsoc23-gcc
10, Kubevirt Seccomp Profile Generation ,Seccomp is a security facility from the Linux Kernel that prevents processes from executing unauthorised syscalls. By limiting the number of..., Nithish Karthik ," Mentor  afrosi, Ľuboslav Pivarč ", Organization  KubeVirt ,/archive/2023/projects/ckQPXYW5,https://github.com/kubevirt/k8s-seccomp-generator
