Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, IMPROVED MODEL DESCRIPTION FUNCTIONALITY IN BRIAN ,"Brian is a spiking neural networks simulator, which provides desirable syntactic sugar and flexibility to allow a wide variety of models without...", VIGNESWARAN C ," Mentor  Dan Goodman, Marcel Stimberg ", Organization  INCF ,/archive/2020/projects/5644802944663552,https://vigneswaran-chandrasekaran.github.io/
2, From RDKit to the Universe and back ,The aim of the RDKit interoperability project is to give MDAnalysis the ability to use RDKit’s Chem.Mol structure as an input to an MDAnalysis’..., Cédric Bouysset ," Mentor  IAlibay, fiona-naughton, Richard Gowers ", Organization  MDAnalysis ,/archive/2020/projects/5646492108324864,https://www.mdanalysis.org/2020/08/29/gsoc-report-cbouy/
3, Tasking Manager: Automatized support for Organised Editing Guidelines in Tasking Manager ,"In the current Tasking Manager process of Organised Editing Guidelines, some necessary tasks are executed manually, such as adding a project to...", João Vitor Ramos ," Mentor  Felix Delattre, Bo Percival ", Organization  Digital Impact Alliance (DIAL) at UN Foundation ,/archive/2020/projects/5647727280521216,https://gist.github.com/joaovitor3/95260942b39606dd5e2e38a7a12cb06c
4, Add / Improve Freetype Testing Framework ,"I plan to address the idea ""Develop a test framework for checking FreeType's rendering output"". Frreetype needs to be able to compare images for...", Greg Williamson , Mentor  Werner Lemberg , Organization  FreeType ,/archive/2020/projects/5648454337953792,https://gitlab.com/freetype2/freetype2/-/blob/GSoC-2020-greg/CI/Readme.md
5, Image Processing Pipeline : From RAW to Archival ,This pipeline would extend the framework's capabilities to process images and convert RAW images to archival view and web view which can be further..., AmanSingh , Mentor  Jacob Dahl , Organization  Cuneiform Digital Library Initiative (CDLI) ,/archive/2020/projects/5648529566990336,https://cdli-gh.github.io/blog/gsoc20/img_pipeline/index
6, Robotics-Academy: exercises on Industrial Robot Manipulation with Moveit ,The goal of this project is to develop a set of robot manipulation exercises with incremental complexity for JdeRobot’s Robotic Academy users...., Yijia Wu , Mentor  Diego Martín , Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2020/projects/5649224915484672,https://theroboticsclub.github.io/colab-gsoc2020-Yijia_Wu/2020-08-31-conclusion/
7, Cloud Storage ,"A cloud computing is a set of huge networks and computing nodes, where enormous amount of data flow takes place. An efficient performance is needed...", Furqan Munir , Mentor  Ratna Kiran Mova , Organization  Cloud Native Computing Foundation (CNCF) ,/archive/2020/projects/5649719642030080,https://docs.google.com/document/d/1-7DlMNlindlwx54cehqqGZAgqdJCmLyl9mWOWkI4-9I/edit?usp=sharing
8, Extract raster data from PDFs for direct printing ,"Currently, if an incoming print job is a PDF file and the printer is not a PDF printer, the file will be rasterized and the converted to PWG/CUPS...", Vikrant Malik ," Mentor  Till Kamppeter, Michael Sweet, Ira McDonald, Sahil Arora ", Organization  The Linux Foundation ,/archive/2020/projects/5650438981943296,https://vikrantmalik051.blogspot.com/2020/08/blog-post.html
9, The NEPO debugger ,The project involves building an option to be able to debug a program for the robots system that is written in the NEPO language., Thomas Barker ," Mentor  rbudde, Beate Jost, codebat ", Organization  Open Roberta ,/archive/2020/projects/5650487602315264,https://docs.google.com/document/d/1Z3y3MIHqL2jNr5V8CGhUXxCz2lvoVXpN-11RQPFU9-Q/edit?usp=sharing
10, Extension of PEcAn API ,"In addition to the interactive PEcAn web interface, the PEcAn API package is built to allow users to build the PEcAn settings object via an R script...", TEZAN SAHU ," Mentor  infotroph, Alexey Shiklomanov, Rob Kooper, Chris Black ", Organization  PEcAn Project ,/archive/2020/projects/5651640532598784,https://medium.com/@tezansahu/gsoc-2020-extending-the-pecan-api-wrap-up-cc8e8c547ee6
11, Public Labs: Editor repair and fortification ,"The main aim of the project is to improve users' experience in using Public Lab Editor. Currently, the editor has so many bugs present. These bugs...", Nitin Bhasneria ," Mentor  Emily Ashley, Jeffrey Yoo Warren, Mayank Pathela, Siddhant N Trivedi, Jainsubhahu, Debasish Sahoo, Ananya Arun, Govind Goel ", Organization  Digital Impact Alliance (DIAL) at UN Foundation ,/archive/2020/projects/5652397117931520,https://docs.google.com/document/d/1QV05fEY_xtAxy692CGCZFuqLfEMdLOp_JZFh6IWUXQs/edit?usp=sharing
12, PublicLab: Mapknitter Export Module and Spectral Workbench upgrades ,"For the Spectral Workbench project, Rails and DevOps improvements that will involve upgrading from Rails 3.2 to Rails 6.0, properly setting up...", Álax de Carvalho Alves ," Mentor  Emily Ashley, Jeffrey Yoo Warren ", Organization  Digital Impact Alliance (DIAL) at UN Foundation ,/archive/2020/projects/5654618186448896,https://medium.com/gsoc-2020-mapknitter-export-module-and-spectral/what-i-did-d7bcf37c7e7b
13," Pipeline for posture, and posture and gesture embeddings including addition of query by gesture functionality into vitrivr ",This proposal concerns the addition of pose data extraction using OpenPose and the generation of posture and gesture embeddings to Red Hen’s..., Frankie Robertson ," Mentor  Heiko Schuldt, Mahnaz Parian ", Organization  Red Hen Lab ,/archive/2020/projects/5654826458808320,https://github.com/frankier/gsoc2020/
14, Add support for type checking using Sorbet ,The majority of the code in Homebrew is written in Ruby which is a dynamic language. This means that types are checked when the code is run. My..., Vidushee Amoli ," Mentor  Misty De Méo, Issy Long, Mike McQuaid ", Organization  Homebrew ,/archive/2020/projects/5656724901462016,https://gist.github.com/vidusheeamoli/9abbcd6f7c72c8c3a66a06ecb0a8f2ba
15, GSoC'20 Boost GIL Proposal ,"The project aims to implement missing pieces of feature detection. Feature detection is one of the fundamental operations in Computer Vision, which...", Olzhas Zhumabek , Mentor  mloskot , Organization  Boost C++ ,/archive/2020/projects/5656764025929728,https://github.com/boostorg/gil/projects/8
16, Handle replication using the Yggdrasil Network. ,Barrel use erlang-libp2p and HTTP to handle the replication in a P2P manner. The idea is to add the support of the Yggdrasil network to handle..., Kushal Kothari , Mentor  Benoit Chesneau , Organization  Erlang Ecosystem Foundation ,/archive/2020/projects/5657492056440832,https://gitlab.com/barrel-db/lab/erlang-yggdrasil/-/blob/erlang-yggdrasil-INITIAL/README.md
17, Juice-Shop ChatBot and general fixes ,"Making an NLP based responsive and challenge ready ChatBot for OWASP Juice-Shop, along with two unique challenges. Also do a thorough sweep of the...", Mohit Sharma-2 ," Mentor  Björn Kimminich, Timo Pagel, Jannik Hollenbach ", Organization  OWASP Foundation ,/archive/2020/projects/5660020047347712,https://gist.github.com/Scar26/fabf5d9192c49d16fb19adb3cc9f457b
18, Expanding the highfrequency package ,The highfrequency package is the go-to package for the analysis of intraday price data. The package was created as a merger of the packages RTAQ and..., Emil Sjørup ," Mentor  Kris Boudt, Nabil Bouamara, Onno Kleen ", Organization  R Project for Statistical Computing ,/archive/2020/projects/5660395554996224,https://github.com/emilsjoerup/highfrequency/blob/Final_Evaluation_Archive/GSoC2020.md
19, GraphQL Engine on top of Knative and NodeJS using Apache Kafka and Debezium ,"Knative can autoscale applications but currently, it doesn’t support GraphQL servers with subscriptions. GraphQL subscriptions currently use...", Eunovo ," Mentor  Enda Phelan, Wojciech Trocki, Dimitra Zuccarelli, Dara Hayes ", Organization  JBoss Community ,/archive/2020/projects/5664119325196288,https://gist.github.com/Eunovo/18ec70119ae664d6b0e5007e7943ff8b
20, Add DWARF Support for yaml2obj ,"LLVM offers 2 useful YAML tools, yaml2obj and obj2yaml. The former one reads YAML files and emits object files, e.g., ELF, COFF and MachO. The latter...", Xing GUO ," Mentor  James Henderson, Davide Italiano-1 ", Organization  The LLVM Compiler Infrastructure ,/archive/2020/projects/5664891983101952,https://higuoxing.com/archives/my-journey-with-llvm-iii/
21, Implement cross version support for python ,The end goal of this project is to make Mozilla's source code both py2 as well as py3 compatible. Since py2 has officially become obsolete as of..., Hamzah Akhtar , Mentor  Jannis Leidel (@jezdez) , Organization  Mozilla ,/archive/2020/projects/5665660346040320,https://gist.github.com/hamzah70/74aa75143ddb5e575c07d07b50c6243d
22, Extend linux-user syscalls and ioctls ,"Very often, the QEMU emulator is used to emulate user level processes that are compiled for a different architecture set than the ""host"" machine on...", Filip Božuta , Mentor  Laurent Vivier , Organization  QEMU ,/archive/2020/projects/5665760506019840,https://drive.google.com/drive/folders/1KkwJNCDaxxKnUL3mNBfJqsRsUvBMPPca?usp=sharing
23, Metadata Files for all Modules ,"The Problem
All IDE/Quality Systems plugins, build tools need to use Checkstyle module metadata for their functioning. But as of now they have to...", Gaurab Dasgupta ," Mentor  Daniel Mühlbachler, Andrei Paikin, Calixte ", Organization  Checkstyle ,/archive/2020/projects/5666049107689472,https://gist.github.com/gaurabdg/74b70bfffe73cc4be8120f9dbbac449c
24, Improving CVE Binary Tool Output: Adding HTML Reports ,"The Project aims to improve the output of the cve-bin-tool. Currently, we are having a very basic console logging and output. I'll add colourized...", Harmandeep Singh ," Mentor  John Andersen, Terri Oda, mdwood, Ziao Wang ", Organization  Python Software Foundation ,/archive/2020/projects/5666530647343104,https://gist.github.com/SinghHrmn/5bd31bc082964bc63fb4438a290e0f1a
