Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Fix and Improve Mapillary Plugin for JOSM ,Mapillary plugin is used to extract street-level imagery so they can be used for better editing in JOSM. Currently the basic implementation of the..., Kishan Tripathi ," Mentor  Polyglot, vorpalblade ", Organization  OpenStreetMap ,/archive/2020/projects/4824233839951872,https://wiki.openstreetmap.org/wiki/JOSM/Plugins/Mapillary/GSoC_2020
2, Bikeshed.rs ,"The goal of this project is to offer a faithful rewrite of bikeshed, a tool used for generating many standards, in Rust.", Junyu Xian ," Mentor  annevk, Florian Merz, Emilio ", Organization  Mozilla ,/archive/2020/projects/4824688972267520,https://github.com/fiji-flo/bikeshed-rs/
3, Revisiting Physical Sun and Sky Model ,This project will improve the current Appleseed's implementation of physical sun and sky models. Fixing the current blue tint present on Appleseed..., João Marcos Mororó Costa , Mentor  François Beaune , Organization  appleseed ,/archive/2020/projects/4825622892773376,https://github.com/mororo250/Gsoc-sun-sky/blob/master/gsoc_final_report.md
4, Proposal for the DigiKam DNN based Faces Recognition Improvements project ,"digiKam is a famous open source photo management software. With a huge effort, the developers of digiKam have implemented face detection and facial...", Nghia Duong ," Mentor  Maik Qualmann, Trung Dinh, Gilles Caulier ", Organization  KDE Community ,/archive/2020/projects/4826342333349888,https://community.kde.org/GSoC/2020/StatusReports/NghiaDuong
5, A Flexible Grammar Mutator ,"AFL++’s mutation engine is optimized for compact data formats, such as images, multimedia, compressed data. However, the current AFL++ does not...", Shengtuo Hu ," Mentor  Andrea Fioraldi, Marc Heuse ", Organization  afl++ ,/archive/2020/projects/4827255919869952,https://github.com/AFLplusplus/Grammar-Mutator
6, Implementing polynomial regression trees in Effective Quadratures ,Effective Quadratures is an open source library used to generate polynomials for parametric computational studies. Among the applications of the..., Barney Hill ," Mentor  Pranay Seshadri, Chun Yui Wong, Ashley Scillitoe ", Organization  NumFOCUS ,/archive/2020/projects/4827419799715840,https://discourse.effective-quadratures.org/t/google-summer-of-code-review-implementing-polynomial-regression-trees-in-effective-quadratures/74
7, Intelligent Alert Management System For HEP experiments ,This project aims to develop  an intelligent and reliable monitoring system for large distributed services to monitor their status and reduce..., Rahul Indra ," Mentor  Valentin Kuznetsov, Federica Legger, Christian Ariza ", Organization  CERN-HSF ,/archive/2020/projects/4827645050617856,https://indrarahul2013.github.io/2020/07/24/google-summer-of-code.html
8, Quantum Circuits Improvement for QUTIP ,The primary motivation of the project is to enhance quantum circuit (qutip.qip.circuit) and noise simulation capabilities of the QuTIP package. By..., Sidhant Saraogi , Mentor  Alex Pitchford , Organization  NumFOCUS ,/archive/2020/projects/4828150850125824,https://sarsid.wordpress.com/2020/08/24/a-gsoc-summary/
9, Tangibles - Real life coding blocks ,Tangibles is a feature that can expand ​​Open Roberta lab and solve problems of collaboration that can arise from traditional ways of interacting..., Vasilis Poulos ," Mentor  rbudde, Thorsten Leimbach, boonto ", Organization  Open Roberta ,/archive/2020/projects/4829450681712640,https://gist.github.com/VasilisPoulos/5176e80d0f8f4948e0549a58497d3b54
10, Aossie Scholar Extension ,Aossie Scholar is a powerful tool to predict a researcher/scholar's performance. It uses data from Google Scholar to calculate more efficient and..., Aditya Bisoi ," Mentor  Siwani Agrawal, Manikaran Singh, Bruno Woltzenlogel Paleo ", Organization  AOSSIE ,/archive/2020/projects/4830777793052672,https://medium.com/@adityabisoi1999/aossie-scholar-extension-google-summer-of-code-2020-ac892691f928?sk=aa6a02f6b7833b5aae772d751835adc1
11, ENHANCEMENT OF NUMBER THEORY MODULE ,"Implement sub-exponential factorization algorithms - 
(1.) Lenstra's Elliptic Curve factorization Algorithm and
(2.) Self-Initializing Quadratic...", Abhinav Anand ," Mentor  Sartaj Singh, Jogi Miglani, Yathartha Joshi ", Organization  SymPy ,/archive/2020/projects/4831219772030976,https://gist.github.com/abh2k/bae97b40af1abff42a8a17db14ff7bc6
12, Improve MAVLink integration of Kirogi ,"Currently, Kirogi takes advantage of only some portion of MAVLink protocol, which is one of the most popular protocol between GCS and unmmaned...", Kitae Kim ," Mentor  Tomaz Canabrava, Eike Hein, Patrick José Pereira, Sung Jae Cho ", Organization  KDE Community ,/archive/2020/projects/4832514738225152,https://community.kde.org/GSoC/2020/StatusReports/KitaeKim
13, New Web Interface for IntelOwl & Adding New Analyzers ,"Intel Owl is an Open Source Intelligence, or OSINT solution to get threat intelligence data about a specific file, an IP or a domain from a single...", Eshaan Bansal ," Mentor  Pietro Delsante, Matteo Lodi ", Organization  The Honeynet Project ,/archive/2020/projects/4833392018849792,https://www.honeynet.org/2020/08/26/gsoc-2020-work-product%e2%80%8a-%e2%80%8aintel-owl/
14, SPIR-V to LLVM IR dialect conversion in MLIR ,MLIR is a novel compiler infrastructure that enables multi-level abstraction and therefore enhances reusability and extensibility. The core concept..., George Mitenkov ," Mentor  Lei Zhang, Mahesh Ravishankar ", Organization  The LLVM Compiler Infrastructure ,/archive/2020/projects/4834194204655616,https://github.com/georgemitenkov/GSoC-2020
15, Constrained changepoint GUI ,"A Shiny web application for the gfpop R package. [...]
Detecting sudden changes in data is important to a variety of fields. For example,...", Julian Stanley ," Mentor  Toby Hocking, Guillem Rigaill ", Organization  R Project for Statistical Computing ,/archive/2020/projects/4836139791286272,https://julianstanley.github.io/gfpopgui/articles/gsoc2020report.html
16, Social Currency Metric System ,Implementing Social Currency Metric System (SCMS) will be a huge milestone in providing a better and holistic view of project health in the..., Ria Gupta ," Mentor  Valerio Cosentino, Samantha Venia Logan, Georg Link, Dylan Marcy ", Organization  CHAOSS ,/archive/2020/projects/6478870728933376,https://gist.github.com/ria18405/b379eb00a4f87bfb98df5530e0f551dd
17, Build Agora-Web iOS App ,"The project involves building a native iOS application for the Agora Web application from scratch.
It allows for democratic elections to be held by...", Siddharth Sen ," Mentor  Abanda Ludovic, Thuvarakan, Mukul Kumar, Bruno Woltzenlogel Paleo ", Organization  AOSSIE ,/archive/2020/projects/6479478299033600,https://gist.github.com/siddharth952/0a7c00a929a3bd039b56a7e35729cdd0
18, Benchmark NetBSD ,"Integrate the Phoronix Test Suite (PTS) with NetBSD by porting the available test profiles & suites, in order to automate and web-host the regression...", Apurva Nandan ," Mentor  Cryo, kamil, Leonardo Taccari ", Organization  The NetBSD Foundation ,/archive/2020/projects/6481344864976896,https://gist.github.com/apurvanandan1997/d13298c9672c74dc258a85aa9007c1b0
19, Ensure that Oppia is Fully Accessible ,"This project will improve Oppias ability to support users with physical, visual, or hearing disabilities. It aims to fix any issue caught by audits...", Jim Zhan , Mentor  sagangwee , Organization  Oppia Foundation ,/archive/2020/projects/6484971595759616,https://medium.com/@jimz_89254/google-summer-of-code-20-with-oppia-a1a366d03aea
20, Load Compression Libraries at Runtime ,"This project aims to remove the compile time dependencies on compression libraries and defer them to run time.
Right now, the MariaDB server needs...", Kartik Soneji ," Mentor  Robert Bindar, Vicențiu Marian Ciorbaru ", Organization  MariaDB Foundation ,/archive/2020/projects/6487571795804160,https://gitlab.com/KartikSoneji/gsoc-2020-mariadb
21, Documenting and Enhancing Zulip's REST API ,The Project aims at enhancing Zulip’s REST API and filling the gap in its Documentation which is an important resource for any organization..., Kartik Srivastava , Mentor  Vishnu Ks , Organization  Zulip ,/archive/2020/projects/6489227874795520,https://gist.github.com/akashaviator/ac5c003498b16084dd2d2f21badf896a
22, GNOME Shell: Notification Popover Redesign ,"Notifications are an important part of a system, by providing a way for users to check multiple statuses of apps, messages, or logs, without having...", Mariana Pícolo , Mentor  Florian Müllner , Organization  GNOME ,/archive/2020/projects/6490917038456832,https://marianapicolo.com/blog/2020/08/29/gsoc-ending/
23, Adding Bio-Statistical Machine Learning Models and Graphical visualization to ABioTrans V2 ,"ABioTrans is a bio-statistical/informatics tool, developed in R for gene expression analysis. The tool allows the user to directly read RNA-Seq data...", Rahul Agrawal ," Mentor  Kumar Selvarajoo, Mohamed Helmy ", Organization  National Resource for Network Biology (NRNB) ,/archive/2020/projects/6492152210653184,https://medium.com/@rahulagrawal799110/google-summer-of-code-2020-work-report-ea044673cd4a
24, Community Dictionary  - A crowd-sourced multilingual dictionary ,This project focuses on developing a crowd-sourced dictionary which will support the English language as well as multiple other languages. The..., Vinuri Bandara ," Mentor  Shehan Dhaleesha, Akarshani Amarasinghe, Danushka Herath ", Organization  SCoRe Lab ,/archive/2020/projects/6492954497122304,https://github.com/scorelab/GSoC/blob/master/GSoC-2020/Vinuri%20BandarCommunity-Dictionary-A-crowd-sourced-multilingual-dictionary.md
25, Integration of an emotion recognition component in RoboComp ,We are living in a world where a cognitive robot can act as a human assistant and has the potential to offer social experiences through human-robot..., Palash Agarwal ," Mentor  Luis J. Manso, Daniel Rodriguez Criado, Diego R. Faria ", Organization  RoboComp ,/archive/2020/projects/6493455699673088,https://gist.github.com/palash16/50ce44d356cdbf44dc82586389c8cd97
26, Mission Support System: Mission Support Collaboration Improvements ,Mission Support Collaboration(mscolab) is a part of the MSS application which allows real-time collaboration and editing of flight paths of a..., Tanish Grover ," Mentor  Shivashis Padhi, Jens-Uwe Grooß, Jörn Ungermann, Reimar Bauer ", Organization  Python Software Foundation ,/archive/2020/projects/6493649845616640,https://bitbucket.org/wxmetvis/mss/wiki/Mscolab:%20Mission%20Support%20Collaboration%20Improvements%20-%20GSoC%202020
27, Rewrite NFS Operator to use controller-runtime ,"This project aims to implement controller-runtime for Rook nfs-operator and addresses several issues along with it. Currently, Rook nfs-operator only...", Ahmad Nurus Shobah ," Mentor  Ashish Ranjan, jbw976, Rohan ", Organization  Cloud Native Computing Foundation (CNCF) ,/archive/2020/projects/6494144572162048,https://github.com/prksu/gsoc-2020-cncf-rook
28, Speed/Scaling Optimisation of cups-browsed ,"Cups-browsed is a nice utility for networks with large numbers of printers as it provides some great features of forming printer clusters, filtering...", Mohit Mohan ," Mentor  Deepak Patankar, Till Kamppeter, Aveek Basu ", Organization  The Linux Foundation ,/archive/2020/projects/6494658156298240,https://github.com/mohitmo/GSoC-2020-Documentation
29, Better SIFT in the main repository ,"The patent on one of the most popular feature detection algorithm, SIFT, expired on 2020/03/06. So, we can move the implementation from the...", Yoshio Kato , Mentor  Vitaly Tuzov , Organization  OpenCV ,/archive/2020/projects/6497360697360384,https://docs.google.com/document/d/10gWapo1yMuTV9XQUS64EOQUycJ3BlasLndlZzZMsy9g/edit?usp=sharing
