Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Improve Python scrapers ,"Currently, scrapers are used to generate ZIM files and contain code that is difficult to maintain. A new library called scraperlib is being developed...", satyamtg ," Mentor  rgaudin, dattaz ", Organization  Kiwix ,/archive/2020/projects/4637064299020288,https://gist.github.com/satyamtg/c2685cd199ef3594b8703f59fd84056d
2," Boost.uBLAS: Stabilizing, Improving and C++20-ification ","This proposal aims at three major things, improving the uBLAS interfaces that were added in GSOC 2019 work, stabilizing and enhancing the unit...", Ashar Khan ," Mentor  Cem Bassoy, David Bellot ", Organization  Boost C++ ,/archive/2020/projects/4640624726245376,https://github.com/BoostGSoC20/ublas/wiki
3, New rules for the Topology Framework in gvSIG Desktop ,A topology toolbox has been added to gvSIG Desktop. This tool provides a group of integrity rules that check the validation of the geometries..., Giani Carlevaro ," Mentor  Oscar Martinez, Carlos I. Colombana ", Organization  OSGeo ,/archive/2020/projects/4641551331885056,https://github.com/Maureque/GSoC2020-topology-osgeo-gvsig/wiki
4, Arduino Controller for Liquid Galaxy ,"The idea of ​​the project is to develop an Arduino controller for Liquid Galaxy, following the ideas already developed, integrating them into a...", Otávio  Oliveira ," Mentor  Andreu Ibanez, Mario Ezquerro Saenz ", Organization  Liquid Galaxy project ,/archive/2020/projects/4643809276723200,https://docs.google.com/document/d/1L3De7pT--0PAN_WPsGAGwpgR-Uefg-zB5E6Fwcxug6o/edit?usp=sharing
5, Developing a tool for implementing clustering algorithms to Cytoscape app ClusterMaker2 ,"In this project, I will develop a tool in Cytoscape app ClusterMaker2 that helps implementing new clustering algorithms in the app from inside...", Maija Utriainen ," Mentor  Dexter Pratt, John ""Scooter"" Morris, ALEXANDER PICO ", Organization  National Resource for Network Biology (NRNB) ,/archive/2020/projects/4644394969333760,https://github.com/RBVI/clusterMaker2/pull/12
6, Application manager RAPPS ,"Application manager RAPPS
RAPPS is a lightweight GUI utility which downloads and installs various popular apps and redistributable packages in...", He Yang ," Mentor  Mark Jansen, Ioannis Adamopoulos ", Organization  ReactOS ,/archive/2020/projects/4645163432935424,https://reactos.org/blogs/gsoc-2020-rapps-final-report/
7, Implement Lengauer Tarjan Dominator Tree and Bipartite algorithm for pgRouting ,"Graph algorithm Lengauer Tarjan Dominator Tree is applied in many routing applications, one application can be if the user wants to go from city A to...", Prakash Tiwari ," Mentor  cvvergara, Aasheesh Tiwari ", Organization  OSGeo ,/archive/2020/projects/4645571421274112,https://github.com/pgRouting/pgrouting/wiki/GSoC-2020-Lengauer-Tarjan-dominator-tree-and-Bipartite
8, A Clinically Relevant Multi-Case Model of Naloxone Reversal of Fentanyl-Induced Respiratory Depression ,"Up until the recent COVID-19 pandemic the greatest social/medical crisis in the United States has been the opioid epidemic, taking 128 lives a day...", Rishi Das ," Mentor  mmcdaniel, Steven White, Nathan Tatum ", Organization  BioGears ,/archive/2020/projects/4647269141315584,https://rishisdas.github.io/
9," Reengineer afl-fuzz as Thread Safe, Embeddable Library ","This project idea aims to extend the afl-fuzz project as a multithreaded software using the standard linux threading library pthreads, while keeping...", Rishi Ranjan ," Mentor  domenukk, Heiko Eißfeldt ", Organization  afl++ ,/archive/2020/projects/4649283380314112,https://medium.com/@010jackofspades/gsoc-2020-with-afl-bb95fe11ae3
10, A Simulation-Visualizer For Eclipse APP4MC ,The aim of this project is to visualize the execution trace of a simulated APP4MC model including its states within APP4MC using a framework such as..., Philip Okonkwo ," Mentor  Dirk Fauth, Lukas Krawczyk ", Organization  Eclipse Foundation ,/archive/2020/projects/4651757516357632,https://github.com/NPKompleet/SimulationGUI
