Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Implementing user-friendly search features ,"Pysradb provides a convenient method to retrieve information from NCBI’s SRA database. Currently, pysradb is transitioning to phase out its...", Boshen Yan ," Mentor  Amal Thomas, Marius van den Beek, Saket ", Organization  Open Bioinformatics Foundation (OBF) ,/archive/2020/projects/6238152676605952,https://bscrow.github.io/gsoc2020.html
2, PyPA: Allow pip to Download in Parallel ,"Parallel downloading is an enhancement that has been long-awaited (the feature was proposed in 2013).  Even back then, the feature could have helped...", McSinyx ," Mentor  Pradyun Gedam, Bernat Gabor, Kushal Das ", Organization  Python Software Foundation ,/archive/2020/projects/6238594655584256,https://mcsinyx.github.io/gsoc2020
3, Analytics Support ,The projects aims at incorporating Firebase Analytics and Crashlytics into Oppia's Android application to send usage data to a central location while..., Sarthak Agarwal , Mentor  Vinita Murthi , Organization  Oppia Foundation ,/archive/2020/projects/6239889621778432,https://medium.com/@agarwal.sarthak262012/google-summer-of-code-2020-oppia-f7a71dba5506
4, NEW WEIGHTING SCHEMES ,Xapian currently supports Tf-Idf weighting scheme. It has some normalisations (described by SMART) already implemented. More normalisations can be..., Dipanshu Garg ," Mentor  Ayush Tomar, Tanmay Sachan ", Organization  Xapian Search Engine Library ,/archive/2020/projects/6240766902403072,https://trac.xapian.org/wiki/GSoC2020/WeightingSchemes/Work%20Product
5, Integrating Trained Neural Networks with RDKit ,"RDKit is a collection of cheminformatics and machine learning tools written in C++ and Python. Which is more important, it allows you to work with...", Manan Goel-1 ," Mentor  guillaume godin, Greg Landrum, Karl Leswing ", Organization  Open Chemistry ,/archive/2020/projects/6241569088208896,https://github.com/rdkit/rdkit/pull/3377
6, New Tools for TensorFlow Hub ,"This project aims at implementing new tools to support the transfer learning pipelines, ranging from object detection to embedding-based similarity...", Jin Dong ," Mentor  Paige Bailey, Jaeyoun Kim ", Organization  TensorFlow ,/archive/2020/projects/6243514674839552,https://gist.github.com/djdongjin/bdd20e0020b0bf48544a0906c98f98c2
7, Query Reactome Data in R ,"R has been extensively used in bioinformatics research. However, there is still no direct way to obtain Reactome’s information in R. This project...", Chi Lam Poon ," Mentor  Solomon Shorser, robinhaw, jdw2020, Justin Cook ", Organization  Open Genome Informatics ,/archive/2020/projects/6246717881581568,https://gist.github.com/chilampoon/3e517aa94c8c07fa42db2ea5dea0dc5b
8, Extending Remote data module by connecting Google Earth Engine and other Data sources. ,"The existing data.remote module supports the downloading of MODIS and NLCD data. Through this project, I will extend the remote data module of PEcAn...", Ayush Prasad ," Mentor  Shawn P. Serbin, Istem Fer, Olli Nevalainen ", Organization  PEcAn Project ,/archive/2020/projects/6247694684651520,https://gist.github.com/ayushprd/91ac3b60bdb5da9f1a4487285a8af7ba
9, Improvement of uyuni documentation publishing theme ,""" People ignore design that ignores people "". 
The sole aim of the project is to modify the current Uyuni documentation theme into more modern and...", Naman Bhatia ," Mentor  Joseph Cayouette, pagarcia ", Organization  openSUSE Project ,/archive/2020/projects/6248080795500544,https://github.com/Namanbhatia7/GSoC-2020-Project-Report
10, Creating a design guide and refactoring the Kiwix user interface ,A problem with open source projects is that every contributor has their own idea of what good UI looks like. This leads to messy and non-uniform user..., Frans-Lukas Lövenvald ," Mentor  Abdul Wadood, Sean Mac Gillicuddy, Isaac Hutt (mhutti1) ", Organization  Kiwix ,/archive/2020/projects/6248765574348800,https://gist.github.com/Frans-Lukas/8448d544de91582f9783d7cb4e4aa98f
11, Cape compatibility layer for BeagleBone Black and BeagleBone AI. ,"The idea of this project is to make the same user space examples work with both BeagleBone Black and BeagleBone AI, using the same references to...", Deepak Khatri ," Mentor  KumarAbhishek, Hunyue Yau, Drew Fustini, Jason Kridner ", Organization  BeagleBoard.org ,/archive/2020/projects/6248850903269376,https://deepaklorkhatri.me/GSoC2020_BeagleBoard.org/
12, Generating SVG images for math expressions ,"This project aims to introduce SVG rendering for all LaTeX expressions in explorations, so that MathJax can be removed as a dependency from the...", Abhith Krishna , Mentor  DubeySandeep , Organization  Oppia Foundation ,/archive/2020/projects/6249213727342592,https://medium.com/@abyk476/google-summer-of-code20-with-oppia-1c5bd87ad9d7
13, Framework for Automating the Retrieval and Analysis of System Information of Grid sites in WLCG ,"JAliEn introduces automatic containerization for jobs submitted to the WLCG. To fully utilize this feature, and to plan ahead for how new software...", Kalana Wijethunga ," Mentor  Costin Grigoras, Nikola Hardi, Maxim Storetvedt ", Organization  CERN-HSF ,/archive/2020/projects/6250330150404096,https://medium.com/@kalana.16/gsoc-2020-cern-hsf-framework-for-automating-the-retrieval-and-analysis-of-system-information-6a59bf5f036d
14, Upgrade and Fix tvb-gdist C++ Library ,While running simulation on cortical surfaces we need to calculate geodesic distance as opposed to euclidean distance due to the shape of the..., Ayan Banerjee7 ," Mentor  LiaD, Paula Popa ", Organization  INCF ,/archive/2020/projects/6251291015118848,https://ayan-b.github.io/blog/GSoC-2020-Report/
15, Migrate FLOE and Fluid project websites to a Modern Static Site Generator ,"The FLOE Project site is currently using static, hand-coded HTML, while the Fluid Project site is currently built using DocPad. Even though...", Sachin Chopra ," Mentor  Colin Clark, Jonathan Hung, Gregor Moss ", Organization  Inclusive Design Institute ,/archive/2020/projects/6253691868282880,https://gist.github.com/sachin10101998/76cb4d4ef493342b80f88a26c667dccc
16, Expanding the GNSS receiver to Galileo E5b signals ,"Currently, the GNSS receiver supports GPS, Galileo, GLONASS and BeiDou signals. It is only compatible with Galileo E5a signals. Since the two types...", Piyush Gupta , Mentor  Luis Esteve-Elfau , Organization  GNSS-SDR ,/archive/2020/projects/6254817149714432,https://gist.github.com/piyush0411/8b4b83da9d2069fab7df0c555667fbb7
17, Mission Support System : Enhance KML Support ,Keyhole Markup Language (KML) is an XML notation for expressing geographic annotation and visualization within two-dimensional maps and..., ARYAN_GUPTA ," Mentor  Reimar Bauer, Jörn Ungermann, Christian Rolf ", Organization  Python Software Foundation ,/archive/2020/projects/6257539286564864,https://bitbucket.org/wxmetvis/mss/wiki/KML:%20Enhance%20KML%20Support%20-%20GSoC%202020
18, Development of a Long-read Nanopore RNA-seq pipeline in GenPipes ,The majority of contemporary genomics and transcriptomics research is carried out using short-read technology such as the output of Illumina..., Konstantinos Kyriakidis , Mentor  Jose Hector Galvez , Organization  Canadian Centre for Computational Genomics ,/archive/2020/projects/6257578411032576,https://bitbucket.org/kokyriakidis/genpipes/src/nanopore_rnaseq/pipelines/nanopore_rnaseq/
19, Upgrading the Ganga user interface to use a relational database for persistent storage ,"This project will replace the old xml-based metadata system with a database, which will be assisted by a caching mechanism that  will allow for a...", Ratin Kumar ," Mentor  Ulrik Egede, Alexander Richards ", Organization  CERN-HSF ,/archive/2020/projects/6259599360917504,https://github.com/ganga-devs/ganga/issues/1662
20, MLJTime - Adding Time Series Support For MLJ ,The main goal of the project is to port capability from​ sktime​ (Machine learning for time series) to MLJ universe & develop data container to..., Aadesh Deshmukh ," Mentor  Sebastian Vollmer, Markus Loning ", Organization  The Julia Language ,/archive/2020/projects/6262209727954944,https://aa25desh.github.io/MLJTimeTutorials.jl/
21, HAPIS (Homeless Aid Panoramic Interactive System) ,"Mainly the project will be developed in Android and it will make use of of the Liquid Galaxy capacity to display information over an interactive map,...", Mihaela Claudia Diosan ," Mentor  Andreu Ibanez, María Luz Mosteiro, Mario Ezquerro Saenz, Alexandra Rivero ", Organization  Liquid Galaxy project ,/archive/2020/projects/6262292271857664,https://github.com/LiquidGalaxyLAB/GSoC2020_HomelessAidPanoramicInteractiveSystem
22, FFmpeg + Rust: Code builder ,"Given arbitrary FFmpeg command line arguments, this project statically generates a FFmpeg-like program. The generated program will act exactly the...", Dingming Liu ," Mentor  Carlos Fernandez Sanz, Anshul Maheshwari ", Organization  CCExtractor Development ,/archive/2020/projects/4513927083327488,https://gist.github.com/ldm0/f2230b0f1b48fbc6ab3efc0907994b86
23, Improvements to  Decompiler Widget and r2ghidra-dec ,"The current decompiler widget in Cutter provides only basic features and interaction, and it is far from being as advanced as the IDA’s or Ghidra’s...", NIRMAL MANOJ C ," Mentor  Anton Kochkov, Itay Cohen ", Organization  Radare ,/archive/2020/projects/4522554431111168,https://cutter.re/improving-decompiler-widget-gsoc
24, GDL refactoring & new dialog system ,"I propose Gnome Docking Library (GDL) refactoring. This would mean creating a multipane widget that docks different dialogs into ""notebooks"", each...", vanntile ," Mentor  Alexander Valavanis, Thomas Holder, Tavmjong Bah ", Organization  Inkscape ,/archive/2020/projects/4532822624174080,https://gitlab.com/inkscape/inkscape/-/merge_requests/2159
