Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Improve settings subsystem and add new features. ,"Brief of this project is:

Add feature of guest user
Add backend pieces of guest user
Change fronted pieces for guest user


Improve settings...", Shubham Dhama , Mentor  Harshit , Organization  Zulip ,/archive/2018/projects/4648063872270336,https://gist.github.com/shubhamdhama/5057e5e008e7172f93b72efbcfa34bef
2, OpenCL GPGPU Raytracing ,"BRL-CAD objects are made from about two dozen primitives, ray-tracing of which can be quickly realised in a GPU owing to its parallel architecture....", Sreyansh Kumhar Jain , Mentor  Vasco Costa , Organization  BRL-CAD ,/archive/2018/projects/4651006126194688,https://github.com/sreyanshjainrkl/GSoC-18
3, Socket match and transparent proxy support implementation in nftables ,"Nftables is the successor of {ip,ip6,arp,eb}tables as a network filtering and
classification framework.  Its enhancement is to unite all the tools...", Máté Eckl , Mentor  Florian Westphal , Organization  Netfilter project ,/archive/2018/projects/4655075741925376,http://gsoc-blog.ecklm.com/gsoc-2018-project-submission/
4, Refactor & Improve search code ,This project is to improve the search functionality of Read the Docs so that the users of readthedocs can get relevant information from the search...., Safwan Rahman ," Mentor  Eric Holscher, Manuel Kaufmann ", Organization  Read the Docs ,/archive/2018/projects/4656335308193792,https://medium.com/@safwan.rahman/gsoc-wrap-up-read-the-docs-search-improvement-62428097ece1
5, Web application to detect incorrect mappings across DBpedias in different languages ,"The DBpedia mappings for each language are not aligned, causing inconsistencies in the quality of the RDF generated. This is often a consequence of...", Víctor Fernández ," Mentor  Mariano Rico, Dimitris, Nandana ", Organization  DBpedia ,/archive/2018/projects/4657614738685952,https://github.com/vfrico/dbpedia-gsoc-18/blob/master/deliver-gsoc.md
6, Create a generic debug interface for soft-CPU core (OR1K) and connect it to GDB ,This project aims to create a run-control debug system for soft CPU core (OR1K) and add GDB to the system using Open SoC Debug Project. Run-control..., Shivam Aggarwal ," Mentor  Rohit Singh, Stafford Horne ", Organization  TimVideos.us ,/archive/2018/projects/4658010479656960,https://wp.me/p9SnJX-1K
7, Comments and Annotations ,"The primary goal of this project is to enable users of Memex to add/edit/remove comments in any page conveniently, while storing them in a...", Sriram Ravichandran ," Mentor  Vincent den Boer, Richard Smith-Unna ", Organization  WorldBrain.io - Verifying the Internet ,/archive/2018/projects/4659408424402944,https://medium.com/@digi0ps/gsoc-18-with-worldbrain-the-journey-681ac17d8b32
8, Addition of SPQR-tree to graph module ,"In this project, our goal is to extend the graph theory library in Sage by implementing functionality to find triconnected subgraphs, which will...", Sai Harsh Tondomker ," Mentor  David Coudert, Dima Pasechnik ", Organization  Sage Mathematical Software System ,/archive/2018/projects/4666113942093824,https://saiharsh.github.io/gsoc-spqrtree.html
9, Open Supporter Data Integration for CiviCRM ,The Open Supporter Data Interface is a set of API standards which aims to define a common interface for interoperability between progressive and..., Andy Gu ," Mentor  Joe McLaughlin, Jon G - Megaphone Tech, Jason Rosenbaum ", Organization  CiviCRM LLC ,/archive/2018/projects/4670134031482880,https://github.com/4ndygu/civicrm_osdi
10, Large-scale computing backend for Jupyter notebooks - HTCondor batch job submission and monitoring using the Ganga toolkit ,Jupyter Notebook is an interactive computing environment that creates notebooks which contains computer code as well as rich text elements like..., Aman Pratap Singh ," Mentor  Ulrik Egede, Jakub Moscicki, Diogo Castro, Enric Tejedor Saavedra, Ben Jones ", Organization  CERN-HSF ,/archive/2018/projects/4671150864990208,https://github.com/apsknight/gangaextension
