Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Formal verification of WARP-V processor ,WARP-V is an emerging open-source CPU core generator for RISC-V CPUs. It benefits from the flexibility of Transaction-Level Verilog (TL-Verilog) to..., Ákos Hadnagy ," Mentor  Stefan Wallentowitz, Steven Hoover ", Organization  Free and Open Source Silicon Foundation ,/archive/2018/projects/5642777157173248,https://github.com/stevehoover/warp-v/commits?author=ahadnagy
2, Wizard/GUI helping students/interns apply and get started ,"Throughout the application process and first few weeks of programs like Google Summer of Code and Outreachy, applicants typically need to work...", Elena Gjevukaj ," Mentor  Urvika Gola, Daniel Pocock, Jaminy Prabaharan ", Organization  Debian Project ,/archive/2018/projects/6185924358569984,https://elenagjevukaj.github.io/2018/gsoc/
3, Expanding the receiver to Beidou B2a ,"The current GNSS-SDR platform is a software defined receiver that supports GPS, GLONASS, and GALILEO GNSS signals. It also partially supports Beidou...", Dong-Kyeong Lee ," Mentor  Damian Miralles, Antonio Ramos de Torres ", Organization  GNSS-SDR ,/archive/2018/projects/6197114962968576,https://gist.github.com/dole7890/8df6453762a49df234091d51e3b85aaf
4, Evolve DRAT web interface ,Apache DRAT is an open source Release Audit Tool. Which is distributed and parallelized (Map Reduce) wrapper around APACHE RATTM (Release Audit Tool)..., Ahmed Ifhaam , Mentor  Chris Mattmann , Organization  Apache Software Foundation ,/archive/2018/projects/6199118498103296,https://medium.com/@ahmedifhaam/the-journey-21af965c9493
5, Badgeyay as a complete service ,"Badgeyay
This is an online utility to generate badges for events like conference, talks etc. This project is an extension project to Eventyay project...", Yash Ladha ," Mentor  Mie Lam, Nayana Adassuriya, Ricky Ng-Adam, Mario Behling, Nicco Kunzmann, DEEPJYOTI MONDAL ", Organization  FOSSASIA ,/archive/2018/projects/6200819439370240,https://gist.github.com/yashLadha/49c7b2b5a02064f27a6fb04afc4da0de
6, Dendrite: Achieve feature completion of Federation and Typing Server ,"Dendrite is a matrix server built in GO.
It's known that our state of the art Synapse is reaching it's limits in terms of performance.
Dendrite is an...", APwhitehat , Mentor  erikj , Organization  Matrix.org ,/archive/2018/projects/6201136797188096,https://github.com/APwhitehat/GSoC_Work_report
7, Apache Taverna CWL support proposal ,"The Common Workflow Language (CWL) aims to standardize workflow languages to execute command line tools on the cloud and on local servers.
Apache...", Majdi Haouech , Mentor  Stian Soiland-Reyes , Organization  Apache Software Foundation ,/archive/2018/projects/6202553398198272,https://github.com/haouech/incubator-taverna-language/tree/cwlparser
8, Probot : Weekly Digest ,A bot built on Probot which automatically generates Weekly Digests and publishes it as an issue in a locked issue., aps120797 ," Mentor  Wilhelm Klopp, Gregor ", Organization  Probot ,/archive/2018/projects/6203188113833984,https://github.com/probot/weekly-digest/blob/master/docs/GSoC.md
9, Live Video Improvements For APSync ,The APSync project provides a convenient way to extend the capabilities of flight controllers by using companion computers such as the Raspberry Pi 3..., arnav dhamija ," Mentor  Randy Mackay, Peter Barker ", Organization  ArduPilot ,/archive/2018/projects/6205727110594560,https://discuss.ardupilot.org/t/introducing-apstreamline/31723
10, Mohit Kumar - SUSI.AI Android ,"Enhancing the SUSI.AI android client and Improve the CMS and Editor skills for SUSI.AI.
SUSI currently has room for many improvements, many new...", Mohit ," Mentor  Mario Behling, Chirag Wadhera, Orbiter, Amit Tiwary, the-dagger ", Organization  FOSSASIA ,/archive/2018/projects/6207520796311552,https://gist.github.com/batbrain7/b7120f952290d252e32cd90f116ac29d
11, Visual Tools and Bindings for Debugging in Code World ,Visual Debugging tools that will allow various ages to interact with and learn visually while tracing  their bugs in Haskell, Krystal Maughan ," Mentor  Chris Smith, Gabriel Gonzalez ", Organization  Haskell.org ,/archive/2018/projects/6213185723957248,https://medium.com/@krystal.maughan/breaking-the-space-time-barrier-with-haskell-time-traveling-and-debugging-in-codeworld-a-google-e87894dd43d7
12, Multi Pronged Approach to Text Anonymization ,"Text Anonymization refers to the processing of text, stripping it of any attributes/identifiers thus hiding sensitive details and protecting the...", Rudresh Panchal ," Mentor  Tom De Smedt, Guy De Pauw "," Organization  CLiPS, University of Antwerp ",/archive/2018/projects/6215111412809728,https://github.com/clips/gsoc2018/tree/master/gdpr
13, Integrate libFuzzer With the Basesystem ,"libFuzzer is a popular fuzzing tool both in research area and industry. In the development of NetBSD, there would be some potential bugs which are...", Yang Zheng ," Mentor  Christos Zoulas, kamil ", Organization  The NetBSD Foundation ,/archive/2018/projects/6215991008690176,https://github.com/plusun/src
14, Extend clad - The Automatic Differentiation ,CLAD is a Clang plugin that implements automatic differentiation. Automatic differentiation avoids usual disadvantages of symbolic and numerical..., Aleksandr Efremov ," Mentor  Vassil, Oksana Shadura ", Organization  CERN-HSF ,/archive/2018/projects/6218216741273600,https://gist.github.com/efremale/8f52484e382c4a799b3739fa24af2b67
15, Increasing Backend Test Coverage ,The aim is to increase the test coverage around the backend rails api codebase. Right now it has around 45% coverage. I aim to improve it by making..., gaurav rakheja , Mentor  Max Buck , Organization  Quill.org ,/archive/2018/projects/6218246403391488,https://docs.google.com/document/d/12anRdtdsqLtbBKLw0bqDX-T4BVjQ8GhA6IzltwF6FCk/edit?usp=sharing
16, Blender NPR Line Rendering Improvement ,"To improve blender's NPR line rendering for stylized image generation, such as manga-styled animation. The main target is to greatly improve the...", Yiming Wu ," Mentor  Ton Roosendaal, Aligorith ", Organization  Blender Foundation ,/archive/2018/projects/6219263236898816,http://www.wellobserve.com/#!NPR/2018Summer/Conclusion.md
17, Enabling the Checker Framework to handle JDK 9 ,"This project is about enabling the checker framework to handle JDK9. As of now, the checker framework runs only on JDK 8. Since JDK 9 has already...", Ravi Roshan ," Mentor  Werner Dietl, Jeff Luo ", Organization  Checker Framework ,/archive/2018/projects/6220226517532672,https://docs.google.com/document/d/11ZwuqfpC8WXT7XIBC_Iwb2-6uDj5yv4-lozVo7ekqQ0/edit?usp=sharing
18, #9 - DRAKVUF: Support for Dynamic Malware Analysis on ARM ,"The relevance of ARM processors is rising. Especially since ARM recently started targeting the servers and desktop market, thus going beyond the...", Ulrich Fourier ," Mentor  Sergej Proskurin, Tamas K Lengyel ", Organization  The Honeynet Project ,/archive/2018/projects/6224083532382208,https://arm-drakvuf.blogspot.com/
19, Scrapinghub: Scrapy - Spider Auto Repair ,"Spiders can become broken due to changes on the target site, which lead to different page layouts (therefore, broken XPath and CSS extractors). Often...", Viral Mehta ," Mentor  asadurski, Cathal Garvey ", Organization  Python Software Foundation ,/archive/2018/projects/6226005127593984,https://github.com/virmht/Scrapy-Spider-Autorepair
20, Better map for nodewatcher ,The idea is to replace the original map with a new one that looks better and represents nodes in a better way. Currently the map is very basic and..., Marin Stević ," Mentor  Valent Turkovic, David Marn ", Organization  freifunk ,/archive/2018/projects/6226691114401792,https://blog.freifunk.net/2018/08/13/gsoc-2018-better-map-for-nodewatcher-final-update/
21, App Store for Cytoscape Apps ,"The project is “Appstore for the CytoScape Apps” with Alex Pico, Barry Demchak and Scooter Morris as its mentor. The goals for the summer will be to...", Sarthak Srivastava ," Mentor  Scooter Morris, Alexander Pico ", Organization  National Resource for Network Biology (NRNB) ,/archive/2018/projects/6227480448860160,https://github.com/cytoscape/appstore/tree/wip
22, iD Editor : Support for vector tile data ,iD currently uses publicly available reference data when editing OpenStreetMap. This data is often in the form of raster tiles (aerial imagery..., Princi Vershwal ," Mentor  Bryan Housel, geohacker ", Organization  OpenStreetMap ,/archive/2018/projects/6227707679473664,https://medium.com/@vershwal/vector-tile-support-for-openstreetmaps-id-editor-40b1cb77f63b
23, Create an Elixir client for BarrelDB ,"Make a BarrelDB client in idiomatic Elixir with its tests and documentation.
The project scope depending on the progress done may also involve:
...", Jakub Janarek , Mentor  Benoit Chesneau , Organization  Beam Community ,/archive/2018/projects/6228633513361408,https://docs.google.com/document/d/1FALaT9tAzQueKY67aUU2J_qFb0WV6fIe9Ca4-EbdMFQ/edit?usp=sharing
24, Improve DokuWiki importer ,"Xwiki has pre-existing filter streams converter extension, based on the filter stream framework that allows conversion of different input syntax to...", Neha Gupta ," Mentor  Shubham Jain, Thomas Mortagne ", Organization  XWiki ,/archive/2018/projects/6229933412057088,https://www.xwiki.org/xwiki/bin/view/Blog/My%20GSOC%20adventure%20with%20XWiki%20and%20Dokuwiki
25, Rational Point on Varieties ,This project aims at implementing basic algorithms for finding rational points on varieties. Classically algebraic variety is defined as the set of..., Raghukul Raman ," Mentor  Travis Scrimshaw, Benjamin Hutz ", Organization  Sage Mathematical Software System ,/archive/2018/projects/6233744188899328,https://gist.github.com/raghukul01/60d5b0b2475d9d0524e25b2654a24c94
26, Intermine Solr deep bio data search ,Currently Intermine uses an old approach to handle bio data search. This project aims to improve the search feature using modern search engines like..., Arunan Sugunakumar , Mentor  Daniela Butano , Organization  InterMine ,/archive/2018/projects/6233967996960768,https://intermineorg.wordpress.com/2018/08/10/gsoc-2018-improved-intermine-search-with-solr/
27, Physics-based XML Model building for mosaic embryogenesis of Caenorhabditis elegans ,The Openworm foundation is building the world's first digital organism.(a worm matrix!) The DevoWorm project(under Openworm) is building a..., Arnab Banerjee , Mentor  Bradly Alicea , Organization  INCF ,/archive/2018/projects/6234040675860480,https://gist.github.com/arnab1896/87aa55c9353670dd4c00c81e932db983
28, Crowd alert proposal for GSOC ,Crowd Alert is a cross platform app which displays and reports worldwide incidents across the globe. It helps a user to report an incident..., Rishabh Maheshwary ," Mentor  Anuj Gupta, Bruno Woltzenlogel Paleo ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2018/projects/6234855713013760,https://gist.github.com/RishabhMaheshwary/41c2698dbc19037c0e100952ebd7ea5a
29, Pocket Science Lab - GSoC '18 ,"Pocket Science Lab by FOSSASIA is a electronic measurement and analytical tool. This helps students, teachers, undergraduates and hobbyists in...", Madhushanka Padmal ," Mentor  Lorenz Gerber, Kee wee Teng, Mitch Altman, CY, Denisa Kera, Chung Wei Tat, mengjiann, Iris SciKom Lab, Mirela Alistar ", Organization  Pocket Science Lab ,/archive/2018/projects/6235280579231744,https://gist.github.com/CloudyPadmal/77e08e68b84d7e44bcc5d6bdf5e47cfc
