Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
21, SpamBrainz - Fighting spam with machine learning ,"MusicBrainz has recently been plagued by spam entries, most of them attempting to advertise other websites. SpamBrainz is the latest *Brainz project,...", Leo Verto ," Mentor  Yvan Zo, zas ", Organization  MetaBrainz Foundation Inc. ,/archive/2018/projects/5185859745742848,http://blog.musicbrainz.org/2018/08/13/gsoc-2018-spambrainz
21, Population genetics simulation and modeling using reinforcement learning ,The problem of population genetics can be viewed as a stochastic process. The aim of the project is to understand the reverse transition dynamics of..., Arjun Karuvally , Mentor  Simon Gravel , Organization  Canadian Centre for Computational Genomics ,/archive/2018/projects/5187247892594688,https://github.com/arjun23496/GSOC-2018/blob/master/Tutorial.ipynb
21, vitrivr App ,This project targets at making Android app for vitrivr. Currently vitrivr has a web UI which is vitrivr-ng but it is not optimised for mobile use...., Vaibhav Maheshwari ," Mentor  Ralph Gasser, silvanheller, Luca Rossetto, saulor ", Organization  vitrivr ,/archive/2018/projects/5189306389889024,https://github.com/iammvaibhav/vitrivr-App
21, Purity and Nullability Analysis ,"I propose to work on a tool that, given JVM bytecode, decides for each method, whether it performs an effectful computation (including IO, global...", Mriganka B R Chowdhury ," Mentor  Jyothsna, Rahul Muttineni ", Organization  Eta ,/archive/2018/projects/5192733304029184,https://mbrc12.github.io/blog/posts/2018-08-06-2.html
21, Extend lttoolbox to have the power of HFST ,The aim of this project is to implement the support for morphographemics and weights in the lttoolbox transducer. The proposal focuses on extending..., Abinash Senapati , Mentor  Tommi Pirinen , Organization  Apertium ,/archive/2018/projects/5193083880734720,http://wiki.apertium.org/wiki/User:Techievena/GSoC_2018_Work_Product_Submission
21, Parallel Graph Development ,LightGraphs is a Julia package that implements several commonly used graph algorithms. The objective of the package is to provide the functionality..., Soham Tamba ," Mentor  Mike Innes, Divi, Christopher Rackauckas ", Organization  NumFOCUS ,/archive/2018/projects/5193483178475520,https://sohamtamba.github.io/GSoC/
21," Generation of new use cases, tutorials and reference information for RoboComp ",Robocomp current tutorials are simple and cover just the basics. Improved tutorials and use cases need to be created for Robocomp to be a framework..., Maria Bohórquez , Mentor  Marco A Gutiérrez , Organization  RoboComp ,/archive/2018/projects/5195628246204416,https://gist.github.com/mariabohorquez/1810d41aeb00d370d68ff74a50cb5563
21, Integrating VFlib's TeX format drivers into FreeType ,"The goal of this project is to add the support of TeX's bitmap font formats (GF, TFM, PK and VF fonts) into FreeType by providing new modules to...", Parth Wazurkar ," Mentor  suzuki toshiya, Werner Lemberg, Alexei Podtelezhnikov ", Organization  FreeType ,/archive/2018/projects/5195709045276672,https://gist.github.com/parthw1/58a9168cebf79641fe6ce07bd543a2df
21, Visualizing Learner Playthroughs ,"The aim of this project is to provide lesson creators a tool for visualizing how learners play through their explorations. In particular, it would be...", pranavsid98 , Mentor  Brian Rodriguez , Organization  Oppia Foundation ,/archive/2018/projects/5196572467920896,https://medium.com/@pranavsid98/google-summer-of-code-2018-at-oppia-7449bd2a42b4
21, UD-Annotatrix ,This project aims to extend the functionality of the UD Annotatrix tool.  This tool allows researchers to annotate universal dependency trees right..., kmurphy4 ," Mentor  Francis Tyers, Jonathan W, maryszmary ", Organization  Apertium ,/archive/2018/projects/5199294671880192,https://gist.github.com/keggsmurph21/4cce74eb0542373417b2e0366ab9394d
21, Completing RUBI Integrator ,"This project aims to complete rubi (rule based integration) module of sympy, which is in very unstable condition.", Ashish Kumar Gaurav ," Mentor  Francesco Bonazzi, Arihant Parsoya, Abdullah Javed Nesar ", Organization  SymPy ,/archive/2018/projects/5203005523623936,https://github.com/ashishkg0022/Gsoc-proposal-Rubi/wiki/GSoC-2018-Rubi-Final-Report
21, Extending the reach of CrowdAlert with improved features and functionality ,CrowdAlert is a mobile app that can be used to report incidents from all around the world. This would help those affected with it and would also..., Vibhav Agarwal ," Mentor  Anuj Gupta, Bruno Woltzenlogel Paleo, sidd607 ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2018/projects/5203912365703168,https://gist.github.com/vibhavagarwal5/573654e8bb48a7a5a994e7f557a5e286
21, Performance Analytics Standard Errors ,"The current finance industry practice in reporting risk and performance measure estimates of assets
and portfolios does not typically include...", Anthony_AC ," Mentor  Brian Peterson, xchen, Ruben Zamar, Peter Carl, Doug Martin ", Organization  R project for statistical computing ,/archive/2018/projects/5206379891523584,https://github.com/AnthonyChristidis/GSOC-2018---Performance-Analytics-Standard-Errors-
21," OpenWhisk performance improvement - work stealing, priority-based scheduling on load balancer and direct connection for streaming capabilities. ",The emergence of serverless computing moves cloud/edge to the next generation of resource sharing: function as a service. The innovation makes..., Tzu-Chiao Yeh ," Mentor  Carlos Santana, rr ", Organization  Apache Software Foundation ,/archive/2018/projects/5211013825691648,https://tz70s.github.io/posts/gsoc-2018/
21, Configuration of Lightweight Sites Components using Ansible ,"Lightweight Sites is a project at CERN that enables the quick setup of new sites on the grid. Often, a lot of time is spent in setting up new sites...", Tarang Mahapatra ," Mentor  Mayank Sharma, Maarten Litmaath ", Organization  CERN-HSF ,/archive/2018/projects/5213490679644160,https://github.com/WLCG-Lightweight-Sites/wlcg_lightweight_sites_ansible_module/wiki/GSoC-2018-:-Final-Report-by-Tarang-Mahapatra
21, Mifos Mobile - Android App Version 3.0 ,"Enhancing the Mifos Self-Service App to newer functionality, better UI, and finally producing solid shippable product.
1) Adding Support for applying...", Saksham Handu , Mentor  Rajan Maurya , Organization  The Mifos Initiative ,/archive/2018/projects/5213956079616000,https://gist.github.com/miPlodder/2c872981e9a05be7e5fe65f5f05c31f9
21, New exploiters in Infection Monkey ,New non-destructive vulnerabilites Oracle WebLogic vulnerability (CVE-2017-10271) and Struts RCE vulnerability (S2-045) will be added to Infection..., Vakaris ," Mentor  Daniel Goldberg, Ofri Ziv ", Organization  The Honeynet Project ,/archive/2018/projects/5218025695346688,https://gist.github.com/VakarisZ/eccbb84be80b3a13abe7cd0a425bfb17
21, Adding missing features to nftables ,"As of Linux kernel 4.15, nftables provides around 80% of the iptables feature-set .
I'm interested in working on project “Help by implementing...", Harsha Sharma , Mentor  Pablo Neira-Ayuso , Organization  Netfilter project ,/archive/2018/projects/5219285261615104,https://gist.github.com/hs256/b642e53ac2f6b485bc479672381cf6ca
21, Implementing multi-thread capacities for nonrigid registration in DIPY using OpenMP ,"DIPY is an open source software mainly focusing on diffusion Magnetic Resonance Imaging (dMRI) analysis. For nonrigid image registration, it...", Xinquan Wu ," Mentor  Eleftherios Garyfallidis, Serge K. ", Organization  Python Software Foundation ,/archive/2018/projects/5220960433078272,https://blogs.python-gsoc.org/xinquan-wu/2018/08/12/final-report-of-gsoc-2018/
21, Beginner Mode and Tutorial Creation ,The beginner mode and teaching functionality project will assist newcomers to MuseScore. The beginner mode will present a simpler UI and some..., Joshua Bonn , Mentor  Marc Sabatella , Organization  MuseScore ,/archive/2018/projects/5222358377824256,https://gist.github.com/JoshuaBonn1/19fbfa62850466708199db47648a98c8
21, Archiving with Popper CLI ,The project involves the implementation of a popper sub-command archive to create an online archive (snapshot) of the repository at any point of time..., Ankan Poddar ," Mentor  Michael Sevilla, ivotron ", Organization  Center for Research In Open Source Software (CROSS) at UC Santa Cruz ,/archive/2018/projects/5223266494971904,https://medium.com/@friendyankan/gsoc-2018-final-report-30d16c2048c8
