Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Similarity between geometries ,"In this project,  the goal is to implement algorithms for computing Similarity between Geometries using Expression Templates and Meta-programming...", Yaghyavardhan Singh ," Mentor  Vissarion Fysikopoulos, Adam Wulkiewicz ", Organization  Boost C++ Libraries ,/archive/2018/projects/6092082141724672,https://github.com/boostorg/geometry/pull/490
2, ZLog entry caching & benchmarking ,Introduce a caching module in the current ZLog architecture and use a benchmarking tool to empirically test its performance., Javier Ron ," Mentor  jlefevre, Noah Watkins ", Organization  Center for Research In Open Source Software (CROSS) at UC Santa Cruz ,/archive/2018/projects/6093303187505152,https://gist.github.com/javierron/040ef5c7d6b1a571edc7cfc3941da3e6
3, FreeCAD Configuration Management Project ,"FreeCAD is a general purpose 3D computer-aided engineering & design program available for Windows, Mac, and Linux, and as a result it has a huge...", Kurt Kremitzki ," Mentor  Bernd Hahnebach, HoWil, Yorik van Havre ", Organization  BRL-CAD ,/archive/2018/projects/6094118224658432,https://kkremitzki.github.io/blog/google-summer-of-code-2018-with-freecad/
4, FabBits ,"FabBits is a standalone cross-platform software capable of finding certain interesting bits from movies/shows, soccer, and basketball. Following are...", achie27 ," Mentor  canihavesomecoffee, Carlos Fernandez ", Organization  CCExtractor Development ,/archive/2018/projects/6094804211466240,https://github.com/achie27/FabBits
5, Patchew REST API improvements. ,"Patchew is an open source CI project to automate testing of patches submitted as emails on mailing lists. Currently Patchew has a simple API, but it...", shubham.jain ," Mentor  Paolo Bonzini, Fam Zheng ", Organization  QEMU ,/archive/2018/projects/6097035849629696,https://gist.github.com/shubhamdotjain/17dd9cad8b869d0b04222393d0675989
6, visma - VISualMAth ,"visma - VISualMAth, an equation solver, which aims at showing the step-by-step solution of a given equation.
As of now, visma is capable of...", Shantanu Mishra ," Mentor  Siddharth Kothiyal, Manfred Ehresmann ", Organization  AerospaceResearch.net ,/archive/2018/projects/6099516126134272,https://8hantanu.github.io/projects/visma
7, AOM - accessibility API ,"AOM (Accessibility Object Model) is a JavaScript API that allows for modifying an accessibility tree like DOM. In this project, AOM phase 1 & 2 is...", Tokio Kajitsuka , Mentor  Alexander Surkov , Organization  Mozilla ,/archive/2018/projects/6100337672847360,https://docs.google.com/document/d/127nvmi6j-AUP4Jcjs_nF_zbYM-VPpTEM64NUnzD9AtM/edit?usp=sharing
8, XMPP Compliance Tester ,Currently Compliance Tester is a command line tool to check compliance status of an XMPP server. Testing servers for compliance with XMPP extensions..., Rishi Raj , Mentor  Daniel Gultsch , Organization  Conversations.im ,/archive/2018/projects/6102003247742976,https://gist.github.com/RishiRaj22/60b19f7f9f59f97fd1316e0110535eb4
9, Quickstart Green Mode ,It is tough for a new user to quickly grasp and start using the settings provided by coala. The user needs to be aware of the bears he might possibly..., Ishan Srivastava ," Mentor  Satwik (@satwikkansal), Adhityaa Chandrasekar ", Organization  coala ,/archive/2018/projects/6107526978338816,https://projects.coala.io/GSoC/2018/StatusReport/ishanSrt
10, System Testing For Joomla 4 With Increased Coverage ,"The Goal of the project is to increase coverage of System Tests for Joomla 4 using Codeception and Selenium, The project would be called success if...", Samarth Sharma ," Mentor  Puneet Kala, zero24, Nhung Nguyen, Yves Hoppe ", Organization  Joomla! ,/archive/2018/projects/6110502719586304,https://github.com/joomla/test-system/tree/gsoc18
11, A fast and accurate command line suggestion feature ,"To provide a rich experience to Octave users, the command line suggestion feature, aims to be a fast and accurate method to suggest corrections to...", P SUDEEPAM ," Mentor  Douglas Stewart, Nicholas Jankowski ", Organization  GNU Octave ,/archive/2018/projects/6117799197933568,https://sudeepam.blogspot.com/2018/08/gsoc-final-post.html
12, Code Quality ,"The aim of this project is to improve the code quality of Scilab with the help of various Static Analysis Tools like Scan Coverity(Java and C/C++),...", Nimish Kapoor ," Mentor  paro, Clément <davidcl> DAVID, Dhruv Khattar ", Organization  Scilab ,/archive/2018/projects/6122154563207168,https://wiki.scilab.org/Nimish%20Kapoor
13, Improve Installation of coala and coala-bears ,"The project focuses on improving coala's dependency management for installing bear and their dependencies on multiple platforms. Specifically, the...", Saksham Bansal ," Mentor  Muhammad Kaisar Arkhan, mbodenhamer, Andrey Safonov ", Organization  coala ,/archive/2018/projects/6123324002271232,https://projects.coala.io/GSoC/2018/StatusReport/saksham
14, Download Spam Protection for Firefox ,"The goal of this project is to prevent sites from bombarding the browser with multiple non user initiated downloads.
This would mean that a mechanism...", Sagar Bharadwaj , Mentor  nhnt11 , Organization  Mozilla ,/archive/2018/projects/6124380295790592,https://sagarb-97.github.io/Download-Spam-Protection-Blog/gsoc-summary/
15, Monitoring performance of Elixir packages with ElixirBench ,"ElixirBench platform is a proof of concept that already showed its value, the key deliverable is to bring it up and running for nightly performance...", Tallys Martins ," Mentor  Tobias Pfeiffer, Michał Muskała ", Organization  Beam Community ,/archive/2018/projects/4837414216400896,https://gist.github.com/tallysmartins/83bbe000cbc385e8b651e650248e8192
16, Enhancements of Attachments module ,OpenMRS is an open source software platform which provides facilities to design of a customized medical system with no programming knowledge. So it..., Ridmal Liyanagamge ," Mentor  Zoheir CHINE, mksd, Muhammad Ahmed Memon ", Organization  OpenMRS ,/archive/2018/projects/4838021685837824,https://medium.com/@ridmalmadushanka/google-summer-of-code-with-openmrs-final-report-fabfd0b569dd
17, Augmented Reality with ViSP and Unity ,Computer vision algorithms in ViSP (Visual Servoing Platform) such as pose estimation and tracking have the potential to benefit Augmented Reality..., Utkarsh Tripathi ," Mentor  florian berton, Marc Pouliquen ", Organization  ViSP ,/archive/2018/projects/4839768059805696,https://github.com/lagadic/visp_unity/wiki/GSoC-2018
18, Implement Minimum-cost flow Algorithm by the Boost Graph Library and Chinese Postman Problem for pgRouting ,Minimum-cost flow problem is an extension of maximum flow problem with an added cost (per unit flow) for each edge. The Chinese Postman Problem..., Maoguang Wang ," Mentor  Vidhan Jain, Daniel Kastl ", Organization  OSGeo ,/archive/2018/projects/4843352612667392,https://github.com/pgRouting/pgrouting/wiki/GSoC-2018-Minimum-cost-flow-and-ChPP
19, MIMO basics for GNU Radio ,The project MIMO aims to introduce a basic MIMO capability to the GNU Radio core module gr-digital.  Basic encoding and decoding algorithms are..., Moritz Luca Schmid ," Mentor  Felix Wunsch, Marcus Müller ", Organization  GNU Radio ,/archive/2018/projects/4845832889171968,https://mimognuradio.wordpress.com/2018/08/08/final-week-summary-of-the-project/
20, Leaflet BLurred Location Part 2 ,"Improving currently existing leaflet blurred location library, also building a new library named leaflet blurred location display currently in...", Mridul Nagpal ," Mentor  Ujjwal Sharma, Mayank Kashyap, jywarren, Elizabeth Barry ", Organization  Public Lab ,/archive/2018/projects/4847942389202944,https://publiclab.org/notes/mridulnagpal/08-10-2018/gsoc-submission-for-leaflet-blurred-location-part-2
21, FluxJS Demos ,"FluxJS is a tool to export Flux models to javascript using deeplearn.js. Since Flux is a new library, it is essential to have lots of examples...", Neethu Mariya Joy ," Mentor  Mike Innes, xorJane, Christopher Rackauckas ", Organization  NumFOCUS ,/archive/2018/projects/4849182426791936,https://roboneet.github.io/blog/posts/final.html
22, Octave Code Sharing ,This project aims to come up with a pan-octave implementation that could be used to connect to the Octave wiki's webserver with appropriate..., Sahil Yadav ," Mentor  Kai Torben Ohlhus, Ankit R ", Organization  GNU Octave ,/archive/2018/projects/4849718693724160,https://bitbucket.org/me_ydv_5/octave/wiki/Home
23," Enhance SUSPER Search with Improved  Search Results, Search options,New  Design & Internationalization Features. ","The idea of the project is to improve the current SUSPER Search by:
1.Improving Search Results by changing back-end to YaCy Grid.
2.Implementing more...", Praveen Ojha ," Mentor  Mario Behling, Nikhil Rayaprolu, Eden Dang, Pepe ", Organization  FOSSASIA ,/archive/2018/projects/4851643778596864,https://gist.github.com/praveenojha33/c3475dca8879a37ff290bf5660947a37
