Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Android Field Operations App Version 5 ,"This project would extend the existing version and transform it into Version 5 - by extending offline synchronization, adding additional...", Aksh Gautam ," Mentor  Ishan Khanna, Rajan Maurya, Tarun Mudgal ", Organization  The Mifos Initiative ,/archive/2018/projects/4793761913634816,https://medium.com/@gaksh007/my-gsoc-journey-with-mifos-initiative-7165a961ea55
2, Implement GitMate automations and plugins for coala ,"GitMate.io is an automation tool for developers. While it works well, there are a number of plugins which saves a lot of time of our community(for...", Vamshi Krishna ," Mentor  Hizkia Felix, Manvendra Singh, sils, Naveen Kumar Sangi ", Organization  coala ,/archive/2018/projects/4795178514644992,https://projects.coala.io/GSoC/2018/StatusReport/VamshiKrishna
3, Elasticsearch: Implement the Java High Level Rest Client ,"Elasticsearch's Java High Level REST Client is incomplete. It is missing a few dozen APIs, some of which are fairly common to use. This project aims...", Sohaib ," Mentor  Luca Cavanna, Nik Everett, Igor Motov ", Organization  Elastic ,/archive/2018/projects/4795813230280704,https://github.com/elastic/elasticsearch/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3Asohaibiftikhar+created%3A2018-05-01..2018-08-15+
4, Metamorphic Testing for Math Libraries ,"Recently, metamorphic testing techniques have been applied with success in
various fields to find domain-specific bugs, as presented in this survey....", Andrei Lascu ," Mentor  Sven Verdoolaege, Tobias Grosser ", Organization  Polly Labs ,/archive/2018/projects/4798352227041280,http://pollylabs.org/gsoc2018/Metamorphic-Testing-for-C++-Software-Libraries.html
5, PySAL - Geovisualization Package ,"The goal of this project is to design and implement a visualization module in PySAL, the splot package. This will meet the growing demand for a...", Stefanie Lumnitz ," Mentor  Sergio Rey, Dani Arribas-Bel, Joris Van den Bossche, Levi Wolf ", Organization  Python Software Foundation ,/archive/2018/projects/4800145912758272,https://gist.github.com/slumnitz/a86ef4a5b48b1b5fac41e91cfd05fff2
6, Implement the support for Research Object specification into Nextflow framework ,"The goal of this project is to implement the support for Research Object specification into Nextflow workflow framework, with the aim to improve the...", Edgar Garriga Nogales ," Mentor  Paolo Di Tommaso, Michael R. Crusoe, Stian Soiland-Reyes ", Organization  Open Bioinformatics Foundation ,/archive/2018/projects/4805810840403968,https://github.com/edgano/nextflow/tree/663a933db47a246cae35703892bebd4b03e97b5b/subprojects/nxf-prov
7, Color Constancy Filter ,Various implementations of color constancy filter using machine learning and low-level image statistics., Mina Sami , Mentor  Thilo Borgmann , Organization  FFmpeg ,/archive/2018/projects/4807736529256448,https://trac.ffmpeg.org/wiki/SponsoringPrograms/GSoC/2018/Results#ColorConstancyFilter
8, Simplify usage of VCF validation suite ,vcf-validator is a suite of command-line tools that can validate and fix VCF files. The goal of my project is to overcome the limitations of the..., Sarbjit Singh ," Mentor  Cristina Yenyxe Gonzalez, Jose Miguel Mut Lopez ", Organization  Global Alliance for Genomics and Health ,/archive/2018/projects/4808616125136896,https://gist.github.com/srbcheema1/c4356400549d126bf9274885e8f5b121
9, Embree Integration ,"Embree is a collection of high-performance ray tracing kernels, developed at Intel and being adopted by a range of commercial renderers such as VRay...", Fedor Matantsev , Mentor  François Beaune , Organization  appleseedhq ,/archive/2018/projects/4810871519838208,https://docs.google.com/document/d/1BBKFKzQWjTVDoqYZ9ndKE8jHCdYyCv1IB1r6lNseDLQ/edit?usp=sharing
10, Building a portable open pipeline to detect the hemodynamic response function at rest ,Most of the currently used data is task-based fMRI data i.e. the data acquired when the subject performs an explicit task (such as finger-tapping)...., madhur.tandon ," Mentor  Asier Erramuzpe, Daniele Marinazzo, Nigel Colenbier ", Organization  INCF ,/archive/2018/projects/4811888353345536,https://gist.github.com/madhur-tandon/ab2b44856fe3ed7e1ac7b3963917ffb7
11, Python PenTest Library (PyPen) ,Development of a Python library for penetration testers. The library will include a set of tools for performing the basic tasks for attacking a..., Konstantinos Liosis ," Mentor  Christos Pavlatos, Antonios Andreatos, Panagiotis Karampelas ", Organization  GFOSS - Open Technologies Alliance ,/archive/2018/projects/4812851633979392,https://gist.github.com/stikos/5228db0426a902e8833e7d73d67ec102
12, OCR on Nutritional Facts Table ,Open Food Facts currently have a huge dataset that is not being utilized for anything except for showing the raw data to the users. Despite the..., Sagar Panchal ," Mentor  Vincent Bataille, Alexandru Ginsca, Ayush Chopra, Stéphane Gigandet, Saksham_Gupta, Mandar Deshpande-1, Fernando VILLANUEVA ", Organization  Open Food Facts ,/archive/2018/projects/4816708648828928,https://github.com/openfoodfacts/off-nutrition-table-extractor
