Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Create realistic 3D maps from SLAM algorithms ,"This project (proposal) aims at implementing a complete system for creating realistic 3D maps from SLAM algorithms. In my proposed approach, it's...", Jianxiong Cai , Mentor  Eduardo Perdices , Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2018/projects/5131193670434816,https://jderobot.org/Club-jianxiong
2, Datastories ,Italian Team Digitale is building the first “operating system” of a country. One of the technologies that it has implemented is the Data & Analytics..., Costantino Carugno ," Mentor  Fabiana Lanotte, Gabriele Falasca, Fabio Fumarola ", Organization  Developers Italia ,/archive/2018/projects/5133118755307520,https://github.com/rugantio/GSoC
3, Citation Generator for FreeREG and FreeCEN ,"In family history, records are kept in numerous formats. When we are referring to family history data, we have to show how we got those data. For an...", Sudaraka Jayathilaka ," Mentor  Ben W. Brumfield, Vinodhini Subbu ", Organization  Free UK Genealogy ,/archive/2018/projects/5136048057221120,https://medium.com/@sudarakayasindu/how-i-spent-my-summer-with-gsoc-2018-as-an-intern-of-free-uk-genealogy-245f7871a886
4, ANY23-295  Implement ability to use librdfa ,This project will implement a new RDFa parser for Apache Any23 through a wrapper of the native C/C++ library Librdfa. The implementation aims to..., Julio Caguano , Mentor  Lewis McGibbney , Organization  Apache Software Foundation ,/archive/2018/projects/5137473516601344,https://cwiki.apache.org/confluence/display/ANY23/GSoC+2018
5, Development Environment:  Beginner/New User Experience Features ,"Processing is a programming language and an IDE for digital arts and visualization for the purpose of teaching non-programmers, the fundamentals of...", Jae Hyun , Mentor  Elie Zananiri , Organization  The Processing Foundation ,/archive/2018/projects/5138161583783936,https://medium.com/@jaewhyun/gsoc-18-w-the-processing-foundation-b6e8af4d342c
6, Devirtualization v2 ,In this project I would like to implement proposal “RFC: C++ Devirtualization v2” that I was working on for a quite some time with help from other..., Piotr Padlewski , Mentor  Richard Smith , Organization  LLVM Compiler Infrastructure ,/archive/2018/projects/5138380291571712,https://docs.google.com/document/d/1EndNPLxBQIoibVRzwmxgdJQ3VeDs9RSGJsbiQd3kSrU/edit?usp=sharing
7, Adding more motion planning libraries to MoveIt ,MoveIt was designed to be highly plugin-based and originally supported 3 planning libraries. Today that number has shrunk to 1. There are many good..., Raghavender Sahdev , Mentor  Mark Moll , Organization  Open Source Robotics Foundation ,/archive/2018/projects/5139957215657984,https://docs.google.com/document/d/1QBHUtTediSPVx-f7GK3NkJbH0fkx7_wqdM994isVWZE/edit?usp=sharing
8, Rate-distortion optimization in rav1e ,"The goal of this project is to contribute to the development of the rav1e AV1 video encoder,
through work on rate-distortion optimization (RDO) in...", Raphaël Zumer , Mentor  Nathan Egge , Organization  VideoLAN ,/archive/2018/projects/5140451673767936,https://rzumer.tebako.net/gsoc/
9, PCP Windows Installer ,"The general goal of this project is to provide perfect user experience for users of Performance Co-Pilot on
Windows. Now Windows port of Performance...", Andrii Dehtiariov , Mentor  Nathan Scott , Organization  Performance Co-Pilot ,/archive/2018/projects/5140645081513984,https://telegra.ph/GSoC-2018-Final-report-PCP-Windows-Installer-08-13
10, Star Trek Engine ,"This will be an implementation of the engine used by Star Trek: 25th Anniversary and Star Trek: Judgment Rites, two DOS games made by Interplay in...", Matthew Stewart ," Mentor  Paul Gilbert, Arnaud Boutonné ", Organization  ScummVM ,/archive/2018/projects/5141628830351360,https://drenn1.github.io/gsoc-end/
11, Interactive tool for SISO Linear Control System Design ,GNU Octave is a high-level programming language for scientific and numerical computations which uses the m-script language compatible with MATLAB...., Erivelton Gualter ," Mentor  Douglas Stewart, John Swensen ", Organization  GNU Octave ,/archive/2018/projects/5143121935466496,https://eriveltongualter.github.io/GSoC2018/final.html
