Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Adding Search suggestions for osm.org ,"OSM’s main search engine Nominatim does not support search suggestions. A separate database, which should be derived from the Nominatim database,...", K Rahul Reddy ," Mentor  Sarah Hoffmann, mtmail ", Organization  OpenStreetMap ,/archive/2020/projects/5757600261472256,https://www.openstreetmap.org/user/krahulreddy/diary/394064
2, Simulation of systems biology models in Java: support for new features ,Systems biology studies the mechanisms underlying complex biological processes as integrated systems of many interacting components. Modeling..., Hemil Panchiwala ," Mentor  Shalin Shah, Matthias König, Mykola Zakharchuk, Andreas Dräger ", Organization  National Resource for Network Biology (NRNB) ,/archive/2020/projects/5760152914886656,https://gist.github.com/hemilpanchiwala/b52d7b285028566c35eb085d8a405aa2
3, Awkward Array GPU Kernels ,"The goal of this project is to add a GPU backend to Awkward Array 1.x. With such a backend, the library would have a unique capability of processing...", Anish Biswas ," Mentor  David Lange, Jim Pivarski ", Organization  CERN-HSF ,/archive/2020/projects/5762964205862912,https://indico.cern.ch/event/946427/#4-anish-biswas
4, Development of 3D CNN in TMVA ,This project is about the development of  3D CNN functionality in TMVA. I shall be developing both 3D convolution as well as 3D pooling layers. 3D..., Surya S Dwivedi ," Mentor  Akshay, Lorenzo Moneta ", Organization  CERN-HSF ,/archive/2020/projects/5765608429322240,https://github.com/root-project/root/pull/6263
5, Support for Partial Reconfiguration Regions in SymbiFlow ,SymbiFlow does not currently support partial reconfiguration regions.  Partial reconfiguration regions are crucial to ongoing FPGA research including..., Andrew Butt , Mentor  Tim 'mithro' Ansell , Organization  SymbiFlow ,/archive/2020/projects/5766524633088000,https://andrewb1999gsoc.blogspot.com/2020/08/gsoc-final-code-submission.html
6, Asymptotic complexity testing framework/package ,R package developers currently use ad-hoc tests of asymptotic computational complexity via empirical timings of functions and visual diagnostic..., Anirban Chetia ," Mentor  Toby Hocking, Neeraj Dhanraj Bokde ", Organization  R Project for Statistical Computing ,/archive/2020/projects/5767451238727680,https://anirban166.github.io//GSoC-2020-Summary/
7, Tenjint Orchestration framework ,Tenjint is a framework for VM Introspection developed in Python. The project aims at providing  user with a Web API for the submission of samples to..., Aman Ahuja ," Mentor  Sebastian Vogl, pfohjo ", Organization  The Honeynet Project ,/archive/2020/projects/5769709183565824,https://github.com/amanjiofficial/tenjint-flask
8," Widgets, Miscellaneous Features & Bug fixes ","Work on adding new widgets, miscellaneous features, and bug fixes.", Vinit Singh ," Mentor  Wyatt Hoodes, Rohitt Vashishtha ", Organization  Zulip ,/archive/2020/projects/5770294876176384,https://gist.github.com/vinitS101/4ae30f0425f3bcb579eed547293609af
9, CCD Reduction Package ,"Over the years Julia has become a successful language for science and numerical computing. However, there are no current packages for performing CCD...", Siddharth Lal ," Mentor  Mose Giordano, yashrsharma44, Miles Lucas ", Organization  OpenAstronomy ,/archive/2020/projects/5771063339778048,https://github.com/JuliaAstro/CCDReduction.jl/commits?author=siddharthlal25
10, Linux Kernel Driver Debugging Support ,The goal is to enhance the Linux kernel debugging support on imx8 and imx8m platforms by capturing traces when the DSP panics., Gabriel Iulian Olaru ," Mentor  Abel Vesa, Daniel Baluta ", Organization  The Linux Foundation ,/archive/2020/projects/5771471328116736,https://iulianolaru249.github.io/GSoC2020-Summary/
