Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Awesome Demo Game Project - Batroid ,"Batriod - A Pocket Code Game
Batroid is a 2D side scrolling action/adventure game where the main character Batrix has to fight an evil species to...", Yash Punia ," Mentor  Ash Green, Jordan Smith, Wolfgang Slany ", Organization  Catrobat ,/archive/2020/projects/5690741914861568,https://github.com/Yash-Punia/AwesomeDemoGame-GSoC2020
2, Primero user customization package ,"The goal of this project is to employ modern frontend technologies and use them in developing front end user customizable skins, that allow...", Nidhi Kumari ," Mentor  ian_brasil, Jan Panchalingam, Robert MacTavish ", Organization  Digital Impact Alliance (DIAL) at UN Foundation ,/archive/2020/projects/5691867196293120,https://docs.google.com/document/d/16L0F89ugl1vRbQyR9S-FlePLTTBfh7kmdcP8jL3y1nY/edit?usp=sharing
3, Pre-trained models for Developmental Neuroscience ,Deep neural networks are not yet being used (at scale) on microscopic images for research.  With the right model architecture and training..., Mayukh Deb , Mentor  Bradly Alicea , Organization  INCF ,/archive/2020/projects/5694589333143552,https://github.com/devoworm/GSoC-2020/blob/master/Pre-trained%20Models%20(DevLearning)/README.md
4, Music Blocks JavaScript Export ,"The aim of Music Blocks is to teach beginners how to program, using a snap-together block-based structure. The purpose of this project is to develop...", Anindya Kundu ," Mentor  Sumit Srivastava, Vaibhav Aren, Walter Bender, Jaskirat S. ", Organization  Sugar Labs ,/archive/2020/projects/5694628457611264,https://github.com/meganindya/gsoc-musicblocks-js-export
5," C++ and Python operators for time ranges, and C & Java language bindings ","OpenTimelineIO is an interchange format and API for editorial cut information. OTIO includes opentime, a library for dealing with time. In order to...", Karthik Iyer ," Mentor  Joshua Minor, Nick Porcino ", Organization  Academy Software Foundation (ASWF) ,/archive/2020/projects/5696649407496192,https://karthikriyer.github.io/blog/2020/08/26/gsoc-20-final-report.html
6, Mifos Android SDK ,"Mifos Android SDK is a library focused on providing a simple interface to interact with the Apache Fineract 1.x Platform APIs. Currently, in all the...", Chinmay Kulkarni ," Mentor  Ishan Khanna, Rajan Maurya ", Organization  The Mifos Initiative ,/archive/2020/projects/5697083836727296,https://gist.github.com/Grandolf49/f79537436a467dac0baa9458a38290c5
7, Intelligent Intrusion Detection System ,Developing an Intelligent Intrusion Detection System using AI technologies for detection. It will be be a complete Python based application which..., Ashish Malik ," Mentor  Sri Harsha G, Soham Marik ", Organization  OWASP Foundation ,/archive/2020/projects/5699259774533632,https://ashishmalik.netlify.app/post/gsoc/final_report/
8, TARDIS Code reestructure with factory method ,My proposal consist on rewriting the 1DRadialmodel function to work under the Factory method design  pattern.   This  method decouples  classes  from..., Jordi Eguren Brown ," Mentor  Alice Harpole, Marc Williamson ", Organization  TARDIS-SN ,/archive/2020/projects/5699342318436352,https://jordi5.github.io/gsoc20/
9, Improving personalized models of fMRI recordings including individual region-specific HRF in The Virtual Brain ,The Virtual Brain (TVB) is a neuroinformatics platform for the simulation of the dynamics of large-scale brain networks with biologically realistic..., Amogh Johri , Mentor  Daniele Marinazzo , Organization  INCF ,/archive/2020/projects/5701711261335552,https://gist.github.com/AmoghJohri/b6ed54baf931ce9318219e22ce2986fe
10, Move the gallery code to use ZIP files ,"The objective of the project is to move the existing gallery code to use ZIP files. Currently, the gallery code is cumbersome and custom binary...", Aditya Sahu ," Mentor  Tomaž Vajngerl, Mr M Meeks ", Organization  LibreOffice ,/archive/2020/projects/5703374655193088,https://gist.github.com/aditya-sahu/b36dfe02c4f58b869bde18d47030a04a
