Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Cloud-pool management plugin for OpenCue ,"The lack of ability of VFX and Animation studios, especially boutique studios, to scale their render hosts dynamically is an increasing problem,...", Shiva Sankar Kannan ," Mentor  Brian Cipriano, Gregory Denton ", Organization  Academy Software Foundation (ASWF) ,/archive/2020/projects/4739069805854720,https://www.opencue.io/blog/2020/08/27/google-summer-of-code-20-cloud-plugin/
2, Implement Menu Component and Sidebar ,"As a part of my GSoC proposal, I plan to integrate a Menu component in the existing MIT App Inventor. Menus are a common user interface component...", Sara Singhal ," Mentor  Evan Patton, Evaldas Latoškinas ", Organization  MIT App Inventor ,/archive/2020/projects/4739920645586944,https://github.com/mit-cml/appinventor-sources/pull/2299
3, GraphiQL Plugins ,"I've been using different technologies over the past few years such as PHP (Laravel), Nodejs, VueJS, React, and React Native. Also, I've been using...", Mohammed-osama , Mentor  Rikki Schulte , Organization  GraphQL Foundation ,/archive/2020/projects/4741891028942848,https://github.com/graphql/graphiql/pull/1558
4, Memory Protection ,Most modern processors have a memory management unit (MMU) or memory protection unit (MPU) hardware whose main functions are virtual address..., UTKARSH RAI ," Mentor  Hesham, Sebastian Huber, Peter Dufault, Gedare ", Organization  RTEMS Project ,/archive/2020/projects/4747152900751360,https://gsoc2020memoryprotection.blogspot.com/2020/08/gsoc-final-report.html
5," Building an injectable IoC centric, small and lightweight HTTP server  and making it runnable as a native executable [Jira: OWB-1319] ","CDI (Contexts and Dependency Injection) is an IoC (Inversion of Control) container, that is implemented in Apache OWB (OpenWebBeans). Even though...", Alexander Fischer , Mentor  Thomas Andraschko , Organization  The Apache Software Foundation ,/archive/2020/projects/4751252849688576,https://gist.github.com/a-rekkusu/b98ecd201d25102ca3e118a2fa38fbb4
6, Support Remote Sources in Music ,"The goal of this project is to enable users to discover, play and enjoy music from remote sources with almost zero configuration and user efforts.", Chinmay Gurjar , Mentor  Jean Felder , Organization  GNOME ,/archive/2020/projects/4751438103707648,https://chinmay-gurjar.github.io/posts/final-report/
7, Redesign and refactoring of the share platform ,"Possible examples:

Redesign the user-profile and user-project pages
a cleaner more modern design
improve performance (E.g. caching for...", Daniel Metzner ," Mentor  Bernadette Spieler, HFinch ", Organization  Catrobat ,/archive/2020/projects/4752515570073600,https://dmetzner.github.io/GSoC-2020/
8, Selectively disable Indexing of labels ,"Prometheus is one of the standard-bearing open-source solutions for monitoring and observability. As a Prometheus-as-a-Service platform, Cortex fills...", JayBatra ," Mentor  Bryan Boreham, Ryan Zhang ", Organization  Cloud Native Computing Foundation (CNCF) ,/archive/2020/projects/4753176323948544,https://github.com/jaybatra26/GSOC
9, Linux Kernel Driver for Lattice MachXO2 programming/debugging ,"The aim of this project (task #T729) was to make a Linux Kernel Driver to program and debug the
Lattice MachXO2 FPGAs present in AXIOM Beta. These...", Swaraj Hota , Mentor  Herbert Poetzl , Organization  apertus° Association ,/archive/2020/projects/4759083816583168,https://github.com/Swaraj1998/axiom-beta-rfdev
10, Low Powered Models for Disease Detection and Classification for Radiology Images ,The goal of this project is to develop models and train them on various Radiology images. These models need to be made suitable to be run on low..., Aishwarya Harpale ," Mentor  Priyanshu Sinha, @judywawira ", Organization  LibreHealth ,/archive/2020/projects/4763582627053568,https://gsoc2020withlibrehealth.blogspot.com/2020/08/gsoc-2020-with-librehealth-final-report.html
