Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Agora Android ,Agora Android Application runs smoothly and works fine with all the functionalities. This summer I am planning on enhancing the architecture of the..., Tushar Singh ," Mentor  Abanda Ludovic, Thuvarakan, Mukul Kumar, Bruno Woltzenlogel Paleo ", Organization  AOSSIE ,/archive/2020/projects/5155142313181184,https://gist.github.com/tusharr-98/52090a49c18217f8c97c18f8fc27f3b7
2, Editor Page Redesigns ,"The aim of this project is to redesign the topic, exploration, story and skill editor pages so they are more visually appealing and work better on...", Rishabh Singh Rawat , Mentor  Sean Lip , Organization  Oppia Foundation ,/archive/2020/projects/5156728397627392,https://medium.com/@coolrishabhrawat/google-summer-of-code-20-at-oppia-foundation-944359e027fe
3, Integration of sequence visualization into SynBioHub ,"As a design repository for Synthetic Biology, SynBioHub facilitates the sharing and searching for information, combining data from a variety of...", Linhao Meng ," Mentor  Geoff Baldwin, Christopher Myers ", Organization  National Resource for Network Biology (NRNB) ,/archive/2020/projects/5157652016922624,https://medium.com/@alice.menglh/gsoc-2020-integration-of-sequence-visualization-into-synbiohub-bca7c0ae195
4, Virtual FIDO/U2F security key on Qemu ,U2F is an open authentication standard used worldwide. It enables relying parties exposed to the internet to offer a strong second factor option for..., César Belley , Mentor  Gerd Hoffmann , Organization  QEMU ,/archive/2020/projects/5159818492379136,https://gist.github.com/MattGorko/745099bda01a8abacb9f3d0344e16762
5, USB HID Report Descriptor Parser ,Improve the current HID report descriptor parser and add dissector annotations for HID events., Filipe Laíns , Mentor  Tomasz Moń , Organization  Wireshark ,/archive/2020/projects/5160021932900352,https://ffy00.github.io/posts/01-gsoc-2020/
6, Modifying the apertium stream format and solving the markup reordering problem using wordbound blanks ,Markup handling has been a problem in Apertium for a long time. It was done using superblanks that encapsulate markup information inside them during..., Tanmai Khanna ," Mentor  Flammie, Tino Didriksen ", Organization  Apertium ,/archive/2020/projects/5160743990722560,https://wiki.apertium.org/wiki/User:Khannatanmai/GSoC2020_Final_Report
7, Build Workflow process for CHAOSS D&I Badging Project ,CHAOSS Diversity and Inclusion Badging program aims to encourage projects and events to obtain badges for good diversity and inclusion practices...., bistaastha , Mentor  Matt Snell , Organization  CHAOSS ,/archive/2020/projects/5160792611094528,https://gist.github.com/bistaastha/204157113ac0e65c60e25fc0d5b2c834
8, VisualCircuit Tool ,"JdeRobot toolkit provides several tools, libraries and reusable nodes for Robotics and Computer Vision. This project aims at developing a tool that...", Muhammad Taha Suhail , Mentor  José María Cañas , Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2020/projects/5161282270920704,https://theroboticsclub.github.io/colab-gsoc2020-Muhammad_Taha/
9, Mifos X Web App Angular 7 Rewrite ,"Mifos X Web App is the revamped version of the Mifos X Community App, an effective financial inclusion solution and the default web application built...", Karan Takalkar ," Mentor  abhaychawla, Jivjyot Singh ", Organization  The Mifos Initiative ,/archive/2020/projects/5162133110652928,https://gist.github.com/karantakalkar/7a4acb83f31ebfe4f3b827c86c67eec0
10, OpenWISP Notifications Module ,OpenWISP Notification Module will provide a means of generating and transmitting notifications in OpenWISP modules. The module will play a..., Gagan Deep (pandafy) ," Mentor  Vivek Chand, Federico Capoano, Valere ", Organization  OpenWISP ,/archive/2020/projects/5162209044332544,https://medium.com/@pandafy/openwisp-notifications-6c11ae577994
11, Debugging and Reverse Debugging Improvements ,This project aims to improve radare2 debugger with program tracing and support remote debugging on more platforms. A program trace contains all..., Zi Fan Tan ," Mentor  yossizap, Florian Märkl ", Organization  Radare ,/archive/2020/projects/5162980091625472,https://abcsup.github.io/2020/08/31/google-summer-of-code-2020-with-radare/
12, Adding multiple datasets to several activities ,"GCompris offers many activities related to reading, maths, science and since its free software, everyone can adapt it to one’s own needs, improve it...", deepak2431 ," Mentor  Aman Gupta, Emmanuel Charruau, Johnny Jazeix ", Organization  KDE Community ,/archive/2020/projects/5164103494008832,https://community.kde.org/GSoC/2020/StatusReports/DeepakKumar
13, Commerce Fraud ,"This project will aim to port Commerce fraud module to Drupal 8/9 with candidate level release.
This would include updating the current module with...", Vishal Chaudhary , Mentor  Shawn McCabe , Organization  Drupal ,/archive/2020/projects/5167440717152256,https://www.drupal.org/project/commerce_fraud
14, https://docs.google.com/document/d/1EF4UoXfvDQ4owTjJpfO4W3gfrYHBsFESPVGzBffV8S0/edit?usp=sharing ,The objective of this project would be to write Vulkan Apps that demonstrate some part/combination of the Vulkan API that is not already covered by..., Nipun Garg ," Mentor  Hugues Evrard, Paul Thomson ", Organization  Android Graphics Tools Team ,/archive/2020/projects/5171977712566272,https://github.com/nipunG314/graphicsfuzz/blob/master/docs/summer-of-code-ideas/summer-of-code-reports/gsoc-2020-nipungarg.md
15, Image captioning and Object detection add-ons for NVDA ,"The internet today is rich in image-content, from entire websites like Instagram and Pinterest dedicated to curating and displaying images, to...", Shubham Dilip Jain ," Mentor  Michael Curran, Reef Turner ", Organization  NV Access ,/archive/2020/projects/5172016837033984,https://gist.github.com/ShubhamJain7/7986b9056376c9a70e744e0ab3100b85
16, Improve the framework to transfer files over the LAN ,The transfer method in transfer.py is responsible for copying data from one host to another. This is a highly used function in DB management...., Ajumal P A ," Mentor  Manuel Arostegui, Jaime Crespo ", Organization  Wikimedia Foundation ,/archive/2020/projects/5172312652906496,https://medium.com/@ajupazhamayil/gsoc-2020-final-report-wikimedia-transferpy-improvements-2f4fce77004a
17, A better IPython and Jupyter Notebook Integration for FreeCAD ,"Currently, FreeCAD's IPython and Jupyter Notebook integration can only provide visualization by running the entire FreeCAD GUI alongside the...", Marcus Ding ," Mentor  Yorik van Havre, Kurt Kremitzki ", Organization  BRL-CAD ,/archive/2020/projects/5172821841412096,https://github.com/kryptokommunist/Jupyter_FreeCAD
18, Integrating RRPlugins with libRoadRunner ,LibRoadrunner is a high-performance SBML based simulator that uses LLVM to generate very efficient runtime code. This enables LibRoadrunner to..., Debashish Roy ," Mentor  Kiri Choi, Herbert Sauro ", Organization  National Resource for Network Biology (NRNB) ,/archive/2020/projects/5173465314754560,https://gist.github.com/debashish05/e1ec288a81d77e0fe61cbf336d147109
19, In-Band Real Time Texting ,This project aims to implement Real-Time Texting in Dino so as to increase the interactiveness of traditional texting by previewing message to the..., wolfie_anmol ," Mentor  Marvin W, fiaxh ", Organization  XMPP Standards Foundation ,/archive/2020/projects/5173650568773632,https://github.com/dino/dino/pull/895
