Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Map Application ,This project is about the development of interactive maps in XWiki. Creation of an application within XWiki that will allow users to generate..., Fawad Ali ," Mentor  Stéphane Laurière, Ecaterina Moraru ", Organization  XWiki ,/archive/2019/projects/6419557139349504,https://gist.github.com/9inpachi/b02fd831de7d79a7f3823634019470c4
2, Recursive tree view for gem dependencies ,This project would add a feature on the rubygems.org website to give an option on each gem web page to show a tree/DAG of all transitive dependencies..., Nakul Warrier ," Mentor  Qiu Chaofan, Aditya Prakash ", Organization  Ruby ,/archive/2019/projects/6420844287361024,https://nakul9597.github.io/My-Blog/gsoc/final_report
3, Optimisation of the Ganga toolkit in terms of memory consumption and persistent storage. ,GANGA (Gaudi/Athena and Grid Alliance) is an interface used by scientists to interface with huge amount of computing power and storage available to..., Ishan Rai ," Mentor  Alexander Richards, Mark Smith, Ulrik Egede ", Organization  CERN-HSF ,/archive/2019/projects/6423086646165504,https://ishanrai05.github.io/blog/2019-08-22-gsoc/
4, Improving the Aesthetics and Functionality of Zulip’s Terminal Client. ,Zulip-terminal (ZT) is a light and fast terminal client for Zulip. It targets a niche audience of programmers who primarily use a terminal based..., Sumanth V Rao , Mentor  Neil Pilgrim (neiljp) , Organization  Zulip Open Source Project ,/archive/2019/projects/6423498090610688,https://gist.github.com/sumanthvrao/696c0ea86e7c1abf58394db626803008
5, Enhancement to Amahi iOS Project ,"Amahi is basically a cloud-based server. The features that Amahi iOS currently includes are browsing files on Amahi servers (HDAs), storing them for...", Abhishek Sansanwal ," Mentor  Chirag Maheshwari, cpg ", Organization  Amahi ,/archive/2019/projects/6424463250292736,https://drive.google.com/file/d/1JsBzASfeXD4BD-A08awsh7cGYMsx0kXs/view?usp=sharing
6, Bevel Custom Profiles ,"The bevel modifier is extremely powerful, but there is constantly a list of requested improvements that could expand its use case and speed up the...", Hans Goudey ," Mentor  howardt, Rohan Rathi ", Organization  Blender Foundation ,/archive/2019/projects/6426308341399552,https://wiki.blender.org/wiki/User:HooglyBoogly/GSoC2019/Final_Report
7, Generic Framework to turn legacy drivers consisting of CUPS filters and PPDs into Printer Applications ,"In classic CUPS-based printing environment, the PPD files and print filters have to be put into standardized directories of the CUPS installation....", Dheeraj , Mentor  Till Kamppeter , Organization  The Linux Foundation ,/archive/2019/projects/6426363857207296,https://gist.github.com/dheeraj135/852733a6944d2f7ede670fe9d3d0ac6a
8, IREGNET on CRAN ,"Iregnet is the first R package to support general interval output data (no censoring as well as left, right and interval censored data) and elastic...", Aditya Samantaray ," Mentor  Toby Hocking, Anuj Khare ", Organization  R project for statistical computing ,/archive/2019/projects/6426603217747968,https://theadityasam.github.io/GSOC2019/
9, Neural Network Package Validation 2 ,The purpose of this project is to verify the convergence of the training algorithms provided in 69 Neural Network R packages available on CRAN to..., Salsabila Mahdi ," Mentor  Christophe Dutang, John Nash, Patrice Kiener ", Organization  R project for statistical computing ,/archive/2019/projects/6434601185050624,https://gist.github.com/ApaBila/7b8c7134cee1281473ffb6dd08c0d2f6
10, Add Cross-DB JSONField ,"Django currently has limited support for JSONField. The support is provided in contrib.postgres.fields module, meaning it can only be used for...", Sage Muhammad Abdullah ," Mentor  Adam Johnson, Mariusz Felisiak, Raphael Michel, Carlton Gibson ", Organization  Django Software Foundation ,/archive/2019/projects/6436908320686080,https://github.com/django/django/pull/11452
