Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Addition Of Baseline Models To Model Zoo ,Model zoo is a great compilation of deep learning and reinforcement learning algorithms. Currently state of the art baselines in terms of..., SHREYAS KOWSHIK ," Mentor  Elliot Saba, Deepak Suresh, Dhairya Gandhi ", Organization  The Julia Language ,/archive/2019/projects/4542356773142528,https://shreyas-kowshik.github.io/blog/2019/08/18/summary.html
2, Prosody Plugin Installer ,"A tool to manage Prosody's community modules. It allows to install, remove, update and list plugins. A mercurial repository is developed in order to...", João Duarte , Mentor  Matthew Wild , Organization  XMPP Standards Foundation (XSF) ,/archive/2019/projects/4544465266540544,https://gsoc-prosody-2019.blogspot.com/2019/08/final-gsoc-report-prosody-plugin.html
3, Improving the ns-3 AppStore and linking with bake ,"The project aims to extend the functionalities of the existing AppStore and primarily linking it with the bake build system, so as to support more...", Mishal Shah ," Mentor  Ankit Deepak, Abhijith ", Organization  The ns-3 Network Simulator Project ,/archive/2019/projects/4544832284917760,https://mishal23.github.io/gsoc19-report/
4, Upgrade UMLGraphs with Java's new doclet API ,Java and UML (Unified Modeling Language) are very strongly connected. As for the Java programming itself there are countless software and editors..., EVANGELOS KARATARAKIS ," Mentor  Diomidis Spinellis, ΑΝΑΣΤΑΣΙΑ ΔΕΛΙΓΚΑ ", Organization  Open Technologies Aliance - GFOSS ,/archive/2019/projects/4545956492607488,https://gist.github.com/ekaratarakis/326add7b585831a5aafc95508946a1a6
5, co-oCCur: High speed subtitle synchronization tool ,"For an ideal subtitle file, the subtitles are perfectly aligned with the base audiovisual content. In other words, the audio and the corresponding...", Suyash Bajpai , Mentor  Carlos Fernandez Sanz , Organization  CCExtractor Development ,/archive/2019/projects/4546836088487936,https://sypai.github.io/GSoC-Final-work-submissions/
6, Interactive Music for Godot Engine ,"The aim of this project is to add an interactive music feature to Godot, with similar functionalities to Wwise. Wwise itself cannot be used however,...", Daniel Matarov , Mentor  Juan Linietsky , Organization  Godot Engine ,/archive/2019/projects/4547700517765120,https://github.com/DanielMatarov/Google-Summer-of-Code-2019-Submission/blob/master/GSOC%20final%20progress%20report.md
7, Searching and Grouping Sketches ,Provide more convenience for organizing and retrieving sketches within an individual account through a search bar and a collections tab., Rachel Lim , Mentor  Cassie Tarakajian , Organization  The Processing Foundation ,/archive/2019/projects/4551176303935488,https://github.com/raclim/p5.js/blob/rachellim/developer_docs/project_wrapups/rachellim_gsoc_2019.md
8, Empower Apache Nemo I/O with new hardware and off-heap memory ,"This project aims to optimize Apache Nemo I/O with two main approaches:

Providing I/O using high-performance networking and storage hardware such as...", Haeyoon Cho ," Mentor  Gyewon Lee, Jangho Seo ", Organization  The Apache Software Foundation ,/archive/2019/projects/4554188468518912,https://github.com/hy00nc/GSoC2019/blob/master/FinalReport.md
9, Community App Using Go Social Framework -  Animal Rescue App ,A common sight on today’s streets is the number of abandoned animals languishing on the streets suffering with injuries and disease and live without..., Wathsara Daluwatta ," Mentor  Kavinda Jayakody, Dinith Minura, Lahiru Lanka Rathnayaka, Asith Wijenayake, Pramoda Wanniarachchi ", Organization  SCoRe Lab (Sustainable Computing Research Lab) ,/archive/2019/projects/4555534538113024,https://github.com/scorelab/GSoC/blob/master/GSoC-2019/Wathsara-Daluwatta-Go-Social.md
10, Polari - Preview Links ,"The proposed project is the implementation of Preview Links within the Polari IRC.
People often share links during conversation and a number of times...", Stefanos Dimos , Mentor  Florian Müllner , Organization  GNOME ,/archive/2019/projects/4556072566652928,https://daronion.home.blog/2019/08/26/gsoc-preview-links-project-finished/
11, Proposal for the Implementation of an HDF5 IO Layer for PODIO ,PODIO is a C++ library that allows the creation of event data models and efficient I/O code for HEP experiments. It does so by avoiding deep-object..., Shrey Aryan ," Mentor  Benedikt Hegner, Graeme Stewart, Frank Gaede ", Organization  CERN-HSF ,/archive/2019/projects/4558314925457408,https://github.com/AIDASoft/podio/blob/hdf5_writer/doc/HDF5.md
12, Deep Learning in Spiking Neural Networks using GeNN ,"Building a library that enables conversion of Tensorflow deep neural network models to corresponding Spiking Neural Network architectures, with...", Ajay Subramanian ," Mentor  Thomas Nowotny, James Knight ", Organization  INCF ,/archive/2019/projects/4559691529584640,https://ajaysub110.github.io/files/gsoc-report.html
13, PSLab Android ,I will be working on enhancing many functionalities of the current PSLab Android Application. Will also be working on adding functionality to connect..., Neel Trivedi ," Mentor  Lorenz Gerber, Marco A. Gutiérrez, Abhinav Raj, Avjeet Singh, Mario Behling, Kok Wai Gie, Chung Wei Tat, Madhushanka Padmal ", Organization  FOSSASIA ,/archive/2019/projects/4561592136499200,https://gist.github.com/neel1998/56a0c4420189dd4b3bc8fe626d5afe85
14, Nigeria TeleMedicine App ,OpenMRS has come a long way in improving healthcare facilities worldwide through Open Source Software. Earlier these software were only web based but..., Rohan Sharma ," Mentor  Isaac Sears, levine ", Organization  OpenMRS ,/archive/2019/projects/4572136599977984,https://medium.com/@rohansharma_49961/gsoc-2019-nigeria-telemedicine-app-final-evaluation-5a2029981a2c
15, Facial Landmark Detector ,"Facial feature detection and tracking is a high value area of computer vision since humans are interested in what humans are paying attention to,...", Saiteja Talluri , Mentor  Satya Mallick , Organization  OpenCV ,/archive/2019/projects/4578382908489728,https://gist.github.com/saiteja-talluri/1d0e4fc4c75774b936b99c7c52b65fe6
16, LibreCAD 3 OpenGL Rendering ,"LibreCAD is a free Open Source CAD application for Windows, Apple and Linux. It allows industrial designers and graphics enthusiast to create CAD...", Kartik Kumar ," Mentor  Florian (Feragon), Armin (LordOfBikes) ", Organization  BRL-CAD ,/archive/2019/projects/4578575024390144,https://blog.librecad.org/tag/google-summer-of-code-gsoc-2019/
17, Android Support Annotations ,"Currently, Android uses its own annotations that are similar to some in the Checker Framework. Examples include the @NonNull, @IntRange, @IntDef, and...", Ayush Agarwal ," Mentor  Colin S. Gordon, Werner Dietl ", Organization  Checker Framework ,/archive/2019/projects/4582020460576768,https://medium.com/@aagarwal1012/gsoc19-checker-framework-2d9b800a5f83
18, English-Lingala language pair ,An ‘English-Lingala’ language pair using Apertium rule-based machine translation system., Eden-Grace Muamba ," Mentor  Mikel L. Forcada, Anastasia Kuznetsova, Jonathan W ", Organization  Apertium ,/archive/2019/projects/4582884889853952,http://wiki.apertium.org/wiki/User:Eden/GSoC2019Report
19, Origin Essentialism (Computational Metaphysics) ,"I plan to formalise different version of Salmon's arguments for origin essentialism.
For each version, I will be finding out the problem it faces and...", Divyanshu Sharma ," Mentor  Ben Blumson, Bruno Woltzenlogel Paleo, Thuvarakan ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2019/projects/4584591686369280,https://github.com/hotessy/origin_essen_public
20, Review tests and other improvements to the questions framework ,"This project aims to add review tests and improve the current question framework. After this project, review tests will be shown after going through...", Shiqi Wu , Mentor  Vinita Murthi , Organization  Oppia Foundation ,/archive/2019/projects/4584640390627328,https://medium.com/@wushiqi1998/google-summer-of-code-2019-with-oppia-bf585e142a65?source=friends_link&sk=a307b286d0c7616d33d255ed49a98830
21, ChainKeeper - Optimized Bitcoin blockchain parser for memory constrained devices ,"Bitcoin blockchain is a huge data structure with 180+GB in size. Due to this huge size,​ available Bitcoin parsers take several hours to parse the...", Hansika Perera ," Mentor  Anupa Shyamlal, Tharindu Ranathunga, Sajitha Liyanage, Tash Maverick ", Organization  SCoRe Lab (Sustainable Computing Research Lab) ,/archive/2019/projects/4584811585339392,https://github.com/scorelab/GSoC/blob/master/GSoC-2019/Hansika-Perera-ChainKeeper.md
22, OpenWrt Firmware Wizard ,"The Project has 3 sub-parts which are described as:

Initial Firmware Retrieval:    People who want to update their device, often do not know what...", Sudhanshu Gautam ," Mentor  Paul Spooren, Moritz Warning ", Organization  freifunk ,/archive/2019/projects/4588038850609152,https://blog.freifunk.net/2019/08/26/gsoc-2019-openwrt-firmware-wizard-final-update/
23, Perl 6 - Documentation Tooling Revamp: p6doc ,Improving the p6doc command line tool., Joel Dale Schüller ," Mentor  Richard Hainsworth, Tom (tbrowder), Patrick Spek (tyil), Juan J. Merelo ", Organization  The Perl Foundation ,/archive/2019/projects/4588302538113024,https://gist.githubusercontent.com/noisegul/3675280a6d9f93cfcbef13e764d79b72/raw/3b0b8f13a9a31b70dbae6e6fceed828e1b180eb9/gsoc2019-report.txt
24, Adding Features to Subcircuits ,"The CircuitVerse site provides simulation for digital design circuits on the web. For large-scale projects, users need to use some circuits inside of...", Abdalla mohamed Abounar ," Mentor  Satvik Ramaprasad, Fabio Pintos ", Organization  CircuitVerse.org ,/archive/2019/projects/4589246894047232,https://github.com/CircuitVerse/CircuitVerse/wiki/Abdullah-Mohamed-Report
25, Rewriting Godot's lightmapper ,My goal is to rewrite the current lightmapper used in Godot in order to add some quality improvements and eventually allow it to use the GPU to speed..., jfons ," Mentor  Juan Linietsky, Bastiaan Olij ", Organization  Godot Engine ,/archive/2019/projects/4591256938741760,https://github.com/JFonS/gsoc2019
26, State-of-the-art geometric random walks in R ,Sampling algorithms and volume computation of convex polytopes are very useful in many scientific fields and applications. The package volesti is a..., Apostolos Chalkis ," Mentor  Zaf, Vissarion Fisikopoulos, Elias Tsigaridas ", Organization  R project for statistical computing ,/archive/2019/projects/4593910741991424,https://tolischal.github.io/FinalEvalGSOC19/
27, LibreOffice for Android(Online) ,"This project aims at improving the LibreOffice's Online implementation over Android by adding new features to the document viewer, fixing the most...", Kaishu Sahu ," Mentor  Tomaž Vajngerl, Jan Holešovský ", Organization  LibreOffice ,/archive/2019/projects/4594875901673472,https://gist.github.com/Kaishu-Sahu/aa4fa27dd181b8751952ad8f99370c4a
28, DroneSym - Drone Fleet Controlling System ,"DroneSym is a web-based platform which focuses on controlling drone fleets realtime.
Users will have the functionality to add new drones, configure...", Dilina Dehigama ," Mentor  Tharindu Ranathunga, Raveen Perera, Oshan Ivantha ", Organization  SCoRe Lab (Sustainable Computing Research Lab) ,/archive/2019/projects/4596776508588032,https://github.com/scorelab/GSoC/blob/master/GSoC-2019/Dilina-Dehigama-DroneSym.md
29, Group Theory ,"The project aims at adding additional functionalities to Group Theory section of combinatorics module.
Creating capability to do computation with...", Divyanshu Thakur , Mentor  Kalevi Suominen , Organization  SymPy ,/archive/2019/projects/4597015869128704,https://github.com/sympy/sympy/wiki/GSoC-2019-Report-Divyanshu-Thakur:-Group-Theory
30, Output Reporter ,"At the moment it’s difficult to customise webpack’s output and it requires a deep knowledge of the internal workings of webpack and webpack-cli. 
The...", Devid Farinelli ," Mentor  Dhruvdutt Jadhav, Steven Hargrove, Even Stensberg ", Organization  webpack ,/archive/2019/projects/4597762119696384,https://medium.com/webpack/summer-2019-with-webpack-5cd3ddbc9a05
31, Complete Porting of Icon API to Drupal 8 ,"Introduction
This project is about porting the Icon API module from Drupal 7 to Drupal 8.
About Icon API
The “Icon API” module provides the...", Mohd Malik Naik , Mentor  musk_1107 , Organization  Drupal ,/archive/2019/projects/4598684933685248,https://www.drupal.org/node/3075891
32, CuPy automatic fallback to NumPy ,"NumPy is the fundamental and most widely used library in Python for scientific computation. But it is executed over CPU only. So, we have CuPy with...", Piyush Raikwar ," Mentor  Crissman Loomis, Akifumi Imanishi ", Organization  NumFOCUS ,/archive/2019/projects/4602167011311616,https://piyush-555.github.io/final-report/
33, viNLaP: An interactive visualizer for polarized data sources ,"viNLaP is an interactive and data-driven web dashboard with three modules, each one based on one of these three main analysis: Spatial, Temporal and...", Fabricio I Layedra ," Mentor  Guy De Pauw, Tom De Smedt "," Organization  CLiPS, University of Antwerp ",/archive/2019/projects/4605013836431360,https://fabriciolayedra.github.io/vinlap/
34, cpVis: Interactive visualization for change point exploration and labeling ,"A changepoint is typically defined as a point in time where the distribution of a data-stream changes in a distinct manner, for example, typically...", Oliver Ford ," Mentor  Alexander Gibberd, Benjamin Bach ", Organization  R project for statistical computing ,/archive/2019/projects/4605877863055360,https://github.com/OllieFord/ChangepointVis
35, Extending Prombench and adding rule formatting for Prometheus ,"Prombench the benchmarking tool for Prometheus will be extended to support even more tests, newer components, metrics which will help both developers...", Hrishikesh Barman , Mentor  Krasi Georgiev , Organization  Cloud Native Computing Foundation (CNCF) ,/archive/2019/projects/4610665543630848,https://geekodour.xyz/post/gsoc19/
36, Lua graphing library ,To create a graphical library possibly using IUP extensible by Lua to allow easy creation of software like a schematic editor/flowchart creator/mind..., Deepak Singh Rathore , Mentor  Milind Gupta , Organization  LuaRocks ,/archive/2019/projects/4613493980921856,https://github.com/Deepak123bharat/lua-gl/wiki/GSoC-2019-work-Product-Submission
37, Perception - Early Image Processing Operations ,An overview and web demonstrations of the steps involved in Canny edge detection., jasmaa , Mentor  goto , Organization  aimacode ,/archive/2019/projects/4616837277417472,https://github.com/aimacode/aima-javascript/wiki/Reflection-on-GSoC-2019
38, Continued development on LANPR engine for Blender ,LANPR is a fast and accurate 3D NPR feature line rendering engine developed for Blender 2.8 NPR branch. This project is aimed to complete the..., Yiming Wu ," Mentor  Sebastian Parborg, Clément FOUCAULT ", Organization  Blender Foundation ,/archive/2019/projects/4618006666149888,https://wiki.blender.org/wiki/User:Yiming/GSoC2019/Summary
39, Polishing KIOFuse ,"KIOSlaves are a powerful feature within the KIO framework, allowing KIO-aware applications such as Dolphin to interact with services out of the local...", Feverfew ," Mentor  Fabian Vogt, Chinmoy ", Organization  KDE Community ,/archive/2019/projects/4621805883490304,https://community.kde.org/GSoC/2019/StatusReports/Feverfew
40, Increase archive coverage ,"Increase archive coverage
As Software Heritage works on archiving and sharing source code, one of the major tasks is to ingest the latest source code...", Archit Agrawal ," Mentor  Nicolas Dandrimont, ardumont ", Organization  Software Heritage ,/archive/2019/projects/4626943201247232,https://wiki.softwareheritage.org/wiki/Google_Summer_of_Code_2019/Increase_archive_coverage
41, Differentiable Ray Tracer in Julia ,"Differentiable Programming is a programming paradigm in which we can differentiate through
the program itself. It allows us to exploit the knowledge...", Avik Pal ," Mentor  Mike Innes, Dhairya Gandhi ", Organization  The Julia Language ,/archive/2019/projects/4637645454442496,https://avik-pal.github.io/blog/learning_to_drive.html
42, Development of a Tool for Extracting Quantitative Text Profiles ,"Text analysis is a fascinating field that attracts people from many scientific fields. As of today, text analysis is executed through powerful...", Panagiotis Papantonakis ," Mentor  Fotis Fitsilis, Sotiris Leventis, GEORGIOS MIKROS ", Organization  Open Technologies Aliance - GFOSS ,/archive/2019/projects/4642505344155648,https://gist.github.com/PanagiotisP/568c028e3ca53431aa852afe4cc7b2e9
43, BAM to ADAM converter on Sambamba’s base ,This project is aimed to build an efficient BAM format to ADAM format converter utilizing Sambamba library base., Nick Rozinsky , Mentor  Pjotr Prins , Organization  Open Bioinformatics Foundation ,/archive/2019/projects/4644761342836736,https://gist.github.com/NickRoz1/a4ce8fff0b6904bb97f701c2d852a63e
44, Hone Zulip's Development Productivity Tooling ,"The project consists of multiple pieces that incrementally add to the strength of the development and testing infrastructure.

Address High priority...", Wyatt Hoodes , Mentor  Aditya Bansal , Organization  Zulip Open Source Project ,/archive/2019/projects/4645463100227584,https://whoodes.github.io/project-gsoc-zulip/
45, REST API for Submitty ,"The project aims to establish a REST API for Submitty. The API provides an alternative way of interacting with Submitty, which helps system...", Xiao Han ," Mentor  Matthew Peveler, Barbara M Cutler, Shail, Kevin Mackenzie, Buster Holzbauer, Preston Carman ", Organization  Submitty ,/archive/2019/projects/4645685633220608,https://submitty.org/developer/google_summer_of_code/2019_XiaoHan
46, Second Order Structure in the Changepoint Package ,Detecting changes in statistical properties of a time series is important in a large number of fields. A large amount of research has taken place..., AndrewC1998 ," Mentor  Jamie-Leigh, Rebecca Killick, Toby Hocking ", Organization  R project for statistical computing ,/archive/2019/projects/4647488932282368,https://github.com/AndrewC1998/GSoC
47, Scorecard for Credit Risk Assessment ,"Develop Interfaces for Credit Risk Assessment Scorecard. Develop UI interfaces, API layer and DB for setting up Features, their relation and criteria...", Supreeth S Karan , Mentor  Lalit Mohan , Organization  The Mifos Initiative ,/archive/2019/projects/4647500659556352,https://gist.github.com/SupreethSudhakaranMenon/a20251271adb341f949dbfeb035191f7
48, Improving Firefox Source Docs Infrastructure ,Improve the infrastructure underpinning Firefox's in-tree documentation., championshuttler , Mentor  ahal , Organization  Mozilla ,/archive/2019/projects/4648013773930496,http://bit.ly/GSoC19FF
49, Python Components for the SIMPLE Grid Framework ,The SIMPLE Grid project is an extension of the SIMPLE Framework that combines popular configuration management technologies such as Puppet/Ansible..., Sneha Sinha ," Mentor  Mayank Sharma, Maarten Litmaath ", Organization  CERN-HSF ,/archive/2019/projects/4648849883267072,https://wlcg-lightweight-sites.github.io/gsoc_2019_python_components.html
50, Agora-web Proposal GSOC 2019 ,"Agora is a library of data structures and algorithms for counting votes in elections. Agora-web, is a website to conduct online elections.The project...", Chirag Singhal ," Mentor  Abanda Ludovic, Bruno Woltzenlogel Paleo, Thuvarakan ", Organization  AOSSIE - Australian Open Source Software Innovation and Education ,/archive/2019/projects/4648943768567808,https://gist.github.com/chirag-singhal/9dfbedaa944b567900eced0c17f62d48
