Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Restoration 100 ,"Health is one of the fundamental logic for any game. The proposal is to make the Health component, which takes care of the health of the player and...", E. Aakash ," Mentor  Cervator, jellysnake, Michael Pollind, Arpan Banerjee, Iaronaraujo ", Organization  The Terasology Foundation ,/archive/2019/projects/5315743967608832,https://e-aakash.github.io/2019/08/23/gsoc-wrap.html
2, Creating plots based on DAF data ,"This project involves the creation and refinement of a tool to create plots, using the Data & Analytics Framework APIs or graphql based on DAF data....", Alessandro Vannoni ," Mentor  Alessio Cimarelli, Alessandro Ercolani ", Organization  Developers Italia ,/archive/2019/projects/5318876324167680,https://medium.com/@alessandro.vannoni/my-gsoc-2019-with-developers-italia-50568a8fe2f5
3, New Build System for InSilico ,"InSilico is an extensible editor which can be used for manipulating and analyzing many different file types, SBML files in particular. The current...", Nikhil Ghodke ," Mentor  Roman, Andreas Dräger ", Organization  National Resource for Network Biology (NRNB) ,/archive/2019/projects/5319454819352576,https://github.com/niikhilghodke/Insilico-BuildSystem
4, Query.jl to SQL translation ,"I want to write code to translate the syntax supported by Query.jl into SQL. Then, the queries can be sent to a variety of database softwares. I can...", Brandon Taylor , Mentor  David Anthoff , Organization  The Julia Language ,/archive/2019/projects/5320955239333888,https://github.com/queryverse/QuerySQLite.jl
5, Deep learning model for sepsis prediction using high-frequency data ,Sepsis is a potentially life-threatening condition caused by the body's response to an infection. The body normally releases chemicals into the..., Ronet Swaminathan ," Mentor  Anahita Khojandi, Akram Mohammed, Franco, Rishi Kamaleswaran ", Organization  CBMI@UTHSC ,/archive/2019/projects/5325493325266944,https://github.com/cbmi-uthsc/sepsisPrediction
6, Compute a shortest non-contractible cycle on a surface ,A new package about the computation of some topological invariants on surfaces is under development in CGAL. The goal of this project is to add a new..., Thien Hoang , Mentor  Guillaume Damiand , Organization  CGAL project ,/archive/2019/projects/5328842544119808,https://github.com/CGAL/cgal/issues/4188
7, Project for developing automated tests and other new features for nftables ,"This project will be focused towards developing the missing features in nftables which are present in iptables. Features such as ""-m time support"" to...", Shekhar Sharma , Mentor  Arturo Borrero González , Organization  Netfilter project ,/archive/2019/projects/5329767488815104,https://gist.github.com/shekhar-sharma/c847462847d4535cea6f90e612f42f1b
8, Improve Kiwix-Android User Experience & Features ,"New Features:

Local sharing of ZIMs using WiFi: Enable users to share ZIM files locally using WiFi, allowing users to easily share ZIM files with...", Aditya Sood ," Mentor  Siddharth Sharma, Abdul Wadood, Isaac Hutt (mhutti1) ", Organization  Kiwix ,/archive/2019/projects/5331090825281536,https://medium.com/@aditya.sood/gsoc-2019-work-product-document-cefe9d0b439c
9, TensorFlow.js with WebWorker ,The TensorFlow.js will be highly computational consuming while we are doing prediction or classification. And if such a computation happens at the UI..., Wenhe Li , Mentor  Paige Bailey , Organization  TensorFlow ,/archive/2019/projects/5335825221419008,https://blog.steins.live/gsoc-2019-in-tensorflow-js/
10, Feature Recognition in works of Art and Iconographic Artwork Captioning ,In this project I propose to include a tool to the Red Hen Lab's Art pipeline based on Gradient Activated Class Maps which can be used for..., Swagato Chatterjee ," Mentor  Leonardo Impett, Sumit Vohra, Peter Bell ", Organization  Red Hen Lab ,/archive/2019/projects/5339343185510400,https://github.com/swagato-c/gsoc2019
