Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, NDN Redefining MailSync ,MailSync is a beautiful proof of work for the NDN project with the potential to make NDN's value understood through the popularization of this app...., Avakash Bhat , Mentor  Ju , Organization  Named Data Networking Project ,/archive/2019/projects/4832651280646144,https://docs.google.com/document/d/1xs6VeQJLevliCIZH8wM3WNuqVks5WPER4FGitBFZnGk/edit#heading=h.r1vs07blxev3
2, Implement NodeCloud CLI ,"nodecloud-cli is an unified command line interface for open cloud based on nodecloud. nodecloud-cli supports cloud providers like AWS, Azure, GCP and...", Tharaka Romesh ," Mentor  Rumesh Hapuarachchi, Rajika Imal, Pratik Dhanave ", Organization  SCoRe Lab (Sustainable Computing Research Lab) ,/archive/2019/projects/4835663445229568,https://github.com/cloudlibz/nodecloud-cli
3, Active Learning for Guided Analytics ,The goal of this project is to implement an interactive JavaScript view to enable “Active Learning” within KNIME Analytics Platform. While KNIME..., jguertl ," Mentor  Dietzc, Christian Albrecht ", Organization  KNIME ,/archive/2019/projects/6478531117187072,https://gist.github.com/jguertl/92bf7c360d25ceaee74d70e3c0b9f22f
4, MiCM Project Match ,The main objective of McGill initiative in Computational Medicine (MiCM) is to deliver inter-disciplinary research programs and empower the use of..., Pranav Tharoor ," Mentor  romgrk, MiCM Mentor ", Organization  Canadian Center for Computational Genomics ,/archive/2019/projects/6479427641278464,https://github.com/pranavtharoor/micm-project-match
5, Tool to Generate Bounding Nodes for Buildings and Quality Assurance ,I have been using JOSM to add cartographic data about my university. My university has a lot of buildings with complex shapes that can be difficult..., Vishal R , Mentor  Michael Zangl , Organization  OpenStreetMap ,/archive/2019/projects/6480296566849536,https://wiki.openstreetmap.org/wiki/JOSM/Plugins/AutoBound
6, Support Kafka metrics in Linkerd ,"In this proposal, we aim to implement the detection and analysis of the Kafka traffic in Linkerd so that users can watch their Kafka service in a...", Rui (Ray) Guo ," Mentor  Thomas Rampelberg, Eliza Weisman ", Organization  Linkerd ,/archive/2019/projects/6482651198783488,https://github.com/ruig2/KafkaRustCodec/blob/master/gsoc.md
7, Improve hydrus ,hydrus(Hydra universal server) is a python based tool to create hypermedia-driven REST-APIs. It uses Hydra(W3C draft) standard for creation and..., Vishal Desai ," Mentor  Chris Andrew, xadahiya, Lorenzo (tuned) ", Organization  Hydra Ecosystem ,/archive/2019/projects/6483379011190784,https://medium.com/@vddesai1998/hydraecosystem-gsoc-2019-summary-204ceb678f65
8, 3D Traffic Sign Rendering in OSM2World ,"OSM2World is a converter that renders 3D models of the world, based on exported OpenStreetMap data. As the project is still under construction and...", IASON MANOLOUDIS ," Mentor  Tobias Knerr, Peda ", Organization  OpenStreetMap ,/archive/2019/projects/6484767678136320,https://www.openstreetmap.org/user/JasonManoloudis/diary/390572
9, Rework the GTK Website ,The ultimate goal of my project is to redesign and redevelop the GTK’s official website https://gtk.org by providing it a design that follows current..., Ravgeet Dhillon , Mentor  Emmanuele Bassi , Organization  GNOME ,/archive/2019/projects/6488113407328256,https://ravgeetdhillon.github.io/blog/final-report-gsoc-2019/
10, Monitoring DIRAC Components ,DIRAC is a highly-scalable software used for accessing distributed resources from various distributed systems. DIRAC’s main contributor is LHCb and..., Pujan Mehta ," Mentor  Federico Stagni, Christophe Haen, Zoltan Mathe ", Organization  CERN-HSF ,/archive/2019/projects/6488258630909952,https://pujanm.github.io/2019-08-19-gsoc-work-report/
11, Extending Elichika & ch2o: Parsing jump statements and more ,"Elichika and ch2o are python to ONNX experimental compilers for Chainer ML framework (Elichika would eventually replace ch2o). Given a Chainer model,...", Rishav Chourasia , Mentor  Shinichiro Hamaji , Organization  NumFOCUS ,/archive/2019/projects/6488684688310272,https://gist.github.com/Rishav1/eb2ddb5d7fee46d26ef9680181bdfbe9
12, Web Interface for NLP Extracted Interaction Network ,"An application for users to access biological data extracted from biomedical literature.
Project Mentor Augustin Luna
Objectives

Easy search...", Rohit R. Chattopadhyay , Mentor  Augustin Luna , Organization  National Resource for Network Biology (NRNB) ,/archive/2019/projects/6489266790596608,https://cannin.github.io/ihop-reach/reports/2019-08-26-gsoc-final-report.html
