Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, New examples and scenarios for swarm robotics in RoboComp ,Swarm robotics is an approach to the coordination of large numbers of robots in order to tackle a given task inspired by the observation of social..., José Manuel Agúndez ," Mentor  Paco Andres, Cristian Vazquez Cordero ", Organization  RoboComp ,/archive/2019/projects/5439300831805440,https://jmagundezg.github.io/GSoC-2019-SwarmComm/
2, Optimization of VPR File Formats ,"I propose replacing VPR’s XML reader for the architecture file with a schema-generated one. Furthermore, I propose replacing current rr_graph,...", Fahrican Koşar , Mentor  Tim 'mithro' Ansell , Organization  SymbiFlow ,/archive/2019/projects/5441201438720000,https://docs.google.com/document/d/1SZm44g-9Bo-xD2lDfXcxb8bpzYjewGyK7bVyOYj5Gqs/edit
3, Tools for Understanding CMS Data Access ,"Over the course of Run 2, from 2016 to 2018, the CMS detector produced an unparalleled amount of data, resulting in an intricate optimization problem...", Jonathan Guiang ," Mentor  Igor Sfiligoi, DIEGO DAVILA FOYO ", Organization  CERN-HSF ,/archive/2019/projects/5441440799260672,https://jkguiang.github.io/tuda/
4, Robocompdsl-gui: a graphical interface for Robocompdsl ,RoboComp is an open-source robotics framework that affords the tools to create software components. These components communicate through interfaces..., Elena Barranco ," Mentor  Esteban Martinena, Ramón Cintas ", Organization  RoboComp ,/archive/2019/projects/5442187049828352,https://gist.github.com/elebarr/d98ee5c191b0cbccd45e7a93612159a7
5, Location based Access Control - Phase 2 ,OpenMRS needs location based restrictions like privilege level access restrictions. So the Location based access control(LBAC) should provide a..., TAWRUN VANKINEENI ," Mentor  Daniel Kayiwa, Suthagar Kailayapathy ", Organization  OpenMRS ,/archive/2019/projects/5449438766563328,https://medium.com/@vankineenitawrun/location-based-access-control-gsoc-2019-with-openmrs-b27dc9300f66
6, Applying machine learning techniques to characterising and naming lncRNA genes ,Advances in RNA sequencing technologies have revealed the complexity of our genome. Long non-coding RNAs (lncRNAs) make up the majority of the..., Srijan Verma , Mentor  Daniel Zerbino ," Organization  Genes, Genomes and Variation ",/archive/2019/projects/5451745902198784,https://github.com/EnsemblGSOC/srijan-gsoc-2019
7, Packaging  and Docker Image Creation ,About Code software scancode-toolkit currently is not available as distro's package and there is no official docker image available  which is must..., AyushJain0402 ," Mentor  Philippe Ombredanne, Ranvir Singh ", Organization  AboutCode.org ,/archive/2019/projects/5455090473762816,https://aj4ayushjain.github.io/opensource/gsoc/2019/08/25/GSOC-final-submission.html
8, Curating Deep Nets for the OpenCV DNN Module ,The OpenCV's DNN Module allows us to run inference on a pre-trained Deep Neural Network in order to accomplish high end vision tasks with just a few..., Diego Velazquez ," Mentor  Stefano Fabri, Edgar Riba ", Organization  OpenCV ,/archive/2019/projects/5455341930676224,https://github.com/dvd42/opencv/wiki#summary
9, Develop Performance Farm Database and Website ,"The Performance Farm is an useful way to test Postgres' functionalities while changes are being made, to analyze its efficacy on different operating...", Ilaria Battiston ," Mentor  Mark Wong, Andreas Scherbaum ", Organization  PostgreSQL ,/archive/2019/projects/5455812498030592,https://github.com/PGPerfFarm/pgperffarm/blob/master/report.md
10, Modifying (Smart) Expression Templates ,"Boost uBLAS
Modifying (Smart) Expression Templates
Abstract
This proposal aims at improving the efficiency of the expression templates that are used...", Ashar Khan , Mentor  Cem Bassoy , Organization  Boost C++ ,/archive/2019/projects/5456481455964160,https://github.com/BoostGSoC19/tensor/wiki
