Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Reachability with sparse polynomial zonotopes ,"Reachability analysis deals with uncertainty propagation in dynamical systems. Given an initial set, modeling the uncertainty on the initial state,...", Luca Ferranti , Mentor  mforets , Organization  The Julia Language ,/archive/2022/projects/feZrZfQX,https://forem.julialang.org/lucaferranti/gsoc-2022-sparse-polynomial-zonotopes-in-juliareach-52mo
2, Hephaestus: Testing the TypeScript compiler ,"The 2010s decade marked a beginning for widespread compiler testing with the release of programs like Csmith, a C program generator that since its...", Alex Papadopoulos ," Mentor  Thodoris Sotiropoulos, Stefanos Chaliasos, Dimitris Mitropoulos ", Organization  Open Technologies Alliance - GFOSS ,/archive/2022/projects/sSPlO4FN,https://github.com/alexisthedev/hephaestus/blob/main/GSOC.md
3, Eye-tracker using deep learning with Python + TensorFlow/Pytorch ,"Eye tracking has varieties of applications, ranging across usability and user experience research, gaming, driving, and gaze-based interaction for...", Abhinav Venkatadri ," Mentor  Suresh, Dinesh ", Organization  INCF ,/archive/2022/projects/Xj0jylu3,https://abhinavvenkatadri.github.io/Eye-tracking-GSoC/
4, Sugarizer Assignments ,The project is to add a feature in Sugarizer and Sugarizer-Server to allow teachers to give assignments to the students. This is an effective way to..., rohan-kumar , Mentor  Nikhil Mehra , Organization  Sugar Labs ,/archive/2022/projects/ceGXelmb,https://gist.github.com/codebloded/a382dd818cb0be591010d2fee2bde4de
5, Music bot for Jitsi video conference ,"People love to listen to music together, for which they would like to start a video conference where they can enjoy music together with their friends...", HarshitJain ," Mentor  saghul, Titus ", Organization  Jitsi ,/archive/2022/projects/gOi77aJQ,https://gist.github.com/theoopsguy/c93e81e46254ed7919fc45cb7bf12dad
6, Automated Documentation ,"Currently, Talawa has three major software components which are talawa, talawa-api and talawa-admin. Among these, talawa-admin is a web-based portal...", anwersayeed ," Mentor  Dominic Mills, Tasneem K ", Organization  The Palisadoes Foundation ,/archive/2022/projects/eKoTbW4r,https://gist.github.com/anwersayeed/efb892c3381e221f92495d3a58f83f5a
7, Implement basic CMYK support in GIMP ,One of the most requested features for GIMP is support for CMYK and desktop publishing - there's even an FAQ entry on their site specifically for it!..., cmyk-student , Mentor  Jehan , Organization  GNU Image Manipulation Program ,/archive/2022/projects/x9DLkUcC,https://cmykstudent.blogspot.com/2022/09/google-summer-of-code-2022-report.html
8, Radis App Improvement ,RADIS app is a web app for high-resolution infrared molecular spectra using RADIS. The goal of this project is to provide an easy-to-use UI instead..., Arunava Basu ," Mentor  Anand Kumar, Gagan Aryan, Erwan ", Organization  OpenAstronomy ,/archive/2022/projects/zeRQC6zF,https://github.com/suzil/radis-app/projects/4
9, TX-Power Control in WiFi Networks ,"Wireless communication and in particular WiFi networks are becoming more and more important. Research already focuses on improving reliability,...", Jonas Jelonek ," Mentor  Bluse-Blue, tabas ", Organization  freifunk ,/archive/2022/projects/e4hhNVvP,https://blog.freifunk.net/2022/09/10/final-gsoc22-report-tx-power-control-in-mac80211/
10, Beginner-friendly ML Library for Processing ,This project aims to develop a new beginner-friendly Machine Learning Library for Processing by (1) using the diverse model pool supported by Deep..., Jeongin Lee , Mentor  Andrés Colubri , Organization  Processing Foundation ,/archive/2022/projects/8QMnLtav,https://github.com/jjeongin/creative-machine
