Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
1, Tutorials for Working with Interpretable and Explainable AI with 🔥LIT ,This project focuses on providing easy-to-understand walk-throughs of standard workflows for analyzing models using LIT and also providing in-depth..., Anjishnu Mukherjee , Mentor  Ryan Mullins , Organization  Responsible AI and Human Centred Technology ,/archive/2022/projects/Rqw0tLZi,https://iamshnoo.github.io/blog/gsoc-22-lit-tutorials/
2, Refactor Android Client & Rewrite using Android SDK ,"Last summer, Fineract Android SDK was generated, which is a Java and Retrofit2 based library. It mainly focused on building an abstraction layer over...", Avinaash M Vijayvargiya ," Mentor  Danish Jamal, Shashank Priyadarshi, Chinmay Kulkarni ", Organization  The Mifos Initiative ,/archive/2022/projects/fPK0E7Ar,https://gist.github.com/avinash14022002/56a04b0288c353a6f91ef2fcecb4e139
3, Feature Viewer - Enhanced User Experience and Performance ,"Analyzing positional features/annotations in sequences is important in bioinformatics. Visualizing such data is quite a challenging task, considering...", Chalith Tharuka ," Mentor  Lydie, Kasun Samarasinghe ", Organization  Open Bioinformatics Foundation (OBF) ,/archive/2022/projects/rxjfYo3p,https://gist.github.com/chaliya96/1d5b52f0c40a34a52d8b7925d761fdf8
4, Bayesian Excess Variance (Bexvar) in Stingray ,Stingray is a python package that provides a common platform for time series analysis of X-ray data to the astronomy community. One important aspect..., Mihir Tripathi ," Mentor  Matteo Bachetti, dhuppenkothen ", Organization  OpenAstronomy ,/archive/2022/projects/rG1XqJqK,https://mihirtripathi97.github.io/GSoC-22/
5, Integrate FreeType with alternative font rendering engines ,"Investigate and implement alternative font renderers in FreeType, including: • font-rs • font-go • fontdue • Pathfinder Thus the project is about...", Anurag Thakur , Mentor  Werner Lemberg , Organization  FreeType ,/archive/2022/projects/RD0zDKK1,https://docs.google.com/document/d/1dGnYX_OxbuUMnizaeHwJBddeDRUSyXe6iAOq736gx_o/edit?usp=sharing
6, Add Tiled compatibility to/from Enigma ,Enigma’s future plan includes becoming more independent by shifting focus away from Game Maker. As Tiled offers better room editing features than..., Kartik Shrivastava ," Mentor  Josh Ventura, Thorbjørn Lindeijer, fundies ", Organization  The ENIGMA Team ,/archive/2022/projects/TowRJHuL,https://github.com/enigma-dev/enigma-dev/pull/2302
7, Path finding algorithm using OpenCV and machine learning ,This project uses OpenCV to identify a track for an autonomous vehicle to follow. A new model using EfficientDet along with an existing training set..., Pranay Mathur ," Mentor  Carlos Espinosa, Aaron Hunter ", Organization  UC OSPO ,/archive/2022/projects/OoWwS8eP,https://matnay.github.io/GSoC/GSoC22.html
8, Accessibility Plugin ,Web accessibility means that websites are designed in such a way that people with any kind of disabilities can use them without any difficulties...., Shubham Verma ," Mentor  Viviana, Kumar Shivam, Achilleas Papageorgiou ", Organization  Joomla! ,/archive/2022/projects/oCmES02Y,https://github.com/joomla-projects/gsoc22_accessibility-plugin-script
9, Talawa: Event and Venue Management ,This project aims to add event and venue management features to the Talawa app for community organizations. After completion of the project the..., Priyanshu Gupta ," Mentor  Troy~, JamaicanFriedChicken ", Organization  The Palisadoes Foundation ,/archive/2022/projects/ZjWVKUOh,https://gist.github.com/guptapriyanshu7/2f2f705462e1060cd3596abc8d6f43fc
10, Robotics Academy: improvement of autonomous driving exercises ,Goal:- a)Creation of several realistic car models with Ackermann control some of them including a 3D LIDAR. b)Improved Realistic and Lightweight..., Akshay Narisetti ," Mentor  José María Cañas, L. Roberto ", Organization  JdeRobot ,/archive/2022/projects/4hNhIOuB,https://github.com/TheRoboticsClub/gsoc2022-Akshay_Narisetti
11, Search Enhancements ,This project mainly focuses on updating and improving the current search features. The search setup has been completed under past programs of GSOC..., Ajinkya Morankar ," Mentor  Yashraj Desai, Lars Willighagen ", Organization  Cuneiform Digital Library Initiative (CDLI) ,/archive/2022/projects/Vvp3XmeB,https://github.com/ajinkya1702/GSOC-2022-Project-Report
12, Interactive mode for swift CLI tool ArgumentParser ,"For this project, we would design and implement an interactive mode for command-line tools built using ArgumentParser that prompts for any required...", Kth , Mentor  Nate Cook , Organization  Swift ,/archive/2022/projects/ynUKk8wd,https://github.com/apple/swift-argument-parser/issues/449
13, Edge connectivity and edge disjoint spanning trees in digraphs ,The current method used for finding edge disjoint spanning trees in directed graphs (digraphs) relies on mixed integer linear programming and it may..., cgeorgia , Mentor  David Coudert , Organization  SageMath ,/archive/2022/projects/dK74KMqd,https://github.com/georgiachanning/gsoc
14, Multi-model approach for discovery of associations between gene variants and diseases. ,"To identify possible relations between gene variants, phenotypes, and diseases - an ideal way would be a multi-model approach that involves: •...", Sindhu Kandepu , Mentor  Tim Jackson , Organization  Global Alliance for Genomics and Health ,/archive/2022/projects/olstmZZX,https://gene-variant-monitoring.herokuapp.com/
15, Mine Information from Archived Content ,"Software Heritage is an ambitious project that aims to preserve and share the source code of publicly available software. In preserving source code,...", Satvik Vemuganti ," Mentor  Valentin Lorentz, Stefano Zacchiroli, KShivendu ", Organization  Software Heritage ,/archive/2022/projects/Fj3gSrf1,https://github.com/VickyMerzOwn/summerOfCode-SoftwareHeritage
