ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
31, Droidbot with AI ,The major task to be tackled in this project is to increase the code coverage using AI. Currently droidbot performs black box testing using the GUI..., Saumo Pal ," Mentor  Hanno Lemoine, Yuanchun Li ", Organization  The Honeynet Project ,/archive/2018/projects/5504741471682560,https://saumopal97.github.io/GSoC-2018-Work-Product/,No,Yes,"The major task to be tackled in this project is to increase the code coverage using AI. Currently droidbot performs black box testing using the GUI elements. So I have focussed on improving only black box testing methods without assuming access to any previous data/information regarding the code structure using machine learning algorithms that are mentioned in the proposal. Using them, I will be trying to increase the code coverage of the GUI based testing system of DroidBot.",[],[]
32, GNUnet Web-based User Interface ,Implementation of a Web-based UI for GNUnet similar to GNUnet-Gtk with a yet to be determined framework such as Angular2. This includes the design..., Phil Buschmann , Mentor  schanzen , Organization  GNU Project ,/archive/2018/projects/5506136664965120,https://gnunet.org/node/2670,No,No,Implementation of a Web-based UI for GNUnet similar to GNUnet-Gtk with a yet to be determined framework such as Angular2. This includes the design and implementation of not yet existing REST APIs that expose the GNUnet API.,[],[]
33, Extending “Light and Shadow” Gameplay and Functionality ,My goal for Google Summer of Code is to work on improvements for the current Light and Shadow module. My hope for the end of the summer is to create..., Devi Acharya @dacharya64 ," Mentor  SuperSnark, Skaldarnar, nihal111, Scott Moses Sunarto, Aresh Mishra ", Organization  MovingBlocks ,/archive/2018/projects/5510538872225792,http://dacharya64.postach.io/post/gsoc-final-project-wrapup,Yes,No,"My goal for Google Summer of Code is to work on improvements for the current Light and Shadow module. My hope for the end of the summer is to create a minimal viable product that implements unique assets, gameplay, level design, and mechanics, and can serve as a new mode of gameplay for Terasology.","['https://github.com/Terasology/LightAndShadowResources/pull/30', 'https://github.com/Terasology/LightAndShadowResources/pull/24', 'https://github.com/Terasology/LightAndShadowResources/pull/25', 'https://github.com/Terasology/LightAndShadow/pull/65', 'https://github.com/Terasology/LightAndShadowResources/pull/23', 'https://github.com/Terasology/LightAndShadowResources/pull/26', 'https://github.com/Terasology/LightAndShadow/pull/68', 'https://github.com/Terasology/LightAndShadow/pull/69', 'https://github.com/Terasology/LightAndShadow/pull/67', 'https://github.com/Terasology/LightAndShadowResources/pull/28', 'https://github.com/Terasology/LightAndShadow/pull/70', 'https://github.com/Terasology/LightAndShadow/pull/71', 'https://github.com/Terasology/LightAndShadow/pull/72', 'https://github.com/Terasology/LightAndShadow/pull/73']",['https://github.com/Terasology/LightAndShadow/issues/64']
34, Improvements to Notebookbar ,The proposed work will focus on to improve the current implementation of notebookbars. The emphasis will be on making the notebookbars bugs free and..., Kshitij Pathania ," Mentor  Szymon Kłos, Jan Holesovsky ", Organization  LibreOffice ,/archive/2018/projects/5510761002565632,https://gerrit.libreoffice.org/#/q/owner:kshitijpathania%2540gmail.com,No,No,"The proposed work will focus on to improve the current implementation of notebookbars. The emphasis will be on making the notebookbars bugs free and solving the issues related to resizing, theming and other issues with widgets. Beyond that, the project intends to make customization possible for notebookbar.",[],[]
36, Kernel space SOCKS proxy for Linux 4.x ,Currently no open source SOCKS proxy available for recent kernel versions. In fact router proxification depends on user-space proxy applications...., Fejes Ferenc , Mentor  Benjamin HENRION , Organization  freifunk ,/archive/2018/projects/5526632785772544,https://blog.freifunk.net/2018/08/14/gsoc-2018-kernel-space-socks-proxy-for-linux-final/,No,No,"Currently no open source SOCKS proxy available for recent kernel versions. In fact router proxification depends on user-space proxy applications. This makes the operation much slower because of the intensive packet copy between kernel space and user-space. With this kernel module low-cost embedded devices can do the proxy function entirely in kernel space which makes the whole operation much faster, avoiding copies.",[],['https://github.com/cilium/cilium/issues/6438']
37, Tooling for N-body Simulations in Julia ,A large number of interacting bodies is the key component in explanation of many physical phenomena. From the gravitational interaction of stars and..., Mikhail Vaganov ," Mentor  dextorious, Mike Innes, Dpsanders, Christopher Rackauckas ", Organization  NumFOCUS ,/archive/2018/projects/5529132188303360,https://mikhail-vaganov.github.io/gsoc-2018-blog/2018/08/11/final-report.html,No,No,"A large number of interacting bodies is the key component in explanation of many physical phenomena. From the gravitational interaction of stars and planets to molecular dynamics and electron gas in quantum mechanics, the N-body problem formalism plays an essential role in modeling those systems. The goal of this project is to create tools for conducting N-body simulations in a fast, accurate and reliable manner. Often the interaction of bodies can be described by means of differential equations (DEqs) so that the task of finding the state of the system at a particular time leads to solving those equations. The packages of JuliaDIffEq organization were developed exactly to supply efficient Julia implementations of solvers for various DEqs. The current project describes an extension of DiffEqPhysics.jl package, which will allow researchers to solve the N-body problems in different physical models and applications.","['https://github.com/JuliaDiffEq/DiffEqPhysics.jl/pull/26', 'https://github.com/JuliaDiffEq/DiffEqPhysics.jl/pull/30', 'https://github.com/JuliaDiffEq/DiffEqPhysics.jl/pull/31', 'https://github.com/JuliaDiffEq/DiffEqPhysics.jl/pull/32', 'https://github.com/JuliaDiffEq/DiffEqPhysics.jl/pull/33', 'https://github.com/JuliaDiffEq/NBodySimulator.jl/pull/1', 'https://github.com/JuliaDiffEq/NBodySimulator.jl/pull/2', 'https://github.com/JuliaDiffEq/NBodySimulator.jl/pull/3', 'https://github.com/JuliaDiffEq/NBodySimulator.jl/pull/5', 'https://github.com/JuliaDiffEq/NBodySimulator.jl/pull/7', 'https://github.com/JuliaDiffEq/NBodySimulator.jl/pull/8']",[]
39, Animint2 Designer Manual ,Animint2 is a re-write of Animint which is an R package for making interactive animated data visualization on the web using ggplot syntax and two new..., vivekktiwari ," Mentor  Toby Hocking, Faizan ", Organization  R project for statistical computing ,/archive/2018/projects/5534085896208384,https://vivekktiwari.github.io/gsoc18/,No,No,"Animint2 is a re-write of Animint which is an R package for making interactive animated data visualization on the web using ggplot syntax and two new keywords: clickSelect and showSelect.
The objective is to compile a designer manual for animint2 package that will outline different function, resolve issues and guide user to the package, ready to run when packages get on CRAN. So far there is no proper equivalent documentation to animint2.  This will be the official documentation on animint2 package of R Language.","['https://github.com/faizan-khan-iit/ggplot2/pull/7/commits', 'https://github.com/tdhock/animint2/pull/23/commits', 'https://github.com/tdhock/animint2/pull/25/commits', 'https://github.com/tdhock/animint2/pull/14']","['https://github.com/tdhock/animint2/issues/12', 'https://github.com/faizan-khan-iit/ggplot2/issues/4']"
40, Improving Riak testing suites using Common Test and Intercepts ,"Riak KV is an open source database with a strong focus on low latency, reliability and fault tolerance. Like any well tested computer system,...", Gonçalo Tomás ," Mentor  bryan hunt, russelldb ", Organization  Beam Community ,/archive/2018/projects/5536566172712960,https://gist.github.com/goncalotomas/3a821cca8bf07b8a159abba4df72ca89,No,Yes,"Riak KV is an open source database with a strong focus on low latency, reliability and fault tolerance. Like any well tested computer system, batteries of tests are run to make sure that the database behaves correctly in typical but also adverse conditions such as network partitions, or even the deployment and upgrade process of nodes running different versions in the same cluster. To this end, one of the resources used by the Riak team is riak_test. Its main function is to provide a test running framework that overlaps significantly with Common Test, but it also contains cluster management and code intercept functionalities. We propose to break up this repository into its discrete components, making important contributions to the Erlang community and adapting the test runner framework into Common Test suites, vastly increasing the reporting ability of current Riak tests.",['https://github.com/erlang/rebar3/pull/1809'],[]
41, Enhancement of Susi Web Client and Server ,This proposal is aimed to enhance the functionalities and overall server side of Susi., Akshat Jain ," Mentor  Dravit Lochan, Isuru Abeywardana, Orbiter, Madhav Rathi, Chetan Kaushik, Saurabh, Mario Behling ", Organization  FOSSASIA ,/archive/2018/projects/5537387719426048,https://gist.github.com/Akshat-Jain/5bf06c2aa1d2b05c1d9647ad40cafe5a,No,Yes,This proposal is aimed to enhance the functionalities and overall server side of Susi.,"['https://github.com/fossasia/chat.susi.ai/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3AAkshat-Jain', 'https://github.com/fossasia/susi_server/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3AAkshat-Jain', 'https://github.com/fossasia/susi_skill_cms/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3AAkshat-Jain', 'https://github.com/fossasia/accounts.susi.ai/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3AAkshat-Jain']","['https://github.com/fossasia/chat.susi.ai/issues?utf8=%E2%9C%93&q=is%3Aissue+author%3AAkshat-Jain', 'https://github.com/fossasia/susi_server/issues?utf8=%E2%9C%93&q=is%3Aissue+author%3AAkshat-Jain', 'https://github.com/fossasia/susi_skill_cms/issues?utf8=%E2%9C%93&q=is%3Aissue+author%3AAkshat-Jain', 'https://github.com/fossasia/accounts.susi.ai/issues?utf8=%E2%9C%93&q=is%3Aissue+author%3AAkshat-Jain']"
42, Eclipse OMR : Improve Floating Point performance in OMR x86 backend ,"This project aims at increasing floating point performance by the following improvements:

In Simplifier and Value Propagation, less work is done on...", Shivam Mittal , Mentor  Daryl Maier , Organization  The Eclipse Foundation ,/archive/2018/projects/6128487559593984,https://shivammittal99.github.io/GSoC2018-report/,No,Yes,"This project aims at increasing floating point performance by the following improvements:

In Simplifier and Value Propagation, less work is done on Floating Point nodes as compared to integral nodes, which is to be resolved.
Implement support for Fused Multiply-Add (FMA) instruction set in OMR x86 backend.
Add IL opcodes for FMA variants.
x87 is to be removed and replaced by SSE where required.",[],[]
43, Frontend Website Student Project for BioJS ,"BioJS is a library of over two hundred JavaScript components which enables users to visualise and process data. BioJS currently has two websites:
...", Sarthak Sehgal ," Mentor  YoYehudi, Dennis Schwartz, Rowland Mosbergen ", Organization  Open Bioinformatics Foundation ,/archive/2018/projects/6129302596747264,https://sarthaksehgal18.wordpress.com/2018/08/12/gsoc-2018-final-report/,No,No,"BioJS is a library of over two hundred JavaScript components which enables users to visualise and process data. BioJS currently has two websites:

Biojs.io: it lists all the components (npm packages) of BioJS with detailed information and visualisation(s).
Biojs.net: it is an informational website for the BioJS organisation.

BioJS.io gets the data of all the components through a middleware called workman. The development of a new workman has already been initiated which needs to be completed for integration with the frontend. I propose to create a new frontend website for BioJS and to integrate it with the backend/middleware to get the data in the most optimized way. The website will be developed using VueJS which makes it easy to maintain and the website will merge the currently existing websites and produce a consistent and modern UI and a better UX.",[],[]
44," Céu-Maker: easy-to-install, up-to-date integrated environment for Céu-Arduino and pico-Céu development ","The objective of my proposal is to provide an easy-to-install, up-to-date integrated environment for Céu-Arduino and pico-Céu development. Céu is a...", Anny Chagas , Mentor  Francisco Sant'Anna , Organization  LabLua ,/archive/2018/projects/6131837097213952,https://github.com/AnnyCaroline/ceu-maker-gsoc/blob/master/README.md,No,No,"The objective of my proposal is to provide an easy-to-install, up-to-date integrated environment for Céu-Arduino and pico-Céu development. Céu is a synchronous reactive language, with supports concurrent lines of execution and broadcast communication through events. The environment issues events to the applications, with responds immediately. It’s recommended to interactive apps such as games, and targets from desktops to embedded systems. Exploring this last flexibility, the language has some variations, such as Céu-Arduino and pico-Céu, a version o Céu meanted to visual and interactive applications.
In the proposed approach, a developer can use the same source code to implement an application that runs on an Arduino (using Céu-Arduino) and on a computer (using pico-Céu), also supporting communicating between the two sides",[],['https://github.com/Microsoft/vscode/issues/534#issuecomment-384580829']
45, Amahi Express Install Disc ,"I propose to build an Amahi Express Install Disc, powered by Fedora Server. In that, the user can install our Amahi Server without interacting with...", Sanjit Chakrabarti ," Mentor  Rodney Runyon, cpg ", Organization  Amahi ,/archive/2018/projects/6132154052378624,https://gist.github.com/sanjitchak/3d0a3eae122aa8f1c8ef35612de89d87,No,Yes,"I propose to build an Amahi Express Install Disc, powered by Fedora Server. In that, the user can install our Amahi Server without interacting with Command Line Interface (CLI).
The problem is that user doesn't like to use CLI. In this world of cutting-edge UI/UX interfaces, user abhors the CLI. So, I will add a module in the Installation Process, to setup Amahi Server where the user will need to type their Installation Code and server ID to setup server.
Here, Anaconda GitHub repository and documentation for developing Anaconda addons along with documentation for Kickstart file will be used a lot. Anaconda parses Kickstart file to run any third-party python modules or addons to customize the installation process. I will develop these addons so that user will only need to input their login and password in the CLI to access the server.","['https://github.com/amahi/hda-ctl/pull/12', 'https://github.com/amahi/hda-ctl/pull/6', 'https://github.com/amahi/hda-ctl/pull/11', 'https://github.com/amahi/hda-ctl/pull/8', 'https://github.com/amahi/hda-ctl/pull/5', 'https://github.com/amahi/hda-ctl/pull/7', 'https://github.com/amahi/hda-ctl/pull/9', 'https://github.com/amahi/platform/pull/176', 'https://github.com/amahi/platform/pull/222']",[]
46, librsvg: port filter effects to Rust ,This project involves porting the librsvg filter effects from C to Rust and making sure they all work by adding missing tests from the SVG test..., Ivan Molodetskikh , Mentor  Federico Mena Quintero , Organization  GNOME ,/archive/2018/projects/6133850161807360,https://imolodetskikh.wordpress.com/2018/08/10/gsoc-2018-overview/,No,No,"This project involves porting the librsvg filter effects from C to Rust and making sure they all work by adding missing tests from the SVG test suite. This work will help with the ongoing effort of porting librsvg to Rust, as well as help ensure the GNOME projects using librsvg get the correct results when rendering SVGs which utilize filter effects.",[],[]
47, OpenCine: Raw Image Debayering Methods ,"I am applying for the task T722, listed on Phabricator (https://lab.apertus.org/T722). I have to implement several debayering algorithms (by myself...", Cláudio Gomes ," Mentor  Andrej Balyschew, g3gg0 ", Organization  Apertus Association ,/archive/2018/projects/6134301401808896,https://gist.github.com/TofuLynx/9227d4a7bfa276891a8d4fff753c140d,No,No,"I am applying for the task T722, listed on Phabricator (https://lab.apertus.org/T722). I have to implement several debayering algorithms (by myself or with the use of a clean and well maintained C++ library), so that the user can see a preview of the footage. And then further optimising and accelerating the implementation, using multithreading and/or APIs such as OpenCL.",[],[]
48, libjit - register allocation ,At the moment register allocation in libjit is rather simplistic. The goal of this project is to implement proper data-flow analysis and register..., Jakob Löw , Mentor  Aleksey Demakov , Organization  GNU Project ,/archive/2018/projects/6135522044936192,https://github.com/M4GNV5/GSoC2018/blob/master/README.md,No,No,At the moment register allocation in libjit is rather simplistic. The goal of this project is to implement proper data-flow analysis and register allocation.,[],[]
49, High Performance Web Server with Fibers ,"The aim of this project is to re-implement Warp with Fibers to demonstrate the effectiveness of Fibers. To complete that, the following goals need to...", Jitian Deng ," Mentor  Javier Neira, Alberto Gómez-Corona ", Organization  Eta ,/archive/2018/projects/6137374182473728,https://github.com/ouromoros/eta-gsoc,No,No,"The aim of this project is to re-implement Warp with Fibers to demonstrate the effectiveness of Fibers. To complete that, the following goals need to be reached:

Implement non-blocking I/O support for Fibers.
Recognize the parts of code related with I/O and threads, and rewrite them with Fibers
Write a benchmark for the performance of Warp.
Perform a detailed analysis and tune performance.","['https://github.com/typelead/eta/pull/751', 'https://github.com/typelead/eta-hackage/pull/94', 'https://github.com/typelead/eta-hackage/pull/96', 'https://github.com/typelead/eta-hackage/pull/110', 'https://github.com/agocorona/eta-fibers-new/pull/2', 'https://github.com/typelead/eta-hackage/pull/102', 'https://github.com/ouromoros/eta-gsoc/pull/1', 'https://github.com/ouromoros/eta-gsoc/pull/2', 'https://github.com/ouromoros/eta-gsoc/pull/3', 'https://github.com/ouromoros/eta-gsoc/pull/4', 'https://github.com/ouromoros/eta-gsoc/pull/5']",[]
50, Email integration Project ,The current implementation of Email System in PLOTS2 doesn't implement Active Jobs i.e queue feature because it is currently using rails 4.1. And..., Naman Gupta ," Mentor  Mayank Kashyap, jywarren, Stevie Lewis ", Organization  Public Lab ,/archive/2018/projects/6139235983687680,https://gist.github.com/namangupta01/491dc35f7ffaa794e86d38afac838869,No,Yes,"The current implementation of Email System in PLOTS2 doesn't implement Active Jobs i.e queue feature because it is currently using rails 4.1. And rails 4.1 doesn't implement Active Jobs on its own. We have to ways to resolve this either include activejob gem or upgrade to rails 4.2 (we will go with this). So currently, mails are sended synchronously. And if the sending of mail is failed due to some reason or we don't want to send the mail at the time of request/response or if we want that a mail should be sent after (1 day or any specific period of time) we can't implement it now.
Sometimes, we have to run jobs at particular intervals to, say, backup logs, send emails, etc. In rails application we can schedule such tasks using the whenever gem.
For integrating cron jobs with the plots2 we can implement whenever gem which will be very useful in sending daily ""batch digest"" email to the subscribers. We can specify the time when the email should be sent. More details on implementation is in Implementation part.
Another feature is the reply-by-email feature using mailman gem.
Feature that we can implement is of reply by tweet which is very convenient and easy for the user to do.","['https://github.com/publiclab/plots2/pull/2669', 'https://github.com/publiclab/plots2/pull/2823', 'https://github.com/publiclab/plots2/pull/2885', 'https://github.com/publiclab/plots2/pull/2888', 'https://github.com/publiclab/plots2/pull/2890', 'https://github.com/publiclab/plots2/pull/2897', 'https://github.com/publiclab/plots2/pull/2774', 'https://github.com/publiclab/plots2/pull/3020', 'https://github.com/publiclab/plots2/pull/2933', 'https://github.com/publiclab/plots2/pull/2982', 'https://github.com/publiclab/plots2/pull/3079', 'https://github.com/publiclab/plots2/pull/2934', 'https://github.com/publiclab/plots2/pull/2888', 'https://github.com/publiclab/plots2/pull/2706', 'https://github.com/publiclab/plots2/pull/2715', 'https://github.com/publiclab/plots2/pull/2780', 'https://github.com/publiclab/plots2/pull/3118', 'https://github.com/publiclab/plots2/pull/3175', 'https://github.com/publiclab/plots2/pull/2707', 'https://github.com/publiclab/plots2/pull/2829', 'https://github.com/publiclab/plots2/pull/3007', 'https://github.com/publiclab/plots2/pull/3221', 'https://github.com/publiclab/plots2/pulls?q=is%3Apr+author%3Anamangupta01+label%3Asummer-of-code+is%3Aclosed']",[]
1, Create realistic 3D maps from SLAM algorithms ,"This project (proposal) aims at implementing a complete system for creating realistic 3D maps from SLAM algorithms. In my proposed approach, it's...", Jianxiong Cai , Mentor  Eduardo Perdices , Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2018/projects/5131193670434816,https://jderobot.org/Club-jianxiong,No,No,"This project (proposal) aims at implementing a complete system for creating realistic 3D maps from SLAM algorithms. In my proposed approach, it's highly related with offline-SLAM.
Overview
Sparse online SLAM algorithms only produce sparse pointcloud, which is not ideal for the human. Surface reconstruction would produce more human-friendly maps. However, several issues need to be solved for performing surface reconstruction on real-time SLAM result. This includes globally optimize 3D points, enforcing smoothness,etc.
Besides, it's possible to solve the problem via an offline-SLAM approach (with surface reconstruction), because it's highly related with that.
Specifications
The main part of this project is related to offline-SLAM, to compensate some trade-offs made by real-time SLAM for real-time consideration. This includes:

pose-graph optimization
bundle adjustment
enforcing smoothness
surface reconstruction
additional details about improving pointcloud accuracy

This project may combine several technicals used in state-of-art SLAM algorithm.
Realistic 3D maps
Realistic 3D maps refer to maps with surface reconstruction (with color) so that they are more human-friendly.",,
2, Datastories ,Italian Team Digitale is building the first “operating system” of a country. One of the technologies that it has implemented is the Data & Analytics..., Costantino Carugno ," Mentor  Fabiana Lanotte, Gabriele Falasca, Fabio Fumarola ", Organization  Developers Italia ,/archive/2018/projects/5133118755307520,https://github.com/rugantio/GSoC,No,Yes,"Italian Team Digitale is building the first “operating system” of a country. One of the technologies that it has implemented is the Data & Analytics Framework (DAF) which consists in a huge stack (more than 6000!) of public datasets and tools to work with them. These datasets concern very important matters in organizing and providing good quality services
to citizens in diverse fields such as public health, education, transportation, finance etc. Unfortunately the data are not directly informative, they need to be organized, explored and analyzed; they have to be transformed in usable information that the public administration can use to improve its inner working and provide a better operational infrastructure.
In this paper I propose to carry on a series of data analysis in the form of “data stories”, a discussion about selected datasets and a description of the results obtained.",[],[]
3, Citation Generator for FreeREG and FreeCEN ,"In family history, records are kept in numerous formats. When we are referring to family history data, we have to show how we got those data. For an...", Sudaraka Jayathilaka ," Mentor  Ben W. Brumfield, Vinodhini Subbu ", Organization  Free UK Genealogy ,/archive/2018/projects/5136048057221120,https://medium.com/@sudarakayasindu/how-i-spent-my-summer-with-gsoc-2018-as-an-intern-of-free-uk-genealogy-245f7871a886,No,No,"In family history, records are kept in numerous formats. When we are referring to family history data, we have to show how we got those data. For an example, when we state about a marriage, we have to show how we got hold of that information. Most probably the marriage may be recorded in a handwritten register and later it was included into a book. When citing we have to include both the hand written register and the book. This leads the readers to the original source of information. But the citations used here are slightly different from the citations used in academia. The aim of this project is to add a interface where the users can easily generate those citations.",[],[]
4, ANY23-295  Implement ability to use librdfa ,This project will implement a new RDFa parser for Apache Any23 through a wrapper of the native C/C++ library Librdfa. The implementation aims to..., Julio Caguano , Mentor  Lewis McGibbney , Organization  Apache Software Foundation ,/archive/2018/projects/5137473516601344,https://cwiki.apache.org/confluence/display/ANY23/GSoC+2018,Yes,Yes,"This project will implement a new RDFa parser for Apache Any23 through a wrapper of the native C/C++ library Librdfa. The implementation aims to evaluate the level of compatibility between both projects and quantify the performance improvement that a native parser could achieve in Any23. In addition, it is proposed to test the integration  results against the rdfa.info test-suit in order to validate the approach. The benefits of implementing a more efficient parser are extremely relevant taking into account that RDFa processing takes place in the web where the amount of data is huge.","['https://github.com/apache/any23/pull/104', 'https://github.com/apache/any23/pull/82']",[]
5, Development Environment:  Beginner/New User Experience Features ,"Processing is a programming language and an IDE for digital arts and visualization for the purpose of teaching non-programmers, the fundamentals of...", Jae Hyun , Mentor  Elie Zananiri , Organization  The Processing Foundation ,/archive/2018/projects/5138161583783936,https://medium.com/@jaewhyun/gsoc-18-w-the-processing-foundation-b6e8af4d342c,No,No,"Processing is a programming language and an IDE for digital arts and visualization for the purpose of teaching non-programmers, the fundamentals of programming. I want to create a welcome feature for beginners/new users of PDE in order to facilitate a smoother and easier introduction to the different features of the PDE.",[],[]
6, Devirtualization v2 ,In this project I would like to implement proposal “RFC: C++ Devirtualization v2” that I was working on for a quite some time with help from other..., Piotr Padlewski , Mentor  Richard Smith , Organization  LLVM Compiler Infrastructure ,/archive/2018/projects/5138380291571712,https://docs.google.com/document/d/1EndNPLxBQIoibVRzwmxgdJQ3VeDs9RSGJsbiQd3kSrU/edit?usp=sharing,No,Yes,"In this project I would like to implement proposal “RFC: C++ Devirtualization v2” that I was working on for a quite some time with help from other people. The proposal can be seen
here: https://docs.google.com/document/d/16GVtCpzK8sIHNc2qZz6RN8amICNBtvjWUod2SujZVEo/edit?usp=sharing",[],[]
7, Adding more motion planning libraries to MoveIt ,MoveIt was designed to be highly plugin-based and originally supported 3 planning libraries. Today that number has shrunk to 1. There are many good..., Raghavender Sahdev , Mentor  Mark Moll , Organization  Open Source Robotics Foundation ,/archive/2018/projects/5139957215657984,https://docs.google.com/document/d/1QBHUtTediSPVx-f7GK3NkJbH0fkx7_wqdM994isVWZE/edit?usp=sharing,No,Yes,"MoveIt was designed to be highly plugin-based and originally supported 3 planning libraries. Today that number has shrunk to 1. There are many good alternative motion planning libraries that could be re-added to MoveIt, including: SBPL, STOMP, ITOMP, DRAKE. This project focuses on the addition of support for motion planning libraries in MoveIt planners. MoveIt only had a single stable motion planning library as its core motion planner, i.e. OMPL. As a part of this GSoC project, motion planning support was extended by making other motion planners (CHOMP) more stable and porting STOMP also to be a part of the MoveIt motion planners family. The MoveIt part of STOMP was ported from the ros-industrial/industrial_moveit repository into moveit/motion-planners. Furthermore, benchmarking package was made to work with other motion planners in addition to OMPL and tutorials for the same were added. Planning Request Adapters were extended to include motion planners like CHOMP, STOMP to be used as an additional step with OMPL or other motion planners to produce better trajectories in different situations. Tutorials for Planning request adapters will also be added in moveit_tutorials repository.",[],[]
8, Rate-distortion optimization in rav1e ,"The goal of this project is to contribute to the development of the rav1e AV1 video encoder,
through work on rate-distortion optimization (RDO) in...", Raphaël Zumer , Mentor  Nathan Egge , Organization  VideoLAN ,/archive/2018/projects/5140451673767936,https://rzumer.tebako.net/gsoc/,No,No,"The goal of this project is to contribute to the development of the rav1e AV1 video encoder,
through work on rate-distortion optimization (RDO) in areas of the encoder where it is not
yet (fully) implemented, such as contribution to missing prediction modes or improvements
to rate estimation methods, depending on the project state and immediate needs at the start
of the project period.",[],[]
9, PCP Windows Installer ,"The general goal of this project is to provide perfect user experience for users of Performance Co-Pilot on
Windows. Now Windows port of Performance...", Andrii Dehtiariov , Mentor  Nathan Scott , Organization  Performance Co-Pilot ,/archive/2018/projects/5140645081513984,https://telegra.ph/GSoC-2018-Final-report-PCP-Windows-Installer-08-13,Yes,Yes,"The general goal of this project is to provide perfect user experience for users of Performance Co-Pilot on
Windows. Now Windows port of Performance Co-Pilot can be built on Fedora Linux. That requires
configurated Fedora operating system with all necessary packages. Additionally, users must be experienced
in building from source and packaging. All mentioned reduces scalability, integrity and use cases of PCP
framework. Users may try to find relatively easier ways to gain their demands. Additionally, there are
problems with sending patches and updates to users which can potentially cause even security risks. So,
there is no need in further explanation of the utility of this project.",[],[]
10, Star Trek Engine ,"This will be an implementation of the engine used by Star Trek: 25th Anniversary and Star Trek: Judgment Rites, two DOS games made by Interplay in...", Matthew Stewart ," Mentor  Paul Gilbert, Arnaud Boutonné ", Organization  ScummVM ,/archive/2018/projects/5141628830351360,https://drenn1.github.io/gsoc-end/,No,No,"This will be an implementation of the engine used by Star Trek: 25th Anniversary and Star Trek: Judgment Rites, two DOS games made by Interplay in the early 1990s.",[],[]
11, Interactive tool for SISO Linear Control System Design ,GNU Octave is a high-level programming language for scientific and numerical computations which uses the m-script language compatible with MATLAB...., Erivelton Gualter ," Mentor  Douglas Stewart, John Swensen ", Organization  GNU Octave ,/archive/2018/projects/5143121935466496,https://eriveltongualter.github.io/GSoC2018/final.html,No,No,"GNU Octave is a high-level programming language for scientific and numerical computations which uses the m-script language compatible with MATLAB. Both Matlab and Octave provide many similar packages to the end-user. One of the missing functionalities in the Octave controls package is the Control System Designer tool .  This tool is used in controller design to allow exploration of linear controllers through interactive tools. This tool allows the user to interactively modify a controller and apply it to the plant in a variety of closed-loop configurations/topologies. The interactivity allow the user to add & move poles and zeros in the root locus diagram, and implement common controller architectures like PD, PID, and Lead & Lag controllers, as well as assess performance through common diagrams such at Bode, Nyquist, Root Locus, and Step Response plots. The goal of this proposal is to create an Interactive Tool for Single Input Single Output (SISO) Linear Control System Design to provide a much needed missing feature in the Octave controls package for the design and analysis of SISO system controllers.",[],[]
12, SDHCI MMC Driver ,This project is intended to give support for PCI devices with class 8 and subclass 5 according to SD Host Controller Specification. SDHCI are more..., B Krishnan Iyer ," Mentor  Alexander von Gluck IV, Philippe Houdoin ", Organization  Haiku ,/archive/2018/projects/5144371838058496,https://github.com/haiku/haiku/blob/master/docs/develop/kernel/sdhci_mmc_driver.md,No,Yes,"This project is intended to give support for PCI devices with class 8 and subclass 5 according to SD Host Controller Specification. SDHCI are more common in the ARM and currently, it is not possible to boot Haiku for lack of a suitable mass storage driver. The project includes writing drivers for  MMC bus manager, SDHCI controller and disk device driver for the MMC bus. This project will project add functionality for efficient data transfer without loosing much data through DMA concepts.",[],[]
13, Checking graph isomorphism using the Weisfeiler-Lehman algorithm ,"Currently SageMath checks for graph isomorphism through an internal package with a corresponding method, called isomorphic and contained in...", Dario Asprone , Mentor  Dima Pasechnik , Organization  Sage Mathematical Software System ,/archive/2018/projects/5145057824866304,https://healty.github.io/,Yes,No,"Currently SageMath checks for graph isomorphism through an internal package with a corresponding method, called isomorphic and contained in sage.groups.perm_gps.partn_ref.refinement_graphs. This method, in addition to being quite convoluted and without much documentation about its inner workings, was last updated in a significant manner in 2011.
The project aims at creating a new package which implements an efficient in practice heuristic method to check if two graphs are isomorphic, using one of the members of the Weisfeiler-Lehman (WL) algorithm hierarchy. An attempt was made in the past at the same task (but with a narrower scope, limited to only implementing the second order version of the WL algorithm), but the code was found to contain a bug and was never implemented/removed from the codebase (see Trac #10482).
To the best of my knowledge, this would be the first working open-source implementation of k-WL, for k > 1.",[],[]
