ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
44, RetroShare port web interface to JSON API ,Retroshare has an existing WebUI interface which covers the basic functionality of the client. However it has limited functionality and does not make..., Saud ," Mentor  Cyril Soler, Marcos Gutierrez ", Organization  freifunk ,/archive/2019/projects/5715146800889856,https://blog.freifunk.net/2019/08/25/retroshare-web-interface-final-update/,No,Yes,"Retroshare has an existing WebUI interface which covers the basic functionality of the client. However it has limited functionality and does not make full use of the web platform.
The project aims to replace the old WebUI for a new and modern web interface which works by leveraging Retroshare's Json API which is already part of Retroshare internals. It will be made entirely usable on a web browser, and will make use of modern web functionalities, flexibility, and approachability.
Projects page link: https://projects.freifunk.net/#/projects?project=retroshare_port_web_interface_to_json_api&lang=en",['https://github.com/RetroShare/RSNewWebUI/pull/1'],[]
45, Gazebo Robotics Simulator Visual Plugin and Sensor Data Visualization ,This project focuses on improving Open Robotic's simulators through creating a Gazebo Visual Plugin and Sensor Data Visualization. This will involve..., Tyler Lum ," Mentor  Carlos Aguero, Ian Chen ", Organization  Open Source Robotics Foundation ,/archive/2019/projects/5716556221251584,https://gist.github.com/tylerlum/51c6c246419a1ecc107e0b7a28514b9f,Yes,Yes,"This project focuses on improving Open Robotic's simulators through creating a Gazebo Visual Plugin and Sensor Data Visualization. This will involve implementing a GUI that will overlay Gazebo that will display important information including current task, number of points, penalties, and useful debugging information. In addition, this will involve writing loadable plugins for sensor data visualization using Ignition Rendering.",[],[]
46, Redesign of the Perl 6 Documentation System ,"Currently, pod6 files are processed by various scripts and modules (htmlify.p6,
Pod::To::HTML, Pod::To::BigPage,...), that has repeated...", Antonio Gámiz Delgado ," Mentor  Richard Hainsworth, Tom (tbrowder), Patrick Spek (tyil), Juan J. Merelo ", Organization  The Perl Foundation ,/archive/2019/projects/5717156845584384,https://gist.github.com/antoniogamiz/16ed2317e67e4e0b546aa47639a73e32,No,Yes,"Currently, pod6 files are processed by various scripts and modules (htmlify.p6,
Pod::To::HTML, Pod::To::BigPage,...), that has repeated functionality, low
level of testing, tight coupling between presentation rendering and source data.
Even pod6 files are compiled several times.
So, what I intend to do to change this? I have three objectives:

Improve the stability of the system facing changes without provoking undesirable side effects.
Speed up the build process to be able to make changes faster.
Put together a lot of work in the docs done by several contributors during the last few years.",[],[]
47, Nuitka: All Python built-ins optimized for Nuitka ,"Nuitka has support for many built-ins, e.g. len already, which means dedicated C code, compile-time evaluation, type shapes produced (in this case an...", Batakrishna Sahu ," Mentor  Vaibhav Tulsyan, Kamran Ghanaat, Kay Hayen ", Organization  Python Software Foundation ,/archive/2019/projects/5719810648834048,https://github.com/bksahu/Nuitka-website/blob/final_eval/posts/bksahus-gsoc-wrap-up.rst,No,Yes,"Nuitka has support for many built-ins, e.g. len already, which means dedicated C code, compile-time evaluation, type shapes produced (in this case an int), but there are some notable exceptions, e.g. enumerate where we know types too, that are still missing but definitely can have high-performance impact on some loops. Not having that means that enumerate using loops are loosing out on many optimization opportunities. This project aims to identify and optimized missing built-ins to achieve complete support for ultimately all C built-ins.","['https://github.com/Nuitka/Nuitka/pull/246', 'https://github.com/Nuitka/Nuitka/pull/407', 'https://github.com/Nuitka/Nuitka/pull/419', 'https://github.com/Nuitka/Nuitka/pull/442', 'https://github.com/Nuitka/Nuitka/pull/462', 'https://github.com/Nuitka/Nuitka/pull/378', 'https://github.com/Nuitka/Nuitka/pull/333', 'https://github.com/Nuitka/Nuitka/pull/336', 'https://github.com/Nuitka/Nuitka/pull/485']",['https://github.com/Nuitka/Nuitka/issues/349']
48, Migrating Gazebo plugins to ROS2 ,Gazebo ROS packages (gazebo_ros_pkgs) provides a ROS interface to Gazebo simulations for developers to test their ROS code in a virtual simulation..., Shivesh Khaitan , Mentor  Louise Poubel , Organization  Open Source Robotics Foundation ,/archive/2019/projects/5719848095580160,https://discourse.ros.org/t/migrating-gazebo-plugins-to-ros2/10433,No,Yes,"Gazebo ROS packages (gazebo_ros_pkgs) provides a ROS interface to Gazebo simulations for developers to test their ROS code in a virtual simulation instead of a physical robot. As a part of the GSoC project, various gazebo_plugins would be ported to ROS2. Also necessary additional plugins would be added.","['https://github.com/ros-simulation/gazebo_ros_pkgs/pull/899', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/917', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/921', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/927', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/932', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/939', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/940', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/943', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/944', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/945', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/955', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/956', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/957', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/958', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/960', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/967', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/984', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/945', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/981', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/925', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/941', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/948', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/962', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/968', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/969', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/972', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pull/973', 'https://github.com/osrf/ros2_ign/pull/1', 'https://github.com/osrf/ros2_ign/pull/3', 'https://github.com/ros-simulation/gazebo_ros_pkgs/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3Ashiveshkhaitan', 'https://github.com/osrf/ros2_ign/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3Ashiveshkhaitan']","['https://github.com/ros-simulation/gazebo_ros_pkgs/issues/512', 'https://github.com/ros-simulation/gazebo_ros_pkgs/issues/779']"
49, Improving the console experience with UI Automation ,"NVDA provides support for the Windows command console used by Command Prompt, PowerShell, and the Windows Subsystem for Linux. It allows users to...", Bill Dengler ," Mentor  md_curran, Reef Turner ", Organization  NV Access ,/archive/2019/projects/5720775808516096,https://github.com/nvaccess/nvda/wiki/Improving-the-console-experience-with-UI-Automation,No,Yes,"NVDA provides support for the Windows command console used by Command Prompt, PowerShell, and the Windows Subsystem for Linux. It allows users to read the console's contents using review cursor commands, and automatically reports console output as it arrives. While functional, this support has some shortcomings, leading to decreased NVDA performance and stability and, by extension, user productivity. This proposal seeks to take advantage of changes to the command console introduced in the Windows 10 Fall Creators Update and refined in later releases, leading to an improved console experience for users on current Windows versions.","['https://github.com/nvaccess/nvda/pull/9614', 'https://github.com/nvaccess/nvda/pull/9647', 'https://github.com/nvaccess/nvda/pull/9649', 'https://github.com/nvaccess/nvda/pull/9650', 'https://github.com/nvaccess/nvda/pull/9651', 'https://github.com/nvaccess/nvda/pull/9673', 'https://github.com/nvaccess/nvda/pull/9674', 'https://github.com/nvaccess/nvda/pull/9761', 'https://github.com/nvaccess/nvda/pull/9771', 'https://github.com/nvaccess/nvda/pull/9802', 'https://github.com/nvaccess/nvda/pull/9887', 'https://github.com/nvaccess/nvda/pull/9915', 'https://github.com/nvaccess/nvda/pull/9944', 'https://github.com/nvaccess/nvda/pull/9957', 'https://github.com/nvaccess/nvda/pull/9986', 'https://github.com/nvaccess/nvda/pull/10052', 'https://github.com/nvaccess/nvda/pull/10057', 'https://github.com/nvaccess/nvda/pull/10091', 'https://github.com/nvaccess/nvda/pull/10118', 'https://github.com/nvaccess/nvda/pull/10129', 'https://github.com/nvaccess/nvda/pull/9646', 'https://github.com/nvaccess/nvda/pull/9687', 'https://github.com/nvaccess/nvda/pull/9735', 'https://github.com/nvaccess/nvda/pull/9773', 'https://github.com/nvaccess/nvda/pull/9787', 'https://github.com/nvaccess/nvda/pull/9802', 'https://github.com/nvaccess/nvda/pull/9899', 'https://github.com/nvaccess/nvda/pull/9957', 'https://github.com/nvaccess/nvda/pull/9936', 'https://github.com/nvaccess/nvda/pull/9915', 'https://github.com/nvaccess/nvda/pull/9985', 'https://github.com/nvaccess/nvda/pull/10043', 'https://github.com/nvaccess/nvda/pull/10088', 'https://github.com/nvaccess/nvda/pull/9660', 'https://github.com/nvaccess/nvda/pull/10129', '/nvaccess/nvda/wiki/Github-pull-request-template-explanation-and-examples']","['https://github.com/nvaccess/nvda/issues/9786', 'https://github.com/nvaccess/nvda/issues/9786', 'https://github.com/nvaccess/nvda/issues/10036', 'https://github.com/nvaccess/nvda/issues/6291', 'https://github.com/nvaccess/nvda/issues/10120', 'https://github.com/nvaccess/nvda/issues/10119', 'https://github.com/nvaccess/nvda/issues/6095', 'https://github.com/nvaccess/nvda/issues/10030', 'https://github.com/nvaccess/nvda/issues/10119', 'https://github.com/nvaccess/nvda/issues/10120', 'https://github.com/nvaccess/nvda/issues/10030', 'https://github.com/nvaccess/nvda/issues/10036', 'https://github.com/nvaccess/nvda/issues/10119']"
50, CNN Scoring for Flexible Docking ,Molecular docking—the prediction of binding modes and binding affinity of a molecule to a target of known structure—is a great computational tool for..., Rocco Meli ," Mentor  David Koes, Jocelyn Sunseri ", Organization  Open Chemistry ,/archive/2019/projects/5721769153921024,https://github.com/RMeli/gsoc19,No,Yes,"Molecular docking—the prediction of binding modes and binding affinity of a molecule to a target of known structure—is a great computational tool for structure-based drug design. However, docking scoring functions are mostly empirical or knowledge-based and the flexibility of the receptor is completely neglected in most docking studies. Recent advances in the field showed that scoring functions can be effectively learnt by convolutional neural networks (CNNs). Here we want to build on top of these findings and develop a CNN scoring function for flexible docking by extending the capabilities of gnina—a state-of-the-art deep learning framework for molecular docking—and by building an high-quality training dataset for flexible docking.","['https://github.com/gnina/gnina/pull/73', 'https://github.com/gnina/gnina/pull/73', 'https://github.com/gnina/scripts/pull/31', 'https://github.com/gnina/scripts/pull/30', 'https://github.com/gnina/scripts/pull/29', 'https://github.com/gnina/gnina/pull/74', 'https://github.com/gnina/gnina/pull/72', 'https://github.com/gnina/scripts/pull/26', 'https://github.com/gnina/gnina/pull/65', 'https://github.com/gnina/gnina/pull/64', 'https://github.com/gnina/gnina/pull/62', 'https://github.com/gnina/gnina/pull/61', 'https://github.com/gnina/gnina/pull/60', 'https://github.com/gnina/gnina/pull/59', 'https://github.com/gnina/libmolgrid/pull/5', 'https://github.com/openbabel/openbabel/pull/1998', 'https://github.com/openbabel/openbabel/pull/1988', 'https://github.com/MDAnalysis/mdanalysis/pull/2331', 'https://github.com/MDAnalysis/mdanalysis/pull/2325', 'https://github.com/MDAnalysis/mdanalysis/pull/2319']",['https://github.com/gnina/gnina/issues/57']
1, Development of modules with new UI/UX ,"Development of 16 modules for the DONUT platform for better UI/UX. To simplify the configuration, these predefined modules will have the most common...", Lakshya Khera ," Mentor  CapedCrusader23, Devesh Verma, Jaskirat S., Vaibhav Aren ", Organization  JBoss Community ,/archive/2019/projects/6567045829754880,https://github.com/codeuino/Social-Platform-Donut/tree/gsoc,No,No,"Development of 16 modules for the DONUT platform for better UI/UX. To simplify the configuration, these predefined modules will have the most common use cases with different options for modules and settings while setting up this environment. These modules will be more focusing on providing user a smooth experience while using DONUT platform.",['https://github.com/codeuino/social-platform-donut-frontend/pull/220'],[]
2, Project: neo4j integration ,The project will be focused on development of extension for neo4j graph database for querying knowledge graphs storing molecular and chemical..., Evgeny Sorokin ," Mentor  Christian Pilger, Greg Landrum ", Organization  Open Chemistry ,/archive/2019/projects/6567101345562624,https://github.com/rdkit/neo4j-rdkit/tree/966391ae6e4d96defa6710f7f296560ce6c46184,No,No,"The project will be focused on development of extension for neo4j graph database for querying knowledge graphs storing molecular and chemical information.  That would be implemented on top of neo4j-java-driver.
Task is to enable identification of entry points into the graph via exact/substructure/similarity searches (UC1). UC2 is closely related to UC1, but here the intention is to use chemical structures as limiting conditions in graph traversals originating from different entry points. Both use cases rely on the same integration of RDkit and Neo4j and will only differ in their CYPHER statements.",[],[]
3, Fact-Bounty - Implement a backend for a crowd-driven Fact-checking platform ,"Fact Bounty is a crowd driven fact checking platform. With the growth of the social media ecosystem, came the issues of misleading news and rumours....", Anmol Bansal ," Mentor  rox, Sameera Horawalavithana, Oshan Ivantha ", Organization  SCoRe Lab (Sustainable Computing Research Lab) ,/archive/2019/projects/6567340706103296,https://github.com/Anmolbansal1/gsoc-report/blob/master/report.md,No,Yes,"Fact Bounty is a crowd driven fact checking platform. With the growth of the social media ecosystem, came the issues of misleading news and rumours. This creates chaos and distrust among the masses. Fact Bounty tries to minimise this chaos by spreading awareness among people on the authenticity of a news item. 
In this project, I would like to

Implement new routes to RESTful API in flask framework with sqlalchemy and elasticsearch database.
Unit tests with unittest framework.
Use Natural Language Processing techniques to group similar stories, form clusters of it and implement routes to  fetch the clustered data.
Implement technique to highlight viral phrases in stories and build visualizations based on it.",[],[]
4, Add functionality to store an unresolved merge-state ,Merge conflicts are part of every version control system structure. There can be situations in which some changes are necessary for a piece of..., Navaneeth Suresh ," Mentor  Pulkit Goyal, Sushil Khanchi, Sangeet Kumar Mishra ", Organization  Python Software Foundation ,/archive/2019/projects/6568086956670976,https://medium.com/@themousepotato/google-summer-of-code-2019-report-mercurial-55325a9bf2cb,No,No,"Merge conflicts are part of every version control system structure. There can be situations in which some changes are necessary for a piece of software to function properly but, an unexpected merge conflict may lag the development workflow. The user may want to store a partially resolved merge-state if they have to fix an urgent bug. In the current scenario, they are only allowed to either fully resolve conflicts or abort the operation that led to conflicts by discarding the partially resolved state with conflicts. This project is about adding functionality to store an unresolved merge-state to help the user on such occasions. This lets the user do the required tasks at the moment in the same repository and get back later to the same merge-state and resume resolving conflicts. This project also adds functionality to let someone else do the conflict resolution for the user if they want by committing the conflicts and sharing it with other users.",[],[]
5, ETL pipeline development for TCGA data from GDC Portal ,The Genomic Data Commons (GDC) Portal serves as a large-scale genomic data repository hosting data from NCI cancer genome projects in standardized..., Zachary Heins ," Mentor  Avery Wang, Angelica Ochoa, Kyle Hernandez, Zhenyu Zhang ", Organization  cBioPortal for Cancer Genomics ,/archive/2019/projects/6012388719984640,https://gist.github.com/zheins/4bd6767b3a49d588343f27082503fbb5,No,Yes,"The Genomic Data Commons (GDC) Portal serves as a large-scale genomic data repository hosting data from NCI cancer genome projects in standardized formats amenable to programmatic access. As one of the major goals of the cBioPortal is to serve cancer genomic data from a wide range of sources in a easy to analyze manner, the creation of an Extraction Translation (ET) pipeline between the two platforms would greatly benefit the cancer genomic research community as a whole.
A previous GSOC project laid the foundation for this pipeline, developing a Spring Batch pipeline that takes a GDC manifest file specifying the data desired and creates a clinical file and a Genome Nexus annotated MAF suitable for cBioPortal import. This project will expand on the pipeline, creating new Spring Batch reader/processor/writers and corresponding pipeline logic for CNA and mRNA expression data, two data types similar in format and useful in conjunction to analyze over and under expressed genes in a given sample.",[],[]
7, Deeper Nextcloud Integration ,This project aims to improve the existing Nextcloud integration within Rocket.Chat. Seamless authentication and improving the UI and UX of the file..., Utkarsh Barsaiyan ," Mentor  Roeland Douma, Tasso Evangelista, Guilherme Gazzo ", Organization  Rocket.Chat ,/archive/2019/projects/6018040427184128,https://gist.github.com/ubarsaiyan/0284a21fe6e3044bc0a1e2c81aa01563,No,Yes,This project aims to improve the existing Nextcloud integration within Rocket.Chat. Seamless authentication and improving the UI and UX of the file picker are the main focus.,"['https://github.com/RocketChat/Rocket.Chat/pull/14596', 'https://github.com/RocketChat/Rocket.Chat/pull/14879', 'https://github.com/RocketChat/Rocket.Chat/pull/15027', 'https://github.com/RocketChat/Rocket.Chat/pull/14759', 'https://github.com/perry-mitchell/webdav-client/pull/174']",[]
8, ipptool test suite for IPP System Service ,ipptool is used for development and debugging of IPP-related software and for PWG self-certification for IPP Everywhere printers for driverless..., Aakash Lahoti ," Mentor  Smith Kennedy, Ira McDonald, Danny Brennan ", Organization  The Linux Foundation ,/archive/2019/projects/6018291884097536,https://github.com/aakashlahoti/Google-Summer-Of-Code-2019-The-Linux-Foundation,No,No,"ipptool is used for development and debugging of IPP-related software and for PWG self-certification for IPP Everywhere printers for driverless printing. I am to develop additional ipptool test scripts for all new operations, objects, attributes defined in IPP System Service v1.0",[],[]
9, Plugin Programming Guide with Examples ,"This project will improve the GitBook of syslog-ng by adding a chapter for plugin programming, with sections dedicated to the various types of...", Victor Ma , Mentor  Laszlo Budai , Organization  syslog-ng ,/archive/2019/projects/6019431409385472,https://github.com/balabit/syslog-ng-gitbook/pull/68,No,Yes,"This project will improve the GitBook of syslog-ng by adding a chapter for plugin programming, with sections dedicated to the various types of plugins found in syslog-ng. A non-trivial example plugin will accompany each section, to aid in the explanation.","['/login?return_to=https%3A%2F%2Fgithub.com%2Fbalabit%2Fsyslog-ng-gitbook%2Fpull%2F68', '/login?return_to=https%3A%2F%2Fgithub.com%2Fbalabit%2Fsyslog-ng-gitbook%2Fpull%2F68', 'https://github.com/balabit/syslog-ng-gitbook/pull/68#event-3274872286', '/login?return_to=https%3A%2F%2Fgithub.com%2Fbalabit%2Fsyslog-ng-gitbook%2Fpull%2F68', 'https://github.com/balabit/syslog-ng-gitbook/pull/68']",[]
10, Improvements on GNU social's network systems ,"GNU social is a communication software used in federated/decentralized social networks. In order to archive such decentratization, some communication...", Bruno Casteleiro , Mentor  Diogo Cordeiro , Organization  The GNU Project ,/archive/2019/projects/6021217092370432,https://go.diogo.site/gsoc2019_network,No,Yes,"GNU social is a communication software used in federated/decentralized social networks. In order to archive such decentratization, some communication standards were created such as OStatus and ActivityPub.
Currently, the ActivityPub plugin has an unfinished implementation of HTTP Signatures, making GNU social unable to federate with other pieces of software using the same standard, and it doesn't use a queue system.
Furthermore, GNU social's client API, the Twitter-like API, needs some of its functionality reviewed, specially concerning third-party interfaces. The current implementation still requires Tools to use OAuth1 for authorization and it doesn't handle Bots the proper way.
In a first stage, this proposal aims to replace the existing network system with a more sophisticated one that will support HTTP Signatures and to move existing ActivityStreams implementations into a plugin to be used by OStatus and the ActivityPub plugin. The second and final part of the proposal is reserved for the migration of OAuth1 to OAuth2 and adding support to the ActivityPub C2S API.",[],['https://github.com/w3c/activitypub/issues/196#issuecomment-304958984']
11, GSoC 2019 Application Proposal ,The current visualization shiny apps of PEcAn 'Workflow Plot' and 'Global Sensitivity' is facing problems including instability and slow..., shuang ," Mentor  Betsy Cowdery, Hamze Dokoohaki ", Organization  PEcAn Project ,/archive/2019/projects/6023142261129216,https://github.com/PecanProject/pecan/pull/2368,No,Yes,"The current visualization shiny apps of PEcAn 'Workflow Plot' and 'Global Sensitivity' is facing problems including instability and slow responsiveness.
I suggest to improve stability and performance of apps by using lazy-loading to load large amount of model output data,  improving performance of plots, caching plots within apps and improving app scalability with async programming.","['/login?return_to=https%3A%2F%2Fgithub.com%2FPecanProject%2Fpecan%2Fpull%2F2368', '/login?return_to=https%3A%2F%2Fgithub.com%2FPecanProject%2Fpecan%2Fpull%2F2368', 'https://github.com/PecanProject/pecan/pull/2368#event-2651027252', '/login?return_to=https%3A%2F%2Fgithub.com%2FPecanProject%2Fpecan%2Fpull%2F2368', 'https://github.com/PecanProject/pecan/pull/2368']",[]
12, Automatic Speech Recognition for European Language (German) ,This project aims to build an ASR pipeline for European Language (German) and it must be built as a Singularity container on the Case HPC and put..., Aashish Agarwal ," Mentor  Elmar Noeth, Sumit Vohra, Jan Gorisch ", Organization  Red Hen Lab ,/archive/2019/projects/6029180767043584,https://github.com/AASHISHAG/asr-german,No,No,"This project aims to build an ASR pipeline for European Language (German) and it must be built as a Singularity container on the Case HPC and put into production to process daily incoming files. The project proposes to use different state-of-the-art Speech to Text open source toolkits (Kaldi, DeepSpeech).
It can be divided into following sub-tasks:

Data cleaning and Feature Extraction
Language Modeling
Building Phoneme Dictionary
Acoustic Modeling",[],[]
13, Enhancing Metamorphic Testing Tools For Graphics Drivers ,The Android Graphics Tools Team's GraphicsFuzz is a metamorphic testing framework for OpenGL and Vulkan graphics drivers. Among its tools are a..., Abel Briggs ," Mentor  Hugues Evrard, Alastair Donaldson ", Organization  Android Graphics Tools Team ,/archive/2019/projects/6034777595969536,https://gist.github.com/abelbriggs1/ce2d56fd3264d4b1f0e7a248ae251179,No,Yes,"The Android Graphics Tools Team's GraphicsFuzz is a metamorphic testing framework for OpenGL and Vulkan graphics drivers. Among its tools are a shader generator, which mutates a shader program into variants that differ in machine code, but render a similar image to the original - and a shader reducer, which reduces shader code to focus on specific logic that a user is interested in. Used in tandem, these tools allow one to fuzz test shader compilers for flaws and easily reproduce them.
The generator mutates a shader by performing ""transformations"" on the original code which complicate control/data flow. These transformations often make use of OpenGL's built-in functions and features to mutate expressions into equivalent forms.
However, the generator and reducer are only aware of a subset of the OpenGL shader language, and do not support all of OpenGL's built-in math and transformation functions. This reduces the number of potential mutations and ultimately hampers GraphicsFuzz's capability of finding edge cases.
This project aims to enhance GraphicsFuzz's support for OpenGL semantics and extend its capabilities with new transformations, then apply them to open-source drivers.","['https://github.com/google/graphicsfuzz/pull/521', 'https://github.com/google/graphicsfuzz/pull/528', 'https://github.com/google/graphicsfuzz/pull/549', 'https://github.com/google/graphicsfuzz/pull/563', 'https://github.com/google/graphicsfuzz/pull/533', 'https://github.com/google/graphicsfuzz/pull/509', 'https://github.com/google/graphicsfuzz/pull/512', 'https://github.com/google/graphicsfuzz/pull/525', 'https://github.com/google/graphicsfuzz/pull/527', 'https://github.com/google/graphicsfuzz/pull/553', 'https://github.com/google/graphicsfuzz/pull/562', 'https://github.com/google/graphicsfuzz/pull/580', 'https://github.com/google/graphicsfuzz/pull/641', 'https://github.com/google/graphicsfuzz/pull/642', 'https://github.com/google/graphicsfuzz/pull/648', 'https://github.com/google/graphicsfuzz/pull/649', 'https://github.com/google/graphicsfuzz/pull/682', 'https://github.com/google/graphicsfuzz/pull/683', 'https://github.com/google/graphicsfuzz/pull/695', 'https://github.com/google/graphicsfuzz/pull/704', 'https://github.com/google/graphicsfuzz/pull/577', 'https://github.com/google/graphicsfuzz/pull/584', 'https://github.com/google/graphicsfuzz/pull/613', 'https://github.com/google/graphicsfuzz/pull/617', 'https://github.com/google/graphicsfuzz/pull/631', 'https://github.com/google/graphicsfuzz/pull/632', 'https://github.com/google/graphicsfuzz/pull/638', 'https://github.com/google/graphicsfuzz/pull/605', 'https://github.com/google/graphicsfuzz/pull/647', 'https://github.com/google/graphicsfuzz/pull/698', 'https://github.com/google/graphicsfuzz/pull/507', 'https://github.com/google/graphicsfuzz/pull/532', 'https://github.com/google/graphicsfuzz/pull/535', 'https://github.com/google/graphicsfuzz/pull/537', 'https://github.com/google/graphicsfuzz/pull/587', 'https://github.com/google/graphicsfuzz/pull/668', 'https://github.com/google/graphicsfuzz/pull/670']","['https://github.com/google/graphicsfuzz/issues/550', 'https://github.com/google/graphicsfuzz/issues/570', 'https://github.com/google/graphicsfuzz/issues/552', 'https://github.com/google/graphicsfuzz/issues/637', 'https://github.com/google/graphicsfuzz/issues/653', 'https://github.com/KhronosGroup/glslang/issues/1865', 'https://github.com/google/graphicsfuzz/issues/597']"
14, CentOS CI User Frontend ,This project involves building a webapp to replace the current user onboarding flow for centos.ci.org, Shaily ," Mentor  bstinson, SiddharthVipul ", Organization  Fedora Project ,/archive/2019/projects/6039512663195648,https://gist.github.com/shailysangwan/45be317b9dc18c14397393f4f0a8bd63,Yes,Yes,This project involves building a webapp to replace the current user onboarding flow for centos.ci.org,"['https://github.com/centosci/ci-user-frontend/pulls?q=is%3Apr+is%3Amerged+author%3Ashailysangwan', 'https://github.com/centosci/ci-user-backend/pulls?q=is%3Apr+is%3Amerged+author%3Ashailysangwan', 'https://github.com/centosci/ci-user-backend/pulls/shailysangwan', 'https://github.com/centosci/ci-user-frontend/pulls/shailysangwan']",[]
15, Simulating bob_robotics models using Gazebo ,Brains on Board (http://brainsonboard.co.uk) is an inter-university project with the aim of developing an autonomous flying robot with the learning..., Shinjan Mitra , Mentor  Alex Dewar , Organization  INCF ,/archive/2019/projects/6043031768137728,https://gist.github.com/shinjanxp/c185f2befc2802ee20136489ea4bcceb,Yes,Yes,"Brains on Board (http://brainsonboard.co.uk) is an inter-university project with the aim of developing an autonomous flying robot with the learning abilities of a honeybee, with all computation performed on board. Part of the project involves developing a lightweight C++ library for running neural simulations in real time on small robots (https://github.com/BrainsOnBoard/bob_robotics).
The BoB robotics framework currently lacks the following:

A physics-based simulation engine
Models of the sensors being used

This project aims to integrate BoB robotics with a more sophisticated 3D simulation package i.e. Gazebo. The main contributions of this project shall be:

Prepare Gazebo world environments for real-world 3D models that are currently available with bob_robotics. 
Modelling the sensors (specifically those that mimic the vision of insects) and robots used by the BoB robotics team into Gazebo.
Integrating Gazebo with BoB robotics so that the simulated robots can be controlled using BoB robotics models, e.g. test out a navigation model on a good simulated model of a drone.","['https://github.com/BrainsOnBoard/bob_robotics/pull/115', 'https://github.com/BrainsOnBoard/bob_robotics/pull/117', 'https://github.com/BrainsOnBoard/bob_robotics/pull/125', 'https://github.com/BrainsOnBoard/bob_robotics/pull/133', 'https://github.com/BrainsOnBoard/bob_robotics/pull/141', 'https://github.com/BrainsOnBoard/bob_robotics/pull/152', 'https://github.com/BrainsOnBoard/rothamsted_reconstruction/pull/4']",[]
16, Continuation of Atarashi OSS ,"Atarashi scans for license statements in open source software, focusing on text statistics. Designed to work stand-alone and with FOSSology. Right...", HastagAB ," Mentor  Anupam Ghosh, Aman Jain, Michael Jaeger ", Organization  FOSSology Project ,/archive/2019/projects/6052136226390016,https://github.com/hastagAB/GSoC-19,No,Yes,"Atarashi scans for license statements in open source software, focusing on text statistics. Designed to work stand-alone and with FOSSology. Right now it works on the simple command-line interface and separately from FOSSology. 
To make it more user-friendly it needs a GUI. FOSSology already has a stable GUI and advance features improved over the years. 
Atarashi works on Text Statistics and Information Retrieval Algorithms written purely in Python. Integrating Atarashi with FOSSology will not only make it more powerful but will also give various existing features for FOSSology to use in its User Interface. 
A standardized algorithm evaluator is needed for the existing and upcoming license scanning algorithms to validate its accuracy and reliability.
A Machine Learning Model & Algorithm needs to be established so that it can be improved in the future. This will give us the most accurate and best results and will make Atarashi more powerful & faster than ever.","['https://github.com/fossology/fossology/pull/1408', 'https://github.com/fossology/atarashi/pull/57', 'https://github.com/fossology/atarashi/pull/60', 'https://github.com/fossology/fossology/pull/1408', 'https://github.com/fossology/atarashi/pull/57', 'https://github.com/fossology/atarashi/pull/60', 'https://github.com/fossology/fossology/pull/1329', 'https://github.com/fossology/atarashi/pull/56', 'https://github.com/fossology/atarashi/pull/55']",[]
